iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag      sat_frac_pq      sat_frac_pn      pAp_double        pAp_naive        cond_pAp          n_eff
  18  7.4656947597e+03  7.4611095690e+03  7.4656943415e+03  7.4646923580e+03  7.4611117134e+03  3.816028e+09  2.137247e+02  0.000000e+00  0.000000e+00  2.1372463599e+02  2.1370169640e+02  4.658720e+14  21958
  19  8.7895172767e+03  8.7839002727e+03  8.7895173929e+03  8.7884815526e+03  8.7839030049e+03  3.092433e+10  2.293150e+02  0.000000e+00  0.000000e+00  2.2931502275e+02  2.2929019928e+02  7.786865e+14  22033
  20  8.7959159075e+03  8.7901681440e+03  8.7959154157e+03  8.7948839674e+03  8.7901640485e+03  1.249162e+12  2.394925e+02  0.000000e+00  0.000000e+00  2.3949244789e+02  2.3946619034e+02  6.348658e+14  22354
  21  9.5119367138e+03  9.5056618917e+03  9.5119360805e+03  9.5109015346e+03  9.5056593669e+03  3.401151e+09  2.222218e+02  0.000000e+00  0.000000e+00  2.2222186080e+02  2.2219741058e+02  4.307339e+14  22285
  22  9.3515844313e+03  9.3453641984e+03  9.3515842508e+03  9.3505678972e+03  9.3453650544e+03  1.020686e+10  2.392129e+02  0.000000e+00  0.000000e+00  2.3921295948e+02  2.3918637276e+02  2.215731e+15  22244
  23  9.8790891021e+03  9.8724452898e+03  9.8790882170e+03  9.8779398662e+03  9.8724473156e+03  4.975589e+10  2.284357e+02  0.000000e+00  0.000000e+00  2.2843575635e+02  2.2841010284e+02  5.345458e+14  22305
  24  9.7205420195e+03  9.7139252622e+03  9.7205415487e+03  9.7195374376e+03  9.7139264976e+03  4.194686e+10  2.271423e+02  0.000000e+00  0.000000e+00  2.2714228031e+02  2.2711650467e+02  6.356433e+14  22442
  25  1.0294051433e+04  1.0286817584e+04  1.0294052652e+04  1.0292798259e+04  1.0286809418e+04  2.404004e+09  2.711632e+02  0.000000e+00  0.000000e+00  2.7116328327e+02  2.7113220978e+02  7.753596e+14  22477
  26  1.0688603611e+04  1.0680989842e+04  1.0688606270e+04  1.0687229014e+04  1.0680982726e+04  2.626704e+09  2.514433e+02  0.000000e+00  0.000000e+00  2.5144338972e+02  2.5141441727e+02  8.873766e+14  22621
  27  1.0698955894e+04  1.0691019409e+04  1.0698958454e+04  1.0697648340e+04  1.0691022776e+04  4.211846e+11  3.634430e+02  0.000000e+00  0.000000e+00  3.6344311100e+02  3.6340026093e+02  2.305222e+15  22532
  28  1.2515127557e+04  1.2505455450e+04  1.2515130043e+04  1.2513485845e+04  1.2505462486e+04  1.105371e+11  4.545145e+02  0.000000e+00  0.000000e+00  4.5451456837e+02  4.5446067047e+02  6.266068e+14  22525
  29  1.3232720320e+04  1.3222292691e+04  1.3232723076e+04  1.3231172888e+04  1.3222314472e+04  1.092455e+11  5.361398e+02  0.000000e+00  0.000000e+00  5.3613949755e+02  5.3607328796e+02  1.303670e+15  22674
  30  1.5803651482e+04  1.5790896618e+04  1.5803659323e+04  1.5801612070e+04  1.5790917896e+04  1.593961e+11  5.148243e+02  0.000000e+00  0.000000e+00  5.1482389694e+02  5.1476028442e+02  6.936278e+14  22682
  31  1.6943647403e+04  1.6929827879e+04  1.6943660053e+04  1.6941363345e+04  1.6929866627e+04  1.970896e+10  5.897534e+02  0.000000e+00  0.000000e+00  5.8975279730e+02  5.8967863464e+02  6.047387e+14  22773
  32  1.8078233085e+04  1.8063230276e+04  1.8078251243e+04  1.8075447214e+04  1.8063278994e+04  8.177468e+09  7.846358e+02  0.000000e+00  0.000000e+00  7.8463473895e+02  7.8453253174e+02  9.281293e+15  22658
  33  1.8134214245e+04  1.8118789364e+04  1.8134233703e+04  1.8131819545e+04  1.8118830867e+04  4.534990e+09  7.967151e+02  0.000000e+00  0.000000e+00  7.9671390145e+02  7.9660542297e+02  1.894048e+15  22745
  34  1.9058076732e+04  1.9041538593e+04  1.9058095603e+04  1.9055093177e+04  1.9041601613e+04  1.435824e+10  7.983402e+02  0.000000e+00  0.000000e+00  7.9833908039e+02  7.9822860718e+02  2.159146e+15  22799
  35  1.9273070549e+04  1.9255995845e+04  1.9273087558e+04  1.9268996030e+04  1.9256053178e+04  9.551105e+09  7.804115e+02  0.000000e+00  0.000000e+00  7.8041024705e+02  7.8030125427e+02  1.140849e+15  22713
  36  1.8507202187e+04  1.8490614268e+04  1.8507221509e+04  1.8504129701e+04  1.8490654937e+04  1.212602e+10  9.961271e+02  0.000000e+00  0.000000e+00  9.9612520705e+02  9.9598524475e+02  4.744383e+15  22725
  37  1.9317481934e+04  1.9299870259e+04  1.9317507086e+04  1.9313603910e+04  1.9299915026e+04  3.674602e+10  9.764733e+02  0.000000e+00  0.000000e+00  9.7647130158e+02  9.7633314514e+02  1.827700e+15  22752
  38  1.8665195014e+04  1.8647533242e+04  1.8665232707e+04  1.8662215088e+04  1.8647519513e+04  3.077270e+09  7.958569e+02  0.000000e+00  0.000000e+00  7.9585485575e+02  7.9573933411e+02  4.504615e+15  22815
  39  1.9597054598e+04  1.9578558067e+04  1.9597093662e+04  1.9593037131e+04  1.9578560519e+04  3.205123e+10  1.059555e+03  0.000000e+00  0.000000e+00  1.0595512514e+03  1.0593945007e+03  2.941884e+15  22768
  40  1.8379974803e+04  1.8361564204e+04  1.8380010011e+04  1.8376834113e+04  1.8361538933e+04  8.063434e+08  8.503671e+02  0.000000e+00  0.000000e+00  8.5036409112e+02  8.5024081421e+02  1.552798e+15  22836
  41  1.7560183206e+04  1.7536156021e+04  1.7560216855e+04  1.7557818543e+04  1.7535705289e+04  5.748505e+09  7.889719e+02  0.000000e+00  0.000000e+00  7.8896849709e+02  7.8885522461e+02  1.047401e+15  22838
  42  1.7661481202e+04  1.7614411373e+04  1.7661514318e+04  1.7658825329e+04  1.7612538261e+04  2.224955e+10  7.249195e+02  0.000000e+00  0.000000e+00  7.2491648946e+02  7.2482019043e+02  3.512413e+15  22851
  43  1.7961919476e+04  1.7775814580e+04  1.7961958022e+04  1.7958565644e+04  1.7765520764e+04  2.571999e+10  6.310965e+02  0.000000e+00  0.000000e+00  6.3109391145e+02  6.3102941895e+02  9.098440e+14  22801
  44  1.9838293179e+04  1.9014651193e+04  1.9838341866e+04  1.9831094776e+04  1.8969248377e+04  8.764523e+09  6.489005e+02  0.000000e+00  0.000000e+00  6.4889736654e+02  6.4892138672e+02  1.491737e+15  22785
  45  1.7757009835e+04  1.6213450712e+04  1.7757059216e+04  1.7743451750e+04  1.6147551641e+04  1.575112e+09  7.604124e+02  0.000000e+00  0.000000e+00  7.6040854742e+02  7.6058103943e+02  2.132785e+15  22817
  46  1.5985225320e+04  1.4461543486e+04  1.5985265215e+04  1.5963029286e+04  1.4448914700e+04  5.039113e+10  5.740053e+02  0.000000e+00  0.000000e+00  5.7400227428e+02  5.7433773804e+02  1.050886e+15  22808
  47  1.4733566060e+04  1.4737065108e+04  1.4733582864e+04  1.4692047373e+04  1.4816164146e+04  1.770512e+10  5.075550e+02  0.000000e+00  0.000000e+00  5.0755209975e+02  5.0912332916e+02  1.276656e+16  22833
  48  1.3811814503e+04  1.4517064166e+04  1.3811811757e+04  1.3689416642e+04  1.4564006592e+04  1.507474e+10  4.808152e+02  0.000000e+00  0.000000e+00  4.8081196758e+02  4.8718708038e+02  8.661773e+14  22880
  49  1.3931745569e+04  1.4414346742e+04  1.3931758252e+04  1.3646042064e+04  1.4426684720e+04  9.106008e+09  4.809078e+02  0.000000e+00  0.000000e+00  4.8090397764e+02  4.9982418823e+02  1.093887e+15  22926
  50  1.4597462499e+04  1.4451228875e+04  1.4597488003e+04  1.3880663961e+04  1.4453573122e+04  1.121960e+10  4.375425e+02  0.000000e+00  0.000000e+00  4.3753680371e+02  4.9245077515e+02  4.724611e+14  22916
  51  1.5081696275e+04  1.4757254487e+04  1.5081593550e+04  1.4034273476e+04  1.4756993190e+04  2.300667e+10  4.414739e+02  0.000000e+00  0.000000e+00  4.4146265455e+02  5.4956727600e+02  1.350477e+15  22784
  52  1.5600767335e+04  1.4354716577e+04  1.5600018462e+04  1.3940008608e+04  1.4352620388e+04  2.664908e+09  4.185734e+02  0.000000e+00  0.000000e+00  4.1854142774e+02  5.7591212463e+02  9.161196e+14  22850
  53  1.7581979189e+04  1.4224507303e+04  1.7575386425e+04  1.4328136236e+04  1.4220786476e+04  2.223997e+09  4.096148e+02  0.000000e+00  0.000000e+00  4.0947361159e+02  5.6850469971e+02  1.069492e+15  22801
  54  1.7571325578e+04  1.3632029930e+04  1.7547828128e+04  1.4264601221e+04  1.3627772819e+04  9.860296e+09  5.319226e+02  0.000000e+00  0.000000e+00  5.3147620858e+02  4.4991871643e+02  3.994171e+16  22781
  55  1.6220576271e+04  1.3660723846e+04  1.6175000958e+04  1.5694350576e+04  1.3659346397e+04  5.283934e+09  4.726833e+02  0.000000e+00  0.000000e+00  4.7211657967e+02  3.9449771881e+02  5.645591e+14  22814
  56  1.5313512349e+04  1.3531242072e+04  1.5212832478e+04  1.6642292150e+04  1.3535034245e+04  1.855681e+10  4.162837e+02  0.000000e+00  0.000000e+00  4.1468522214e+02  4.5835815430e+02  1.191823e+15  22891
  57  1.4041296411e+04  1.4090043009e+04  1.3884554872e+04  1.5839993939e+04  1.4093520781e+04  2.659875e+10  4.684205e+02  0.000000e+00  0.000000e+00  4.6312159099e+02  5.0574502563e+02  9.268492e+14  22895
  58  1.3680092377e+04  1.4759783738e+04  1.3395743802e+04  1.4302485378e+04  1.4762199836e+04  9.615945e+08  3.898586e+02  0.000000e+00  0.000000e+00  3.7564974457e+02  4.5467588806e+02  8.041744e+14  22880
  59  1.4343006906e+04  1.6019809737e+04  1.3735492128e+04  1.3445567894e+04  1.6020694617e+04  2.676307e+09  4.455412e+02  0.000000e+00  0.000000e+00  3.7034723472e+02  5.4108027649e+02  8.158287e+14  22913
  60  1.5009453852e+04  1.7902212601e+04  1.3816074117e+04  1.4919716887e+04  1.7901600375e+04  4.901157e+09  6.297610e+02  0.000000e+00  0.000000e+00  4.3908070813e+02  4.6856656647e+02  4.304603e+15  22907
  61  1.5244910187e+04  1.7579009301e+04  1.3763671603e+04  1.6452396300e+04  1.7575782429e+04  3.584794e+08  5.062425e+02  0.000000e+00  0.000000e+00  4.6262515424e+02  5.3608697510e+02  5.864212e+14  22883
  62  1.5676167804e+04  1.5140565908e+04  1.4180207051e+04  1.5118890965e+04  1.5135729384e+04  7.193848e+08  4.815852e+02  0.000000e+00  0.000000e+00  4.5048039535e+02  5.4454423523e+02  1.093394e+16  22907
  63  1.6155109631e+04  1.4197215502e+04  1.4630471216e+04  1.4423176904e+04  1.4189902889e+04  1.115211e+09  4.695085e+02  0.000000e+00  0.000000e+00  4.3065049611e+02  4.1715402985e+02  9.995853e+14  22860
  64  1.7596060915e+04  1.4233112379e+04  1.5401959356e+04  1.4730426742e+04  1.4223298070e+04  4.068259e+09  4.760188e+02  0.000000e+00  0.000000e+00  4.3509468187e+02  4.0772194672e+02  8.657446e+14  22881
  65  1.7829924825e+04  1.4754844086e+04  1.5292790458e+04  1.5338553778e+04  1.4757160703e+04  9.035368e+08  5.346622e+02  0.000000e+00  0.000000e+00  5.1816029177e+02  4.5384497833e+02  7.656472e+14  22902
  66  1.6211395267e+04  1.4972610193e+04  1.4601604295e+04  1.5379048605e+04  1.4982680668e+04  2.050715e+10  5.661169e+02  0.000000e+00  0.000000e+00  5.3753691830e+02  5.1316110229e+02  7.836036e+14  22912
  67  1.5389489290e+04  1.4846056446e+04  1.4594854984e+04  1.4864906323e+04  1.4852398056e+04  5.059674e+11  6.611359e+02  0.000000e+00  0.000000e+00  4.5382528351e+02  5.6384945679e+02  4.012134e+15  22886
  68  1.4988230563e+04  1.5161245331e+04  1.5233212137e+04  1.4502923292e+04  1.5164724330e+04  3.587151e+09  5.202807e+02  0.000000e+00  0.000000e+00  4.2856012030e+02  5.2570878601e+02  9.963218e+14  22899
  69  1.4958860394e+04  1.5073058880e+04  1.6048245262e+04  1.4447570315e+04  1.5073914422e+04  3.722559e+08  4.704312e+02  0.000000e+00  0.000000e+00  4.3843393629e+02  6.1091178894e+02  6.258030e+15  22950
  70  1.4677271463e+04  1.4697925296e+04  1.7102937292e+04  1.4401457704e+04  1.4697701045e+04  1.569798e+09  4.584074e+02  0.000000e+00  0.000000e+00  4.5255875557e+02  5.4690451050e+02  9.906927e+14  22952
  71  1.4757317468e+04  1.4926899745e+04  1.6686719030e+04  1.4779992963e+04  1.4926067399e+04  1.482677e+09  4.945229e+02  0.000000e+00  0.000000e+00  4.2623270994e+02  4.3427426910e+02  3.160061e+15  22950
  72  1.4415752672e+04  1.6237747134e+04  1.5387806081e+04  1.6154242539e+04  1.6234463588e+04  4.716413e+08  4.342276e+02  0.000000e+00  0.000000e+00  4.0347597284e+02  4.1117377472e+02  1.304346e+15  22908
  73  1.4651739844e+04  1.6204927646e+04  1.4586474831e+04  1.6190488072e+04  1.6191457007e+04  5.483227e+08  4.206361e+02  0.000000e+00  0.000000e+00  4.0777068266e+02  4.6089331818e+02  4.758047e+15  22893
  74  1.4071311129e+04  1.5602144981e+04  1.4114485042e+04  1.5631836233e+04  1.5571318249e+04  1.663045e+08  3.928192e+02  0.000000e+00  0.000000e+00  4.0428306274e+02  4.6471533966e+02  9.720623e+14  22900
  75  1.4538357090e+04  1.4577020272e+04  1.3452434724e+04  1.4644403709e+04  1.4504289021e+04  8.403329e+08  4.038858e+02  0.000000e+00  0.000000e+00  3.8416142979e+02  3.7373309326e+02  3.516120e+15  22916
  76  1.4164287914e+04  1.4817478868e+04  1.3809881679e+04  1.4976440164e+04  1.4627883511e+04  2.788821e+10  3.835432e+02  0.000000e+00  0.000000e+00  3.4654006625e+02  3.7019361115e+02  1.504315e+15  22951
  77  1.4346874698e+04  1.3951956422e+04  1.3277252728e+04  1.4271354245e+04  1.3625693964e+04  2.047032e+10  3.837653e+02  0.000000e+00  0.000000e+00  3.7120878573e+02  3.8969683075e+02  8.776735e+14  22957
  78  1.4818517706e+04  1.3488409246e+04  1.3360129341e+04  1.4016748838e+04  1.3243622465e+04  2.958014e+08  4.997175e+02  0.000000e+00  0.000000e+00  3.6413230512e+02  3.8373127747e+02  1.526282e+15  22929
  79  1.4387266900e+04  1.3554273127e+04  1.3805221041e+04  1.4306961662e+04  1.3796890664e+04  3.035591e+09  4.656706e+02  0.000000e+00  0.000000e+00  4.2364346311e+02  3.4261215210e+02  2.682498e+15  22908
  80  1.3926980559e+04  1.3488183866e+04  1.3780287370e+04  1.3998580499e+04  1.3890787739e+04  7.054405e+09  4.408354e+02  0.000000e+00  0.000000e+00  3.9005045750e+02  3.8020956421e+02  9.283402e+14  22895
  81  1.3050387490e+04  1.3457634265e+04  1.4061936140e+04  1.4154233854e+04  1.3605245459e+04  1.228214e+11  3.857005e+02  0.000000e+00  0.000000e+00  4.6404155919e+02  3.6759854889e+02  7.563518e+14  22870
  82  1.3357595554e+04  1.3273042756e+04  1.3925847048e+04  1.3929015471e+04  1.3308179740e+04  2.954699e+10  3.950105e+02  0.000000e+00  0.000000e+00  5.0482515345e+02  3.8773419952e+02  1.635388e+15  22926
  83  1.4838063425e+04  1.4067757177e+04  1.4015888127e+04  1.3985157847e+04  1.4038918477e+04  4.564099e+08  3.631583e+02  0.000000e+00  0.000000e+00  3.7653411601e+02  3.6124017334e+02  7.920675e+14  22925
  84  1.7254685516e+04  1.3876630138e+04  1.4327805694e+04  1.4211092006e+04  1.3775111470e+04  2.335207e+10  3.305127e+02  0.000000e+00  0.000000e+00  4.2015997682e+02  3.3290831757e+02  7.257316e+14  22893
  85  1.7348315013e+04  1.4772795538e+04  1.5525530973e+04  1.5219667276e+04  1.4618060063e+04  3.228020e+09  3.883893e+02  0.000000e+00  0.000000e+00  4.3928737212e+02  3.9889667511e+02  1.811794e+15  22900
  86  1.6683682036e+04  1.5532650514e+04  1.5813794485e+04  1.5246451128e+04  1.5248184679e+04  4.527239e+09  4.097349e+02  0.000000e+00  0.000000e+00  4.6839163477e+02  4.3066184998e+02  3.894839e+15  22972
  87  1.6390887818e+04  1.5498480958e+04  1.6335621935e+04  1.5293857591e+04  1.5222397183e+04  2.573510e+09  4.362289e+02  0.000000e+00  0.000000e+00  4.4928969492e+02  5.1423716736e+02  1.295282e+15  22958
  88  1.6359293204e+04  1.5261322616e+04  1.7006201222e+04  1.5288000000e+04  1.5241825612e+04  5.292107e+08  4.114487e+02  0.000000e+00  0.000000e+00  4.5141287982e+02  6.2135289001e+02  1.846647e+15  22963
  89  1.6730426659e+04  1.5020222102e+04  1.7273183841e+04  1.5348989804e+04  1.5264151991e+04  2.991161e+09  4.961756e+02  0.000000e+00  0.000000e+00  4.7542281170e+02  6.3357865906e+02  8.927586e+14  22893
  90  1.7036151360e+04  1.4808172338e+04  1.7516909316e+04  1.5083348169e+04  1.5094960219e+04  3.060655e+09  4.770860e+02  0.000000e+00  0.000000e+00  4.2920398727e+02  5.1042609406e+02  6.496655e+14  22913
  91  1.7020856306e+04  1.4631062846e+04  1.6778454756e+04  1.4695144232e+04  1.4744720547e+04  1.724965e+09  4.769068e+02  0.000000e+00  0.000000e+00  4.7544503371e+02  4.2288522339e+02  2.234506e+15  22948
  92  1.5450037294e+04  1.4892295995e+04  1.6382783158e+04  1.5020231689e+04  1.4714826808e+04  3.808880e+09  4.491531e+02  0.000000e+00  0.000000e+00  4.3892588314e+02  4.7754773712e+02  1.094762e+15  22941
  93  1.4518015243e+04  1.4667281139e+04  1.5431261776e+04  1.4586900425e+04  1.4347993309e+04  6.789415e+08  4.168472e+02  0.000000e+00  0.000000e+00  4.0189650415e+02  4.7433268738e+02  1.497088e+15  22958
  94  1.4087016843e+04  1.4065760413e+04  1.5622496599e+04  1.4209085544e+04  1.3960022923e+04  3.917804e+08  3.729291e+02  0.000000e+00  0.000000e+00  4.2277185621e+02  4.7207707977e+02  2.002918e+15  22934
  95  1.4207559485e+04  1.3953658732e+04  1.6845887807e+04  1.4337772212e+04  1.4344769081e+04  1.515077e+09  3.852902e+02  0.000000e+00  0.000000e+00  5.0741902535e+02  4.0868506622e+02  9.905866e+14  22909
  96  1.3948625885e+04  1.4236751877e+04  1.6395706755e+04  1.5069012443e+04  1.4499896275e+04  2.856515e+09  4.319966e+02  0.000000e+00  0.000000e+00  5.2808123709e+02  3.8431359863e+02  1.599879e+15  22920
  97  1.3587668998e+04  1.3749136409e+04  1.6234521243e+04  1.5665959019e+04  1.3864277551e+04  1.032401e+09  3.918873e+02  0.000000e+00  0.000000e+00  4.4031323193e+02  4.0274653625e+02  9.597015e+14  22950
  98  1.3308209882e+04  1.4331621541e+04  1.4676766946e+04  1.5415155140e+04  1.4388553784e+04  6.998327e+08  3.962898e+02  0.000000e+00  0.000000e+00  3.2743380175e+02  4.3375866699e+02  7.923212e+15  22979
  99  1.3788639048e+04  1.4578195224e+04  1.3936390350e+04  1.4290416369e+04  1.4550101031e+04  2.712732e+08  3.609300e+02  0.000000e+00  0.000000e+00  3.0758747996e+02  3.9929359436e+02  1.948074e+15  22983
 100  1.3592299576e+04  1.5889400744e+04  1.3926396232e+04  1.3777414562e+04  1.5576948610e+04  1.226470e+09  3.045222e+02  0.000000e+00  0.000000e+00  3.5398138753e+02  4.0638806152e+02  5.109537e+14  22959
 101  1.3335208792e+04  1.6377903162e+04  1.3867016406e+04  1.4305060363e+04  1.5347597597e+04  1.034026e+09  3.437319e+02  0.000000e+00  0.000000e+00  3.7793440606e+02  4.1724014282e+02  9.957826e+15  22929
 102  1.3943477945e+04  1.4906281092e+04  1.3712329051e+04  1.4785569181e+04  1.3758365019e+04  2.551745e+09  3.641187e+02  0.000000e+00  0.000000e+00  4.8675299723e+02  4.8307053375e+02  2.155658e+15  22929
 103  1.3766818213e+04  1.3984038329e+04  1.4017938222e+04  1.4622163999e+04  1.4385757401e+04  5.275630e+08  4.890935e+02  0.000000e+00  0.000000e+00  4.8440727271e+02  4.4085304260e+02  7.129965e+15  22962
 104  1.3596082385e+04  1.4797797674e+04  1.3521618838e+04  1.5012479076e+04  1.6084686382e+04  1.663808e+10  5.231575e+02  0.000000e+00  0.000000e+00  4.1680333502e+02  3.7461804962e+02  1.587574e+15  22956
 105  1.3638609146e+04  1.4525266263e+04  1.3675561853e+04  1.5782832192e+04  1.5109724551e+04  5.397491e+09  4.005094e+02  0.000000e+00  0.000000e+00  3.6844129422e+02  3.5790950012e+02  9.199692e+14  22977
 106  1.3807496388e+04  1.4551682240e+04  1.3573805362e+04  1.7024578938e+04  1.4766287008e+04  8.424641e+08  3.896696e+02  0.000000e+00  0.000000e+00  3.3152667519e+02  3.8624090576e+02  1.629372e+15  22977
 107  1.3698926749e+04  1.4581160448e+04  1.3948871209e+04  1.7114055043e+04  1.4664042553e+04  1.723793e+08  3.456742e+02  0.000000e+00  0.000000e+00  3.7040950097e+02  4.3125850677e+02  1.660646e+15  22948
 108  1.3819072245e+04  1.6191434773e+04  1.3813215701e+04  1.5520870079e+04  1.6218146380e+04  5.465738e+08  3.781233e+02  0.000000e+00  0.000000e+00  3.7281332460e+02  3.9531369781e+02  8.698253e+14  22964
 109  1.3751485061e+04  1.7408039522e+04  1.3564806228e+04  1.4369440908e+04  1.7263337337e+04  1.948527e+09  4.284779e+02  0.000000e+00  0.000000e+00  3.9210671523e+02  3.6958566284e+02  2.416054e+15  22944
 110  1.3834410088e+04  1.6754726617e+04  1.3899439989e+04  1.3659416093e+04  1.6317718958e+04  3.024255e+08  4.608336e+02  0.000000e+00  0.000000e+00  4.1776663521e+02  4.0269965363e+02  8.025343e+14  22978
 111  1.3810725995e+04  1.5204178373e+04  1.3649678678e+04  1.4236498446e+04  1.4549131658e+04  4.579679e+08  4.503481e+02  0.000000e+00  0.000000e+00  3.4167638646e+02  4.6408907318e+02  3.037561e+15  23001
 112  1.3979354185e+04  1.3650332743e+04  1.3802993299e+04  1.4075110515e+04  1.3712013419e+04  2.900580e+10  3.759102e+02  0.000000e+00  0.000000e+00  3.3212394282e+02  5.0879341125e+02  1.426532e+15  22994
 113  1.3562570034e+04  1.4277732033e+04  1.3474978293e+04  1.4215122089e+04  1.5146619425e+04  1.418766e+10  4.045792e+02  0.000000e+00  0.000000e+00  2.9946991868e+02  4.2312120819e+02  1.209907e+15  23003
 114  1.3542542506e+04  1.4656518550e+04  1.3256260710e+04  1.3778979933e+04  1.5057629561e+04  4.830861e+08  4.617674e+02  0.000000e+00  0.000000e+00  3.0501752433e+02  3.6287341309e+02  2.126640e+15  22998
 115  1.3999263699e+04  1.4218568704e+04  1.3745778697e+04  1.3759125554e+04  1.4278165709e+04  3.925112e+09  4.472487e+02  0.000000e+00  0.000000e+00  3.1990946126e+02  3.4049349213e+02  1.918335e+15  23009
 116  1.4232688517e+04  1.4155679002e+04  1.3911774581e+04  1.3774689833e+04  1.4157582845e+04  5.714420e+09  3.800150e+02  0.000000e+00  0.000000e+00  3.0630477416e+02  3.3976671600e+02  1.907864e+15  23010
 117  1.4503799425e+04  1.3950948928e+04  1.3758241748e+04  1.4164889551e+04  1.3944147446e+04  6.936802e+10  3.642912e+02  0.000000e+00  0.000000e+00  3.4035273918e+02  3.2749364471e+02  1.158189e+15  22997
 118  1.3616000116e+04  1.4102508713e+04  1.4343993307e+04  1.4277454115e+04  1.4101734361e+04  7.428618e+08  4.513123e+02  0.000000e+00  0.000000e+00  3.4363437201e+02  3.6036066437e+02  1.439067e+16  22986
