iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag      sat_frac_pq      sat_frac_pn      pAp_double        pAp_naive        cond_pAp          n_eff
  19  1.8296524465e+01  1.7315151852e+01  1.7786575244e+01  2.0086793826e+01  1.6703150579e+01  2.933216e+09  5.251730e+04  0.000000e+00  0.000000e+00  5.1944066691e+04  5.4496650391e+04  1.448008e+13  4762
  20  1.1057482276e+01  6.1593892570e+00  8.1095973225e+00  1.7782986789e+01  4.3024043348e+00  1.497592e+08  1.121526e+04  0.000000e+00  0.000000e+00  9.4718379564e+03  1.1820228516e+04  2.522945e+13  4775
  21  4.8058403527e+00  2.6032899729e+00  8.8534751814e-01  7.6009812951e+00  3.7951856081e+00  1.734604e+08  2.604910e+03  0.000000e+00  0.000000e+00  1.9837436132e+03  4.6994389648e+03  2.219222e+13  4779
  22  1.3470250907e+00  2.3637288324e+00  2.0907251656e+00  7.1110755312e+00  2.4966832093e+00  2.635532e+08  1.305393e+03  0.000000e+00  0.000000e+00  6.1124234077e+02  6.4098823242e+03  2.320158e+13  4788
  23  4.2793577206e-01  1.5166344182e+00  1.5150794148e+00  2.2367947282e+01  1.5335931561e+00  6.300749e+09  1.701785e+02  0.000000e+00  0.000000e+00  8.2972923404e+01  4.8387968750e+03  1.446547e+13  4718
  24  1.4447733448e-01  5.0741934596e-01  5.4644546500e-01  1.2042632032e+01  5.1173427063e-01  6.699699e+09  5.041582e+01  0.000000e+00  0.000000e+00  2.2666247302e+01  1.0570787109e+04  1.204005e+13  4742
  25  5.8601824281e-02  2.1165249763e-01  2.6218720668e-01  3.9838124944e+00  2.1627903859e-01  3.831580e+09  1.113543e+01  0.000000e+00  0.000000e+00  5.1008341906e+00  4.7244240723e+03  1.563038e+13  4787
  26  3.8736751492e-02  1.0049300391e-01  1.5391885272e-01  5.5017160094e-01  1.0536114183e-01  8.794358e+08  3.967892e+00  0.000000e+00  0.000000e+00  1.5001217382e+00  1.9253068237e+03  2.448862e+13  4460
  27  2.3422727845e-02  6.7532052751e-02  1.0782357611e-01  1.2292271572e+00  7.1399694325e-02  4.101667e+08  2.406744e+00  0.000000e+00  0.000000e+00  1.2451175854e+00  7.9211325073e+02  1.800058e+13  4490
  28  2.5064404807e-02  2.6658785788e-02  5.0006153941e-02  4.3716163728e-01  2.8868004792e-02  2.334227e+08  4.310140e+00  0.000000e+00  0.000000e+00  7.1519354537e-01  2.5925691223e+02  2.465035e+13  4781
  29  6.2292268866e-03  3.3991237953e-02  3.3978806853e-02  2.4766095620e-01  3.5363920104e-02  6.603313e+08  2.265608e+00  0.000000e+00  0.000000e+00  7.0613600483e-01  3.4078642845e+01  1.734125e+13  4788
  30  6.6155355791e-03  1.3142135345e-02  2.1912709391e-02  9.2583520270e-02  1.4831550818e-02  3.688633e+09  1.321042e+00  0.000000e+00  0.000000e+00  1.1494936479e-01  1.7225725889e+01  1.764531e+13  4787
  31  1.4960421124e-03  1.1746494783e-02  1.9033023640e-02  1.1277931356e-01  1.3622433489e-02  9.637909e+08  4.539940e-01  0.000000e+00  0.000000e+00  3.9156226750e-02  5.2866397798e+00  1.811733e+13  4789
  32  1.2013634460e-03  5.4469995000e-03  2.3469991812e-02  3.0655815553e-02  6.7391367059e-03  3.436716e+09  7.453133e-01  0.000000e+00  0.000000e+00  7.3118081482e-03  9.3157669306e+00  1.454343e+13  4791
  33  5.0574544286e-04  1.2925417053e-02  2.1926831602e-02  4.0698799714e-02  1.5152287264e-02  1.375289e+09  5.363196e-01  0.000000e+00  0.000000e+00  1.3299907676e-03  3.5337557644e+00  1.264131e+13  4789
  34  1.9743773003e-04  1.0631162624e-02  1.3798755307e-02  1.6365703045e-02  1.1511023930e-02  8.530843e+08  4.101800e-01  0.000000e+00  0.000000e+00  3.1628569839e-04  1.9012672529e+00  1.245667e+13  4787
  35  1.1008172691e-04  5.4171327071e-03  5.7079237874e-03  1.3218472897e-02  5.5594062894e-03  4.782468e+08  2.201506e-01  0.000000e+00  0.000000e+00  6.5985453837e-05  8.7000363693e-01  1.728632e+13  4608
  36  4.9451946402e-05  3.9386128104e-03  3.7224154022e-03  3.3162652775e-03  3.9467417243e-03  6.773716e+08  4.936106e-02  0.000000e+00  0.000000e+00  1.0282703428e-05  1.6728900932e-01  2.049997e+13  4723
  37  2.0449446324e-05  2.1122459854e-03  1.3620015616e-03  2.4952728571e-03  2.1098630933e-03  1.000188e+09  1.274869e-02  0.000000e+00  0.000000e+00  4.2479630021e-06  2.6513060322e-02  3.252166e+13  4740
  38  1.1133026008e-05  9.9627932595e-04  6.5461519076e-04  1.0207211449e-03  9.9677495968e-04  1.182554e+09  3.022437e-03  0.000000e+00  0.000000e+00  1.1403332960e-06  6.4436399261e-03  2.364803e+13  4746
  39  8.2423735610e-06  3.8754815360e-04  4.2579876182e-04  3.8507826053e-04  3.8829212411e-04  8.729363e+08  6.447260e-04  0.000000e+00  0.000000e+00  2.5654002804e-07  1.0828837403e-03  1.261995e+13  4778
  40  3.5039742022e-06  2.3664961907e-04  2.1931911138e-04  2.4509972050e-04  2.3572828451e-04  7.304915e+08  3.839581e-04  0.000000e+00  0.000000e+00  4.3235814524e-08  2.5359830033e-04  1.582002e+13  4768
  41  1.2041030960e-06  1.1484838350e-04  1.0743136611e-04  1.3988253933e-04  8.2485923911e-05  1.076384e+10  4.851247e-05  0.000000e+00  0.000000e+00  1.0254080306e-08  4.7875399105e-05  1.482051e+13  4717
  42  1.0791397189e-06  4.1022254004e-05  4.4080002410e-05  8.3641968576e-05  7.8162194177e-05  2.054597e+09  1.070364e-05  0.000000e+00  0.000000e+00  1.4989298431e-09  1.5139904463e-05  1.089953e+13  4128
  43  2.1881890558e-07  2.9089757437e-05  2.2591457795e-05  1.3489572771e-04  2.0041244718e-05  2.111015e+09  2.508002e-06  0.000000e+00  0.000000e+00  4.2523685521e-10  9.2211175797e-06  8.554228e+12  4745
  44  1.6676021057e-07  8.0049298502e-06  1.4926687371e-05  1.3341098744e-04  1.7121098641e-05  2.466250e+09  1.234156e-06  0.000000e+00  0.000000e+00  6.9231868523e-11  1.4588868908e-05  1.264657e+13  4763
  45  8.5905102878e-08  7.3296215561e-06  7.8575053661e-06  1.9249059564e-04  7.3135534914e-06  2.760470e+09  1.757679e-07  0.000000e+00  0.000000e+00  1.4750005206e-11  9.6735402622e-06  1.095341e+13  4779
  46  2.5008245722e-08  3.9195878699e-06  3.1517981431e-06  6.9517901678e-05  4.0860901023e-06  3.122459e+09  3.815572e-08  0.000000e+00  0.000000e+00  3.2280077336e-12  1.5028521375e-05  1.402149e+13  4777
  47  1.7473356813e-08  2.6407431130e-06  1.6086936240e-06  5.9109403621e-05  2.4504635820e-06  5.460625e+09  7.413666e-09  0.000000e+00  0.000000e+00  7.2844231185e-13  6.4644546001e-06  1.780186e+13  4762
  48  8.3384594271e-09  2.2203628668e-06  7.1830272411e-07  2.8108772546e-05  1.9817808025e-06  7.468349e+09  1.256765e-09  0.000000e+00  0.000000e+00  2.9310312958e-13  3.7179740957e-06  2.061644e+13  4331
  49  6.2612939420e-09  1.2005140848e-06  3.1415886288e-07  1.8138759421e-05  1.0593409981e-06  4.951537e+09  3.431893e-10  0.000000e+00  0.000000e+00  7.6668712574e-14  9.1301831162e-07  1.071626e+13  4546
  50  1.5203744422e-09  9.0056981783e-07  1.6908186350e-07  1.0442487748e-05  8.5323002802e-07  7.276737e+09  5.479872e-11  0.000000e+00  0.000000e+00  1.2030022977e-14  1.4821270611e-07  1.461097e+13  4768
  51  1.2450896402e-09  3.0993359814e-07  7.2533378813e-08  1.0639178650e-05  4.1671950288e-07  1.705855e+10  1.268913e-11  0.000000e+00  0.000000e+00  2.2786309614e-15  6.1854308342e-08  1.097525e+13  4643
  52  5.4034121488e-10  1.7781230487e-07  9.3017517689e-08  1.7673348839e-05  9.0724893180e-08  1.507128e+10  3.640588e-12  0.000000e+00  0.000000e+00  4.9549906125e-16  3.0429362141e-08  1.088505e+13  4685
  53  1.9643207083e-10  3.5398760111e-07  2.1351572923e-07  1.4665362199e-05  2.0247760541e-07  1.842564e+10  1.211305e-12  0.000000e+00  0.000000e+00  9.1367455322e-17  3.1282041846e-08  1.089783e+13  4770
  54  1.0856039884e-10  5.4232342253e-07  2.3795246218e-07  7.2800217394e-06  3.9344009516e-07  7.883419e+09  2.107231e-12  0.000000e+00  0.000000e+00  2.2529015503e-17  2.5747809218e-08  1.358230e+13  4725
  55  5.6455916271e-11  2.5465797766e-07  3.1010944090e-07  2.5480495467e-06  2.1591052017e-07  7.737995e+09  2.955663e-12  0.000000e+00  0.000000e+00  7.2897339293e-18  1.3662106113e-08  2.036721e+13  4302
  56  3.4854701354e-11  1.2972780969e-07  1.5460375511e-07  3.5760148021e-06  1.1595517217e-07  1.372988e+10  3.109790e-12  0.000000e+00  0.000000e+00  2.5864555279e-18  3.1645583931e-09  1.161964e+13  4730
  57  1.4250467200e-11  3.9113654661e-08  3.1688926333e-08  2.4031789679e-06  3.1852046664e-08  7.790752e+09  1.721959e-12  0.000000e+00  0.000000e+00  3.8135869786e-19  8.2826634440e-10  1.147281e+13  4767
  58  7.9550681487e-12  2.7483201854e-08  6.2304714576e-08  1.3956122818e-06  2.1526126878e-08  6.470003e+09  4.892579e-13  0.000000e+00  0.000000e+00  1.0274181532e-19  1.5388401664e-10  1.013774e+13  4782
  59  9.8037115901e-12  2.8417278725e-08  3.5586547284e-08  6.3713764238e-07  2.1262818145e-08  4.258577e+09  1.199813e-13  0.000000e+00  0.000000e+00  1.9210437643e-20  3.8665792790e-11  1.129232e+13  4790
  60  1.0306444273e-11  1.9953654134e-08  1.5535012949e-08  1.7796182967e-07  2.8286794420e-08  2.422657e+09  2.760053e-14  0.000000e+00  0.000000e+00  1.6527744365e-20  8.9639962120e-12  9.914567e+12  4470
  61  1.2385754936e-11  1.8924704912e-08  3.2624861709e-09  5.3204222032e-08  1.9723242297e-08  4.093498e+09  7.682873e-15  0.000000e+00  0.000000e+00  1.8454705726e-20  1.7459957091e-12  1.296068e+13  4170
  62  6.8773955099e-12  1.3800218869e-08  4.2661688829e-09  1.8122130512e-08  1.3803987840e-08  7.785075e+09  2.408664e-15  0.000000e+00  0.000000e+00  3.1577619962e-20  3.3555797030e-13  9.958093e+12  4784
  63  4.2054144152e-12  5.5308519755e-09  3.7532659040e-09  9.4871344976e-09  5.7010320045e-09  7.582121e+09  2.571890e-15  0.000000e+00  0.000000e+00  1.8347876127e-20  9.8043535096e-14  8.558738e+12  4782
  64  1.9035029939e-12  2.7558459372e-09  2.7621053122e-09  6.5486852207e-09  2.6473228639e-09  8.232165e+09  1.081437e-15  0.000000e+00  0.000000e+00  4.7491114448e-21  2.2608217382e-14  9.775123e+12  4768
  65  7.9501101694e-13  1.1639609118e-09  1.0464233572e-09  8.8930181727e-09  1.8868775668e-09  5.416508e+09  9.039536e-16  0.000000e+00  0.000000e+00  1.1323151963e-21  2.4055410441e-14  9.830205e+12  4768
  66  4.0458394024e-13  7.5468837191e-10  7.1763224003e-10  9.6642247954e-09  8.6952384729e-10  4.094862e+09  3.497162e-16  0.000000e+00  0.000000e+00  2.2717053180e-22  1.8163855836e-14  1.172260e+13  4758
  67  1.8375823171e-13  3.7211659238e-10  2.3134799406e-10  9.0475004295e-09  3.8357753724e-10  6.377486e+09  9.781875e-17  0.000000e+00  0.000000e+00  4.4834651349e-23  1.8254928819e-14  8.245625e+12  4781
  68  8.1241960861e-14  1.6628677273e-10  1.2557615696e-10  5.6626212350e-09  1.6657582496e-10  6.755117e+09  2.474268e-17  0.000000e+00  0.000000e+00  9.6484875355e-24  2.0454558186e-14  9.415280e+12  4121
  69  2.8696653905e-14  8.9461672595e-11  7.7462043373e-11  2.2080583426e-09  8.8704619568e-11  5.104876e+10  1.015677e-17  0.000000e+00  0.000000e+00  1.9661532920e-24  1.1422720408e-14  1.080466e+13  4588
  70  1.9624347128e-14  3.4060267556e-11  3.2893042444e-11  1.4414478206e-09  3.4477106304e-11  2.980089e+10  2.635967e-18  0.000000e+00  0.000000e+00  3.7333775994e-25  5.0542252675e-15  1.195422e+13  4773
  71  6.9996991662e-15  1.5446777450e-11  1.5340563362e-11  1.0746271653e-09  1.5448659149e-11  1.291950e+10  4.560214e-19  0.000000e+00  0.000000e+00  8.8935721237e-26  1.4996142349e-15  8.994621e+12  4788
  72  2.1958233412e-15  7.9234647215e-12  8.3418564499e-12  7.0302469709e-10  8.2360661780e-12  2.161633e+10  9.060606e-20  0.000000e+00  0.000000e+00  1.5561140662e-26  3.6099188959e-16  1.014327e+13  4788
  73  2.2074434507e-15  4.0359693278e-12  3.1300032556e-12  9.8894156386e-10  3.4462535896e-12  1.360585e+10  1.730462e-20  0.000000e+00  0.000000e+00  4.1607692774e-27  1.1801540648e-16  1.421511e+13  4548
  74  6.4978144210e-16  2.1786043528e-12  1.6396148910e-12  6.7222918514e-10  1.7322834010e-12  1.464852e+10  3.538679e-21  0.000000e+00  0.000000e+00  1.5542847454e-27  1.2143064332e-16  1.661316e+13  4514
  75  5.4352931652e-16  9.2341904249e-13  6.2398437422e-13  4.8981841769e-10  7.6428252969e-13  2.390147e+10  8.048467e-22  0.000000e+00  0.000000e+00  3.5841140003e-28  8.5570656463e-17  1.396914e+13  4785
  76  2.0577269944e-16  1.0229136824e-12  3.3987421213e-13  2.7011839529e-10  8.9782120830e-13  1.249350e+10  1.387595e-22  0.000000e+00  0.000000e+00  6.9487331655e-29  4.5751637613e-17  1.248890e+13  4787
  77  1.1940355650e-16  1.0925835144e-12  1.6014819934e-13  1.0035811446e-10  6.4324106928e-13  1.484278e+10  3.624085e-23  0.000000e+00  0.000000e+00  1.3176771803e-29  2.3721157688e-17  1.088740e+13  4762
  78  4.9525971482e-17  1.0907308795e-12  4.9227844771e-14  1.1058498169e-10  5.6222193828e-13  5.989022e+10  9.460878e-24  0.000000e+00  0.000000e+00  2.5958598059e-30  6.3184422700e-18  1.198020e+13  4750
  79  1.2633257658e-17  1.6914702175e-12  8.8176034623e-14  8.5143472377e-11  4.9884491228e-13  9.509122e+10  4.484870e-24  0.000000e+00  0.000000e+00  5.3281945403e-31  1.1299419516e-18  1.025747e+13  4767
