iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag      sat_frac_pq      sat_frac_pn      pAp_double        pAp_naive        cond_pAp          n_eff
  10  4.0908955824e+01  4.0909193756e+01  4.0908893497e+01  4.0908889394e+01  4.0909232547e+01  3.564711e+03  2.211776e-01  0.000000e+00  0.000000e+00  2.2117828393e-01  2.2117757518e-01  1.397398e+16  66
  11  3.3906143454e+01  3.3906224798e+01  3.3906088439e+01  3.3906092040e+01  3.3906347206e+01  7.285438e+02  1.999331e-01  0.000000e+00  0.000000e+00  1.9993369784e-01  1.9993309025e-01  1.231171e+16  66
  12  2.4024049110e+01  2.4024178088e+01  2.4024017714e+01  2.4024018984e+01  2.4024189521e+01  9.259958e+02  2.419819e-01  0.000000e+00  0.000000e+00  2.4198293440e-01  2.4198188167e-01  4.527218e+16  66
  13  2.2263454855e+01  2.2263559389e+01  2.2263422143e+01  2.2263422657e+01  2.2263612162e+01  2.354278e+02  8.132815e-02  0.000000e+00  0.000000e+00  8.1328379409e-02  8.1328123808e-02  6.998056e+16  66
  14  3.7067576406e+01  3.7067860002e+01  3.7067506809e+01  3.7067503104e+01  3.7067940684e+01  4.375374e+02  3.934750e-02  0.000000e+00  0.000000e+00  3.9347634353e-02  3.9347498678e-02  2.356938e+16  66
  15  3.4526686921e+01  3.4526875076e+01  3.4526641732e+01  3.4526657641e+01  3.4526949322e+01  7.054958e+01  1.232007e-01  0.000000e+00  0.000000e+00  1.2320109734e-01  1.2320071552e-01  2.491309e+15  66
  16  3.5246608000e+01  3.5246706545e+01  3.5246606542e+01  3.5246645071e+01  3.5246685765e+01  3.799845e+03  1.752631e-01  0.000000e+00  0.000000e+00  1.7526396067e-01  1.7526325490e-01  5.816383e+15  66
  17  2.1330492367e+01  2.1330761913e+01  2.1330437503e+01  2.1330447876e+01  2.1330884952e+01  3.732544e+02  1.279187e-01  0.000000e+00  0.000000e+00  1.2791904545e-01  1.2791869696e-01  9.549482e+14  66
  18  1.5275762652e+01  1.5275936396e+01  1.5275745048e+01  1.5275719576e+01  1.5275952878e+01  6.255303e+03  9.866407e-02  0.000000e+00  0.000000e+00  9.8664507693e-02  9.8664273974e-02  1.235231e+15  66
  19  1.1089839812e+01  1.1089715100e+01  1.1089871096e+01  1.1089873547e+01  1.1089753971e+01  2.584312e+04  2.002426e-02  0.000000e+00  0.000000e+00  2.0024209063e-02  2.0024210215e-02  4.546761e+14  66
  20  9.3969428716e+00  9.3971901285e+00  9.3969052049e+00  9.3968902354e+00  9.3971836335e+00  2.392538e+03  9.019216e-03  0.000000e+00  0.000000e+00  9.0191918639e-03  9.0192052303e-03  6.192378e+14  66
  21  5.6553506995e+00  5.6563494763e+00  5.6552146259e+00  5.6550978441e+00  5.6561508592e+00  3.043908e+04  1.493543e-02  0.000000e+00  0.000000e+00  1.4935421400e-02  1.4935436542e-02  5.963001e+14  66
  22  2.0570208381e+00  2.0578877290e+00  2.0568993705e+00  2.0567962066e+00  2.0577978228e+00  2.640840e+02  6.256579e-03  0.000000e+00  0.000000e+00  6.2565760653e-03  6.2565861153e-03  3.047168e+14  66
  23  1.5379482474e+00  1.5435005141e+00  1.5371866025e+00  1.5365458986e+00  1.5426278426e+00  3.977229e+02  5.806930e-04  0.000000e+00  0.000000e+00  5.8068782220e-04  5.8070950035e-04  4.166504e+14  66
  24  1.3193968534e+00  1.3255865184e+00  1.3186844517e+00  1.3181056563e+00  1.3246056096e+00  1.036866e+03  3.667929e-04  0.000000e+00  0.000000e+00  3.6676402408e-04  3.6687176180e-04  7.333498e+14  66
  25  1.6144287589e+00  1.6261601342e+00  1.6146417751e+00  1.6153411092e+00  1.6230108117e+00  3.786674e+05  1.536493e-04  0.000000e+00  0.000000e+00  1.5360222837e-04  1.5377853560e-04  9.717982e+14  66
  26  1.9949349765e+00  1.9988937299e+00  1.9988113723e+00  2.0037364256e+00  1.9972866846e+00  5.141034e+02  2.555854e-04  0.000000e+00  0.000000e+00  2.5519111709e-04  2.5662969711e-04  2.279338e+15  66
  27  2.4385746998e+00  2.4322161993e+00  2.4429879520e+00  2.4482595156e+00  2.4355325828e+00  2.667657e+02  4.796371e-04  0.000000e+00  0.000000e+00  4.7866410900e-04  4.8215445713e-04  1.566959e+15  66
  28  2.4130267816e+00  3.7037203668e+00  2.3724528005e+00  2.5442205416e+00  3.7016572901e+00  4.041843e+03  2.768330e-04  0.000000e+00  0.000000e+00  2.7077703023e-04  2.9189410270e-04  1.196543e+15  66
  29  1.5115458118e+00  1.9757332853e+00  1.8209018776e+00  2.1571696090e+00  1.9960715933e+00  2.493500e+02  1.098087e-03  0.000000e+00  0.000000e+00  8.1530464102e-04  1.6417673032e-03  5.074194e+14  66
  30  2.5330984445e-01  7.9492854835e-01  8.8789975086e-01  8.7377240289e-01  7.9048440309e-01  1.640773e+03  1.344247e-03  0.000000e+00  0.000000e+00  4.2719168997e-04  1.3245516748e-03  2.099009e+14  66
  31  1.3029668441e-01  1.7467013567e-01  1.7803188460e-01  1.7641573876e-01  1.7428483864e-01  7.649490e+02  1.417819e-04  0.000000e+00  0.000000e+00  1.9945147865e-05  1.3474706793e-04  5.538959e+14  66
  32  3.4791872132e-02  5.5379857273e-02  5.2571000018e-02  5.2666877005e-02  5.2894142751e-02  2.627060e+03  4.711156e-06  0.000000e+00  0.000000e+00  5.0272696183e-06  4.6830868996e-06  1.005910e+14  66
  33  1.6280160936e-02  3.1636274077e-02  3.0015767934e-02  3.0017850359e-02  3.0537836980e-02  5.464662e+04  1.493131e-06  0.000000e+00  0.000000e+00  5.5176363389e-08  1.4927481971e-06  1.660142e+14  66
  34  3.9346654276e-03  2.2123945790e-02  1.0298179058e-02  1.0168951738e-02  1.4610872182e-02  4.028664e+04  4.902030e-08  0.000000e+00  0.000000e+00  4.4991078433e-08  4.8957488730e-08  2.105949e+14  66
  35  3.6367321890e-04  6.0117166004e-03  3.1766922973e-03  2.4038771940e-03  5.8444028665e-03  8.677694e+03  1.852001e-08  0.000000e+00  0.000000e+00  4.8170090116e-09  1.7027588228e-08  6.147101e+13  66
  36  6.1056329929e-05  9.1343030449e-04  8.5940747429e-04  7.6582675214e-04  8.7348586112e-04  8.384496e+03  4.403665e-09  0.000000e+00  0.000000e+00  2.7925755539e-11  2.4787780717e-09  5.117120e+13  66
  37  2.1725147029e-05  2.0780214621e-04  1.4834871663e-04  1.4940210675e-04  1.5922770905e-04  2.174828e+03  2.684586e-10  0.000000e+00  0.000000e+00  2.7770734179e-13  2.3408475158e-10  1.080591e+14  66
  38  1.1110718590e-06  1.0711795881e-04  4.1110259432e-05  4.0059520836e-05  7.0689896246e-05  6.543560e+03  4.717948e-12  0.000000e+00  0.000000e+00  7.0358294485e-14  4.7861020702e-12  2.027768e+13  66
  39  1.3931089845e-10  5.8423542353e-05  3.1042520166e-05  2.9348055438e-05  7.0047910070e-05  1.803663e+03  2.351747e-13  0.000000e+00  0.000000e+00  6.6840461761e-16  1.7819253018e-13  7.311932e+10  66
  40  5.5953238465e-11  7.2291938846e-05  6.3285215801e-06  6.2527108353e-06  6.8500675285e-05  4.966081e+02  2.592856e-13  0.000000e+00  0.000000e+00  1.1027071649e-23  2.8636121252e-13  2.066342e+14  66
  41  3.1865942856e-10  1.1591205941e-04  4.0689686858e-06  3.5628657718e-06  9.5311601136e-05  4.905692e+04  5.867160e-15  0.000000e+00  0.000000e+00  2.7647658975e-27  5.9461983948e-15  2.705324e+14  66
  42  2.4316397756e-10  8.9819305001e-05  1.8568778158e-05  2.1479712449e-05  6.5264452757e-05  1.200023e+05  3.628554e-16  0.000000e+00  0.000000e+00  3.5997177770e-23  9.5816366993e-17  2.414444e+15  66
  43  4.4944637393e-10  3.2893848409e-05  9.4100626470e-06  6.4349082092e-06  1.9399146536e-05  1.524562e+04  1.761850e-14  0.000000e+00  0.000000e+00  1.3492990703e-24  1.3635013257e-13  1.432692e+15  66
  44  5.1271499486e-11  8.1657112505e-05  1.4728740702e-05  3.3635192045e-05  2.7308546906e-05  3.065177e+03  1.437197e-14  0.000000e+00  0.000000e+00  9.8506942430e-23  9.5358291576e-16  1.629331e+14  66
  45  1.2951556856e-10  1.5226982096e-04  1.5338072922e-05  1.6793291335e-05  1.1232829383e-04  1.259984e+04  6.442709e-15  0.000000e+00  0.000000e+00  1.7712878034e-25  9.7709167146e-14  2.088578e+15  66
  46  4.0561696698e-11  8.3601076150e-05  6.4223356490e-06  6.1294147444e-06  5.4248069757e-05  7.174346e+02  7.052779e-14  0.000000e+00  0.000000e+00  2.9518730402e-24  1.1448827997e-13  2.316505e+14  66
  47  7.2419460929e-12  1.9292756620e-04  7.4887156560e-06  6.2159100391e-06  1.0205586318e-04  9.181319e+02  9.764650e-15  0.000000e+00  0.000000e+00  6.6691290924e-25  3.8868647884e-15  1.739500e+14  66
  48  1.1097462713e-11  1.7962431066e-04  1.8971308490e-05  5.5522474461e-06  8.2990176175e-05  2.680085e+03  1.585673e-15  0.000000e+00  0.000000e+00  8.8044421304e-27  3.3707845543e-15  1.304081e+15  66
  49  1.2296003166e-11  6.8138883113e-05  1.1229861499e-05  2.1596115452e-06  6.7591893846e-05  1.368332e+03  7.274650e-14  0.000000e+00  0.000000e+00  9.5723362039e-27  9.4777701312e-15  6.787847e+14  66
  50  1.5024717209e-11  8.9857822348e-05  1.6540147968e-05  2.1138913529e-06  8.2052099086e-05  5.846282e+02  9.893670e-15  0.000000e+00  0.000000e+00  3.0976236633e-26  6.9111112232e-16  2.280330e+15  66
  51  6.6251330000e-11  3.7192211781e-05  5.7464797533e-06  1.5025786515e-06  2.1181618670e-05  5.794388e+03  4.105483e-14  0.000000e+00  0.000000e+00  3.5901554749e-27  3.4489826359e-16  3.562654e+15  66
  52  3.1835161045e-11  3.9198087279e-05  2.9511400820e-06  1.6968380391e-06  2.6361211279e-05  2.106006e+04  1.017415e-14  0.000000e+00  0.000000e+00  6.1737824440e-25  3.2082897537e-16  1.289300e+15  66
  53  4.2577292089e-11  3.2644135409e-05  4.0504374073e-06  2.1736933223e-06  3.9616010072e-05  2.344911e+03  6.271296e-16  0.000000e+00  0.000000e+00  8.4666504362e-26  2.3571232856e-16  1.634977e+15  66
  54  1.5131655068e-11  8.7140034671e-06  3.4572379944e-06  1.7573462249e-06  2.6757528708e-05  2.795327e+02  1.333921e-15  0.000000e+00  0.000000e+00  2.8191929887e-25  4.9874655187e-16  2.734637e+14  66
  55  9.7096830497e-12  9.1504383783e-06  3.3629737067e-06  1.6773406565e-06  3.5429211561e-05  1.409255e+03  1.936656e-15  0.000000e+00  0.000000e+00  4.1297285388e-26  4.4708431835e-16  3.757801e+14  66
  56  6.6547938505e-12  4.8505951264e-06  1.2999101440e-06  1.1298459103e-06  1.6802889577e-05  1.065662e+03  1.122664e-15  0.000000e+00  0.000000e+00  1.9145248641e-26  3.4504056513e-16  4.137427e+14  66
  57  7.5051645172e-12  8.8943562476e-06  1.7119624157e-06  7.8116814908e-07  2.6266190018e-05  6.388926e+02  2.215567e-16  0.000000e+00  0.000000e+00  6.2616584535e-27  1.6286071883e-16  5.977816e+14  66
  58  9.3793342379e-12  1.1862808951e-05  1.4455254462e-06  9.4369221193e-07  2.7321439560e-05  3.566057e+02  3.283981e-16  0.000000e+00  0.000000e+00  3.9512179559e-27  7.7910090488e-17  6.481113e+14  66
  59  1.9770206886e-11  1.3449925243e-05  1.1982310974e-06  1.0358383872e-06  1.3221272025e-05  8.835492e+02  1.908399e-16  0.000000e+00  0.000000e+00  4.3600345151e-27  8.9992168448e-17  1.732222e+15  66
  60  1.1793400691e-11  9.3104600525e-06  7.6914615524e-07  1.2023096698e-06  5.7030112563e-06  6.063956e+02  2.793650e-16  0.000000e+00  0.000000e+00  4.5977369096e-26  1.3522033970e-16  3.494323e+14  66
  61  7.8701410604e-12  4.6105101246e-06  5.9044969846e-07  1.3718555395e-06  3.7593069621e-06  6.237648e+02  1.214645e-16  0.000000e+00  0.000000e+00  2.0151937275e-26  1.1838810097e-16  4.754174e+14  66
  62  4.6728175414e-12  3.4211561491e-06  9.3186630828e-07  8.5160168815e-07  3.0139125258e-06  3.036430e+03  3.728978e-17  0.000000e+00  0.000000e+00  7.6726803369e-27  2.6246501717e-16  2.100119e+14  66
  63  3.4553126027e-12  4.0383908062e-06  1.3733973739e-06  6.7378340181e-07  2.7884367123e-06  3.418958e+03  6.813872e-17  0.000000e+00  0.000000e+00  3.3464850620e-27  1.0691249860e-16  3.196901e+14  66
  64  3.9268189842e-12  6.7667186025e-06  2.3387050875e-06  7.4036337290e-07  5.9708873415e-06  2.336836e+03  8.976855e-17  0.000000e+00  0.000000e+00  8.9459983147e-28  8.2687356311e-17  3.774853e+14  66
  65  3.0236411273e-12  1.0306083444e-05  2.6055389815e-06  7.9743621907e-07  5.8143708741e-06  6.509271e+03  3.631738e-16  0.000000e+00  0.000000e+00  1.9664703265e-27  5.8404615779e-17  4.056478e+14  66
  66  2.6687709722e-12  8.1509819944e-06  3.0182852832e-06  1.0198471231e-06  5.3162085397e-06  3.039688e+04  1.228293e-15  0.000000e+00  0.000000e+00  7.9499182926e-28  5.3586692375e-17  3.762422e+14  66
  67  2.6998110929e-12  9.9463056930e-06  2.2028690803e-06  1.0365264623e-06  9.4550550151e-06  1.024267e+04  1.392007e-15  0.000000e+00  0.000000e+00  5.8284209454e-28  1.1199130815e-16  3.314130e+14  66
  68  1.3881967269e-12  1.0902478146e-05  1.9654251739e-06  1.0896537803e-06  1.0278569769e-05  1.781151e+04  6.244598e-16  0.000000e+00  0.000000e+00  1.6682244190e-27  8.9805821200e-17  2.837360e+14  66
  69  9.2066810953e-13  1.0103665154e-05  1.3430188200e-06  1.2007475173e-06  1.1152223812e-05  5.079182e+02  8.383322e-16  0.000000e+00  0.000000e+00  4.3999478033e-28  2.1628478088e-16  2.479560e+14  66
  70  4.1669384407e-13  1.0200204706e-05  1.2483447234e-06  1.2530466766e-06  8.7948648381e-06  7.298842e+02  3.242239e-16  0.000000e+00  0.000000e+00  2.5189516698e-28  1.9330647109e-16  2.342399e+14  66
  71  6.5614046158e-13  9.9393419014e-06  9.5707884461e-07  1.8150614446e-06  9.4593776923e-06  2.076012e+03  2.603237e-16  0.000000e+00  0.000000e+00  1.3147972671e-29  9.4752493612e-17  3.729895e+14  66
  72  3.1323290924e-13  4.8976701970e-06  6.7247552240e-07  1.3097985069e-06  6.4810113648e-06  4.688326e+03  1.403500e-16  0.000000e+00  0.000000e+00  7.2143396001e-29  6.3382459004e-16  1.582250e+14  66
  73  3.8517022410e-13  3.5123219293e-06  3.9035861058e-07  8.8261868369e-07  2.7963510483e-06  4.073389e+02  1.000448e-16  0.000000e+00  0.000000e+00  1.1809554606e-29  3.4388182406e-16  2.507761e+14  66
  74  3.5876308888e-13  3.2836334080e-06  2.7642479265e-07  5.3288093412e-07  2.4334454644e-06  3.431821e+03  2.606151e-17  0.000000e+00  0.000000e+00  2.4853312682e-29  1.3721933746e-16  3.004590e+14  66
  75  2.7581729203e-13  2.7872897662e-06  2.5991993400e-07  4.7065711123e-07  2.3022920381e-06  6.858104e+03  1.672551e-17  0.000000e+00  0.000000e+00  2.4700252594e-29  5.1237022979e-17  1.522210e+14  66
  76  2.4076425417e-13  4.4071079724e-06  2.8986283687e-07  3.8921373257e-07  3.2193504464e-06  5.156435e+04  7.076960e-18  0.000000e+00  0.000000e+00  3.9960656973e-30  5.0293428276e-17  6.649045e+13  66
  77  3.1805373735e-13  5.8606708127e-06  3.8478051742e-07  5.6332930365e-07  4.7545767850e-06  1.897790e+03  9.970425e-18  0.000000e+00  0.000000e+00  4.5959955836e-30  1.0935195349e-17  3.423640e+14  66
  78  1.2858264659e-13  6.1339735716e-06  5.6991462935e-07  1.1206856505e-06  4.8191439384e-06  1.944361e+03  1.046340e-17  0.000000e+00  0.000000e+00  1.0776198371e-29  1.9447876469e-17  8.221950e+13  66
  79  2.0888433037e-14  5.0916666606e-06  4.6305560708e-07  1.0530289361e-06  3.7617003062e-06  2.857025e+02  4.086765e-17  0.000000e+00  0.000000e+00  4.6406401237e-30  1.9086023994e-16  3.268274e+13  66
  80  9.4850999327e-15  3.6305448231e-06  3.9834594658e-07  7.8469550572e-07  2.9479050342e-06  1.991911e+04  3.521285e-17  0.000000e+00  0.000000e+00  7.8556261321e-32  1.8771605364e-16  1.114329e+14  66
  81  1.9787492379e-15  1.7694688372e-06  1.7670235291e-07  4.7241928564e-07  1.0907186529e-06  3.052116e+03  2.042789e-17  0.000000e+00  0.000000e+00  2.4398955840e-32  1.0198954311e-16  5.615105e+13  66
  82  7.4309870115e-16  9.9887298528e-07  9.7182740878e-08  2.6136253503e-07  7.5763159419e-07  2.688881e+02  9.759514e-18  0.000000e+00  0.000000e+00  8.1745344374e-34  4.0301827630e-17  1.192015e+14  66
  83  4.0481325327e-16  4.3768412954e-07  4.4811280317e-08  1.3477415433e-07  3.2239290248e-07  9.748607e+03  1.329630e-18  0.000000e+00  0.000000e+00  1.8169214844e-34  1.8748227255e-17  1.091481e+14  66
  84  1.3449442028e-16  2.9384132386e-07  2.4893559493e-08  8.8122630807e-08  1.3367704569e-07  2.778859e+02  4.673504e-19  0.000000e+00  0.000000e+00  1.9411565905e-35  3.5702438727e-18  5.004216e+13  66
  85  6.4600677889e-17  1.6192568851e-07  1.3448615214e-08  4.5067617419e-08  8.7102805193e-08  4.190327e+02  1.641656e-19  0.000000e+00  0.000000e+00  3.2292724181e-36  1.6341383135e-18  1.433816e+14  66
  86  3.8094152083e-17  7.8006779116e-08  8.3893779062e-09  2.2760014180e-08  4.9480271592e-08  2.652734e+03  3.639595e-20  0.000000e+00  0.000000e+00  1.1709257956e-36  4.2134595170e-19  2.302245e+14  66
  87  3.5910616584e-17  3.4289640669e-08  4.5242182938e-09  9.7840827657e-09  2.7505465119e-08  3.216263e+03  7.510800e-21  0.000000e+00  0.000000e+00  2.2943655607e-37  1.4754255150e-19  2.736754e+14  66
  88  5.4599938363e-17  2.0344460942e-08  4.4119909520e-09  9.0546128040e-09  2.2840344685e-08  4.826021e+03  3.990319e-21  0.000000e+00  0.000000e+00  8.5588938007e-38  1.6100243443e-20  4.578365e+14  66
  89  1.0948718759e-16  1.0364304092e-08  4.9428552812e-09  6.9850405745e-09  2.7112322080e-08  1.047438e+03  3.995282e-21  0.000000e+00  0.000000e+00  1.0693604949e-37  1.3529366099e-20  8.877258e+14  66
  90  2.0026359384e-16  1.5361511010e-08  1.2623952108e-08  7.3197146150e-09  4.3415926244e-08  1.677815e+03  9.520849e-22  0.000000e+00  0.000000e+00  8.8983818062e-37  5.9689353002e-21  2.092622e+15  66
  91  1.4591258852e-16  1.6702560155e-08  1.5069602559e-08  4.9532120202e-09  6.7504228307e-08  1.319203e+03  1.304298e-20  0.000000e+00  0.000000e+00  7.0203204529e-36  9.1618524646e-21  8.579526e+14  66
  92  1.0116698553e-16  2.5106450593e-08  2.2843522181e-08  7.5414309127e-09  8.6675321412e-08  4.881016e+02  1.643773e-20  0.000000e+00  0.000000e+00  7.0089505648e-37  2.0381730293e-21  2.710495e+14  66
  93  5.4196809358e-17  6.5815682370e-08  2.5485917072e-08  5.0740089113e-09  1.1928454070e-07  3.418011e+02  8.516652e-20  0.000000e+00  0.000000e+00  1.0499767412e-36  7.2957330027e-21  2.549683e+14  66
  94  4.3492755146e-17  4.4464219345e-08  2.2107266550e-08  4.8830295376e-09  1.0859974514e-07  2.550272e+04  9.407360e-20  0.000000e+00  0.000000e+00  3.6955634724e-37  3.2078064155e-21  4.750718e+14  66
  95  6.0261895997e-17  4.8874573832e-08  1.3015888971e-08  4.9485070986e-09  7.9351242818e-08  1.261292e+03  7.227573e-20  0.000000e+00  0.000000e+00  9.0705137700e-38  2.6089276520e-21  7.952236e+14  66
  96  7.7548355848e-17  3.1028269847e-08  7.0751645293e-09  6.9020885984e-09  4.6057080666e-08  2.858680e+02  3.455630e-20  0.000000e+00  0.000000e+00  4.5474378325e-37  5.0507648202e-21  9.988456e+14  66
  97  8.8771361133e-17  2.0045074395e-08  6.0294820753e-09  1.4985731588e-08  3.3617428148e-08  6.468111e+03  6.819277e-21  0.000000e+00  0.000000e+00  8.8521166103e-37  2.5195921458e-21  1.168797e+15  66
  98  1.0327903328e-16  3.2208332910e-08  3.3717764188e-09  1.8463484722e-08  3.9508618679e-08  2.478835e+02  4.572654e-21  0.000000e+00  0.000000e+00  2.2091440594e-37  7.2626457782e-21  4.414681e+14  66
  99  5.3249510977e-17  2.9570445087e-08  4.5774506023e-09  1.1607722644e-08  3.5295551145e-08  3.942441e+02  6.207990e-22  0.000000e+00  0.000000e+00  8.8125728019e-37  8.0984290691e-20  1.732224e+14  66
 100  2.6388459161e-17  2.3088958070e-08  5.5618021570e-09  7.6827497614e-09  3.5781977443e-08  7.888181e+02  1.534420e-21  0.000000e+00  0.000000e+00  3.9028101577e-37  2.4848505601e-20  1.561166e+14  66
 101  5.4007469777e-18  1.9152688021e-08  3.8246907063e-09  7.4916221932e-09  2.2596418543e-08  5.532458e+02  8.572900e-21  0.000000e+00  0.000000e+00  3.4716518083e-37  3.2094607767e-21  1.180068e+14  66
 102  2.2520142925e-18  1.9336499728e-08  3.4579710983e-09  7.7405246952e-09  1.6269538267e-08  2.929442e+03  1.049692e-21  0.000000e+00  0.000000e+00  4.8677870893e-39  3.9605407729e-21  1.413418e+14  66
 103  2.3602016349e-19  1.2550061465e-08  2.3278516448e-09  9.3777581924e-09  2.9082791697e-08  5.564519e+02  1.947183e-21  0.000000e+00  0.000000e+00  2.3905566822e-39  7.2824981129e-21  1.011737e+14  66
 104  7.2859423774e-20  2.0315661961e-08  2.9100919928e-09  4.6161464290e-09  2.8620645868e-08  4.439822e+02  5.376674e-22  0.000000e+00  0.000000e+00  2.2431943705e-41  1.8681046954e-20  2.226237e+14  66
 105  1.7879708959e-20  2.1500851169e-08  3.8944796769e-09  6.2350159701e-09  3.7829632786e-08  2.260421e+03  1.057964e-21  0.000000e+00  0.000000e+00  1.0927086978e-42  3.3517358421e-21  1.807986e+14  66
 106  1.2923214402e-20  3.0901145318e-08  3.5681581005e-09  4.8765202752e-09  2.2982115037e-08  9.303624e+03  1.220919e-21  0.000000e+00  0.000000e+00  8.2117871215e-44  4.9928621774e-21  4.127191e+14  66
 107  4.0466366861e-21  2.3552965969e-08  2.2994788917e-09  3.0885733036e-09  1.5607889004e-08  2.859398e+02  2.521247e-21  0.000000e+00  0.000000e+00  2.1952092419e-44  6.1161734492e-21  6.245167e+13  66
 108  7.6238151635e-22  4.5608009958e-09  1.6201713192e-09  3.3261234680e-09  4.6021310840e-09  4.249090e+02  1.006679e-21  0.000000e+00  0.000000e+00  2.6346014514e-45  8.1560008398e-22  8.028578e+13  66
 109  2.7049536484e-22  1.5566256228e-09  1.9468047983e-09  3.6122766440e-09  2.7249092683e-09  1.946835e+04  3.788487e-22  0.000000e+00  0.000000e+00  4.5377257761e-47  1.0943599504e-21  1.211947e+14  66
 110  4.1347889538e-23  1.0878912521e-09  1.2017010011e-09  3.2587193895e-09  2.5353376491e-09  6.391649e+03  4.694250e-22  0.000000e+00  0.000000e+00  1.0151889459e-47  2.5791491499e-21  7.317284e+13  66
 111  4.9745076932e-24  1.2311129127e-09  1.2556034697e-09  2.5059733181e-09  6.9026386349e-10  2.722612e+02  1.935603e-22  0.000000e+00  0.000000e+00  5.0731748038e-49  1.6369904322e-21  1.090842e+14  66
 112  1.6784627610e-23  7.0130073589e-10  9.3975407774e-10  3.1573296876e-09  9.1844755739e-10  4.088263e+02  3.259092e-22  0.000000e+00  0.000000e+00  1.1797544966e-51  6.4561446810e-22  1.031501e+15  66
 113  3.4130743179e-24  3.8146457541e-10  3.6907111216e-10  3.0677977569e-09  1.0567318217e-09  4.035722e+02  1.970758e-22  0.000000e+00  0.000000e+00  4.4036950084e-50  1.2705494209e-21  7.472708e+13  66
 114  2.9166210108e-25  1.5373706436e-10  2.6185867192e-10  3.4513510887e-09  5.7748594196e-10  1.468339e+03  3.117437e-23  0.000000e+00  0.000000e+00  1.8751176992e-51  1.4326768209e-21  4.193677e+13  66
 115  2.1922425979e-25  1.0791876518e-10  3.4662130577e-10  3.8308866916e-09  2.4761845370e-10  4.809898e+02  1.085675e-23  0.000000e+00  0.000000e+00  1.9479495122e-53  1.5319384944e-21  6.617157e+14  66
 116  3.7863830063e-26  1.2404371723e-10  2.3066047993e-10  1.8152602907e-09  1.8026107518e-10  4.910791e+03  1.819797e-23  0.000000e+00  0.000000e+00  1.6782934872e-54  3.3169942563e-21  1.661355e+13  66
 117  5.9943494778e-27  9.3800253364e-11  1.6124497206e-10  1.0403347290e-09  3.8244367113e-10  2.504762e+03  1.070165e-23  0.000000e+00  0.000000e+00  5.8684102156e-55  6.2865726554e-22  1.566318e+14  66
 118  2.0323064166e-27  8.4319816355e-11  1.6703037957e-10  1.0757104095e-09  3.5261456775e-10  5.327047e+03  4.639966e-24  0.000000e+00  0.000000e+00  1.4101391298e-56  1.0587911841e-22  3.952256e+14  66
 119  5.8367999702e-27  6.1232216539e-11  1.4092179443e-10  3.9702334633e-10  1.2950866417e-10  5.722489e+02  4.252225e-24  0.000000e+00  0.000000e+00  3.0033997586e-58  2.1237862227e-22  8.713312e+15  66
