iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag      sat_frac_pq      sat_frac_pn      pAp_double        pAp_naive        cond_pAp          n_eff
  23  8.8036057617e+01  8.8024274772e+01  8.8036218299e+01  8.8038874969e+01  8.8051950552e+01  9.308342e+04  2.832737e-03  0.000000e+00  0.000000e+00  2.8327736718e-03  2.8327342006e-03  1.535214e+16  153
  24  6.8772929118e+01  6.8675446082e+01  6.8777840599e+01  6.8802077222e+01  6.8902345411e+01  3.416568e+04  3.982234e-03  0.000000e+00  0.000000e+00  3.9822952733e-03  3.9822487161e-03  1.155962e+16  153
  25  5.4262249468e+01  5.4232875952e+01  5.4263861366e+01  5.4275068688e+01  5.4332488321e+01  4.383867e+04  3.378383e-03  0.000000e+00  0.000000e+00  3.3784336438e-03  3.3784921980e-03  5.344168e+15  153
  26  4.9354206485e+01  4.9380127305e+01  4.9354904682e+01  4.9365007147e+01  4.9456758358e+01  2.781142e+04  2.022405e-03  0.000000e+00  0.000000e+00  2.0224315660e-03  2.0226165652e-03  2.652148e+15  153
  27  4.2619529944e+01  4.2459361315e+01  4.2652577895e+01  4.2809506054e+01  4.3807239342e+01  7.510136e+04  1.296241e-03  0.000000e+00  0.000000e+00  1.2962293148e-03  1.2971107208e-03  6.030675e+15  153
  28  3.8790785650e+01  4.1612087137e+01  3.8816786967e+01  3.9149247429e+01  4.2813972659e+01  3.805014e+04  1.032503e-03  0.000000e+00  0.000000e+00  1.0323138294e-03  1.0380145977e-03  4.936669e+15  153
  29  3.7482426198e+01  4.8450774391e+01  3.7393245262e+01  3.8835885637e+01  4.5706954968e+01  4.491850e+03  8.748767e-04  0.000000e+00  0.000000e+00  8.7362737480e-04  9.0837664902e-04  6.317479e+15  153
  30  3.9220306065e+01  3.8760921785e+01  4.0140099272e+01  4.6496809655e+01  3.9235656839e+01  8.783555e+04  7.300467e-04  0.000000e+00  0.000000e+00  7.1775692704e-04  1.0203462152e-03  9.894294e+15  153
  31  3.2051208850e+01  3.4293961650e+01  3.5489513299e+01  3.6533545142e+01  3.4288997529e+01  1.056283e+04  1.068576e-03  0.000000e+00  0.000000e+00  9.5905044741e-04  1.8840033154e-03  5.733346e+15  153
  32  2.4446662834e+01  2.5568544900e+01  2.5981086895e+01  2.5307864521e+01  2.5381645047e+01  2.676409e+03  1.159250e-03  0.000000e+00  0.000000e+00  7.9562353982e-04  1.0590383899e-03  3.466942e+15  153
  33  2.1020814816e+01  2.4669712738e+01  2.5253608974e+01  2.4557576004e+01  2.4582310266e+01  2.663255e+03  5.193824e-04  0.000000e+00  0.000000e+00  3.2976118959e-04  3.9165386261e-04  2.659317e+15  153
  34  1.7668885297e+01  2.1479424145e+01  2.1931946489e+01  2.1534565486e+01  2.1475208272e+01  1.076250e+05  5.231368e-04  0.000000e+00  0.000000e+00  2.5764596705e-04  4.2715475865e-04  3.353785e+15  153
  35  1.8800451926e+01  1.9413992549e+01  1.9360825996e+01  1.9258395259e+01  1.9288236617e+01  2.045630e+03  2.269065e-04  0.000000e+00  0.000000e+00  1.4322739966e-04  2.1382901468e-04  9.933929e+15  153
  36  1.8201590381e+01  1.9108415182e+01  1.7835183140e+01  1.7735620826e+01  1.8704403380e+01  5.329445e+04  2.003123e-04  0.000000e+00  0.000000e+00  2.3241735445e-04  1.9807022181e-04  3.002150e+15  153
  37  1.3270330009e+01  2.0627666879e+01  1.6198820773e+01  1.5982754175e+01  1.8762185981e+01  3.132626e+03  2.173169e-04  0.000000e+00  0.000000e+00  2.2364055213e-04  2.1495446708e-04  2.916255e+15  153
  38  1.3250143995e+01  1.5982273773e+01  1.5493325796e+01  1.4283119597e+01  1.7137597122e+01  1.037503e+03  1.914596e-04  0.000000e+00  0.000000e+00  9.6150380929e-05  1.7508261226e-04  3.258593e+15  153
  39  1.4792227026e+01  1.4541939428e+01  1.8060721023e+01  1.9419003631e+01  1.4887475688e+01  9.677374e+03  1.513241e-04  0.000000e+00  0.000000e+00  1.0117561607e-04  1.1224320770e-04  2.685777e+15  153
  40  1.6671646584e+01  1.4858940110e+01  1.6789301299e+01  1.6698380598e+01  1.5198079259e+01  9.137769e+02  2.088045e-04  0.000000e+00  0.000000e+00  1.2793992082e-04  2.5874403218e-04  2.684479e+15  153
  41  1.6434141206e+01  1.6576562979e+01  1.6338953310e+01  1.6881497637e+01  1.6279910686e+01  2.701385e+04  1.681975e-04  0.000000e+00  0.000000e+00  1.3535025320e-04  2.0322689670e-04  3.866657e+15  153
  42  1.3352989105e+01  1.9887131929e+01  1.7034841400e+01  1.6599890311e+01  1.6582408068e+01  1.862157e+04  1.268865e-04  0.000000e+00  0.000000e+00  1.2271728593e-04  1.3074370509e-04  1.674726e+15  153
  43  1.3931227850e+01  1.8568977228e+01  1.5831402544e+01  1.4384936009e+01  1.4139080220e+01  1.901699e+04  1.456300e-04  0.000000e+00  0.000000e+00  6.3147358175e-05  1.3397839211e-04  2.396383e+15  153
  44  1.5677894988e+01  1.4514284136e+01  1.7891491732e+01  1.5843422489e+01  1.6440099010e+01  1.811031e+04  1.984009e-04  0.000000e+00  0.000000e+00  8.9381582985e-05  1.3053702423e-04  2.096778e+15  153
  45  1.0993335430e+01  1.4810710557e+01  1.5739879687e+01  2.0019475419e+01  1.8749047014e+01  7.347021e+02  1.548676e-04  0.000000e+00  0.000000e+00  1.4027114757e-04  1.1420055307e-04  1.871305e+15  153
  46  9.7251226986e+00  1.4181224090e+01  1.4271781270e+01  1.4760503165e+01  1.5491416277e+01  1.656441e+03  1.656207e-04  0.000000e+00  0.000000e+00  8.3407750915e-05  2.7914543898e-04  2.181518e+15  153
  47  1.0406289612e+01  1.3997375242e+01  1.0285093801e+01  1.0438570847e+01  1.1124424609e+01  4.168351e+03  1.056088e-04  0.000000e+00  0.000000e+00  8.1673021147e-05  1.3561236847e-04  4.476569e+15  153
  48  7.8728878290e+00  1.0898465152e+01  1.2647765530e+01  1.2585727759e+01  1.2582532710e+01  5.952584e+02  7.402533e-05  0.000000e+00  0.000000e+00  1.0034509228e-04  7.4735875387e-05  2.067222e+15  153
  49  6.7436675891e+00  7.8104299015e+00  7.9467442666e+00  7.8441451684e+00  7.5265602294e+00  2.167854e+04  9.621441e-05  0.000000e+00  0.000000e+00  2.8035146600e-05  9.8308304587e-05  2.478812e+15  153
  50  5.3935817183e+00  7.1089870473e+00  7.2343698259e+00  7.2439738584e+00  7.0928206990e+00  1.350942e+04  3.967594e-05  0.000000e+00  0.000000e+00  2.7330605016e-05  4.0053915654e-05  2.442435e+15  153
  51  5.7269769964e+00  8.3196041182e+00  6.7645190527e+00  6.7333836368e+00  6.8870375241e+00  1.154256e+04  2.529604e-05  0.000000e+00  0.000000e+00  2.1133735899e-05  2.5358422135e-05  1.907297e+15  153
  52  5.4869468216e+00  7.1739863195e+00  5.7718088127e+00  5.9438325541e+00  7.2015604236e+00  5.801644e+04  3.031150e-05  0.000000e+00  0.000000e+00  1.5975502752e-05  3.0961413358e-05  2.028349e+15  153
  53  6.8240539364e+00  5.8013056765e+00  5.7575811083e+00  7.2162097904e+00  6.8153459396e+00  3.144270e+03  1.788093e-05  0.000000e+00  0.000000e+00  1.5079100896e-05  2.2683424504e-05  4.710031e+15  153
  54  8.5450996697e+00  5.8877072178e+00  6.1839316126e+00  6.8558855848e+00  5.9826195435e+00  3.363228e+03  1.580267e-05  0.000000e+00  0.000000e+00  1.9122165600e-05  4.4006244934e-05  7.549384e+15  153
  55  9.4724611648e+00  6.4139102448e+00  8.4579936619e+00  6.4569995323e+00  6.3962902523e+00  1.445510e+04  1.866647e-05  0.000000e+00  0.000000e+00  4.5049982287e-05  3.0920586141e-05  6.666479e+15  153
  56  9.8790926769e+00  8.3696239924e+00  9.9570299091e+00  8.4020332623e+00  8.3873168561e+00  7.582703e+02  5.314049e-05  0.000000e+00  0.000000e+00  6.9552279588e-05  1.4148845366e-05  6.578483e+15  153
  57  1.0076438611e+01  7.6180926445e+00  7.9033168433e+00  7.6216708248e+00  7.6383542546e+00  9.347048e+03  5.448757e-05  0.000000e+00  0.000000e+00  4.7688554986e-05  2.8851442039e-05  6.218742e+15  153
  58  1.1791728098e+01  8.1759170251e+00  8.2081183649e+00  8.1552425654e+00  8.1505499906e+00  1.166013e+04  3.082500e-05  0.000000e+00  0.000000e+00  4.4450317593e-05  2.8840402592e-05  2.657064e+15  153
  59  1.3904278887e+01  1.1730438832e+01  1.1313563302e+01  1.1315761876e+01  1.1301782748e+01  8.583541e+03  3.013397e-05  0.000000e+00  0.000000e+00  7.9738338076e-05  2.9887362871e-05  1.089130e+16  153
  60  1.6492181169e+01  1.4359961563e+01  1.2748306012e+01  1.2252503276e+01  1.4594853558e+01  1.117830e+04  5.946259e-05  0.000000e+00  0.000000e+00  1.3258313611e-04  5.8440589783e-05  8.872021e+15  153
  61  1.5053967907e+01  1.4816644145e+01  1.4426608448e+01  1.3088727329e+01  1.3446027454e+01  1.661834e+04  1.095380e-04  0.000000e+00  0.000000e+00  1.8637013547e-04  1.0239879339e-04  2.477147e+16  153
  62  1.1654263863e+01  1.4121957637e+01  1.4596937073e+01  1.4956059247e+01  1.3789802233e+01  2.540561e+04  1.132514e-04  0.000000e+00  0.000000e+00  1.1609581378e-04  9.8892174719e-05  1.895781e+15  153
  63  1.0948768071e+01  1.5989528090e+01  1.5082567389e+01  1.4490130584e+01  1.5153504302e+01  9.736311e+03  1.226083e-04  0.000000e+00  0.000000e+00  7.7067581898e-05  1.1768094555e-04  3.142257e+15  153
  64  1.2131032836e+01  1.3685525551e+01  1.0637443930e+01  1.2549094112e+01  1.3914915664e+01  2.079574e+04  1.327218e-04  0.000000e+00  0.000000e+00  4.8449692863e-05  1.5899892605e-04  2.823751e+15  153
  65  1.1839418432e+01  1.2358768183e+01  1.1809870271e+01  1.3108000800e+01  1.3395916422e+01  2.163054e+04  6.445777e-05  0.000000e+00  0.000000e+00  9.0962509827e-05  7.7987438999e-05  3.069324e+15  153
  66  9.9038361951e+00  1.1843157993e+01  1.5396032880e+01  1.6044717051e+01  1.1240559665e+01  7.974767e+03  8.328183e-05  0.000000e+00  0.000000e+00  8.4816286378e-05  1.1359849304e-04  1.613716e+15  153
  67  9.0722996677e+00  1.1311494055e+01  1.2936186719e+01  1.0920282294e+01  1.1494054833e+01  3.548434e+04  2.247600e-04  0.000000e+00  0.000000e+00  5.1888926062e-05  2.0025656704e-04  2.818043e+15  153
  68  8.5920800374e+00  1.2087184178e+01  9.9290031720e+00  1.0601102590e+01  9.7702863875e+00  1.322554e+03  1.020769e-04  0.000000e+00  0.000000e+00  5.8569310175e-05  8.1077803770e-05  3.332889e+15  153
  69  5.7164278213e+00  9.5355059018e+00  7.7202635605e+00  8.1687100702e+00  9.6514469781e+00  2.091999e+04  6.308645e-05  0.000000e+00  0.000000e+00  3.9519357637e-05  6.4432591898e-05  2.035045e+15  153
  70  5.4036755107e+00  7.7283579222e+00  7.5740553478e+00  7.2797738408e+00  7.3943929926e+00  6.059411e+04  3.978541e-05  0.000000e+00  0.000000e+00  1.6406985619e-05  4.4855194574e-05  2.354991e+15  153
  71  4.7563905400e+00  7.0683820418e+00  6.2553055560e+00  6.3426068408e+00  5.7479569496e+00  8.592893e+03  3.846624e-05  0.000000e+00  0.000000e+00  1.1847810409e-05  3.8848569602e-05  1.580903e+15  153
  72  4.9671303347e+00  6.1864894466e+00  5.0861273524e+00  5.6541282088e+00  5.3767049880e+00  1.107211e+03  1.979554e-05  0.000000e+00  0.000000e+00  1.2309934802e-05  1.9555237486e-05  1.326180e+15  153
  73  5.3580890249e+00  5.7716373843e+00  6.6895359897e+00  6.3647071922e+00  6.3354738868e+00  2.937355e+03  1.773273e-05  0.000000e+00  0.000000e+00  1.1443989502e-05  3.1171946830e-05  1.873051e+15  153
  74  5.1299334210e+00  6.3937145124e+00  5.5292372409e+00  5.2548210624e+00  5.4272559121e+00  6.645714e+03  2.996498e-05  0.000000e+00  0.000000e+00  1.1671508414e-05  2.2777418963e-05  2.267778e+15  153
  75  5.3481352261e+00  5.0318334016e+00  6.2220980579e+00  6.3480201218e+00  6.1151719945e+00  2.163777e+04  1.688578e-05  0.000000e+00  0.000000e+00  1.8069869230e-05  1.4372853911e-05  2.256248e+15  153
  76  5.2345875431e+00  6.0872674353e+00  6.5204394732e+00  7.5427973692e+00  6.6807205205e+00  1.337658e+04  1.367997e-05  0.000000e+00  0.000000e+00  1.5814854007e-05  2.5202882171e-05  1.614881e+15  153
  77  4.8610874411e+00  6.4960781884e+00  5.6238515529e+00  6.9104067001e+00  7.0581886838e+00  3.815337e+03  1.779577e-05  0.000000e+00  0.000000e+00  1.5509247507e-05  2.7988388865e-05  1.546908e+15  153
  78  6.0778490567e+00  5.8758631945e+00  6.7362901836e+00  5.6962072352e+00  5.0433842069e+00  7.148941e+03  2.550432e-05  0.000000e+00  0.000000e+00  9.2480444172e-06  2.6507474104e-05  2.478280e+15  153
  79  5.6075202841e+00  5.9668687982e+00  6.0799229569e+00  6.3201902022e+00  5.6280233100e+00  2.721999e+03  3.828245e-05  0.000000e+00  0.000000e+00  1.7858256171e-05  2.3578131731e-05  2.125282e+15  153
  80  3.9973023408e+00  5.7607579972e+00  6.0676230974e+00  6.8976640106e+00  6.6784624014e+00  1.308853e+04  2.652287e-05  0.000000e+00  0.000000e+00  2.3386263111e-05  2.4534108888e-05  2.786637e+15  153
  81  2.6369058853e+00  5.4822740144e+00  6.5056626523e+00  5.5559993434e+00  6.1206344306e+00  4.742587e+03  2.212495e-05  0.000000e+00  0.000000e+00  1.1744288570e-05  2.4925050639e-05  1.949917e+15  153
  82  2.4133031047e+00  5.3868040835e+00  5.6781152283e+00  5.2814815177e+00  5.4670554015e+00  4.456418e+03  2.056501e-05  0.000000e+00  0.000000e+00  5.3371310782e-06  1.2362640518e-05  1.139234e+15  153
  83  2.8200858905e+00  5.7829640090e+00  5.0887246413e+00  5.0724780097e+00  5.3986242237e+00  1.972563e+03  1.753930e-05  0.000000e+00  0.000000e+00  2.9105780226e-06  1.7435397240e-05  3.822214e+15  153
  84  2.2098678525e+00  4.1068392861e+00  4.0826314531e+00  4.0387115916e+00  4.4637826909e+00  1.230072e+03  1.697051e-05  0.000000e+00  0.000000e+00  6.7777658087e-06  2.0822101760e-05  2.559219e+15  153
  85  1.4086011019e+00  2.9199070142e+00  2.8112691623e+00  2.6955771828e+00  2.9089157840e+00  4.333390e+03  1.287826e-05  0.000000e+00  0.000000e+00  5.0401687495e-06  1.0020573427e-05  1.264479e+15  153
  86  1.3590117734e+00  2.2563388331e+00  2.2970577479e+00  2.2098818507e+00  2.2536528923e+00  4.880000e+03  5.375766e-06  0.000000e+00  0.000000e+00  1.0992326459e-06  4.8840961426e-06  1.020391e+15  153
  87  9.3041984733e-01  2.1692432953e+00  1.8032329858e+00  1.8796674531e+00  1.9820036649e+00  9.106074e+04  3.068850e-06  0.000000e+00  0.000000e+00  9.2883315516e-07  3.0103319659e-06  1.260906e+15  153
  88  8.2771110202e-01  1.8971129769e+00  1.3795492089e+00  1.4998634147e+00  1.6612601885e+00  3.055013e+03  1.940318e-06  0.000000e+00  0.000000e+00  7.7885757805e-07  2.0442773803e-06  1.301820e+15  153
  89  5.3702590467e-01  1.3599140808e+00  1.0746406108e+00  1.0575100218e+00  1.0720853393e+00  5.599329e+03  1.916988e-06  0.000000e+00  0.000000e+00  3.4705484630e-07  2.3106670142e-06  8.247812e+14  153
  90  3.9489972214e-01  1.2099440899e+00  9.9023916217e-01  9.8116413283e-01  1.0208531722e+00  7.360391e+03  7.384735e-07  0.000000e+00  0.000000e+00  1.7460762606e-07  8.1374605543e-07  9.349835e+14  153
  91  3.2130877259e-01  9.1924576910e-01  7.5108814031e-01  7.9041065347e-01  9.1639743810e-01  3.214803e+04  7.137173e-07  0.000000e+00  0.000000e+00  9.1124900925e-08  6.8159931743e-07  7.165873e+14  153
  92  2.9468778423e-01  7.7582977696e-01  6.3574762386e-01  6.5315914447e-01  6.4036466380e-01  1.176680e+04  4.347024e-07  0.000000e+00  0.000000e+00  5.5883189117e-08  4.4809536348e-07  1.192359e+15  153
  93  1.8349551414e-01  5.6445779765e-01  4.3340136796e-01  5.0724140663e-01  5.6882174846e-01  1.544991e+04  2.400715e-07  0.000000e+00  0.000000e+00  6.1576536864e-08  3.2754451240e-07  9.508752e+14  153
  94  1.2817877555e-01  3.6838324622e-01  3.7471328021e-01  4.6140715344e-01  4.6567619542e-01  7.159590e+03  1.345019e-07  0.000000e+00  0.000000e+00  2.5278607099e-08  2.5916261848e-07  7.927271e+14  153
  95  7.1897482818e-02  3.4496675072e-01  3.1255935090e-01  3.5285293655e-01  3.4536140061e-01  2.369400e+05  9.628553e-08  0.000000e+00  0.000000e+00  8.0907927222e-09  1.6631770450e-07  3.527089e+14  153
  96  5.0321913007e-02  2.6137904995e-01  2.4095829289e-01  2.5083814693e-01  2.7617546953e-01  7.242310e+03  6.931387e-08  0.000000e+00  0.000000e+00  3.9746855798e-09  9.3350308816e-08  6.214916e+14  153
  97  4.0283361197e-02  2.5328326458e-01  1.8934729289e-01  1.9323965663e-01  2.3055636632e-01  1.382194e+04  5.928156e-08  0.000000e+00  0.000000e+00  1.4738173532e-09  4.1356472025e-08  9.154481e+14  153
  98  4.8197111746e-02  1.4300780675e-01  1.1022573287e-01  1.5713853475e-01  1.5092743399e-01  4.478196e+03  2.347405e-08  0.000000e+00  0.000000e+00  9.2751971176e-10  2.6487043669e-08  1.644988e+15  153
  99  4.8980439208e-02  9.6490694526e-02  7.2121286344e-02  1.0424553256e-01  9.5127089727e-02  2.274418e+03  7.043360e-09  0.000000e+00  0.000000e+00  1.6730646416e-09  2.2701563296e-08  2.570347e+15  153
 100  7.6567066981e-02  5.7782135058e-02  4.3311099414e-02  5.6749930536e-02  5.5425710838e-02  2.305961e+03  4.983816e-09  0.000000e+00  0.000000e+00  8.4696367969e-10  6.8632211025e-09  1.621652e+15  153
 101  6.2629654535e-02  4.1445948300e-02  4.7469865313e-02  3.4319230462e-02  3.4448074027e-02  1.734366e+04  1.857212e-09  0.000000e+00  0.000000e+00  2.4826269326e-09  2.9637128307e-09  1.976011e+15  153
 102  5.8145583784e-02  5.0118792873e-02  4.0353701776e-02  3.7468753108e-02  3.6511632725e-02  9.214464e+03  1.701448e-09  0.000000e+00  0.000000e+00  3.0052503644e-09  5.3830495617e-10  2.414944e+15  153
 103  6.9529383075e-02  3.8224017351e-02  4.7573981400e-02  5.1176845695e-02  4.7620500089e-02  8.585822e+03  6.533369e-10  0.000000e+00  0.000000e+00  1.4570136909e-09  5.6471849419e-10  2.315203e+15  153
 104  7.6187946706e-02  5.3878855482e-02  8.4643428374e-02  7.4795537690e-02  6.6597819992e-02  3.211213e+04  8.423600e-10  0.000000e+00  0.000000e+00  1.6672606011e-09  9.7437524715e-10  3.719464e+15  153
 105  6.9469389290e-02  6.6658131356e-02  7.2935130283e-02  7.6570162676e-02  7.8905887886e-02  3.111496e+03  4.660242e-09  0.000000e+00  0.000000e+00  5.3073691857e-09  4.5107260149e-09  2.681887e+15  153
 106  4.6725111096e-02  4.9060295790e-02  4.7102987777e-02  4.9203600851e-02  5.2802999315e-02  1.508238e+05  3.195224e-09  0.000000e+00  0.000000e+00  2.9246504565e-09  2.7168756134e-09  1.072846e+15  153
 107  2.2020262707e-02  6.7538044598e-02  5.8552955294e-02  6.0547684464e-02  5.9790571467e-02  1.221400e+03  1.100913e-09  0.000000e+00  0.000000e+00  1.7472773009e-09  1.1838583447e-09  4.954781e+14  153
 108  1.2485352013e-02  7.4766982713e-02  6.8100384150e-02  9.2143035122e-02  6.3093762459e-02  8.467281e+02  1.338895e-09  0.000000e+00  0.000000e+00  3.0454743326e-10  1.8154855397e-09  5.622924e+14  153
 109  7.8648994534e-03  7.1235505981e-02  6.8649876616e-02  6.6665502728e-02  6.1277948038e-02  1.370888e+05  2.611072e-09  0.000000e+00  0.000000e+00  9.5401038655e-11  4.6519730290e-09  4.537373e+14  153
 110  5.4873454802e-03  5.9135572354e-02  4.4349953247e-02  4.2538186099e-02  4.9166700017e-02  5.493373e+03  3.732119e-09  0.000000e+00  0.000000e+00  3.7800598700e-11  2.4883153316e-09  4.380523e+14  153
 111  3.9888750977e-03  3.3895620007e-02  1.8937010596e-02  1.9178081208e-02  2.0189714044e-02  2.017303e+03  1.232230e-09  0.000000e+00  0.000000e+00  1.6462588627e-11  1.0352394497e-09  5.197799e+14  153
 112  2.5240886144e-03  1.8170342110e-02  1.1766084179e-02  1.0657178677e-02  1.2059382139e-02  1.358521e+03  2.472598e-10  0.000000e+00  0.000000e+00  1.5640315673e-11  2.3053403631e-10  4.683564e+14  153
 113  1.4453802271e-03  1.1455426008e-02  8.4975669617e-03  8.2393712382e-03  8.9410413040e-03  5.809031e+04  9.502588e-11  0.000000e+00  0.000000e+00  5.6532068701e-12  7.9138029463e-11  4.158061e+14  153
 114  9.0064936690e-04  8.8769103709e-03  7.4832279259e-03  7.0232055076e-03  6.8764293600e-03  1.049728e+04  6.189871e-11  0.000000e+00  0.000000e+00  1.3586943206e-12  7.2809536178e-11  3.665470e+14  153
 115  7.8559978154e-04  6.1860059356e-03  6.2894165377e-03  5.4128784933e-03  6.3246067220e-03  1.440072e+05  3.053174e-11  0.000000e+00  0.000000e+00  7.1527037072e-13  4.5547232652e-11  5.572339e+14  153
 116  5.7656850947e-04  5.6587864575e-03  3.7629113617e-03  3.5970843061e-03  4.0082417579e-03  4.710995e+03  2.809006e-11  0.000000e+00  0.000000e+00  3.8039239475e-13  2.8965080334e-11  4.621206e+14  153
 117  4.9456967500e-04  2.8047341142e-03  1.8032760821e-03  1.9388313195e-03  2.9515355765e-03  1.256192e+03  9.463874e-12  0.000000e+00  0.000000e+00  2.8048185935e-13  1.0297457331e-11  8.507704e+14  153
 118  2.2551125565e-04  1.5386011564e-03  1.3812194712e-03  1.3513818707e-03  1.5810891970e-03  1.300353e+04  2.345062e-12  0.000000e+00  0.000000e+00  1.4441747574e-13  2.9215796449e-12  4.500695e+14  153
 119  1.5518142192e-04  1.0588881216e-03  1.1671741544e-03  1.0116271412e-03  1.1186048388e-03  1.962289e+04  1.562524e-12  0.000000e+00  0.000000e+00  3.9520027042e-14  1.4382661728e-12  4.301433e+14  153
