iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag      sat_frac_pq      sat_frac_pn      pAp_double        pAp_naive        cond_pAp          n_eff
  38  6.9622874118e+01  8.4455638550e+01  8.3274096785e+01  9.6143658279e+01  7.5684364613e+01  8.085489e+03  1.942443e-06  0.000000e+00  0.000000e+00  1.3658355225e-06  1.4576834246e-06  6.321349e+15  112
  39  4.6181332465e+01  7.0252356222e+01  7.4890352793e+01  6.6342833690e+01  7.5210300860e+01  3.759251e+04  3.079276e-06  0.000000e+00  0.000000e+00  1.1256858692e-06  2.9811553759e-06  3.920449e+15  112
  40  7.4251913675e+01  3.8372437631e+01  3.6532717320e+01  3.8017485360e+01  3.6821021138e+01  3.888875e+04  1.554977e-06  0.000000e+00  0.000000e+00  3.6019840579e-07  1.6732368522e-06  1.546271e+16  112
  41  4.0020406277e+01  7.5516657931e+01  7.9683913829e+01  7.2913348883e+01  9.3077903359e+01  3.903730e+04  3.939535e-07  0.000000e+00  0.000000e+00  1.6766459726e-06  4.5774334012e-07  3.877115e+16  112
  42  4.7742807101e+01  4.3931916708e+01  5.1777791545e+01  6.1021127513e+01  4.1764040842e+01  1.092740e+05  1.310374e-06  0.000000e+00  0.000000e+00  2.9957133077e-07  1.3409329540e-06  1.311357e+16  112
  43  6.2575265340e+01  5.0349651462e+01  9.1080099213e+01  9.1068558910e+01  1.0379780525e+02  4.619006e+03  3.245208e-07  0.000000e+00  0.000000e+00  2.3620014702e-07  3.3620983686e-07  1.251263e+16  112
  44  4.1664399162e+01  9.7214360235e+01  1.5005403649e+02  1.5516348485e+02  1.6046151700e+02  9.625482e+03  3.624223e-07  0.000000e+00  0.000000e+00  5.3669237136e-07  3.7161726141e-07  2.538707e+15  112
  45  3.6853559862e+01  1.2107879343e+02  1.1075883941e+02  1.0863634282e+02  8.2478663789e+01  4.401717e+04  9.569719e-07  0.000000e+00  0.000000e+00  5.3579338604e-07  9.4358711067e-07  1.018141e+16  112
  46  3.1983069609e+01  9.5908729399e+01  6.2576176721e+01  4.8812321818e+01  6.7678990837e+01  9.185420e+03  6.198405e-07  0.000000e+00  0.000000e+00  6.1645541059e-07  6.0639479216e-07  7.447169e+15  112
  47  9.8517640752e+01  7.1908596088e+01  3.5805941689e+01  4.1424452072e+01  3.5674716885e+01  2.244974e+04  3.701082e-07  0.000000e+00  0.000000e+00  1.7601952755e-07  3.6376684420e-07  5.535314e+16  112
  48  1.5066090190e+02  7.9398855298e+01  9.0511127273e+01  8.4291902078e+01  9.6112442288e+01  9.187837e+04  1.660719e-07  0.000000e+00  0.000000e+00  5.8133683985e-07  1.6507189571e-07  6.441355e+15  112
  49  1.2006719908e+02  1.7022299253e+02  1.5732101375e+02  1.6056758154e+02  1.5266696163e+02  2.958327e+05  3.294637e-07  0.000000e+00  0.000000e+00  1.0179570054e-06  3.2901590430e-07  8.735127e+15  112
  50  7.9546530449e+01  9.1631613208e+01  9.5892426301e+01  9.4579638958e+01  9.7242940377e+01  2.465479e+06  1.727582e-06  0.000000e+00  0.000000e+00  7.3420493721e-07  1.7274818447e-06  5.082537e+15  112
  51  6.3624723100e+01  1.1041378141e+02  1.1002183066e+02  1.1017305280e+02  1.0964853742e+02  2.054818e+04  1.388545e-06  0.000000e+00  0.000000e+00  5.8633021035e-07  1.3880093093e-06  1.263231e+16  112
  52  1.0808061365e+02  7.5401004791e+01  7.4901999775e+01  7.5066653325e+01  7.5489263516e+01  3.015114e+03  8.657264e-07  0.000000e+00  0.000000e+00  3.8334925982e-07  8.6113425368e-07  5.063027e+15  112
  53  9.0756005235e+01  8.3486174941e+01  8.1439307707e+01  7.8414048100e+01  8.1246718684e+01  1.747792e+04  5.609567e-07  0.000000e+00  0.000000e+00  1.4395421113e-06  4.8148126552e-07  1.186805e+16  112
  54  5.4965754248e+01  1.2195003700e+02  1.0248933586e+02  1.0922735571e+02  1.2804164972e+02  4.727997e+04  2.685983e-06  0.000000e+00  0.000000e+00  3.4673556817e-06  2.2990584512e-06  3.573053e+15  112
  55  8.6070013874e+01  7.7564917368e+01  8.0780003315e+01  7.8148685472e+01  7.5141078250e+01  5.023834e+04  1.182195e-06  0.000000e+00  0.000000e+00  1.1183136907e-06  1.7047921119e-06  2.183680e+16  112
  56  1.0447758150e+02  4.8966035243e+01  5.4986641666e+01  4.7394928377e+01  5.3625981106e+01  5.445269e+03  1.173506e-06  0.000000e+00  0.000000e+00  3.0510657209e-07  1.3448410527e-06  9.090418e+15  112
  57  6.4329850181e+01  8.3372174217e+01  9.2645635986e+01  9.6599456925e+01  9.1210543696e+01  4.731681e+04  6.587042e-07  0.000000e+00  0.000000e+00  1.0970846784e-06  7.5432762969e-07  8.517296e+14  112
  58  4.4724574713e+01  1.1273311352e+02  1.1409452675e+02  1.0916325038e+02  1.0951034037e+02  2.578491e+04  1.741766e-06  0.000000e+00  0.000000e+00  1.3997652744e-06  1.1671185121e-06  1.080426e+16  112
  59  3.3715963676e+01  9.9209881493e+01  9.6545589134e+01  9.7422928773e+01  9.5241489941e+01  2.916335e+04  2.247306e-06  0.000000e+00  0.000000e+00  5.4802838710e-07  2.9428354082e-06  3.139327e+15  112
  60  9.7613701957e+01  6.1238778468e+01  4.7780612580e+01  6.0643202607e+01  6.0168846084e+01  1.308197e+06  2.707224e-06  0.000000e+00  0.000000e+00  1.0686238745e-07  4.0199774958e-06  2.593301e+15  112
  61  1.9824997111e+02  3.4394653473e+01  3.5056694978e+01  3.5405102758e+01  3.5146620209e+01  1.415216e+04  1.105755e-06  0.000000e+00  0.000000e+00  2.3237688497e-07  9.0004959930e-07  1.030694e+17  112
  62  1.4123987592e+02  4.4159829893e+01  4.1039311241e+01  4.0712478682e+01  4.3347278718e+01  2.267140e+03  1.215979e-07  0.000000e+00  0.000000e+00  8.1495621022e-07  1.0698904873e-07  1.135381e+16  112
  63  7.1548460116e+01  4.3720024608e+01  4.8653027927e+01  5.0484412479e+01  4.5370017375e+01  1.099427e+04  4.687301e-07  0.000000e+00  0.000000e+00  5.1015216829e-07  3.3069125038e-07  7.658833e+15  112
  64  5.9444482227e+01  5.2149265560e+01  5.2937372597e+01  5.2659589912e+01  5.3231751660e+01  6.079688e+04  5.060093e-07  0.000000e+00  0.000000e+00  5.0966108837e-07  7.2574289334e-07  1.150988e+16  112
  65  9.1856830150e+01  6.8728785789e+01  1.1938383475e+02  8.1080156014e+01  8.8447826804e+01  1.396635e+04  1.788296e-07  0.000000e+00  0.000000e+00  3.9185627081e-07  2.9641921628e-07  3.009879e+15  112
  66  8.2976103240e+01  8.0667115938e+01  7.4828640503e+01  7.7595653546e+01  7.5360150901e+01  5.675877e+04  2.114001e-06  0.000000e+00  0.000000e+00  3.1447179342e-07  2.6219702249e-06  9.344829e+15  112
  67  5.6198029861e+01  8.0658741123e+01  6.6820659143e+01  7.8195755459e+01  8.5789503246e+01  4.993437e+05  7.972249e-07  0.000000e+00  0.000000e+00  5.9884016407e-07  5.4033614560e-07  4.393354e+15  112
  68  4.4573257386e+01  7.6375290890e+01  2.3696641541e+02  1.9065935654e+02  1.0397899239e+02  1.562724e+04  2.000736e-07  0.000000e+00  0.000000e+00  3.8813120890e-07  1.7484575210e-07  4.119921e+15  112
  69  1.7862848236e+02  1.3093741050e+02  9.8623415703e+01  1.3281680140e+02  1.9002225404e+02  1.013877e+07  1.486302e-06  0.000000e+00  0.000000e+00  7.2958165964e-08  1.3214747696e-06  4.752723e+15  112
  70  8.2634696771e+01  6.4274743685e+01  8.6718393862e+01  8.8395742958e+01  7.3630905562e+01  1.786812e+05  5.162353e-07  0.000000e+00  0.000000e+00  2.1923770505e-07  5.9968931510e-07  3.569555e+14  112
  71  5.4191070607e+01  1.0189782145e+02  3.7199257103e+01  5.0565930527e+01  5.9683783834e+01  1.233511e+04  5.831364e-07  0.000000e+00  0.000000e+00  6.7723608572e-08  6.4425887558e-07  9.967052e+14  112
  72  2.9055837585e+01  8.0559984687e+01  8.5083459429e+01  7.8872793031e+01  7.9658637543e+01  1.581151e+03  8.032602e-08  0.000000e+00  0.000000e+00  1.5265681242e-08  8.4275072254e-08  8.314244e+14  112
  73  2.6345453825e+01  7.9577985409e+01  7.2985353438e+01  8.0673424472e+01  7.6547201916e+01  1.704459e+03  1.450456e-07  0.000000e+00  0.000000e+00  9.6545552693e-08  1.4686509076e-07  2.205914e+15  112
  74  1.7777982204e+01  2.6609880766e+01  3.0400695231e+01  3.2318151102e+01  3.0140094442e+01  1.554246e+04  3.495737e-07  0.000000e+00  0.000000e+00  8.3175721025e-08  5.4366114455e-07  9.886319e+14  112
  75  2.4160828669e+01  5.0063799628e+01  4.8722904755e+01  4.9062282295e+01  4.9551467187e+01  8.421534e+03  8.124144e-08  0.000000e+00  0.000000e+00  2.9006191330e-08  7.1295616522e-08  1.261794e+15  112
  76  1.4602456776e+01  3.8379904766e+01  3.4429566953e+01  3.4887598531e+01  3.8940029889e+01  3.557347e+05  4.953095e-08  0.000000e+00  0.000000e+00  2.0878110252e-08  4.7052523655e-08  1.614848e+15  112
  77  2.3881741379e+01  5.5622131685e+01  5.7774287413e+01  5.6207999728e+01  5.5259738254e+01  2.308738e+04  1.855298e-07  0.000000e+00  0.000000e+00  9.2290773982e-09  1.8717722128e-07  8.147381e+15  112
  78  1.3785752790e+01  2.6768124154e+01  3.1900699084e+01  3.4179473660e+01  5.0964137015e+01  3.103585e+05  1.882541e-07  0.000000e+00  0.000000e+00  9.5757794864e-08  1.8760636067e-07  4.888910e+14  112
  79  9.7814663050e+00  6.4574319768e+01  6.4780795871e+01  6.5145602023e+01  5.5724546635e+01  3.973452e+04  4.437327e-08  0.000000e+00  0.000000e+00  1.3454732232e-07  4.0330135676e-08  3.836492e+14  112
  80  1.0730371904e+01  1.8886534141e+01  1.7917316632e+01  1.7073677398e+01  2.2416007371e+01  5.257391e+03  4.625832e-08  0.000000e+00  0.000000e+00  7.6729763122e-09  4.4231185825e-08  1.034739e+15  112
  81  2.4036740305e+01  2.9049410065e+01  2.9492241567e+01  2.9672339365e+01  2.4840665345e+01  3.143057e+03  6.165307e-08  0.000000e+00  0.000000e+00  9.1650883284e-09  5.5735938531e-08  3.728924e+15  112
  82  3.1581203131e+01  2.2305485838e+01  2.1978288688e+01  2.0605796428e+01  2.6584471611e+01  2.108643e+04  7.247774e-09  0.000000e+00  0.000000e+00  1.3833791577e-07  8.3248750116e-09  8.988323e+15  112
  83  3.7663106007e+01  3.4682141689e+01  3.4286867667e+01  3.6124695457e+01  3.4505128341e+01  4.732670e+04  4.573606e-08  0.000000e+00  0.000000e+00  3.8522423253e-07  4.8550660381e-08  7.029834e+17  112
  84  3.0417850208e+01  8.3506155735e+00  8.4587273780e+00  8.6398076642e+00  8.4245877400e+00  1.573040e+04  1.043387e-07  0.000000e+00  0.000000e+00  2.9357355821e-07  9.2317193889e-08  4.479445e+14  112
  85  3.2432531769e+01  1.2272105299e+01  1.0653657749e+01  1.0645854589e+01  9.8258832306e+00  2.497421e+04  1.495502e-08  0.000000e+00  0.000000e+00  7.6979826139e-08  1.4710384022e-08  1.896682e+14  112
  86  4.1609971230e+01  4.4357882097e+01  4.6760788596e+01  5.2669132674e+01  4.8687236741e+01  7.085511e+03  1.722187e-09  0.000000e+00  0.000000e+00  1.4959592691e-07  1.5395782427e-09  9.101497e+14  112
  87  4.0061424376e+01  3.8030142625e+01  3.9885366976e+01  3.1565281872e+01  3.9970185422e+01  1.610708e+05  6.409366e-07  0.000000e+00  0.000000e+00  5.4879378451e-07  5.0187384204e-07  1.365248e+14  112
  88  4.2097202435e+01  5.0511033467e+01  4.9825250044e+01  5.2232609971e+01  5.1906793250e+01  1.431004e+05  4.489760e-07  0.000000e+00  0.000000e+00  9.7098108415e-08  5.9592719026e-07  1.044312e+15  112
  89  3.2769244549e+01  2.9497737474e+01  3.7304132849e+01  3.1958938958e+01  2.8869592466e+01  4.153586e+03  1.880978e-07  0.000000e+00  0.000000e+00  1.7302738475e-07  2.3654570214e-07  1.070669e+15  112
  90  2.7719085956e+01  3.6094147387e+01  4.1659438541e+01  3.0263096016e+01  4.0856450063e+01  1.013005e+05  1.968675e-07  0.000000e+00  0.000000e+00  9.4141342716e-07  3.6689209537e-07  1.897995e+15  112
  91  3.5387096403e+01  6.8728284923e+01  1.4631039418e+02  6.4642791011e+01  6.8592703580e+01  4.489936e+05  1.676593e-07  0.000000e+00  0.000000e+00  4.6538563550e-08  6.8716275337e-08  1.015783e+16  112
  92  3.3489253615e+01  6.4141148369e+01  1.7081151665e+02  1.0557637333e+02  1.3757891202e+02  2.078017e+05  9.095230e-07  0.000000e+00  0.000000e+00  4.4891492541e-07  6.6632571816e-07  1.133984e+15  112
  93  3.5306296230e+01  9.8870278806e+01  8.8800297972e+01  6.8727308045e+01  9.7213822802e+01  1.385422e+06  1.284403e-06  0.000000e+00  0.000000e+00  2.2887953406e-08  1.1451978708e-06  1.338621e+16  112
  94  2.1908730175e+01  4.9845427578e+01  4.3018221521e+01  9.7314692694e+01  9.2088702356e+01  6.689927e+05  6.387819e-07  0.000000e+00  0.000000e+00  1.6986521079e-07  5.9837179833e-07  4.667768e+14  112
  95  1.8150180531e+01  1.4436805313e+02  6.7648843056e+01  9.5945385975e+01  7.2306996603e+01  3.666957e+06  1.945544e-07  0.000000e+00  0.000000e+00  1.2067414294e-07  1.9923152195e-07  6.414726e+14  112
  96  1.3211714892e+01  3.3028483727e+01  3.0997013810e+01  5.5146813884e+01  3.0377839132e+01  8.787019e+03  3.294692e-07  0.000000e+00  0.000000e+00  2.5689130943e-08  5.6755038713e-07  1.614195e+14  112
  97  8.9995532002e+00  3.0805264070e+01  2.4136504123e+01  2.6601619574e+01  2.7405253376e+01  2.914629e+04  2.111826e-07  0.000000e+00  0.000000e+00  7.6519412443e-09  4.8099661853e-07  2.041514e+15  112
  98  3.3523873484e+01  4.8526966267e+01  3.9152810058e+01  3.8743604169e+01  4.7304289454e+01  1.180676e+05  6.658523e-08  0.000000e+00  0.000000e+00  5.4024885887e-09  4.9957407100e-08  2.244782e+15  112
  99  2.5649649394e+01  2.2660616497e+01  3.3050939836e+01  5.8421604936e+01  2.9648277956e+01  1.555000e+05  5.844410e-07  0.000000e+00  0.000000e+00  6.6960905635e-08  3.3797442711e-07  1.373940e+15  112
 100  5.1446427120e+01  5.2803366906e+01  3.1023620221e+01  2.2582738702e+01  3.1523792788e+01  2.537127e+04  1.700296e-07  0.000000e+00  0.000000e+00  4.7268060901e-08  5.5722409797e-07  2.572581e+15  112
 101  1.8166281939e+01  2.0610198287e+01  2.7337479750e+01  3.5014621841e+01  3.0693754534e+01  3.490304e+03  1.139214e-07  0.000000e+00  0.000000e+00  5.0266496286e-08  9.9892019989e-08  2.815793e+15  112
 102  4.3291349018e+01  1.8930579806e+01  1.9672841455e+01  2.5802146775e+01  2.3891650720e+01  2.718817e+05  1.049931e-07  0.000000e+00  0.000000e+00  1.1302568342e-08  1.2101355651e-07  2.840870e+15  112
 103  3.4800133331e+01  1.5397852840e+01  1.3899269529e+01  1.5686148961e+01  1.2532616139e+01  1.545600e+04  1.942671e-07  0.000000e+00  0.000000e+00  2.9300079733e-07  2.0214744723e-07  2.276269e+15  112
 104  9.7798123142e+00  1.5526772788e+01  1.5629378415e+01  1.3578879315e+01  1.3671345414e+01  2.478223e+04  1.901183e-08  0.000000e+00  0.000000e+00  1.0703433994e-07  2.6631525429e-08  1.831969e+15  112
 105  5.5916575229e+00  1.2272162494e+01  1.2946550309e+01  1.3181798199e+01  1.2121180611e+01  8.115344e+03  1.417476e-08  0.000000e+00  0.000000e+00  2.0149030666e-08  1.3721336956e-08  4.835283e+15  112
 106  1.2948937248e+01  1.1959922623e+01  1.2690259586e+01  1.2472852524e+01  1.6125324571e+01  1.093475e+05  2.699475e-08  0.000000e+00  0.000000e+00  1.4232910733e-09  3.4573986341e-08  4.640713e+15  112
 107  6.8132151865e+00  2.1943174318e+01  1.6878890204e+01  1.9708803113e+01  1.7021278976e+01  7.766678e+04  4.053126e-09  0.000000e+00  0.000000e+00  8.3935116440e-08  5.4114561721e-09  1.073037e+15  112
 108  5.5133940922e+00  1.6931284535e+01  1.8428965724e+01  1.5701075846e+01  1.6391982263e+01  6.208103e+04  7.286447e-08  0.000000e+00  0.000000e+00  5.0129858400e-09  7.0045999223e-08  4.647345e+15  112
 109  5.9119667627e+00  1.6907542407e+01  1.3466026934e+01  1.5913743448e+01  1.9761726085e+01  1.853563e+05  2.583154e-08  0.000000e+00  0.000000e+00  1.1281125445e-08  1.0313048193e-08  3.806405e+15  112
 110  1.1646066946e+00  1.4168036600e+01  2.1767501454e+01  1.4408234168e+01  1.3774864326e+01  8.793027e+04  6.910230e-08  0.000000e+00  0.000000e+00  1.8053780169e-09  1.3312674696e-07  1.220403e+14  112
 111  9.8652408376e-02  2.3365189233e+01  3.0332296361e+01  2.4731492338e+01  2.1801083963e+01  1.711396e+05  5.991949e-08  0.000000e+00  0.000000e+00  1.1831089592e-09  2.9303208748e-08  9.102936e+13  112
 112  1.5813568201e+00  2.6563743078e+01  2.1069511899e+01  2.3218790088e+01  1.9612687251e+01  4.675004e+04  2.586311e-07  0.000000e+00  0.000000e+00  8.0836849853e-14  2.2831488877e-07  2.540899e+16  112
 113  1.1919684724e+00  1.3897045321e+01  8.5686634463e+00  1.0767415777e+01  5.9388522566e+00  2.483280e+04  2.265705e-07  0.000000e+00  0.000000e+00  6.4677587392e-10  3.2598723010e-07  1.591990e+15  112
 114  1.2622235067e-01  5.8384502675e+00  6.0166848971e+00  4.8513009804e+00  5.5180712238e+00  2.956632e+04  4.094214e-08  0.000000e+00  0.000000e+00  1.6659493886e-10  6.1719106270e-08  1.170147e+14  112
 115  1.2462588332e-01  6.7547387338e+00  1.3899947892e+01  1.0031319686e+01  1.0579335536e+01  1.661546e+04  1.962501e-09  0.000000e+00  0.000000e+00  4.5763076888e-12  1.1376863895e-09  7.193164e+14  112
 116  2.9159666712e-01  8.4804678504e+00  4.1707669482e+01  8.8828864719e+00  1.1585268440e+01  4.258477e+05  1.158534e-08  0.000000e+00  0.000000e+00  5.4548081865e-13  1.6532531788e-08  1.913563e+15  112
 117  5.3294661750e-01  7.4576870374e+00  1.6589542754e+01  9.9042587926e+00  7.6375656400e+00  6.077772e+04  5.472057e-08  0.000000e+00  0.000000e+00  3.0901361146e-12  2.2696866608e-08  2.523215e+15  112
 118  2.1343315977e-01  8.8347095881e+00  4.7248742485e+00  9.2610976173e+00  1.1957107180e+01  4.793478e+03  1.957452e-08  0.000000e+00  0.000000e+00  2.3270991238e-11  9.9668149289e-09  7.831426e+13  112
 119  9.8182040006e-02  1.2922049174e+01  6.1864097097e+00  6.8181587655e+00  9.8847604151e+00  2.652484e+03  3.102077e-09  0.000000e+00  0.000000e+00  4.2393197584e-12  5.1611177554e-09  3.851737e+14  112
