matrix=data/matrices/bcsstk03.mtx n=112 seed=2
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
10 5.8142744626e+08 5.8140885788e+08 5.8140915337e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.8102844181e+08 5.8102844181e+08 5.8142744626e+08 5.8142744626e+08 1.8832293583e+00 1.8832335054e+00 1.8833524257e+00 1.8833200961e+00 5.8590627349e+07 1.0000000000e+00 1.0000000000e+00 2.1474836480e+10 6.8719476736e+10 5.8579328000e+07 5.8583040000e+07 5.8590627349e+07 5.8590627349e+07 7.9695864521e+07 7.9677888000e+07 7.9683616000e+07 1 1 0 0 0 0 0 0
11 6.0127514626e+08 6.0129388215e+08 6.0129359643e+08 4.0960000000e+03 4.0960000000e+03 0.0000000000e+00 2.6843545600e+08 6.0085509235e+08 6.0100146744e+08 6.0127514626e+08 6.0127514626e+08 1.7486016535e+00 1.7486050554e+00 1.7487399671e+00 1.7486963628e+00 4.2669460031e+07 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 4.2658448000e+07 4.2662016000e+07 4.2669460031e+07 4.2669460031e+07 5.2847237616e+07 5.2830880000e+07 5.2835968000e+07 1 1 1 1 0 0 0 0
12 4.9977226835e+08 4.9972968366e+08 4.9973009620e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.9943929153e+08 4.9949212454e+08 4.9977226835e+08 4.9977226835e+08 1.6087580928e+00 1.6087599011e+00 1.6089015262e+00 1.6088433223e+00 3.0304920462e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 3.0294000000e+07 3.0297152000e+07 3.0304920462e+07 3.0304920462e+07 4.2711072677e+07 4.2693264000e+07 4.2698480000e+07 1 1 0 0 0 0 0 0
13 3.8474645110e+08 3.8475680486e+08 3.8475667091e+08 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.8450582768e+08 3.8459732222e+08 3.8474645110e+08 3.8474645110e+08 1.5228766261e+00 1.5228766674e+00 1.5230285854e+00 1.5229579578e+00 4.5924735512e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 4.5903056000e+07 4.5909440000e+07 4.5924735512e+07 4.5924735512e+07 4.3476942105e+07 4.3454288000e+07 4.3460880000e+07 1 1 0 0 0 0 0 0
14 4.1043976700e+08 4.1044051500e+08 4.1044038943e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.1014202779e+08 4.1022780464e+08 4.1043976700e+08 4.1043976700e+08 1.4225633921e+00 1.4225637360e+00 1.4227711545e+00 1.4226820915e+00 1.7644755356e+07 1.6777216000e+07 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 1.7634504000e+07 1.7637504000e+07 1.7644755356e+07 1.7644755356e+07 2.3371714122e+07 2.3356168000e+07 2.3360584000e+07 0 1 0 0 0 0 0 0
15 4.8701532185e+08 4.8700732465e+08 4.8700723646e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8681037192e+08 4.8693683729e+08 4.8701532185e+08 4.8701532185e+08 1.3280154488e+00 1.3280157994e+00 1.3282716720e+00 1.3281675344e+00 1.2398476225e+07 1.6777216000e+07 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 1.2388816000e+07 1.2391504000e+07 1.2398476225e+07 1.2398476225e+07 2.4407696666e+07 2.4387608000e+07 2.4393232000e+07 0 1 0 0 0 0 0 0
16 3.5318478107e+08 3.5322808474e+08 3.5322750110e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.5288282604e+08 3.5304481036e+08 3.5318478107e+08 3.5318478107e+08 1.3463648153e+00 1.3463625030e+00 1.3465742591e+00 1.3464786940e+00 2.6457249906e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 2.6433864000e+07 2.6440392000e+07 2.6457249906e+07 2.6457249906e+07 3.6944507196e+07 3.6912480000e+07 3.6921584000e+07 1 1 0 0 0 0 0 0
17 3.1106912741e+08 3.1100568502e+08 3.1100616836e+08 4.0960000000e+03 4.0960000000e+03 0.0000000000e+00 2.6843545600e+08 3.1084575250e+08 3.1081745392e+08 3.1106912741e+08 3.1106912741e+08 1.2590484212e+00 1.2590472014e+00 1.2593466930e+00 1.2592181254e+00 1.5994590272e+07 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.5981260000e+07 1.5985156000e+07 1.5994590272e+07 1.5994590272e+07 2.2523767649e+07 2.2504560000e+07 2.2510352000e+07 1 1 1 0 0 0 0 0
18 1.9357022184e+08 1.9369743262e+08 1.9369636829e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9316010866e+08 1.9351838683e+08 1.9357022184e+08 1.9357022184e+08 1.2140294546e+00 1.2140268745e+00 1.2143778610e+00 1.2142250899e+00 1.0097734321e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 1.0089174000e+07 1.0091862000e+07 1.0097734321e+07 1.0097734321e+07 1.1713136983e+07 1.1702104000e+07 1.1705558000e+07 1 1 0 0 0 0 0 0
19 2.4932796435e+08 2.4907304050e+08 2.4907574776e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4917307759e+08 2.4874468304e+08 2.4932796435e+08 2.4932796435e+08 1.2051801660e+00 1.2051789792e+00 1.2055394329e+00 1.2053823594e+00 3.5907405235e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 3.5870225000e+06 3.5881805000e+06 3.5907405235e+06 3.5907405235e+06 5.1041330104e+06 5.0976480000e+06 5.0996710000e+06 1 1 0 0 0 0 0 0
20 1.7760328383e+08 1.7859672875e+08 1.7858702495e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7643518131e+08 1.7851679198e+08 1.7760328383e+08 1.7760328383e+08 1.1957664934e+00 1.1957601979e+00 1.1961733093e+00 1.1959938842e+00 1.4729467394e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.4706787500e+06 1.4713857500e+06 1.4729467394e+06 1.4729467394e+06 4.1892730623e+06 4.1818020000e+06 4.1841250000e+06 1 1 1 1 0 0 0 0
21 1.4249260702e+08 1.4166260911e+08 1.4167029459e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4283745225e+08 1.4159270822e+08 1.4249260702e+08 1.4249260702e+08 1.1996102744e+00 1.1996142284e+00 1.2000177958e+00 1.1998583553e+00 6.1682158942e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 6.1558720000e+06 6.1597550000e+06 6.1682158942e+06 6.1682158942e+06 6.4218815450e+06 6.4081230000e+06 6.4124500000e+06 1 1 1 0 0 0 0 0
22 1.5600261462e+08 1.5783803766e+08 1.5781583173e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5403006818e+08 1.5792473604e+08 1.5600261463e+08 1.5600261462e+08 1.1968313309e+00 1.1968221091e+00 1.1972912637e+00 1.1970840741e+00 2.2112535732e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 2.2061760000e+06 2.2077930000e+06 2.2112535732e+06 2.2112535732e+06 4.0975461128e+06 4.0872530000e+06 4.0905050000e+06 1 1 0 0 0 0 0 0
23 1.6984635937e+08 1.6694464077e+08 1.6698185058e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7247720603e+08 1.6579442299e+08 1.6984635937e+08 1.6984635937e+08 1.2075301186e+00 1.2075403844e+00 1.2079504073e+00 1.2077932621e+00 2.7623596386e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 2.7550035000e+06 2.7575180000e+06 2.7623596386e+06 2.7623596386e+06 3.3957242261e+06 3.3856565000e+06 3.3889240000e+06 1 1 0 1 0 0 0 0
24 1.3615970028e+08 1.4254286399e+08 1.4244426367e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2874019682e+08 1.4496918725e+08 1.3615970029e+08 1.3615970028e+08 1.2083565111e+00 1.2083177609e+00 1.2088523115e+00 1.2085455042e+00 9.3015578700e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 9.2728537500e+05 9.2859100000e+05 9.3015578700e+05 9.3015578700e+05 2.2404311733e+06 2.2322560000e+06 2.2349825000e+06 1 1 1 1 0 0 0 0
25 1.1132984081e+08 1.0490390530e+08 1.0505670696e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2791552794e+08 1.0009645203e+08 1.1132984080e+08 1.1132984081e+08 1.2059142668e+00 1.2060097501e+00 1.2062723350e+00 1.2063102674e+00 1.5462348340e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.5423437500e+06 1.5497010000e+06 1.5462348340e+06 1.5462348340e+06 3.1454108376e+06 3.1328640000e+06 3.1391265000e+06 1 1 1 1 0 0 0 0
26 1.6212350395e+08 1.8060457681e+08 1.8026455031e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5114778398e+08 1.8719651463e+08 1.6212350397e+08 1.6212350395e+08 1.1938734610e+00 1.1937719009e+00 1.1947094905e+00 1.1941410515e+00 3.1604099946e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 3.1529850000e+06 3.1838770000e+06 3.1604099946e+06 3.1604099946e+06 5.3647041515e+06 5.3430620000e+06 5.3605100000e+06 1 1 0 1 0 0 0 0
27 1.4166334135e+08 1.3977738027e+08 1.3967099295e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0907459022e+08 1.3590289299e+08 1.4166334130e+08 1.4166334134e+08 1.1600206333e+00 1.1605633666e+00 1.1605667043e+00 1.1618751542e+00 2.7575933541e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 2.7843110000e+06 2.9700375000e+06 2.7575933541e+06 2.7575933541e+06 4.9087411240e+06 4.9027430000e+06 4.9789480000e+06 1 1 0 1 0 0 0 0
28 1.3811090516e+08 1.7168629665e+08 1.7104821927e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1654062546e+08 1.6443263192e+08 1.3811090520e+08 1.3811090517e+08 1.1377497621e+00 1.1379369109e+00 1.1392483850e+00 1.1399520663e+00 5.6546282358e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 5.7203380000e+06 6.3103150000e+06 5.6546282358e+06 5.6546282358e+06 5.6082847636e+06 5.6489900000e+06 5.9919790000e+06 1 1 1 1 0 0 0 0
29 1.1910501670e+08 1.1710633140e+08 1.1727751431e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2704656900e+08 1.2453357583e+08 1.1910501670e+08 1.1910501670e+08 1.1196478892e+00 1.1196371633e+00 1.1205209491e+00 1.1201544749e+00 2.7850346239e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 2.7114485000e+06 2.6258460000e+06 2.7850346239e+06 2.7850346239e+06 4.1455229067e+06 4.0915640000e+06 4.0288060000e+06 1 1 1 1 0 0 0 0
30 1.2017402458e+08 1.2689981163e+08 1.2688342519e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2955325159e+08 1.4201915821e+08 1.2017402458e+08 1.2017402459e+08 1.1151667432e+00 1.1153749948e+00 1.1161609011e+00 1.1164063817e+00 2.9718761233e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 2.9562065000e+06 2.9978490000e+06 2.9718761233e+06 2.9718761233e+06 4.6247613169e+06 4.5952680000e+06 4.5902040000e+06 1 1 0 1 0 0 0 0
31 8.0858317034e+07 1.6578370429e+08 1.6503113202e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5404077525e+08 1.9566551786e+08 8.0858317064e+07 8.0858317032e+07 1.1043901528e+00 1.1038517814e+00 1.1058570950e+00 1.1046926509e+00 2.6446733944e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 2.7337575000e+06 3.1493650000e+06 2.6446733944e+06 2.6446733944e+06 4.9383442202e+06 4.9557640000e+06 5.0873140000e+06 1 1 0 1 0 0 0 0
32 7.4395169267e+07 1.6377260858e+08 1.5916995877e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0806770733e+08 8.1202039579e+07 7.4395169096e+07 7.4395169253e+07 1.1116418162e+00 1.1091024063e+00 1.1090945797e+00 1.1067807876e+00 2.2986963113e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 3.2499930000e+06 6.1254500000e+06 2.2986963113e+06 2.2986963113e+06 3.1551454323e+06 3.5454125000e+06 5.0228080000e+06 1 1 1 1 0 0 0 0
33 7.2370758232e+07 1.6718639502e+08 1.5718394615e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4388434397e+08 8.2475018553e+07 7.2370758370e+07 7.2370758254e+07 1.1035724078e+00 1.1103228976e+00 1.1123412213e+00 1.1127349871e+00 8.4337667705e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 2.1831525000e+06 1.8557402500e+06 8.4337667705e+05 8.4337667705e+05 2.0261620476e+06 2.6181730000e+06 2.5697565000e+06 1 1 1 1 0 0 0 0
34 7.7935722652e+07 8.0118497109e+07 8.5874569387e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.9659001260e+07 1.7164327562e+08 7.7935723012e+07 7.7935722633e+07 1.0887902931e+00 1.0921010687e+00 1.0930404934e+00 1.0933927347e+00 1.9482317103e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.6377320000e+06 1.1209015000e+06 1.9482317103e+06 1.9482317103e+06 3.2113382442e+06 2.9999840000e+06 2.4943060000e+06 1 1 0 1 0 0 0 0
35 8.1954995874e+07 1.9170086580e+08 1.9983895177e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6804391431e+08 2.4332386264e+08 8.1954995830e+07 8.1954996121e+07 1.0814390782e+00 1.0869313441e+00 1.0877117024e+00 1.0881333493e+00 1.1406341674e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 2.3876650000e+06 2.8821405000e+06 1.1406341674e+06 1.1406341674e+06 2.6232643612e+06 3.1748660000e+06 3.4224725000e+06 1 1 0 1 0 0 0 0
36 5.5454508410e+07 2.1286237067e+08 2.1614745485e+08 4.0960000000e+03 4.0960000000e+03 0.0000000000e+00 2.6843545600e+08 1.9032159905e+08 1.9592383711e+08 5.5454501713e+07 5.5454506443e+07 1.0737965036e+00 1.0800270893e+00 1.0817547208e+00 1.0815441772e+00 2.0148690571e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 2.6018620000e+06 2.3173510000e+06 2.0148690571e+06 2.0148690571e+06 2.9784481916e+06 3.4918775000e+06 3.3633815000e+06 1 1 1 1 0 0 0 0
37 4.8493469039e+07 6.6898173264e+07 6.7225095345e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.5111681289e+07 5.3307483546e+07 4.8493497654e+07 4.8493478719e+07 1.0526897325e+00 1.0734269196e+00 1.0744904489e+00 1.0744447484e+00 5.3582371397e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 3.5280830000e+06 2.9314760000e+06 5.3582371401e+05 5.3582371405e+05 1.1701297994e+06 3.5766980000e+06 3.4214285000e+06 1 1 1 1 0 0 0 0
38 4.9111471909e+07 6.3033847447e+07 6.2533132842e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7575344510e+07 4.9696861006e+07 4.9111416774e+07 4.9111457686e+07 1.0240134300e+00 1.0577319870e+00 1.0594887181e+00 1.0593978460e+00 4.8322655933e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.0560672500e+06 1.0994487500e+06 4.8322656010e+05 4.8322656085e+05 9.2826430286e+05 1.4553437500e+06 1.4712905000e+06 1 1 0 1 0 0 0 0
39 5.0199106072e+07 4.7574788738e+07 4.8836834563e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8018169508e+07 8.0839021269e+07 5.0199232317e+07 5.0199114571e+07 1.0179583132e+00 1.0307611071e+00 1.0332535691e+00 1.0377076672e+00 6.1847472291e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 6.4898531250e+05 8.7759568750e+05 6.1847472994e+05 6.1847473685e+05 1.0633611201e+06 1.1227122500e+06 1.2127570000e+06 1 1 0 1 0 0 0 0
40 3.7149767148e+07 5.3587182638e+07 5.4782044757e+07 4.0960000000e+03 4.0960000000e+03 0.0000000000e+00 2.6843545600e+08 6.6942257188e+07 5.7467561398e+07 3.7149360403e+07 3.7149793174e+07 1.0141404372e+00 1.0163122081e+00 1.0216734029e+00 1.0231376083e+00 8.7899070021e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.5863625000e+05 1.3305242500e+06 8.7899073128e+05 8.7899076180e+05 1.3292525546e+06 9.9416531250e+05 1.3124837500e+06 1 1 1 1 0 0 0 0
41 3.1679244124e+07 4.2707307331e+07 5.6529501300e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.0947064251e+07 5.4878955779e+07 3.1680066010e+07 3.1679133249e+07 1.0013716140e+00 1.0117464011e+00 1.0156044680e+00 1.0152217922e+00 5.0468614772e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.2241965000e+06 4.9341746875e+05 5.0468639072e+05 5.0468662945e+05 6.1838386091e+05 1.5654450000e+06 1.0781505000e+06 1 1 1 1 0 0 0 0
42 3.4960854716e+07 3.0607230569e+07 2.9813572732e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.1104410187e+07 2.9695836160e+07 3.4958737080e+07 3.4961160543e+07 9.9712269506e-01 1.0065517211e+00 1.0101573721e+00 1.0094428560e+00 1.7951458142e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 6.2188112500e+05 5.6886168750e+05 1.7951530368e+05 1.7951601321e+05 3.7440166367e+05 9.6927031250e+05 9.3486093750e+05 1 1 0 1 0 0 0 0
43 3.5319564953e+07 3.4243972993e+07 3.3232225001e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2416678707e+07 3.2950989855e+07 3.5324157982e+07 3.5319680884e+07 9.9275682060e-01 9.9531170061e-01 9.9721153769e-01 9.9647787096e-01 3.4578652420e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.6510882812e+05 1.6478768750e+05 3.4579270543e+05 3.4579877716e+05 5.5944377046e+05 3.4208540625e+05 3.4206453125e+05 1 1 0 1 0 0 0 0
44 3.3175070791e+07 3.4581128598e+07 3.4308504815e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.4467201135e+07 3.4255711710e+07 3.3173960416e+07 3.3175105716e+07 9.8785688188e-01 9.9351025712e-01 9.9539235887e-01 9.9462124265e-01 8.2663016681e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 2.1063559375e+05 2.1086068750e+05 8.2663770960e+05 8.2664511454e+05 6.6074077373e+05 4.5521525000e+05 4.5583503125e+05 1 1 1 1 0 0 0 0
45 2.3782272439e+07 3.0623834874e+07 3.0698130498e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0399945773e+07 3.0565922953e+07 2.3780290617e+07 2.3781901588e+07 9.8193380321e-01 9.8867648720e-01 9.9059465078e-01 9.8980940024e-01 2.2551335237e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 4.2078762500e+05 4.2144668750e+05 2.2550893536e+05 2.2550459700e+05 3.3571737289e+05 5.5676006250e+05 5.5767987500e+05 1 1 0 1 0 0 0 0
46 2.6982710102e+07 2.2829602672e+07 2.2815517860e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2872721228e+07 2.2799559027e+07 2.6987885864e+07 2.6983526156e+07 9.8068942493e-01 9.8145219916e-01 9.8343697917e-01 9.8263191885e-01 1.5526112360e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 2.0696434375e+05 2.0731646875e+05 1.5526067848e+05 1.5526024196e+05 2.5120639149e+05 3.0500903125e+05 3.0556871875e+05 1 1 0 1 0 0 0 0
