layer,float32,double64,posit32,posit32_quire
L1,-2.9845683574676514,-2.984568879618835,-2.98456889390945435e+00,-2.98456887900829315e+00
L1,-1.7156286239624023,-1.715628086005202,-1.71562810242176056e+00,-1.71562808752059937e+00
L1,-0.46235924959182739,-0.46235904426814345,-4.62359033524990082e-01,-4.62359046563506126e-01
L1,-0.579872727394104,-0.57987287123086806,-5.79872865229845047e-01,-5.79872868955135345e-01
L1,-2.684607982635498,-2.6846076341711336,-2.68460765480995178e+00,-2.68460763990879059e+00
L1,-3.7316963672637939,-3.7316958706229331,-3.73169586062431335e+00,-3.73169587552547455e+00
L1,-3.616905689239502,-3.6169057980335193,-3.61690580844879150e+00,-3.61690579354763031e+00
L1,1.6821049451828003,1.6821052685480251,1.68210527300834656e+00,1.68210526555776596e+00
L1,2.3217713832855225,2.3217716840313289,2.32177172601222992e+00,2.32177168130874634e+00
L1,-2.6988348960876465,-2.6988347114299418,-2.69883470237255096e+00,-2.69883470237255096e+00
L1,-0.081230871379375458,-0.081230870275534967,-8.12308690510690212e-02,-8.12308732420206070e-02
L1,0.25139468908309937,0.25139477911203145,2.51394769176840782e-01,2.51394780352711678e-01
L1,-1.9436037540435791,-1.9436038002982463,-1.94360381364822388e+00,-1.94360380619764328e+00
L1,0.24928481876850128,0.24928490615210272,2.49284909106791019e-01,2.49284908175468445e-01
L1,2.2651276588439941,2.2651275007160296,2.26512746512889862e+00,2.26512749493122101e+00
L1,-2.227783203125,-2.2277832946368736,-2.22778327763080597e+00,-2.22778329253196716e+00
L1,2.3288450241088867,2.3288453003574148,2.32884530723094940e+00,2.32884530723094940e+00
L1,-3.1215529441833496,-3.1215525940013085,-3.12155260145664215e+00,-3.12155260145664215e+00
L1,0.42891409993171692,0.4289141109935401,4.28914114832878113e-01,4.28914111107587814e-01
L1,-1.4618198871612549,-1.4618198603166994,-1.46181987226009369e+00,-1.46181986480951309e+00
L1,2.2139787673950195,2.2139783682580858,2.21397835016250610e+00,2.21397836506366730e+00
L1,4.2450075149536133,4.2450073388537692,4.24500733613967896e+00,4.24500733613967896e+00
L1,-0.64229291677474976,-0.64229296954360959,-6.42292950302362442e-01,-6.42292965203523636e-01
L1,1.7078243494033813,1.7078241515874977,1.70782413333654404e+00,1.70782414823770523e+00
L1,0.082900375127792358,0.082900492926884228,8.29005036503076553e-02,8.29004971310496330e-02
L1,4.3402376174926758,4.3402377048892014,4.34023773670196533e+00,4.34023770689964294e+00
L1,-0.67090582847595215,-0.67090593890865968,-6.70905955135822296e-01,-6.70905943959951401e-01
L1,1.9000120162963867,1.9000121258717748,1.90001213550567627e+00,1.90001212805509567e+00
L1,-2.0607340335845947,-2.0607339855646396,-2.06073400378227234e+00,-2.06073398888111115e+00
L1,1.8582589626312256,1.8582586091283682,1.85825860500335693e+00,1.85825861245393753e+00
L1,1.2812188863754272,1.2812185957930295,1.28121858835220337e+00,1.28121860325336456e+00
L1,0.040887918323278427,0.040887911267137284,4.08879136666655540e-02,4.08879094757139683e-02
L1,-0.31353664398193359,-0.31353681125956917,-3.13536806032061577e-01,-3.13536809757351875e-01
L1,0.24219478666782379,0.24219442360889579,2.42194424383342266e-01,2.42194428108632565e-01
L1,-0.19545191526412964,-0.19545185916012195,-1.95451859384775162e-01,-1.95451853796839714e-01
L1,1.7525854110717773,1.752585411768119,1.75258541852235794e+00,1.75258541107177734e+00
L1,-3.3910119533538818,-3.3910115792235529,-3.39101159572601318e+00,-3.39101158082485199e+00
L1,-0.87729072570800781,-0.87729047116559522,-8.77290468662977219e-01,-8.77290472388267517e-01
L1,-0.33536860346794128,-0.33536867792998598,-3.35368689149618149e-01,-3.35368683561682701e-01
L1,-1.3897705078125,-1.3897704171218339,-1.38977041840553284e+00,-1.38977041095495224e+00
L1,1.0546917915344238,1.0546918988457408,1.05469191074371338e+00,1.05469190329313278e+00
L1,3.3279409408569336,3.3279409400308007,3.32794094085693359e+00,3.32794094085693359e+00
L1,0.81743401288986206,0.81743405210204245,8.17434053868055344e-01,8.17434050142765045e-01
L1,2.9778413772583008,2.9778412984939999,2.97784128785133362e+00,2.97784130275249481e+00
L1,-3.6285600662231445,-3.6285594428370764,-3.62855944037437439e+00,-3.62855944037437439e+00
L1,3.5162622928619385,3.5162615475698815,3.51626156270503998e+00,3.51626154780387878e+00
L1,-0.073996856808662415,-0.07399692773962252,-7.39969233982264996e-02,-7.39969308488070965e-02
L1,-1.717444896697998,-1.7174445512423451,-1.71744455397129059e+00,-1.71744454652070999e+00
L1,-0.5029790997505188,-0.50297914061755722,-5.02979140728712082e-01,-5.02979137003421783e-01
L1,0.70981103181838989,0.70981114159392289,7.09811147302389145e-01,7.09811143577098846e-01
L1,-2.0921370983123779,-2.0921371725081852,-2.09213715791702271e+00,-2.09213717281818390e+00
L1,2.8572094440460205,2.857209725611193,2.85720969736576080e+00,2.85720972716808319e+00
L1,0.36790981888771057,0.36790972711408593,3.67909748107194901e-01,3.67909725755453110e-01
L1,-1.0221583843231201,-1.0221584522367544,-1.02215845137834549e+00,-1.02215844392776489e+00
L1,0.10297234356403351,0.10297236589630587,1.02972372900694609e-01,1.02972370572388172e-01
L1,0.24930888414382935,0.24930914238403437,2.49309139326214790e-01,2.49309146776795387e-01
L1,-1.4073314666748047,-1.407331397389314,-1.40733136981725693e+00,-1.40733139961957932e+00
L1,-0.14027850329875946,-0.14027835669005387,-1.40278349630534649e-01,-1.40278358012437820e-01
L1,2.5096385478973389,2.5096387178051249,2.50963872671127319e+00,2.50963871181011200e+00
L1,0.52234464883804321,0.52234474122794228,5.22344768047332764e-01,5.22344738245010376e-01
L1,0.05799257755279541,0.057992565508575497,5.79925575293600559e-02,5.79925645142793655e-02
L1,-1.2667113542556763,-1.2667112161398346,-1.26671123504638672e+00,-1.26671122014522552e+00
L1,-5.1612772941589355,-5.1612764863432377,-5.16127648949623108e+00,-5.16127648949623108e+00
L1,3.2046008110046387,3.2046013268403311,3.20460130274295807e+00,3.20460131764411926e+00
L1,4.0954604148864746,4.0954590245873463,4.09545898437500000e+00,4.09545901417732239e+00
L1,-0.20462231338024139,-0.20462218104185384,-2.04622165299952030e-01,-2.04622175544500351e-01
L1,-0.32979246973991394,-0.32979259249887161,-3.29792605713009834e-01,-3.29792594537138939e-01
L1,0.72555685043334961,0.72555764064711226,7.25557643920183182e-01,7.25557640194892883e-01
L1,-0.4732937216758728,-0.47329349366798751,-4.73293494433164597e-01,-4.73293492570519447e-01
L1,-0.86043775081634521,-0.86043775624178631,-8.60437758266925812e-01,-8.60437754541635513e-01
L1,5.745511531829834,5.7455124205046175,5.74551239609718323e+00,5.74551242589950562e+00
L1,-0.75514525175094604,-0.75514529193293067,-7.55145285278558731e-01,-7.55145292729139328e-01
L1,-5.893984317779541,-5.8939840311704641,-5.89398398995399475e+00,-5.89398401975631714e+00
L1,0.21845629811286926,0.2184564816797839,2.18456491827964783e-01,2.18456481583416462e-01
L1,0.43505892157554626,0.43505907014033396,4.35059079900383949e-01,4.35059074312448502e-01
L1,-1.5155750513076782,-1.51557509183025,-1.51557508111000061e+00,-1.51557508856058121e+00
L1,5.160675048828125,5.1606753937439827,5.16067537665367126e+00,5.16067537665367126e+00
L1,-0.18089516460895538,-0.18089509127996919,-1.80895091034471989e-01,-1.80895091965794563e-01
L1,0.27778357267379761,0.27778361060402512,2.77783617377281189e-01,2.77783611789345741e-01
L1,0.675223708152771,0.6752236348553351,6.75223655998706818e-01,6.75223633646965027e-01
L1,-0.61929231882095337,-0.61929214916439745,-6.19292147457599640e-01,-6.19292147457599640e-01
L1,2.1432652473449707,2.1432652646960269,2.14326524734497070e+00,2.14326526224613190e+00
L1,-1.008487343788147,-1.0084872803859328,-1.00848728418350220e+00,-1.00848727673292160e+00
L1,-0.029659140855073929,-0.029658969650228489,-2.96589834615588188e-02,-2.96589690260589123e-02
L1,-1.2269449234008789,-1.2269448879679898,-1.22694490849971771e+00,-1.22694488614797592e+00
L1,3.0804767608642578,3.0804764596523846,3.08047646284103394e+00,3.08047644793987274e+00
L1,0.95750439167022705,0.95750452473537473,9.57504533231258392e-01,9.57504522055387497e-01
L1,-0.59286302328109741,-0.59286317033874392,-5.92863161116838455e-01,-5.92863172292709351e-01
L1,-0.52359354496002197,-0.52359325428685577,-5.23593261837959290e-01,-5.23593254387378693e-01
L1,-0.59759968519210815,-0.59759966649377227,-5.97599662840366364e-01,-5.97599670290946960e-01
L1,3.2748041152954102,3.2748043743700794,3.27480438351631165e+00,3.27480436861515045e+00
L1,0.009419858455657959,0.0094197618071652917,9.41976765170693398e-03,9.41976276226341724e-03
L1,-2.3917043209075928,-2.3917043473359021,-2.39170435070991516e+00,-2.39170435070991516e+00
L1,-1.9925632476806641,-1.9925636526875328,-1.99256365001201630e+00,-1.99256365001201630e+00
L1,3.3709628582000732,3.3709622261524719,3.37096221745014191e+00,3.37096221745014191e+00
L1,-2.2061197757720947,-2.2061195785384915,-2.20611958205699921e+00,-2.20611956715583801e+00
L1,-1.3617079257965088,-1.3617077526143606,-1.36170775443315506e+00,-1.36170775443315506e+00
L1,-0.97822540998458862,-0.97822532441575738,-9.78225339204072952e-01,-9.78225331753492355e-01
L1,0.83590751886367798,0.83590748762595946,8.35907474160194397e-01,8.35907489061355591e-01
L1,-2.0427398681640625,-2.0427396833686506,-2.04273964464664459e+00,-2.04273967444896698e+00
L1,0.6354985237121582,0.63549853399236211,6.35498542338609695e-01,6.35498531162738800e-01
L1,4.3256430625915527,4.3256429304253663,4.32564294338226318e+00,4.32564291357994080e+00
L1,-2.6032595634460449,-2.6032596591342601,-2.60325965285301208e+00,-2.60325965285301208e+00
L1,0.70176875591278076,0.70176895135546702,7.01768953353166580e-01,7.01768953353166580e-01
L1,2.1552042961120605,2.1552044412487121,2.15520443022251129e+00,2.15520443022251129e+00
L1,-1.2313814163208008,-1.2313815564079074,-1.23138155788183212e+00,-1.23138155788183212e+00
L1,-1.0674784183502197,-1.0674782597991583,-1.06747825443744659e+00,-1.06747825443744659e+00
L1,3.3152098655700684,3.3152100265613744,3.31521002948284149e+00,3.31521002948284149e+00
L1,0.14505699276924133,0.14505682360413358,1.45056837238371372e-01,1.45056826993823051e-01
L1,4.1326947212219238,4.132695139936069,4.13269516825675964e+00,4.13269513845443726e+00
L1,0.61740231513977051,0.61740232702063746,6.17402330040931702e-01,6.17402322590351105e-01
L1,-2.6418890953063965,-2.641887694193096,-2.64188764989376068e+00,-2.64188769459724426e+00
L1,2.1672837734222412,2.1672834702018657,2.16728347539901733e+00,2.16728347539901733e+00
L1,1.0079820156097412,1.0079821300815901,1.00798213481903076e+00,1.00798213481903076e+00
L1,-2.8426399230957031,-2.842639432966414,-2.84263947606086731e+00,-2.84263943135738373e+00
L1,1.0641778707504272,1.0641777774367749,1.06417778134346008e+00,1.06417778134346008e+00
L1,-0.11337079107761383,-0.1133707379957796,-1.13370742183178663e-01,-1.13370739389210939e-01
L1,-0.2056889533996582,-0.20568908669051539,-2.05689094029366970e-01,-2.05689083784818649e-01
L1,-1.1409962177276611,-1.140996344842339,-1.14099636673927307e+00,-1.14099634438753128e+00
L1,0.16970004141330719,0.16969992189992766,1.69699929654598236e-01,1.69699925929307938e-01
L1,-1.9404639005661011,-1.9404634477292981,-1.94046346098184586e+00,-1.94046344608068466e+00
L1,0.80042034387588501,0.80042049986994623,8.00420496612787247e-01,8.00420504063367844e-01
L1,0.32203757762908936,0.32203772862899244,3.22037728503346443e-01,3.22037732228636742e-01
L1,1.1579042673110962,1.1579045494468918,1.15790456533432007e+00,1.15790454298257828e+00
L1,0.67137396335601807,0.67137421336173786,6.71374190598726273e-01,6.71374216675758362e-01
L1,-2.5189456939697266,-2.518945673826511,-2.51894567906856537e+00,-2.51894567906856537e+00
L1,-6.1039319038391113,-6.1039318170968171,-6.10393184423446655e+00,-6.10393181443214417e+00
L1,3.4327943325042725,3.4327948509605326,3.43279489874839783e+00,3.43279485404491425e+00
L1,2.9927079677581787,2.9927070886698277,2.99270708858966827e+00,2.99270708858966827e+00
L1,1.0745024681091309,1.0745021800127676,1.07450217753648758e+00,1.07450217753648758e+00
L1,-1.5994244813919067,-1.5994248167769574,-1.59942482411861420e+00,-1.59942481666803360e+00
L1,2.7085564136505127,2.7085567918148947,2.70855680108070374e+00,2.70855680108070374e+00
L1,0.23804017901420593,0.23804037589428587,2.38040376454591751e-01,2.38040379248559475e-01
L1,1.0506821870803833,1.0506821452874933,1.05068212747573853e+00,1.05068214982748032e+00
L1,6.3716440200805664,6.3716438431666704,6.37164384126663208e+00,6.37164384126663208e+00
L1,-1.2391465902328491,-1.2391465479263919,-1.23914653807878494e+00,-1.23914654552936554e+00
L1,-4.3370847702026367,-4.3370847422217826,-4.33708477020263672e+00,-4.33708474040031433e+00
L1,-0.84795761108398438,-0.84795779159461182,-8.47957804799079895e-01,-8.47957793623209000e-01
L1,0.63759607076644897,0.6375959929099696,6.37595985084772110e-01,6.37595992535352707e-01
L1,-2.5592727661132812,-2.5592726974231579,-2.55927270650863647e+00,-2.55927270650863647e+00
L1,3.3482768535614014,3.3482769409156141,3.34827695786952972e+00,3.34827694296836853e+00
L1,1.5779978036880493,1.5779982267530328,1.57799823582172394e+00,1.57799822837114334e+00
L1,0.82717764377593994,0.82717775107984792,8.27177748084068298e-01,8.27177751809358597e-01
L1,1.1734750270843506,1.1734758158214238,1.17347583919763565e+00,1.17347581684589386e+00
L1,-0.39259412884712219,-0.39259409120077521,-3.92594102770090103e-01,-3.92594091594219208e-01
L1,0.072528824210166931,0.07252886606407688,7.25288623943924904e-02,7.25288675166666508e-02
L1,-2.0083136558532715,-2.0083135271873722,-2.00831352174282074e+00,-2.00831352174282074e+00
L1,-0.51156854629516602,-0.51156839927396403,-5.11568412184715271e-01,-5.11568404734134674e-01
L1,-1.92606520652771,-1.9260651651324481,-1.92606519162654877e+00,-1.92606516182422638e+00
L1,3.6605029106140137,3.6605034784603081,3.66050344705581665e+00,3.66050347685813904e+00
L1,0.37896400690078735,0.37896422026395538,3.78964236006140709e-01,3.78964222967624664e-01
L1,-0.31591144204139709,-0.31591138229039656,-3.15911382436752319e-01,-3.15911380574107170e-01
L1,1.6714359521865845,1.6714360950249685,1.67143609374761581e+00,1.67143609374761581e+00
L1,-0.71946948766708374,-0.71946968478294304,-7.19469681382179260e-01,-7.19469688832759857e-01
L1,2.5186166763305664,2.5186167406723041,2.51861673593521118e+00,2.51861673593521118e+00
L1,1.1347272396087646,1.1347271933608485,1.13472720980644226e+00,1.13472719490528107e+00
L1,-3.1362998485565186,-3.1363000881010152,-3.13630007207393646e+00,-3.13630008697509766e+00
L1,-1.6666288375854492,-1.6666293048518959,-1.66662929952144623e+00,-1.66662930697202682e+00
L1,3.3920071125030518,3.392006753405659,3.39200675487518311e+00,3.39200675487518311e+00
L1,-1.3858129978179932,-1.3858128158863339,-1.38581281155347824e+00,-1.38581281155347824e+00
L1,0.82198524475097656,0.82198539121778635,8.21985412389039993e-01,8.21985393762588501e-01
L1,-0.6348457932472229,-0.63484588459939395,-6.34845893830060959e-01,-6.34845886379480362e-01
L1,2.1562304496765137,2.1562294023440978,2.15622942149639130e+00,2.15622940659523010e+00
L1,-2.3680672645568848,-2.3680671311398194,-2.36806708574295044e+00,-2.36806713044643402e+00
L1,-0.50218367576599121,-0.50218360568846765,-5.02183604985475540e-01,-5.02183601260185242e-01
L1,4.0721268653869629,4.0721267639674075,4.07212677597999573e+00,4.07212677597999573e+00
L1,-2.4367964267730713,-2.4367961060719803,-2.43679612874984741e+00,-2.43679609894752502e+00
L1,1.2251976728439331,1.225197758408334,1.22519772499799728e+00,1.22519776225090027e+00
L1,1.9193438291549683,1.9193438749901874,1.91934386640787125e+00,1.91934387385845184e+00
L1,-1.3428070545196533,-1.3428070115220643,-1.34280700981616974e+00,-1.34280701726675034e+00
L1,2.2614560127258301,2.2614557918805298,2.26145581901073456e+00,2.26145578920841217e+00
L1,0.0054276548326015472,0.0054274472942931942,5.42746525024995208e-03,5.42744476115331054e-03
L1,-0.8481975793838501,-0.84819756158981319,-8.48197571933269501e-01,-8.48197557032108307e-01
L1,-0.55507755279541016,-0.55507756896986593,-5.55077578872442245e-01,-5.55077575147151947e-01
L1,0.093549966812133789,0.093549914423643452,9.35499141924083233e-02,9.35499118641018867e-02
L1,-0.38516786694526672,-0.38516786511707179,-3.85167863219976425e-01,-3.85167863219976425e-01
L1,0.28109273314476013,0.28109269241708557,2.81092692166566849e-01,2.81092694029211998e-01
L1,-1.5237483978271484,-1.5237485924525298,-1.52374856919050217e+00,-1.52374859154224396e+00
L1,1.5212893486022949,1.5212893075572675,1.52128931134939194e+00,1.52128930389881134e+00
L1,3.616569995880127,3.6165698974669147,3.61656987667083740e+00,3.61656990647315979e+00
L1,-0.51491355895996094,-0.51491363965024084,-5.14913644641637802e-01,-5.14913640916347504e-01
L1,-2.4388749599456787,-2.438874329087199,-2.43887431919574738e+00,-2.43887431919574738e+00
L1,0.32323798537254333,0.32323807865970755,3.23238056153059006e-01,3.23238080367445946e-01
L1,0.68216276168823242,0.68216294564701019,6.82162955403327942e-01,6.82162947952747345e-01
L1,1.6876219511032104,1.6876219818029943,1.68762198090553284e+00,1.68762198090553284e+00
L1,0.61186790466308594,0.61186799109218648,6.11867990344762802e-01,6.11867994070053101e-01
L1,0.34421408176422119,0.34421436939773981,3.44214370474219322e-01,3.44214368611574173e-01
L1,-0.16453313827514648,-0.16453329761391217,-1.64533302187919617e-01,-1.64533298462629318e-01
L1,0.94039511680603027,0.94039526699443454,9.40395273268222809e-01,9.40395265817642212e-01
L1,0.61311155557632446,0.61311159581358166,6.13111600279808044e-01,6.13111592829227448e-01
L1,-1.0793749094009399,-1.0793750069386299,-1.07937500625848770e+00,-1.07937500625848770e+00
L1,2.4647536277770996,2.4647534379499056,2.46475344896316528e+00,2.46475343406200409e+00
L1,1.9788315296173096,1.9788313573343748,1.97883133590221405e+00,1.97883135080337524e+00
L1,-0.61372369527816772,-0.61372368340548911,-6.13723684102296829e-01,-6.13723684102296829e-01
L1,2.6084377765655518,2.6084374857744175,2.60843746364116669e+00,2.60843747854232788e+00
L1,-0.085268765687942505,-0.085268610051814908,-8.52686120197176933e-02,-8.52686129510402679e-02
L1,0.33212447166442871,0.33212456869568541,3.32124564796686172e-01,3.32124572247266769e-01
L1,-1.4577567577362061,-1.4577566889094784,-1.45775669813156128e+00,-1.45775669068098068e+00
L1,0.33884158730506897,0.33884158589861246,3.38841572403907776e-01,3.38841585442423820e-01
L1,3.1274170875549316,3.1274170629220559,3.12741705775260925e+00,3.12741705775260925e+00
L1,-2.2834014892578125,-2.2834012796076202,-2.28340126574039459e+00,-2.28340128064155579e+00
L1,-2.1903042793273926,-2.1903044023465834,-2.19030441343784332e+00,-2.19030439853668213e+00
L1,0.42437204718589783,0.42437210431760314,4.24372088164091110e-01,4.24372093752026558e-01
L1,6.2386746406555176,6.238673713972986,6.23867377638816833e+00,6.23867371678352356e+00
L1,-3.680654764175415,-3.6806546365818025,-3.68065463006496429e+00,-3.68065463006496429e+00
L1,4.2291483879089355,4.2291485277558198,4.22914859652519226e+00,4.22914853692054749e+00
L1,-0.26464566588401794,-0.26464573553104043,-2.64645738527178764e-01,-2.64645740389823914e-01
L1,-0.5012584924697876,-0.50125815007663743,-5.01258142292499542e-01,-5.01258149743080139e-01
L1,-4.1993117332458496,-4.199311454228571,-4.19931143522262573e+00,-4.19931146502494812e+00
L1,0.86009061336517334,0.86009055609525276,8.60090568661689758e-01,8.60090564936399460e-01
L1,-7.2964606285095215,-7.2964597306605778,-7.29645970463752747e+00,-7.29645973443984985e+00
L1,1.2172665596008301,1.2172663031786606,1.21726631373167038e+00,1.21726630628108978e+00
L1,-1.4793590307235718,-1.4793592416373955,-1.47935925424098969e+00,-1.47935924679040909e+00
L1,-3.7536053657531738,-3.7536051258625709,-3.75360514223575592e+00,-3.75360512733459473e+00
L1,0.27659550309181213,0.27659537779510973,2.76595385745167732e-01,2.76595383882522583e-01
L1,0.73199766874313354,0.73199761305318356,7.31997616589069366e-01,7.31997620314359665e-01
L1,-5.5164361000061035,-5.5164365812106242,-5.51643654704093933e+00,-5.51643660664558411e+00
L1,1.42786705493927,1.4278675151070248,1.42786751687526703e+00,1.42786751687526703e+00
L1,3.9791305065155029,3.9791302632652483,3.97913026809692383e+00,3.97913026809692383e+00
L1,-1.2054603099822998,-1.2054605345148874,-1.20546054095029831e+00,-1.20546054095029831e+00
L1,-4.3137879371643066,-4.3137873300211016,-4.31378737092018127e+00,-4.31378734111785889e+00
L1,0.30144506692886353,0.30144492572240822,3.01444930955767632e-01,3.01444923505187035e-01
L1,-2.8635971546173096,-2.8635965051107233,-2.86359654366970062e+00,-2.86359649896621704e+00
L1,2.5972299575805664,2.5972304932188393,2.59723050892353058e+00,2.59723049402236938e+00
L1,1.8235260248184204,1.823525366215438,1.82352535426616669e+00,1.82352536171674728e+00
L1,-6.8695335388183594,-6.8695342213489345,-6.86953422427177429e+00,-6.86953422427177429e+00
L1,-1.7134010791778564,-1.7134009244684221,-1.71340093016624451e+00,-1.71340092271566391e+00
L1,-1.954904317855835,-1.9549039033428228,-1.95490390807390213e+00,-1.95490391552448273e+00
L1,-1.0921450853347778,-1.0921452661069424,-1.09214527159929276e+00,-1.09214526414871216e+00
L1,1.8405028581619263,1.8405026652492478,1.84050267189741135e+00,1.84050266444683075e+00
L1,8.457484245300293,8.4574834779252637,8.45748347043991089e+00,8.45748347043991089e+00
L1,-4.0091061592102051,-4.0091061420207783,-4.00910612940788269e+00,-4.00910612940788269e+00
L1,-5.4823184013366699,-5.4823183867898262,-5.48231834173202515e+00,-5.48231837153434753e+00
L1,0.28994697332382202,0.28994671107530423,2.89946714416146278e-01,2.89946708828210831e-01
L1,-0.18893870711326599,-0.18893868327854224,-1.88938684761524200e-01,-1.88938681036233902e-01
L1,3.2595410346984863,3.2595412117117433,3.25954118371009827e+00,3.25954121351242065e+00
L1,-3.4146163463592529,-3.4146162082337419,-3.41461618244647980e+00,-3.41461621224880219e+00
L1,4.8062381744384766,4.8062383210429021,4.80623832345008850e+00,4.80623832345008850e+00
L1,-0.60385078191757202,-0.60385084326602223,-6.03850845247507095e-01,-6.03850848972797394e-01
L1,-1.831373929977417,-1.8313735229062618,-1.83137354999780655e+00,-1.83137352019548416e+00
L1,-1.0872889757156372,-1.0872889967796144,-1.08728900551795959e+00,-1.08728899806737900e+00
L1,0.65176188945770264,0.65176194231993423,6.51761937886476517e-01,6.51761945337057114e-01
L1,-5.2379279136657715,-5.23792793731669,-5.23792794346809387e+00,-5.23792794346809387e+00
L1,0.42107307910919189,0.42107318151972656,4.21073187142610550e-01,4.21073185279965401e-01
L1,0.044171299785375595,0.044171517818209598,4.41715302877128124e-02,4.41715214401483536e-02
L1,-0.86278796195983887,-0.86278814933663472,-8.62788129597902298e-01,-8.62788140773773193e-01
L1,-1.0308235883712769,-1.0308237250355134,-1.03082377463579178e+00,-1.03082372248172760e+00
L1,1.3770010471343994,1.3770006258159926,1.37700062245130539e+00,1.37700063735246658e+00
L1,-2.5976414680480957,-2.5976410580032105,-2.59764108061790466e+00,-2.59764106571674347e+00
L1,-0.32493039965629578,-0.32493034505668356,-3.24930349364876747e-01,-3.24930345639586449e-01
L1,-0.035874232649803162,-0.035873984210736606,-3.58739718794822693e-02,-3.58739807270467281e-02
L1,-1.1373846530914307,-1.137384597735873,-1.13738457858562469e+00,-1.13738460093736649e+00
L1,-2.2522518634796143,-2.2522519092458353,-2.25225190818309784e+00,-2.25225190818309784e+00
L1,-3.2400968074798584,-3.2400964507065257,-3.24009644985198975e+00,-3.24009644985198975e+00
L1,-4.7850008010864258,-4.7850011375596697,-4.78500109910964966e+00,-4.78500112891197205e+00
L1,2.3355720043182373,2.3355717788213446,2.33557182550430298e+00,2.33557178080081940e+00
L1,3.7192046642303467,3.7192046372789616,3.71920460462570190e+00,3.71920463442802429e+00
L1,-1.8493479490280151,-1.8493477640054417,-1.84934778511524200e+00,-1.84934776276350021e+00
L1,-0.040642939507961273,-0.040642965225048754,-4.06429460272192955e-02,-4.06429604627192020e-02
L1,-1.3664228916168213,-1.3664234693901594,-1.36642348021268845e+00,-1.36642347276210785e+00
L1,1.2009834051132202,1.2009837985425,1.20098379999399185e+00,1.20098379999399185e+00
L1,1.8449475765228271,1.8449472340481725,1.84494724869728088e+00,1.84494723379611969e+00
L1,5.8392729759216309,5.8392717327561643,5.83927172422409058e+00,5.83927172422409058e+00
L1,-0.61367720365524292,-0.61367721448010915,-6.13677192479372025e-01,-6.13677211105823517e-01
L1,-5.281914234161377,-5.2819154723568111,-5.28191551566123962e+00,-5.28191548585891724e+00
L1,0.42776679992675781,0.42776651631656393,4.27766513079404831e-01,4.27766511216759682e-01
L1,-1.6535732746124268,-1.653573039446643,-1.65357304364442825e+00,-1.65357303619384766e+00
L1,-1.6465163230895996,-1.6465163286601607,-1.64651633799076080e+00,-1.64651633054018021e+00
L1,2.4518046379089355,2.451804810852912,2.45180480182170868e+00,2.45180480182170868e+00
L1,-3.4480528831481934,-3.4480531744197958,-3.44805315136909485e+00,-3.44805316627025604e+00
L1,1.4041393995285034,1.4041393790103609,1.40413938462734222e+00,1.40413938462734222e+00
L1,-1.1953003406524658,-1.1953009750100676,-1.19530098140239716e+00,-1.19530097395181656e+00
L1,4.3335800170898438,4.3335805910274372,4.33358058333396912e+00,4.33358058333396912e+00
L1,-0.43616881966590881,-0.43616884653561877,-4.36168862506747246e-01,-4.36168853193521500e-01
L1,0.15249684453010559,0.1524966370630251,1.52496630325913429e-01,1.52496638707816601e-01
L1,0.79716944694519043,0.79716949893622235,7.97169499099254608e-01,7.97169502824544907e-01
