iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag
  17  1.4256630512e+04  1.4250596619e+04  1.4256630738e+04  1.4254884356e+04  1.4250570796e+04  6.940308e+09  5.420807e+02
  18  1.6559425397e+04  1.6552021266e+04  1.6559428009e+04  1.6556753305e+04  1.6551969067e+04  2.615797e+10  9.673508e+02
  19  1.7177742849e+04  1.7169683981e+04  1.7177741877e+04  1.7174693942e+04  1.7169659752e+04  3.697469e+10  1.152869e+03
  20  1.8818261177e+04  1.8809144159e+04  1.8818258368e+04  1.8814734651e+04  1.8809117789e+04  9.177274e+09  1.395153e+03
  21  1.7802903491e+04  1.7794035855e+04  1.7802903134e+04  1.7799832808e+04  1.7793985501e+04  2.462425e+09  1.305594e+03
  22  1.8861069659e+04  1.8851342658e+04  1.8861068475e+04  1.8857634210e+04  1.8851303615e+04  8.644249e+09  1.510384e+03
  23  1.9385564646e+04  1.9375374887e+04  1.9385563288e+04  1.9382182333e+04  1.9375366629e+04  3.291665e+09  1.112829e+03
  24  1.9630325214e+04  1.9619811212e+04  1.9630324297e+04  1.9626522463e+04  1.9619829153e+04  2.502226e+10  1.539075e+03
  25  1.8074608629e+04  1.8064585464e+04  1.8074611586e+04  1.8071452847e+04  1.8064641264e+04  2.152348e+09  1.316605e+03
  26  1.8701676302e+04  1.8691027152e+04  1.8701679925e+04  1.8697969943e+04  1.8691103338e+04  2.416685e+10  1.780999e+03
  27  1.8562089242e+04  1.8551361783e+04  1.8562089538e+04  1.8558572359e+04  1.8551447167e+04  3.061504e+10  1.281500e+03
  28  2.0227808608e+04  2.0215755440e+04  2.0227809768e+04  2.0224113924e+04  2.0215872576e+04  3.213608e+10  1.361719e+03
  29  1.8276403478e+04  1.8265150205e+04  1.8276405774e+04  1.8272714522e+04  1.8265217655e+04  1.395613e+09  1.405711e+03
  30  1.9458274955e+04  1.9445978505e+04  1.9458276183e+04  1.9454368353e+04  1.9446039391e+04  7.171098e+09  1.407273e+03
  31  1.9829926161e+04  1.9816976157e+04  1.9829926475e+04  1.9826330775e+04  1.9817069814e+04  2.408912e+10  1.152415e+03
  32  2.0087976512e+04  2.0074387263e+04  2.0087979291e+04  2.0084168492e+04  2.0074454214e+04  2.817081e+11  1.514794e+03
  33  1.9385844460e+04  1.9372565344e+04  1.9385847209e+04  1.9382122897e+04  1.9372619854e+04  1.768779e+10  1.164652e+03
  34  1.9873718737e+04  1.9859937563e+04  1.9873719732e+04  1.9869655256e+04  1.9859993152e+04  1.970577e+10  1.381023e+03
  35  1.9405046539e+04  1.9391545374e+04  1.9405045117e+04  1.9401456440e+04  1.9391584154e+04  7.630597e+09  9.885903e+02
  36  2.1314880493e+04  2.1299587226e+04  2.1314876683e+04  2.1311057036e+04  2.1299627039e+04  5.339405e+11  1.467441e+03
  37  2.0633985605e+04  2.0617928509e+04  2.0633989823e+04  2.0629938633e+04  2.0617848578e+04  7.589749e+09  1.125971e+03
  38  2.3579539429e+04  2.3561879721e+04  2.3579538248e+04  2.3574663009e+04  2.3561859349e+04  1.559131e+10  1.795538e+03
  39  2.4924895496e+04  2.4906858814e+04  2.4924898395e+04  2.4919505613e+04  2.4906947465e+04  1.233314e+11  1.607122e+03
  40  2.7061434727e+04  2.7040355027e+04  2.7061435291e+04  2.7055332931e+04  2.7040381062e+04  5.438893e+10  1.899588e+03
  41  2.5657772003e+04  2.5640292042e+04  2.5657774806e+04  2.5651757679e+04  2.5640829940e+04  6.225204e+09  1.859397e+03
  42  2.8306289424e+04  2.8274130084e+04  2.8306292728e+04  2.8299825583e+04  2.8272065648e+04  2.702439e+10  2.152235e+03
  43  2.9356419336e+04  2.9301134449e+04  2.9356420490e+04  2.9349138045e+04  2.9294879279e+04  7.013041e+09  1.718363e+03
  44  2.9907151643e+04  2.9801561301e+04  2.9907145902e+04  2.9898370792e+04  2.9787515237e+04  4.740431e+09  2.197374e+03
  45  3.1024708917e+04  3.0898548833e+04  3.1024697259e+04  3.1015611037e+04  3.0885380878e+04  1.262935e+10  2.621838e+03
  46  3.0649666674e+04  3.0533969018e+04  3.0649652788e+04  3.0638742533e+04  3.0533166230e+04  4.390744e+09  2.496907e+03
  47  2.8428178371e+04  2.8359346678e+04  2.8428141550e+04  2.8395983941e+04  2.8390000493e+04  1.668618e+09  2.179130e+03
  48  2.9236341874e+04  2.8719645680e+04  2.9236330276e+04  2.9070833218e+04  2.8727508768e+04  9.582395e+09  2.230097e+03
  49  2.7054311301e+04  2.7918953562e+04  2.7054377243e+04  2.7031070715e+04  2.7935946163e+04  4.353011e+09  1.828379e+03
  50  3.1782082814e+04  3.0052958057e+04  3.1782025612e+04  3.0528343814e+04  3.0050271480e+04  1.867601e+09  2.214512e+03
  51  3.0336855614e+04  3.1511513578e+04  3.0336978887e+04  3.1210385964e+04  3.1512978913e+04  7.784695e+08  2.086614e+03
  52  3.1849150674e+04  3.0830708847e+04  3.1848625967e+04  3.0855940887e+04  3.0830377747e+04  5.381360e+09  2.370523e+03
  53  3.1269034712e+04  3.2027064555e+04  3.1268626065e+04  3.2023087671e+04  3.2026955647e+04  5.607332e+09  2.436339e+03
  54  3.2142216348e+04  3.1341350577e+04  3.2137679817e+04  3.1361926471e+04  3.1341224992e+04  4.560312e+09  2.513188e+03
  55  3.2051928714e+04  3.2037540979e+04  3.2037154430e+04  3.2058314865e+04  3.2037281283e+04  1.506683e+09  2.292677e+03
  56  3.4960953963e+04  3.4355936430e+04  3.4920328979e+04  3.4379767073e+04  3.4355548955e+04  1.904783e+09  2.600368e+03
  57  3.4377539080e+04  3.4681877688e+04  3.4329542729e+04  3.4706327262e+04  3.4681512308e+04  4.118682e+09  2.816478e+03
  58  3.3911800685e+04  3.3693815694e+04  3.3635881793e+04  3.3717630284e+04  3.3693477588e+04  5.724223e+09  2.777307e+03
  59  3.3660202189e+04  3.3653376651e+04  3.3276261328e+04  3.3677579010e+04  3.3652971578e+04  2.854919e+09  3.392274e+03
  60  3.4456999174e+04  3.4105387727e+04  3.3956342795e+04  3.4131401612e+04  3.4104689648e+04  6.786293e+09  3.514681e+03
  61  3.6220906568e+04  3.5370284477e+04  3.5353222880e+04  3.5401271842e+04  3.5368607097e+04  5.341309e+08  3.026687e+03
  62  3.5016717221e+04  3.6077410107e+04  3.6079130810e+04  3.6110039823e+04  3.6074851961e+04  2.703064e+09  3.062249e+03
  63  3.5014748383e+04  3.4626290128e+04  3.4699083100e+04  3.4694242981e+04  3.4613602875e+04  6.670405e+09  2.809124e+03
  64  3.5009899123e+04  3.4860825923e+04  3.4983772238e+04  3.4975429090e+04  3.4836269835e+04  8.154306e+10  2.752538e+03
  65  3.5913487524e+04  3.5402559004e+04  3.5710594954e+04  3.5693213697e+04  3.5349281633e+04  7.844671e+09  2.993043e+03
  66  3.4705075971e+04  3.5052730108e+04  3.5262562584e+04  3.5236969677e+04  3.5058333104e+04  2.650152e+10  2.637469e+03
  67  3.8055432603e+04  3.5646569092e+04  3.6987266133e+04  3.6839742019e+04  3.5611446250e+04  1.266862e+10  2.690085e+03
  68  3.8660759632e+04  3.8929431951e+04  3.8891771058e+04  3.8765038269e+04  3.8959862012e+04  2.090345e+09  3.208269e+03
  69  3.9519334656e+04  3.8656230132e+04  3.9023786797e+04  3.8684982513e+04  3.8689091796e+04  4.311387e+10  3.268937e+03
  70  3.9188221076e+04  3.9290758608e+04  3.9062511542e+04  3.8972282253e+04  3.9350296365e+04  1.774277e+11  3.463696e+03
  71  4.0977009512e+04  3.9761590310e+04  4.0881249296e+04  4.0211893166e+04  4.0048329204e+04  7.618262e+09  3.538680e+03
  72  4.2300684004e+04  4.0790077225e+04  4.1129399704e+04  4.0766806890e+04  4.0821887462e+04  2.438964e+11  3.195577e+03
  73  4.2322420186e+04  4.2315774458e+04  4.3025603540e+04  4.2984839002e+04  4.2678166783e+04  5.510745e+09  4.171736e+03
  74  4.1317063885e+04  4.1462344555e+04  4.0491571469e+04  4.0765839817e+04  4.0959917187e+04  1.226433e+09  3.512244e+03
  75  4.2083379092e+04  4.1020318088e+04  4.2872656088e+04  4.2062548472e+04  4.1164732089e+04  3.720037e+11  3.772578e+03
  76  4.0571894145e+04  4.2178383848e+04  4.0735987431e+04  4.1204768656e+04  4.1966911156e+04  3.314642e+10  3.072187e+03
  77  4.0071139952e+04  4.0271755263e+04  4.0595944625e+04  4.0658112499e+04  4.0298726134e+04  2.278033e+09  3.682325e+03
  78  4.2763844405e+04  4.0149778779e+04  4.0601808827e+04  3.9898841687e+04  4.0099469922e+04  2.138045e+09  3.184854e+03
  79  4.4653284679e+04  4.2279042562e+04  4.4596991468e+04  4.3250187144e+04  4.2356063273e+04  3.079120e+10  4.533927e+03
  80  4.5995903036e+04  4.5071493075e+04  4.4468579829e+04  4.4674338048e+04  4.5038476706e+04  3.317189e+09  4.196031e+03
  81  4.3454745826e+04  4.5182767689e+04  4.5496708277e+04  4.5790870706e+04  4.5194071116e+04  2.409986e+10  5.059499e+03
  82  4.3220608239e+04  4.3915279892e+04  4.1627474005e+04  4.3245108301e+04  4.3874746814e+04  2.704327e+09  4.216071e+03
  83  4.2851094123e+04  4.2086566788e+04  4.3944284725e+04  4.3012202176e+04  4.2069443543e+04  9.499169e+09  4.620009e+03
  84  4.3626088759e+04  4.3942905502e+04  4.3004154590e+04  4.3138267003e+04  4.3933890700e+04  1.880034e+10  3.693600e+03
  85  4.3514166992e+04  4.3728228320e+04  4.4111474788e+04  4.3836694766e+04  4.3676427693e+04  1.673170e+09  4.448077e+03
  86  4.5230283451e+04  4.3616117388e+04  4.4461820745e+04  4.3545239740e+04  4.3594964847e+04  2.087754e+09  3.655223e+03
  87  4.5174905047e+04  4.4972493638e+04  4.5345524322e+04  4.5475726800e+04  4.4904704787e+04  4.887078e+09  4.014114e+03
  88  4.7558100222e+04  4.4894035595e+04  4.5896947524e+04  4.5113599546e+04  4.4951799964e+04  2.398012e+09  4.043255e+03
  89  4.8647425963e+04  4.6768749908e+04  4.7984594861e+04  4.7418061706e+04  4.6780672932e+04  2.312590e+09  4.763369e+03
  90  5.2405569425e+04  4.8679710106e+04  4.9382024260e+04  4.8550633693e+04  4.8700948656e+04  1.301698e+09  4.981447e+03
  91  5.4501927129e+04  5.1684220261e+04  5.3608605876e+04  5.2179549711e+04  5.1685069720e+04  3.227055e+09  6.219412e+03
  92  5.4652839772e+04  5.4611262721e+04  5.4369101813e+04  5.4387104354e+04  5.4613981507e+04  6.744549e+08  6.200875e+03
  93  5.4403497382e+04  5.4061483220e+04  5.4672409715e+04  5.3913894016e+04  5.4061277232e+04  5.359579e+08  5.709443e+03
  94  5.3085092820e+04  5.4179444663e+04  5.3789154000e+04  5.4075133509e+04  5.4177686920e+04  2.370480e+09  5.384378e+03
  95  5.1057742011e+04  5.2837993603e+04  5.2068887294e+04  5.2807175270e+04  5.2834340348e+04  1.747578e+10  5.640120e+03
  96  5.0396274803e+04  5.1132475473e+04  5.0018978798e+04  5.1121419699e+04  5.1126649959e+04  4.628949e+09  6.173317e+03
  97  5.1054527045e+04  4.9925415091e+04  5.0012079181e+04  4.9958938660e+04  4.9914245822e+04  7.646016e+09  6.489175e+03
  98  4.8602544927e+04  5.0940891865e+04  5.0591524349e+04  5.1051163669e+04  5.0918423228e+04  9.684220e+08  6.211807e+03
  99  4.8945834091e+04  4.9359343918e+04  4.8582155078e+04  4.9547657543e+04  4.9331796156e+04  1.746982e+10  5.271979e+03
 100  4.7808110399e+04  4.7565392461e+04  4.8602827901e+04  4.8245579777e+04  4.7551308205e+04  1.523537e+09  4.644123e+03
 101  4.8705025719e+04  4.7733465326e+04  4.7376969933e+04  4.7792554399e+04  4.7688340210e+04  1.037579e+10  4.278628e+03
 102  5.1101122647e+04  4.7549165461e+04  4.8939854679e+04  4.8330552490e+04  4.7625480239e+04  5.318217e+10  4.619790e+03
 103  5.1791982280e+04  4.9578139699e+04  4.9752189741e+04  4.9236136323e+04  4.9603024424e+04  5.570862e+09  4.485993e+03
 104  5.5630500221e+04  5.1880959128e+04  5.2986936956e+04  5.2377499902e+04  5.2381522238e+04  1.007300e+09  5.941623e+03
 105  5.8840779117e+04  5.3242249690e+04  5.5105746778e+04  5.3431529868e+04  5.3580032102e+04  1.463145e+09  5.022817e+03
 106  5.8033452779e+04  5.7513308095e+04  5.9750247129e+04  5.9419683203e+04  5.8960010855e+04  1.023038e+09  6.166423e+03
 107  5.7559228846e+04  5.8411595561e+04  5.7010243009e+04  5.7495816891e+04  5.7406035641e+04  4.194432e+09  5.545692e+03
 108  5.8705892600e+04  5.7290890585e+04  5.7995213044e+04  5.8584912734e+04  5.7169652369e+04  8.989001e+08  6.986565e+03
 109  6.0062865602e+04  5.7737952579e+04  5.7335106453e+04  5.7091999860e+04  5.7422684855e+04  1.388752e+10  6.045388e+03
 110  5.8688350433e+04  5.9652094280e+04  6.0224935168e+04  6.0511619248e+04  5.9629376921e+04  2.763232e+09  7.895865e+03
 111  5.7581671476e+04  5.9511059544e+04  5.7858884884e+04  5.8063239455e+04  5.9490364665e+04  2.410299e+09  7.328365e+03
 112  5.6866603703e+04  5.8002367952e+04  5.8389522348e+04  5.7623124247e+04  5.7998825919e+04  1.223477e+10  6.696706e+03
 113  5.5128309837e+04  5.7055661244e+04  5.5879348887e+04  5.6662269069e+04  5.7054090826e+04  3.443831e+09  5.803635e+03
 114  5.2401510415e+04  5.6577696807e+04  5.6797809535e+04  5.6585664333e+04  5.6580207988e+04  3.872721e+08  6.169139e+03
 115  5.4312383309e+04  5.3856109328e+04  5.2844742255e+04  5.3869412471e+04  5.3853972630e+04  1.161600e+09  4.897957e+03
 116  5.5108031306e+04  5.3430954923e+04  5.5043404546e+04  5.3516457880e+04  5.3437640666e+04  7.362225e+09  4.771697e+03
 117  5.7651649777e+04  5.4628245881e+04  5.4821090248e+04  5.4703510966e+04  5.4625698861e+04  3.839764e+08  4.513738e+03
 118  5.6173836237e+04  5.7040390461e+04  5.8123804968e+04  5.7369405087e+04  5.7056722373e+04  6.455649e+09  5.120513e+03
 119  5.6682923221e+04  5.6723412027e+04  5.6218417480e+04  5.6975224932e+04  5.6663509245e+04  1.062831e+09  5.010920e+03
 120  5.5590889473e+04  5.5912663324e+04  5.6737561174e+04  5.6740087839e+04  5.5740541799e+04  3.828129e+08  5.488188e+03
 121  5.5529030693e+04  5.6148719095e+04  5.6009617460e+04  5.6468930360e+04  5.6021419903e+04  6.546914e+08  5.165100e+03
 122  5.4966553837e+04  5.5532538066e+04  5.6099769411e+04  5.5677701102e+04  5.5483224708e+04  7.075724e+09  5.435857e+03
 123  5.6163152537e+04  5.5658331416e+04  5.5422688206e+04  5.5574465504e+04  5.5649228279e+04  2.690589e+09  4.785214e+03
 124  5.6621205994e+04  5.4789513741e+04  5.6797088376e+04  5.5839220625e+04  5.4881644290e+04  4.229317e+09  5.026103e+03
 125  5.8091554580e+04  5.6195762972e+04  5.7126534080e+04  5.6784286277e+04  5.6361639153e+04  1.705822e+09  4.897571e+03
 126  5.4819832230e+04  5.6821848192e+04  5.7901681081e+04  5.7242213235e+04  5.6917161419e+04  2.272478e+09  5.370490e+03
 127  5.2454877432e+04  5.7266382739e+04  5.3345929179e+04  5.5749143276e+04  5.7317766321e+04  9.768317e+10  5.100097e+03
 128  5.0396859309e+04  5.2840137471e+04  5.2350180897e+04  5.2043570669e+04  5.2815563767e+04  3.410302e+08  4.937463e+03
 129  5.1939922712e+04  5.1633184988e+04  5.0810599209e+04  5.1635388795e+04  5.2086603575e+04  4.769696e+08  4.466879e+03
 130  4.9826789375e+04  5.0653806649e+04  5.1416601832e+04  5.0874404724e+04  5.0889737433e+04  1.047718e+09  5.534150e+03
 131  4.9752415340e+04  5.1277755957e+04  4.8312158304e+04  5.0605447928e+04  5.1202412443e+04  3.902201e+10  4.898597e+03
 132  4.9212425753e+04  4.8777421662e+04  4.9264600191e+04  4.8331484728e+04  4.7912279846e+04  2.285884e+09  5.529249e+03
 133  5.0476015086e+04  4.9596368899e+04  4.8966545968e+04  4.9713027347e+04  4.9533989623e+04  1.543012e+10  4.910206e+03
 134  5.0061446146e+04  4.8957312345e+04  5.0564475751e+04  4.9672597194e+04  4.8980246794e+04  7.193204e+09  4.599517e+03
 135  5.1361065507e+04  5.0039459629e+04  5.0031219693e+04  5.0639673933e+04  5.0414022176e+04  7.555945e+08  4.038917e+03
 136  5.2839432821e+04  4.9779653996e+04  5.1232269831e+04  5.0563685942e+04  4.9810464443e+04  9.604401e+08  4.744412e+03
 137  5.4743999348e+04  5.1241390770e+04  5.2589953109e+04  5.1749036242e+04  5.1280813722e+04  4.483441e+08  5.197834e+03
 138  5.5819202765e+04  5.2810922507e+04  5.4616566571e+04  5.3150718829e+04  5.2513613625e+04  5.450079e+08  5.220582e+03
 139  5.5394282647e+04  5.4714855899e+04  5.5332432442e+04  5.4954072461e+04  5.4561001750e+04  5.413698e+08  5.033580e+03
 140  5.7855673184e+04  5.5564931675e+04  5.5111544199e+04  5.5342517471e+04  5.5470144763e+04  7.084755e+09  5.329825e+03
 141  5.7525995923e+04  5.5786601402e+04  5.6070538432e+04  5.5496968133e+04  5.5550603669e+04  3.950348e+09  5.840010e+03
 142  5.6424809548e+04  5.7258474168e+04  5.8188777475e+04  5.7945223237e+04  5.6375014040e+04  8.085548e+09  6.932790e+03
 143  5.8561832867e+04  5.7668050912e+04  5.5549953879e+04  5.6859200698e+04  5.7642510979e+04  3.209777e+09  5.742680e+03
 144  5.9010941880e+04  5.5009531101e+04  5.8088700175e+04  5.5438132147e+04  5.5215005497e+04  1.197890e+09  4.902004e+03
 145  5.9836626225e+04  5.7799118056e+04  5.8804717090e+04  5.8194039007e+04  5.7805779088e+04  5.336186e+08  4.725116e+03
 146  6.0704767687e+04  5.8345743564e+04  5.9708141354e+04  5.8736782343e+04  5.8747860421e+04  3.213886e+08  5.215343e+03
 147  6.2241789704e+04  5.9648390557e+04  6.1026810633e+04  6.0339935167e+04  5.9833685228e+04  2.699243e+09  5.604326e+03
 148  6.6212528256e+04  6.1015164541e+04  6.2311288736e+04  6.1869366378e+04  6.1104500653e+04  3.518242e+10  5.841910e+03
 149  6.9014883079e+04  6.3074348003e+04  6.4873621388e+04  6.3596648968e+04  6.3108898390e+04  1.974300e+10  7.655767e+03
 150  6.9964579111e+04  6.6633601614e+04  6.8437100581e+04  6.6288801347e+04  6.6641331079e+04  1.518672e+10  8.302116e+03
 151  6.8591975822e+04  6.9413292560e+04  6.9277332050e+04  6.8807411694e+04  6.9413543347e+04  1.529216e+09  7.626799e+03
 152  6.6850730216e+04  6.9385744703e+04  6.9363187009e+04  6.9278869275e+04  6.9396432416e+04  5.556473e+09  7.655405e+03
 153  6.4582938179e+04  6.8654040522e+04  6.6814651327e+04  6.8707450309e+04  6.8713068801e+04  1.845024e+09  6.974433e+03
 154  6.7443525609e+04  6.5756683128e+04  6.5529859087e+04  6.6153651932e+04  6.5971164610e+04  7.161713e+08  7.336973e+03
 155  6.4661822448e+04  6.4413327317e+04  6.5480773606e+04  6.5097454574e+04  6.4752215468e+04  8.143999e+08  6.072817e+03
 156  6.4092935159e+04  6.4792734407e+04  6.6239598066e+04  6.6055131398e+04  6.5178493631e+04  1.544046e+09  7.143937e+03
 157  6.4554010718e+04  6.6327586538e+04  6.2713779283e+04  6.4952527649e+04  6.5530159896e+04  5.805459e+10  6.762303e+03
 158  6.2413846097e+04  6.2544002047e+04  6.4285029299e+04  6.2634030878e+04  6.2466385200e+04  1.062253e+09  7.456426e+03
 159  6.0907677039e+04  6.4220984483e+04  6.3347263366e+04  6.4217709707e+04  6.4164143507e+04  4.660357e+08  6.591841e+03
 160  6.0186385631e+04  6.2756046784e+04  6.1348565297e+04  6.2399359997e+04  6.2424391130e+04  1.217664e+10  6.685676e+03
 161  6.3048432456e+04  6.1113830055e+04  6.0074679924e+04  6.0784857062e+04  6.0953941956e+04  1.224405e+09  6.389194e+03
 162  6.3278282130e+04  5.9904976488e+04  6.1437633288e+04  6.0015861370e+04  6.0074620265e+04  3.352397e+10  5.638334e+03
 163  6.5591658570e+04  6.1093416208e+04  6.3327183421e+04  6.2346857371e+04  6.2057824905e+04  1.400092e+10  7.074278e+03
 164  6.4884980651e+04  6.3735483367e+04  6.3809845510e+04  6.3577501429e+04  6.3802120090e+04  1.254929e+09  6.281731e+03
 165  6.8187068562e+04  6.3053421921e+04  6.5633489988e+04  6.4792453882e+04  6.4590014337e+04  5.146267e+09  6.788070e+03
 166  6.8611721840e+04  6.5751886604e+04  6.6091954367e+04  6.5317197245e+04  6.5174722953e+04  3.258355e+09  5.922569e+03
 167  6.8760492073e+04  6.5354396822e+04  6.8287730084e+04  6.7122728908e+04  6.5988527488e+04  8.403962e+09  6.846680e+03
 168  6.7044775090e+04  6.9061920043e+04  6.7106555984e+04  6.8336717393e+04  6.8183796785e+04  4.025777e+08  8.284821e+03
 169  6.6156033152e+04  6.7662235021e+04  6.7804065955e+04  6.7258915127e+04  6.7319740938e+04  2.524712e+10  9.291899e+03
 170  6.6152708205e+04  6.7860540287e+04  6.6543013217e+04  6.7179516878e+04  6.7676406524e+04  9.126231e+08  7.066886e+03
 171  6.1620929953e+04  6.6137791678e+04  6.5654330672e+04  6.5786023075e+04  6.6012343088e+04  1.896186e+09  6.797177e+03
 172  6.2741198002e+04  6.5691849845e+04  6.5417455285e+04  6.5641290420e+04  6.5532814376e+04  2.866385e+08  6.871344e+03
 173  6.1561294200e+04  6.4710472475e+04  6.1052075346e+04  6.4770988073e+04  6.4565923892e+04  1.397650e+09  7.046688e+03
 174  6.2291841309e+04  6.0510536207e+04  6.1338582964e+04  6.0708664027e+04  6.0532529569e+04  8.850311e+09  7.518195e+03
 175  6.1286648005e+04  6.2188783040e+04  6.2384588866e+04  6.2618301223e+04  6.2175627379e+04  6.527695e+08  7.666422e+03
 176  6.1542133796e+04  6.1300424795e+04  6.1108170583e+04  6.1499504518e+04  6.1526576502e+04  3.046626e+09  5.493138e+03
 177  6.3478078727e+04  6.1188646267e+04  6.1769135076e+04  6.1847697322e+04  6.0662819981e+04  7.209303e+08  5.595158e+03
 178  6.2890478064e+04  6.1076063789e+04  6.0998413094e+04  6.1328381945e+04  6.1233716203e+04  1.129019e+09  5.609906e+03
 179  6.6002911313e+04  6.0487980426e+04  6.2388019363e+04  6.1307490440e+04  6.0607966209e+04  9.225367e+08  5.309220e+03
 180  6.2453949191e+04  6.1853545735e+04  6.2650573820e+04  6.3276939496e+04  6.2042774406e+04  1.197669e+09  5.516027e+03
 181  6.2925644309e+04  6.2969450879e+04  6.3780278833e+04  6.3303522303e+04  6.3258658348e+04  5.372400e+08  6.527694e+03
 182  6.3360295644e+04  6.4521648088e+04  6.5231684081e+04  6.4655887157e+04  6.4722940848e+04  1.831766e+09  6.122196e+03
 183  6.4618580125e+04  6.4141202234e+04  6.1089433194e+04  6.3522829156e+04  6.4420429058e+04  1.292498e+09  5.925558e+03
 184  6.7920955749e+04  6.0515350515e+04  6.4232043343e+04  6.1432049486e+04  6.0575919704e+04  8.062046e+08  6.220993e+03
 185  6.8539566763e+04  6.3751985444e+04  6.4535963803e+04  6.4487026912e+04  6.4138909252e+04  3.880327e+08  5.228871e+03
 186  7.1548436007e+04  6.3944808202e+04  6.6887012073e+04  6.5335850618e+04  6.3877897523e+04  2.405868e+08  5.838761e+03
 187  7.1330705125e+04  6.6862164129e+04  6.9525388974e+04  6.8149993632e+04  6.7123628984e+04  9.213674e+08  6.230219e+03
 188  7.2228133229e+04  6.8718489390e+04  7.0508657965e+04  6.9848135150e+04  6.9388895480e+04  2.290704e+09  6.395513e+03
 189  7.2381311592e+04  6.9640043653e+04  7.3031151271e+04  7.0908014328e+04  7.0074863739e+04  1.137470e+09  6.931712e+03
 190  7.5494894918e+04  7.1865278403e+04  7.2196992735e+04  7.1823969704e+04  7.2416682277e+04  4.692465e+08  6.543004e+03
 191  7.5250739016e+04  7.2077416158e+04  7.3380067920e+04  7.1451464254e+04  7.1579980218e+04  6.068087e+09  7.386047e+03
 192  7.3522449339e+04  7.2594473839e+04  7.3260294294e+04  7.3556467126e+04  7.2781536120e+04  1.802094e+11  7.283487e+03
 193  7.2449441003e+04  7.3596399912e+04  7.5497867943e+04  7.4132501482e+04  7.3293941032e+04  1.619791e+10  9.527473e+03
 194  7.2625469127e+04  7.4984815530e+04  7.3999776865e+04  7.5600878725e+04  7.5189623114e+04  3.598391e+09  8.404918e+03
 195  7.0262707625e+04  7.4180386410e+04  7.3185448171e+04  7.2677854454e+04  7.3491680291e+04  7.187150e+09  7.440569e+03
 196  7.0532837707e+04  7.2631858575e+04  7.2508638934e+04  7.2305272837e+04  7.2344908985e+04  4.822724e+09  7.638031e+03
 197  6.8507023155e+04  7.2306674879e+04  7.1358364107e+04  7.2111330816e+04  7.2125515485e+04  3.665064e+09  7.730473e+03
 198  6.7979106409e+04  7.2515706878e+04  6.9786240936e+04  7.1643362065e+04  7.2412737001e+04  3.669038e+09  8.510554e+03
 199  6.5410788834e+04  7.0736559147e+04  6.8545045744e+04  7.0094405825e+04  7.0470088747e+04  3.067202e+09  9.249630e+03
 200  6.3881590955e+04  6.9447608800e+04  6.7292766446e+04  6.9360529640e+04  6.8833826103e+04  2.951008e+08  8.045074e+03
