iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag
  18  7.4656947597e+03  7.4611095690e+03  7.4656943415e+03  7.4646923580e+03  7.4611117134e+03  3.816028e+09  2.137247e+02
  19  8.7895172767e+03  8.7839002727e+03  8.7895173929e+03  8.7884815526e+03  8.7839030049e+03  3.092433e+10  2.293150e+02
  20  8.7959159075e+03  8.7901681440e+03  8.7959154157e+03  8.7948839674e+03  8.7901640485e+03  1.249162e+12  2.394925e+02
  21  9.5119367138e+03  9.5056618917e+03  9.5119360805e+03  9.5109015346e+03  9.5056593669e+03  3.401151e+09  2.222218e+02
  22  9.3515844313e+03  9.3453641984e+03  9.3515842508e+03  9.3505678972e+03  9.3453650544e+03  1.020686e+10  2.392129e+02
  23  9.8790891021e+03  9.8724452898e+03  9.8790882170e+03  9.8779398662e+03  9.8724473156e+03  4.975589e+10  2.284357e+02
  24  9.7205420195e+03  9.7139252622e+03  9.7205415487e+03  9.7195374376e+03  9.7139264976e+03  4.194686e+10  2.271423e+02
  25  1.0294051433e+04  1.0286817584e+04  1.0294052652e+04  1.0292798259e+04  1.0286809418e+04  2.404004e+09  2.711632e+02
  26  1.0688603611e+04  1.0680989842e+04  1.0688606270e+04  1.0687229014e+04  1.0680982726e+04  2.626704e+09  2.514433e+02
  27  1.0698955894e+04  1.0691019409e+04  1.0698958454e+04  1.0697648340e+04  1.0691022776e+04  4.211846e+11  3.634430e+02
  28  1.2515127557e+04  1.2505455450e+04  1.2515130043e+04  1.2513485845e+04  1.2505462486e+04  1.105371e+11  4.545145e+02
  29  1.3232720320e+04  1.3222292691e+04  1.3232723076e+04  1.3231172888e+04  1.3222314472e+04  1.092455e+11  5.361398e+02
  30  1.5803651482e+04  1.5790896618e+04  1.5803659323e+04  1.5801612070e+04  1.5790917896e+04  1.593961e+11  5.148243e+02
  31  1.6943647403e+04  1.6929827879e+04  1.6943660053e+04  1.6941363345e+04  1.6929866627e+04  1.970896e+10  5.897534e+02
  32  1.8078233085e+04  1.8063230276e+04  1.8078251243e+04  1.8075447214e+04  1.8063278994e+04  8.177468e+09  7.846358e+02
  33  1.8134214245e+04  1.8118789364e+04  1.8134233703e+04  1.8131819545e+04  1.8118830867e+04  4.534990e+09  7.967151e+02
  34  1.9058076732e+04  1.9041538593e+04  1.9058095603e+04  1.9055093177e+04  1.9041601613e+04  1.435824e+10  7.983402e+02
  35  1.9273070549e+04  1.9255995845e+04  1.9273087558e+04  1.9268996030e+04  1.9256053178e+04  9.551105e+09  7.804115e+02
  36  1.8507202187e+04  1.8490614268e+04  1.8507221509e+04  1.8504129701e+04  1.8490654937e+04  1.212602e+10  9.961271e+02
  37  1.9317481934e+04  1.9299870259e+04  1.9317507086e+04  1.9313603910e+04  1.9299915026e+04  3.674602e+10  9.764733e+02
  38  1.8665195014e+04  1.8647533242e+04  1.8665232707e+04  1.8662215088e+04  1.8647519513e+04  3.077270e+09  7.958569e+02
  39  1.9597054598e+04  1.9578558067e+04  1.9597093662e+04  1.9593037131e+04  1.9578560519e+04  3.205123e+10  1.059555e+03
  40  1.8379974803e+04  1.8361564204e+04  1.8380010011e+04  1.8376834113e+04  1.8361538933e+04  8.063434e+08  8.503671e+02
  41  1.7560183206e+04  1.7536156021e+04  1.7560216855e+04  1.7557818543e+04  1.7535705289e+04  5.748505e+09  7.889719e+02
  42  1.7661481202e+04  1.7614411373e+04  1.7661514318e+04  1.7658825329e+04  1.7612538261e+04  2.224955e+10  7.249195e+02
  43  1.7961919476e+04  1.7775814580e+04  1.7961958022e+04  1.7958565644e+04  1.7765520764e+04  2.571999e+10  6.310965e+02
  44  1.9838293179e+04  1.9014651193e+04  1.9838341866e+04  1.9831094776e+04  1.8969248377e+04  8.764523e+09  6.489005e+02
  45  1.7757009835e+04  1.6213450712e+04  1.7757059216e+04  1.7743451750e+04  1.6147551641e+04  1.575112e+09  7.604124e+02
  46  1.5985225320e+04  1.4461543486e+04  1.5985265215e+04  1.5963029286e+04  1.4448914700e+04  5.039113e+10  5.740053e+02
  47  1.4733566060e+04  1.4737065108e+04  1.4733582864e+04  1.4692047373e+04  1.4816164146e+04  1.770512e+10  5.075550e+02
  48  1.3811814503e+04  1.4517064166e+04  1.3811811757e+04  1.3689416642e+04  1.4564006592e+04  1.507474e+10  4.808152e+02
  49  1.3931745569e+04  1.4414346742e+04  1.3931758252e+04  1.3646042064e+04  1.4426684720e+04  9.106008e+09  4.809078e+02
  50  1.4597462499e+04  1.4451228875e+04  1.4597488003e+04  1.3880663961e+04  1.4453573122e+04  1.121960e+10  4.375425e+02
  51  1.5081696275e+04  1.4757254487e+04  1.5081593550e+04  1.4034273476e+04  1.4756993190e+04  2.300667e+10  4.414739e+02
  52  1.5600767335e+04  1.4354716577e+04  1.5600018462e+04  1.3940008608e+04  1.4352620388e+04  2.664908e+09  4.185734e+02
  53  1.7581979189e+04  1.4224507303e+04  1.7575386425e+04  1.4328136236e+04  1.4220786476e+04  2.223997e+09  4.096148e+02
  54  1.7571325578e+04  1.3632029930e+04  1.7547828128e+04  1.4264601221e+04  1.3627772819e+04  9.860296e+09  5.319226e+02
  55  1.6220576271e+04  1.3660723846e+04  1.6175000958e+04  1.5694350576e+04  1.3659346397e+04  5.283934e+09  4.726833e+02
  56  1.5313512349e+04  1.3531242072e+04  1.5212832478e+04  1.6642292150e+04  1.3535034245e+04  1.855681e+10  4.162837e+02
  57  1.4041296411e+04  1.4090043009e+04  1.3884554872e+04  1.5839993939e+04  1.4093520781e+04  2.659875e+10  4.684205e+02
  58  1.3680092377e+04  1.4759783738e+04  1.3395743802e+04  1.4302485378e+04  1.4762199836e+04  9.615945e+08  3.898586e+02
  59  1.4343006906e+04  1.6019809737e+04  1.3735492128e+04  1.3445567894e+04  1.6020694617e+04  2.676307e+09  4.455412e+02
  60  1.5009453852e+04  1.7902212601e+04  1.3816074117e+04  1.4919716887e+04  1.7901600375e+04  4.901157e+09  6.297610e+02
  61  1.5244910187e+04  1.7579009301e+04  1.3763671603e+04  1.6452396300e+04  1.7575782429e+04  3.584794e+08  5.062425e+02
  62  1.5676167804e+04  1.5140565908e+04  1.4180207051e+04  1.5118890965e+04  1.5135729384e+04  7.193848e+08  4.815852e+02
  63  1.6155109631e+04  1.4197215502e+04  1.4630471216e+04  1.4423176904e+04  1.4189902889e+04  1.115211e+09  4.695085e+02
  64  1.7596060915e+04  1.4233112379e+04  1.5401959356e+04  1.4730426742e+04  1.4223298070e+04  4.068259e+09  4.760188e+02
  65  1.7829924825e+04  1.4754844086e+04  1.5292790458e+04  1.5338553778e+04  1.4757160703e+04  9.035368e+08  5.346622e+02
  66  1.6211395267e+04  1.4972610193e+04  1.4601604295e+04  1.5379048605e+04  1.4982680668e+04  2.050715e+10  5.661169e+02
  67  1.5389489290e+04  1.4846056446e+04  1.4594854984e+04  1.4864906323e+04  1.4852398056e+04  5.059674e+11  6.611359e+02
  68  1.4988230563e+04  1.5161245331e+04  1.5233212137e+04  1.4502923292e+04  1.5164724330e+04  3.587151e+09  5.202807e+02
  69  1.4958860394e+04  1.5073058880e+04  1.6048245262e+04  1.4447570315e+04  1.5073914422e+04  3.722559e+08  4.704312e+02
  70  1.4677271463e+04  1.4697925296e+04  1.7102937292e+04  1.4401457704e+04  1.4697701045e+04  1.569798e+09  4.584074e+02
  71  1.4757317468e+04  1.4926899745e+04  1.6686719030e+04  1.4779992963e+04  1.4926067399e+04  1.482677e+09  4.945229e+02
  72  1.4415752672e+04  1.6237747134e+04  1.5387806081e+04  1.6154242539e+04  1.6234463588e+04  4.716413e+08  4.342276e+02
  73  1.4651739844e+04  1.6204927646e+04  1.4586474831e+04  1.6190488072e+04  1.6191457007e+04  5.483227e+08  4.206361e+02
  74  1.4071311129e+04  1.5602144981e+04  1.4114485042e+04  1.5631836233e+04  1.5571318249e+04  1.663045e+08  3.928192e+02
  75  1.4538357090e+04  1.4577020272e+04  1.3452434724e+04  1.4644403709e+04  1.4504289021e+04  8.403329e+08  4.038858e+02
  76  1.4164287914e+04  1.4817478868e+04  1.3809881679e+04  1.4976440164e+04  1.4627883511e+04  2.788821e+10  3.835432e+02
  77  1.4346874698e+04  1.3951956422e+04  1.3277252728e+04  1.4271354245e+04  1.3625693964e+04  2.047032e+10  3.837653e+02
  78  1.4818517706e+04  1.3488409246e+04  1.3360129341e+04  1.4016748838e+04  1.3243622465e+04  2.958014e+08  4.997175e+02
  79  1.4387266900e+04  1.3554273127e+04  1.3805221041e+04  1.4306961662e+04  1.3796890664e+04  3.035591e+09  4.656706e+02
  80  1.3926980559e+04  1.3488183866e+04  1.3780287370e+04  1.3998580499e+04  1.3890787739e+04  7.054405e+09  4.408354e+02
  81  1.3050387490e+04  1.3457634265e+04  1.4061936140e+04  1.4154233854e+04  1.3605245459e+04  1.228214e+11  3.857005e+02
  82  1.3357595554e+04  1.3273042756e+04  1.3925847048e+04  1.3929015471e+04  1.3308179740e+04  2.954699e+10  3.950105e+02
  83  1.4838063425e+04  1.4067757177e+04  1.4015888127e+04  1.3985157847e+04  1.4038918477e+04  4.564099e+08  3.631583e+02
  84  1.7254685516e+04  1.3876630138e+04  1.4327805694e+04  1.4211092006e+04  1.3775111470e+04  2.335207e+10  3.305127e+02
  85  1.7348315013e+04  1.4772795538e+04  1.5525530973e+04  1.5219667276e+04  1.4618060063e+04  3.228020e+09  3.883893e+02
  86  1.6683682036e+04  1.5532650514e+04  1.5813794485e+04  1.5246451128e+04  1.5248184679e+04  4.527239e+09  4.097349e+02
  87  1.6390887818e+04  1.5498480958e+04  1.6335621935e+04  1.5293857591e+04  1.5222397183e+04  2.573510e+09  4.362289e+02
  88  1.6359293204e+04  1.5261322616e+04  1.7006201222e+04  1.5288000000e+04  1.5241825612e+04  5.292107e+08  4.114487e+02
  89  1.6730426659e+04  1.5020222102e+04  1.7273183841e+04  1.5348989804e+04  1.5264151991e+04  2.991161e+09  4.961756e+02
  90  1.7036151360e+04  1.4808172338e+04  1.7516909316e+04  1.5083348169e+04  1.5094960219e+04  3.060655e+09  4.770860e+02
  91  1.7020856306e+04  1.4631062846e+04  1.6778454756e+04  1.4695144232e+04  1.4744720547e+04  1.724965e+09  4.769068e+02
  92  1.5450037294e+04  1.4892295995e+04  1.6382783158e+04  1.5020231689e+04  1.4714826808e+04  3.808880e+09  4.491531e+02
  93  1.4518015243e+04  1.4667281139e+04  1.5431261776e+04  1.4586900425e+04  1.4347993309e+04  6.789415e+08  4.168472e+02
  94  1.4087016843e+04  1.4065760413e+04  1.5622496599e+04  1.4209085544e+04  1.3960022923e+04  3.917804e+08  3.729291e+02
  95  1.4207559485e+04  1.3953658732e+04  1.6845887807e+04  1.4337772212e+04  1.4344769081e+04  1.515077e+09  3.852902e+02
  96  1.3948625885e+04  1.4236751877e+04  1.6395706755e+04  1.5069012443e+04  1.4499896275e+04  2.856515e+09  4.319966e+02
  97  1.3587668998e+04  1.3749136409e+04  1.6234521243e+04  1.5665959019e+04  1.3864277551e+04  1.032401e+09  3.918873e+02
  98  1.3308209882e+04  1.4331621541e+04  1.4676766946e+04  1.5415155140e+04  1.4388553784e+04  6.998327e+08  3.962898e+02
  99  1.3788639048e+04  1.4578195224e+04  1.3936390350e+04  1.4290416369e+04  1.4550101031e+04  2.712732e+08  3.609300e+02
 100  1.3592299576e+04  1.5889400744e+04  1.3926396232e+04  1.3777414562e+04  1.5576948610e+04  1.226470e+09  3.045222e+02
 101  1.3335208792e+04  1.6377903162e+04  1.3867016406e+04  1.4305060363e+04  1.5347597597e+04  1.034026e+09  3.437319e+02
 102  1.3943477945e+04  1.4906281092e+04  1.3712329051e+04  1.4785569181e+04  1.3758365019e+04  2.551745e+09  3.641187e+02
 103  1.3766818213e+04  1.3984038329e+04  1.4017938222e+04  1.4622163999e+04  1.4385757401e+04  5.275630e+08  4.890935e+02
 104  1.3596082385e+04  1.4797797674e+04  1.3521618838e+04  1.5012479076e+04  1.6084686382e+04  1.663808e+10  5.231575e+02
 105  1.3638609146e+04  1.4525266263e+04  1.3675561853e+04  1.5782832192e+04  1.5109724551e+04  5.397491e+09  4.005094e+02
 106  1.3807496388e+04  1.4551682240e+04  1.3573805362e+04  1.7024578938e+04  1.4766287008e+04  8.424641e+08  3.896696e+02
 107  1.3698926749e+04  1.4581160448e+04  1.3948871209e+04  1.7114055043e+04  1.4664042553e+04  1.723793e+08  3.456742e+02
 108  1.3819072245e+04  1.6191434773e+04  1.3813215701e+04  1.5520870079e+04  1.6218146380e+04  5.465738e+08  3.781233e+02
 109  1.3751485061e+04  1.7408039522e+04  1.3564806228e+04  1.4369440908e+04  1.7263337337e+04  1.948527e+09  4.284779e+02
 110  1.3834410088e+04  1.6754726617e+04  1.3899439989e+04  1.3659416093e+04  1.6317718958e+04  3.024255e+08  4.608336e+02
 111  1.3810725995e+04  1.5204178373e+04  1.3649678678e+04  1.4236498446e+04  1.4549131658e+04  4.579679e+08  4.503481e+02
 112  1.3979354185e+04  1.3650332743e+04  1.3802993299e+04  1.4075110515e+04  1.3712013419e+04  2.900580e+10  3.759102e+02
 113  1.3562570034e+04  1.4277732033e+04  1.3474978293e+04  1.4215122089e+04  1.5146619425e+04  1.418766e+10  4.045792e+02
 114  1.3542542506e+04  1.4656518550e+04  1.3256260710e+04  1.3778979933e+04  1.5057629561e+04  4.830861e+08  4.617674e+02
 115  1.3999263699e+04  1.4218568704e+04  1.3745778697e+04  1.3759125554e+04  1.4278165709e+04  3.925112e+09  4.472487e+02
 116  1.4232688517e+04  1.4155679002e+04  1.3911774581e+04  1.3774689833e+04  1.4157582845e+04  5.714420e+09  3.800150e+02
 117  1.4503799425e+04  1.3950948928e+04  1.3758241748e+04  1.4164889551e+04  1.3944147446e+04  6.936802e+10  3.642912e+02
 118  1.3616000116e+04  1.4102508713e+04  1.4343993307e+04  1.4277454115e+04  1.4101734361e+04  7.428618e+08  4.513123e+02
 119  1.4184943193e+04  1.4464115597e+04  1.3440142856e+04  1.3883549978e+04  1.4482992508e+04  1.737607e+09  4.044789e+02
 120  1.4179411261e+04  1.3597638619e+04  1.3845550332e+04  1.3509477562e+04  1.3638091362e+04  2.836095e+09  3.514525e+02
 121  1.3520765849e+04  1.4207424538e+04  1.3888652058e+04  1.4086743840e+04  1.4224113610e+04  1.318562e+09  3.246659e+02
 122  1.3618825077e+04  1.4158915213e+04  1.3636750346e+04  1.3668081358e+04  1.4163430093e+04  7.544624e+09  3.689644e+02
 123  1.3332284484e+04  1.3670963682e+04  1.3162368176e+04  1.3304897144e+04  1.3671125777e+04  2.568659e+09  4.484590e+02
 124  1.3223161044e+04  1.3194258145e+04  1.3468265516e+04  1.3191449352e+04  1.3194003486e+04  9.140554e+09  4.438073e+02
 125  1.3065318561e+04  1.3332728453e+04  1.3027481107e+04  1.3196224915e+04  1.3331206697e+04  1.504447e+10  3.528254e+02
 126  1.2572552629e+04  1.2868542730e+04  1.3025299689e+04  1.2916346233e+04  1.2861198700e+04  1.895005e+09  3.540144e+02
 127  1.2704186449e+04  1.2933117799e+04  1.2895339933e+04  1.2924804060e+04  1.2922576214e+04  7.636615e+08  4.143383e+02
 128  1.2681872742e+04  1.2849356715e+04  1.2804886567e+04  1.2859071195e+04  1.2835314410e+04  1.460620e+09  3.897229e+02
 129  1.2811116053e+04  1.2688996178e+04  1.2845327244e+04  1.2717514223e+04  1.2653803223e+04  4.412773e+08  3.053264e+02
 130  1.2595986744e+04  1.2852936163e+04  1.2876424348e+04  1.2956122877e+04  1.2743903954e+04  1.410984e+09  2.763252e+02
 131  1.2737103533e+04  1.2347311286e+04  1.2724366546e+04  1.2527984674e+04  1.2459264826e+04  8.457374e+09  2.864466e+02
 132  1.2503838827e+04  1.2300346662e+04  1.2396969952e+04  1.2562621382e+04  1.2387715851e+04  6.973819e+08  2.661542e+02
 133  1.2888072267e+04  1.2258536944e+04  1.2700367239e+04  1.2657163031e+04  1.2287653641e+04  1.065658e+09  2.748584e+02
 134  1.2985357921e+04  1.2691509603e+04  1.2733675667e+04  1.2497218891e+04  1.2690112687e+04  4.261280e+09  2.398802e+02
 135  1.3291841773e+04  1.2610926691e+04  1.3106168319e+04  1.2677276679e+04  1.2555178692e+04  3.638908e+08  2.362886e+02
 136  1.3648102785e+04  1.2773221363e+04  1.3108114128e+04  1.2792375229e+04  1.2666492490e+04  5.482941e+09  2.717167e+02
 137  1.3616675965e+04  1.2917454238e+04  1.3449917769e+04  1.3030872879e+04  1.2917435659e+04  1.928733e+10  2.807031e+02
 138  1.3162926664e+04  1.3196743235e+04  1.4012038253e+04  1.3561630580e+04  1.3257518320e+04  1.165161e+09  2.768485e+02
 139  1.3118455685e+04  1.3425013669e+04  1.4094964775e+04  1.3888511511e+04  1.3452955660e+04  1.979298e+08  2.900807e+02
 140  1.2404950645e+04  1.3970956732e+04  1.4544774457e+04  1.3504568708e+04  1.3936749119e+04  4.450599e+08  3.170928e+02
 141  1.2342929810e+04  1.3416614774e+04  1.3468106326e+04  1.3390637924e+04  1.3234031283e+04  2.456476e+08  4.449952e+02
 142  1.2275075090e+04  1.3438486820e+04  1.2266937678e+04  1.3020419655e+04  1.2900969266e+04  7.547057e+08  3.923280e+02
 143  1.2279881895e+04  1.2964196234e+04  1.3297845841e+04  1.3693504446e+04  1.2218817619e+04  3.104968e+09  3.227629e+02
 144  1.2101723581e+04  1.2829297720e+04  1.4886733960e+04  1.5641833141e+04  1.2404326342e+04  1.324976e+09  3.019008e+02
 145  1.1849839519e+04  1.2345756842e+04  1.5784348704e+04  1.5895959738e+04  1.2504330770e+04  6.439095e+08  3.153044e+02
 146  1.1882824039e+04  1.2557356410e+04  1.4145217142e+04  1.4534635049e+04  1.2387610585e+04  6.907415e+08  3.271455e+02
 147  1.1809574159e+04  1.3867775020e+04  1.2676499201e+04  1.3073368349e+04  1.2357951934e+04  2.537511e+09  2.585900e+02
 148  1.1922601080e+04  1.5086760819e+04  1.2152413423e+04  1.1968529400e+04  1.2149687074e+04  2.082907e+09  2.440229e+02
 149  1.1835969109e+04  1.3672324162e+04  1.1798673824e+04  1.1888890949e+04  1.1637656121e+04  4.975955e+10  2.206721e+02
 150  1.2128323716e+04  1.2614207863e+04  1.2084221779e+04  1.1800054237e+04  1.1880688196e+04  1.499046e+08  2.365621e+02
 151  1.1767212413e+04  1.1972939489e+04  1.2233995913e+04  1.1784230819e+04  1.2187337035e+04  2.239575e+08  2.136593e+02
 152  1.1673826142e+04  1.1787217483e+04  1.2722623629e+04  1.1912749473e+04  1.2922986033e+04  1.555091e+08  2.401702e+02
 153  1.1461335311e+04  1.2350571809e+04  1.3111570463e+04  1.1902873603e+04  1.4591059180e+04  5.086650e+08  2.603749e+02
 154  1.1407225364e+04  1.2350301697e+04  1.2253843152e+04  1.1735710971e+04  1.4829158843e+04  2.825245e+08  2.922013e+02
 155  1.1381485892e+04  1.2068278419e+04  1.1342702324e+04  1.2082910908e+04  1.3485121282e+04  7.237396e+08  3.186473e+02
 156  1.1201032872e+04  1.1690811435e+04  1.2250740386e+04  1.2329796105e+04  1.2223301027e+04  2.625618e+09  2.353667e+02
 157  1.1713962098e+04  1.1377628927e+04  1.4231329945e+04  1.2416582461e+04  1.1593629285e+04  3.331064e+08  2.577946e+02
 158  1.1932958171e+04  1.1517501465e+04  1.3643957197e+04  1.1732086600e+04  1.1590870890e+04  1.535000e+10  2.780102e+02
 159  1.1607214121e+04  1.1644166265e+04  1.2866106793e+04  1.1360256335e+04  1.1653887248e+04  6.491793e+08  2.532231e+02
 160  1.1600759893e+04  1.1897758444e+04  1.2142787818e+04  1.3477222266e+04  1.1773325104e+04  4.943863e+08  2.284262e+02
 161  1.1759076763e+04  1.2378849058e+04  1.2011975358e+04  1.4216119302e+04  1.2223210053e+04  3.517829e+09  2.020246e+02
 162  1.2015714787e+04  1.3052270301e+04  1.1708283563e+04  1.3364420825e+04  1.2072071570e+04  2.575724e+09  1.988470e+02
 163  1.1880366311e+04  1.2301250668e+04  1.2012446878e+04  1.2166077429e+04  1.1590017774e+04  1.387537e+10  2.159685e+02
 164  1.2274297534e+04  1.1595454282e+04  1.2711879169e+04  1.1979328863e+04  1.1817021621e+04  8.445881e+08  2.260340e+02
 165  1.1932152257e+04  1.2229530163e+04  1.4129839065e+04  1.1997234348e+04  1.2720413201e+04  5.160309e+08  2.211291e+02
 166  1.2940452082e+04  1.3654554112e+04  1.4881597764e+04  1.2541099154e+04  1.3652413706e+04  2.463637e+09  2.897675e+02
 167  1.3394755828e+04  1.4060411374e+04  1.3711360545e+04  1.2833870188e+04  1.3921670015e+04  1.015617e+08  3.209712e+02
 168  1.4888990438e+04  1.3525241587e+04  1.3207861901e+04  1.2658644477e+04  1.3577605091e+04  3.290982e+08  2.562441e+02
 169  1.6801727991e+04  1.2975777433e+04  1.2621373618e+04  1.2917864839e+04  1.2866925662e+04  9.429417e+08  2.735633e+02
 170  1.6480419237e+04  1.2794766430e+04  1.2888660442e+04  1.2977938203e+04  1.2754553069e+04  6.333858e+07  3.693135e+02
 171  1.4561859852e+04  1.2595331834e+04  1.3321491808e+04  1.3486733037e+04  1.2847877957e+04  2.206946e+09  3.517934e+02
 172  1.3298365599e+04  1.3372156745e+04  1.3738462214e+04  1.3723400162e+04  1.3824074653e+04  1.590004e+08  3.272999e+02
 173  1.3315495935e+04  1.3765399522e+04  1.3327656658e+04  1.3044399258e+04  1.3950819331e+04  5.124630e+09  3.060963e+02
 174  1.3235128364e+04  1.3505054461e+04  1.3493887209e+04  1.2961557931e+04  1.3382938392e+04  2.851974e+08  3.234955e+02
 175  1.4774096075e+04  1.3172450038e+04  1.3247193212e+04  1.4337691864e+04  1.3060900428e+04  1.070246e+08  2.997863e+02
 176  1.6422725445e+04  1.3395512681e+04  1.3333732261e+04  1.4326883262e+04  1.3394697458e+04  1.354455e+09  3.070095e+02
 177  1.7259529986e+04  1.3221325198e+04  1.3134930529e+04  1.4347502082e+04  1.3274507298e+04  4.505610e+08  2.974190e+02
 178  1.6246981265e+04  1.3396045984e+04  1.3606233865e+04  1.4124923787e+04  1.3743039547e+04  2.780684e+08  3.735070e+02
 179  1.4909767799e+04  1.3630468224e+04  1.3194357582e+04  1.3782075315e+04  1.3698001606e+04  2.139392e+09  3.621940e+02
 180  1.3829434241e+04  1.3573530123e+04  1.3831969925e+04  1.3034771958e+04  1.3486056800e+04  1.488109e+08  2.994915e+02
 181  1.4077954308e+04  1.3014698767e+04  1.4144264703e+04  1.3680261986e+04  1.3188121928e+04  1.239007e+08  3.081434e+02
 182  1.3890293982e+04  1.3790999384e+04  1.3986079937e+04  1.3908926630e+04  1.3867071789e+04  9.665439e+07  3.410434e+02
 183  1.4520077837e+04  1.3740562434e+04  1.3712331385e+04  1.4477495916e+04  1.3486609062e+04  3.527064e+08  3.735766e+02
 184  1.5963646603e+04  1.3748995600e+04  1.3422824740e+04  1.5103548722e+04  1.3860292638e+04  8.522610e+08  3.668476e+02
 185  1.6481352467e+04  1.3656247215e+04  1.3397045644e+04  1.4456852216e+04  1.4239790448e+04  1.970070e+08  3.550080e+02
 186  1.5723748067e+04  1.3294542038e+04  1.3223767693e+04  1.3910067721e+04  1.4955255397e+04  9.917713e+07  4.321082e+02
 187  1.4004619625e+04  1.3358902350e+04  1.3217605229e+04  1.3288606849e+04  1.5218133920e+04  1.038876e+09  3.701874e+02
 188  1.3569299063e+04  1.3481566081e+04  1.3199039965e+04  1.2881868187e+04  1.4303787470e+04  8.137783e+07  2.677271e+02
 189  1.3704386919e+04  1.3319470260e+04  1.2948273707e+04  1.2864930315e+04  1.3701234397e+04  2.922882e+08  2.756134e+02
 190  1.3756625440e+04  1.3598674641e+04  1.3381132986e+04  1.3356016172e+04  1.3972991090e+04  1.815872e+08  2.715419e+02
 191  1.4392091230e+04  1.3875786104e+04  1.4171863956e+04  1.3715334484e+04  1.4382240716e+04  3.677872e+08  2.975259e+02
 192  1.5946234921e+04  1.4192512392e+04  1.3687611917e+04  1.3912745236e+04  1.5344627724e+04  2.508402e+08  3.315857e+02
 193  1.5705492824e+04  1.4167019729e+04  1.3414900372e+04  1.3755562075e+04  1.5005568033e+04  2.459369e+08  3.595007e+02
 194  1.4627170412e+04  1.3817969171e+04  1.3348140844e+04  1.3862982075e+04  1.3760377902e+04  1.052050e+08  2.796295e+02
 195  1.4555109989e+04  1.4419918446e+04  1.3822328603e+04  1.3904308397e+04  1.3552553708e+04  2.167227e+09  2.827607e+02
 196  1.4281959508e+04  1.5243448954e+04  1.4005500634e+04  1.4424226288e+04  1.3272389988e+04  3.189198e+08  3.116255e+02
 197  1.4784408785e+04  1.4596780467e+04  1.4750707102e+04  1.4395952765e+04  1.3931730689e+04  1.366546e+09  3.220228e+02
 198  1.4423587902e+04  1.3772873629e+04  1.5526365705e+04  1.4910532117e+04  1.4230772291e+04  1.463723e+08  3.320735e+02
 199  1.4215850077e+04  1.5244989210e+04  1.5669960051e+04  1.5018810605e+04  1.4841679150e+04  3.193272e+10  3.660801e+02
 200  1.5144266704e+04  1.6203612437e+04  1.5726321375e+04  1.5192665599e+04  1.4932468784e+04  8.171905e+09  3.166622e+02
