iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag
  81  8.2361435975e+04  7.3131510691e+04  7.7735370585e+04  7.8291124401e+04  7.0443226729e+04  2.225816e+11  4.569489e+02
  82  9.4479242554e+04  9.2894820523e+04  9.3434914930e+04  9.5415650876e+04  8.2095699083e+04  1.914282e+11  5.241433e+02
  83  1.1719315337e+05  9.7934770128e+04  1.1534121123e+05  1.1985783579e+05  9.0889903686e+04  2.921109e+11  5.681115e+02
  84  1.4643158797e+05  8.2354696672e+04  1.2737537194e+05  1.2007512102e+05  7.9334521717e+04  3.376111e+10  6.872392e+02
  85  1.2669078099e+05  9.1419306845e+04  1.2452775228e+05  1.0558805266e+05  8.9304309235e+04  3.796271e+10  6.504252e+02
  86  1.2349825711e+05  1.1675753310e+05  9.1160985339e+04  1.1304922029e+05  1.1657924563e+05  1.506304e+12  7.171048e+02
  87  1.4523483322e+05  1.4516501529e+05  1.0352636518e+05  1.4448654515e+05  1.4589198328e+05  7.636296e+10  5.595439e+02
  88  1.6981545344e+05  1.0860938125e+05  1.2509254737e+05  1.0715075645e+05  1.0878218678e+05  5.680410e+10  6.959553e+02
  89  1.6352892504e+05  1.0600214820e+05  1.1752268261e+05  9.7973862310e+04  1.0461355996e+05  4.970895e+11  7.486094e+02
  90  1.2564669007e+05  1.3854876629e+05  1.1874785657e+05  1.2685387676e+05  1.3481149957e+05  4.705283e+12  6.592147e+02
  91  8.5148373542e+04  1.1610968828e+05  1.2855228054e+05  1.1850311618e+05  1.1352134742e+05  4.950207e+11  9.816752e+02
  92  9.6515410327e+04  1.1552996744e+05  1.1721480753e+05  1.1176086013e+05  1.1538630269e+05  1.061835e+11  9.143510e+02
  93  1.3340013359e+05  1.1533793076e+05  1.2375336298e+05  1.1500349463e+05  1.1572271189e+05  2.590659e+11  7.151593e+02
  94  1.5719826360e+05  1.1111214717e+05  1.2183414930e+05  1.1199056417e+05  1.1168603307e+05  9.655602e+10  7.309445e+02
  95  1.4030459505e+05  1.0780554464e+05  1.1335641265e+05  1.1037089008e+05  1.0970854071e+05  1.721234e+12  8.150788e+02
  96  1.1520442189e+05  1.1343890324e+05  1.0957099061e+05  1.2181020988e+05  1.1933540551e+05  2.133530e+10  8.493426e+02
  97  1.0858633350e+05  1.1203926169e+05  1.3803920232e+05  1.4435869282e+05  1.3367106709e+05  3.293536e+10  6.729187e+02
  98  1.0572268837e+05  7.7234507521e+04  1.5076281006e+05  1.4872498410e+05  1.1348409637e+05  2.838429e+10  5.920424e+02
  99  1.1090337601e+05  7.5267642769e+04  1.0673043427e+05  1.0101552071e+05  6.3923836681e+04  1.431091e+11  5.530433e+02
 100  1.0346889820e+05  1.1285798907e+05  5.9576093998e+04  6.0601528694e+04  8.8573841014e+04  3.559519e+10  5.019010e+02
 101  1.0675612292e+05  1.4213482906e+05  9.5387743615e+04  1.0062249259e+05  1.3075592358e+05  2.230970e+10  4.299157e+02
 102  1.1850699848e+05  1.1844684911e+05  1.0745567600e+05  1.0850119911e+05  1.1714297043e+05  2.830082e+11  4.517097e+02
 103  8.7303860645e+04  8.3125434279e+04  8.5040901594e+04  8.2704196556e+04  8.5611952810e+04  1.271387e+11  3.358822e+02
 104  5.9001953478e+04  6.4221865435e+04  6.8230843934e+04  6.3542798931e+04  6.6801324059e+04  8.019864e+09  2.574284e+02
 105  4.6483879596e+04  6.7200297142e+04  5.5846757184e+04  5.6371612714e+04  5.9177303757e+04  3.059559e+10  2.556029e+02
 106  8.2008035693e+04  8.6856683427e+04  6.7859197284e+04  7.8002532061e+04  7.9378443018e+04  1.237350e+11  2.284020e+02
 107  7.8211834257e+04  6.3881848940e+04  7.6508406440e+04  6.3040389847e+04  6.7990613940e+04  2.365275e+13  3.388990e+02
 108  5.5592801942e+04  5.7255487492e+04  6.4180178373e+04  5.7184796861e+04  5.7376089236e+04  4.612338e+10  3.544579e+02
 109  5.4833357947e+04  6.3914707165e+04  6.6961435588e+04  6.4620385143e+04  6.5103160476e+04  5.050068e+09  3.054154e+02
 110  6.2815512018e+04  6.0014709664e+04  6.1071243380e+04  6.1362651312e+04  6.4320155224e+04  1.342081e+10  2.944124e+02
 111  6.6032940825e+04  6.6532736724e+04  7.1471525407e+04  7.1002281879e+04  7.7243777847e+04  7.245378e+10  2.182554e+02
 112  6.0805002786e+04  5.4476778759e+04  6.2799280505e+04  6.0297120329e+04  6.5599910244e+04  1.220064e+10  2.704600e+02
 113  4.6041494298e+04  5.6280647615e+04  5.7059508585e+04  5.9218730010e+04  6.5829553485e+04  2.670561e+10  2.136840e+02
 114  4.0435628701e+04  6.0286872601e+04  5.7895048769e+04  6.2119377202e+04  6.3291310241e+04  4.336660e+10  2.486419e+02
 115  3.4201268701e+04  5.7387079800e+04  5.8177619339e+04  6.0267427488e+04  5.9599390064e+04  3.769807e+09  2.309106e+02
 116  3.6988722187e+04  5.4966658112e+04  7.5828630371e+04  7.0243783042e+04  6.7646648993e+04  3.117907e+10  1.620672e+02
 117  4.7569992697e+04  4.2764218314e+04  6.2740992405e+04  4.8835921206e+04  4.5605063579e+04  1.247795e+12  2.111871e+02
 118  5.1295752900e+04  5.6077868148e+04  4.6053570198e+04  4.9036698094e+04  4.1505821086e+04  4.584323e+09  1.909183e+02
 119  4.6316661449e+04  7.6077181862e+04  7.2988457608e+04  7.5188914928e+04  6.9649578663e+04  1.473903e+11  1.392140e+02
 120  3.8194560227e+04  6.8326838065e+04  8.7057739369e+04  8.2496670284e+04  8.6245438047e+04  2.957177e+10  1.609585e+02
 121  3.8841050926e+04  5.0986813668e+04  6.5592288327e+04  5.6996213208e+04  6.4130241478e+04  1.463113e+09  1.714040e+02
 122  3.4095824216e+04  7.1252784030e+04  5.5845675356e+04  6.4130443067e+04  5.5865921777e+04  1.491742e+10  1.740584e+02
 123  3.2166024811e+04  6.7014956659e+04  6.4666830075e+04  6.8322690345e+04  6.6159943894e+04  6.060246e+10  2.104138e+02
 124  3.5617659987e+04  5.4268313554e+04  6.5483494592e+04  5.9334661978e+04  6.6047034877e+04  3.760706e+09  1.486395e+02
 125  3.5174288160e+04  3.8236578926e+04  5.8238839549e+04  4.2871533493e+04  5.8193271364e+04  2.637112e+10  1.153825e+02
 126  3.9832805247e+04  3.3358756811e+04  4.4501059763e+04  3.2636666496e+04  4.1509207075e+04  4.550809e+10  1.088857e+02
 127  4.2455669496e+04  5.3340868534e+04  3.7226811843e+04  5.1150235816e+04  3.5055647648e+04  3.212587e+10  1.076989e+02
 128  3.9023737764e+04  6.0072679181e+04  4.0201018097e+04  5.2577256224e+04  4.3754370387e+04  1.487618e+10  1.453575e+02
 129  3.6064077264e+04  5.6259626732e+04  4.6460958578e+04  4.1700334387e+04  4.4915191907e+04  3.894263e+09  1.439533e+02
 130  3.5185404520e+04  4.8363307745e+04  4.5010579379e+04  3.4392974166e+04  3.7246910637e+04  2.275778e+09  1.351125e+02
 131  3.9240196151e+04  3.8448136496e+04  3.4961607286e+04  4.8651872235e+04  3.1630048498e+04  3.075593e+10  1.191594e+02
 132  4.9977249195e+04  4.7600804027e+04  3.1046176705e+04  4.7345792464e+04  3.6463311972e+04  8.077761e+09  1.099958e+02
 133  6.0874981862e+04  5.0728857271e+04  2.9913111506e+04  4.0653452891e+04  4.1126732523e+04  1.097268e+11  1.113420e+02
 134  4.8416826750e+04  4.2779699111e+04  3.2168611782e+04  3.6496024551e+04  4.0594853664e+04  1.088685e+10  1.447587e+02
 135  4.2018643867e+04  3.8691581307e+04  3.2945643475e+04  4.0578738078e+04  4.1874453119e+04  2.192305e+10  1.589417e+02
 136  4.8332512596e+04  4.4310039314e+04  2.9672585597e+04  4.6804416886e+04  4.7649832067e+04  2.076942e+11  1.523457e+02
 137  4.5433067825e+04  4.2625085572e+04  2.8858190103e+04  4.1395522077e+04  4.3550263007e+04  2.389808e+10  1.522206e+02
 138  4.1907946256e+04  4.1693266219e+04  3.0327796359e+04  4.3309963750e+04  3.9891016332e+04  5.339095e+10  1.448239e+02
 139  4.4952311409e+04  4.4731321644e+04  3.1735547262e+04  4.5601639269e+04  4.1193293435e+04  1.084814e+10  1.124986e+02
 140  4.6950133448e+04  4.1484954767e+04  3.2255523806e+04  3.8615369375e+04  3.9296477196e+04  4.247235e+10  1.173889e+02
 141  5.4717077724e+04  3.5693746231e+04  3.5009228498e+04  3.3534671729e+04  3.5905875174e+04  3.345058e+10  1.032682e+02
 142  6.9708190402e+04  3.4103811400e+04  3.1151585000e+04  3.2462229622e+04  3.4520106605e+04  4.757678e+09  1.250457e+02
 143  8.3728627848e+04  3.5739942473e+04  3.0606231000e+04  3.1517498378e+04  3.6044924858e+04  4.534818e+11  1.072280e+02
 144  7.4037691262e+04  3.3810650156e+04  2.8077533795e+04  2.7622562372e+04  3.6715677305e+04  1.847015e+10  1.275280e+02
 145  3.3300398447e+04  3.2533381749e+04  3.2690744868e+04  2.8095790432e+04  3.8064070618e+04  5.549767e+10  1.205658e+02
 146  5.5493766861e+04  3.2887936755e+04  3.5461905645e+04  3.0389404469e+04  3.8784882828e+04  5.175005e+09  1.105497e+02
 147  7.5815905111e+04  3.1879947804e+04  3.3310447610e+04  2.9883682772e+04  3.3294937033e+04  4.629079e+10  1.228637e+02
 148  5.5760378843e+04  3.4084469191e+04  2.9068992690e+04  2.9159401914e+04  2.9129712666e+04  3.719648e+10  1.323791e+02
 149  3.0710261395e+04  3.3006181239e+04  2.5719849455e+04  2.6600393381e+04  2.4559538758e+04  2.241826e+10  8.842920e+01
 150  4.6186563487e+04  2.7971440292e+04  2.6624125000e+04  2.7248822066e+04  2.4648484254e+04  7.226320e+09  8.006947e+01
 151  5.3993773839e+04  2.6975724791e+04  2.4619170417e+04  2.7114038283e+04  2.5207489681e+04  3.273914e+09  6.363558e+01
 152  7.0914897740e+04  2.7998686826e+04  2.6354384834e+04  3.1964660486e+04  2.6185055891e+04  2.149078e+12  5.506037e+01
 153  6.1859370981e+04  3.1408175241e+04  3.0190995214e+04  2.9698775732e+04  2.5749935922e+04  3.643851e+10  5.916772e+01
 154  4.8640752768e+04  4.0496956133e+04  3.9438075409e+04  2.7861573251e+04  2.7628692332e+04  1.141000e+10  7.033459e+01
 155  3.4747432725e+04  3.9968515609e+04  4.3604506189e+04  2.8168671392e+04  3.0539400387e+04  1.085711e+10  1.042433e+02
 156  2.6248564533e+04  2.9967411633e+04  3.5202007215e+04  3.0391779941e+04  3.6189614422e+04  2.954325e+10  1.229684e+02
 157  2.5171341434e+04  2.9598629157e+04  3.3070881452e+04  3.2844956508e+04  3.4494365453e+04  2.041045e+09  7.763459e+01
 158  2.7962030548e+04  2.7139171984e+04  3.1453346785e+04  3.2876118506e+04  2.8066371622e+04  1.845973e+09  8.898653e+01
 159  2.6862918100e+04  3.1041453574e+04  3.2859341442e+04  3.8538284342e+04  3.1203032673e+04  3.751990e+09  7.423333e+01
 160  2.7729209497e+04  3.0681402836e+04  3.6049643993e+04  3.7002559047e+04  3.0287638667e+04  2.490506e+09  9.467121e+01
 161  2.4275550717e+04  3.1197852234e+04  2.8982603334e+04  2.8362851197e+04  2.8778439708e+04  2.190917e+10  9.868337e+01
 162  2.1948942977e+04  3.0739358484e+04  2.9850786254e+04  2.8067566478e+04  3.0763090612e+04  9.126472e+09  6.492809e+01
 163  2.0333160868e+04  2.7691005904e+04  3.5068802774e+04  3.2398510583e+04  2.8131622065e+04  2.018768e+10  6.758453e+01
 164  2.2070931424e+04  2.9033173853e+04  2.8257739471e+04  2.7520744176e+04  2.6868482056e+04  1.070197e+11  9.882745e+01
 165  2.1100745889e+04  2.6851120200e+04  2.5318613548e+04  2.5149160145e+04  3.1642976345e+04  1.205070e+10  6.388772e+01
 166  2.0880220168e+04  2.4267982528e+04  2.9253933753e+04  3.0249716957e+04  3.0726092104e+04  2.326675e+09  5.060377e+01
 167  1.9393677629e+04  2.3602475802e+04  3.3651328414e+04  3.3949737908e+04  2.6337788518e+04  1.001993e+10  4.861191e+01
 168  1.7489215632e+04  2.4852577814e+04  3.0656125261e+04  2.7132820568e+04  2.5988806206e+04  1.205326e+09  5.119167e+01
 169  1.5829290506e+04  2.3412319492e+04  2.9059929250e+04  2.9092593697e+04  2.4485824144e+04  9.996770e+08  3.910675e+01
 170  1.6923596190e+04  2.0640033333e+04  2.7664828212e+04  3.1004515800e+04  2.0882040513e+04  4.752932e+10  4.909648e+01
 171  1.7523836464e+04  1.9597105092e+04  3.0751109248e+04  3.1963715429e+04  2.0101605110e+04  6.756194e+08  4.956879e+01
 172  1.6945234626e+04  1.9702944348e+04  2.8661712440e+04  2.3891648750e+04  1.9200264165e+04  2.227299e+10  5.669277e+01
 173  1.7968195968e+04  2.2012961273e+04  2.5976126886e+04  2.2076562051e+04  1.9396144772e+04  2.636904e+10  4.262207e+01
 174  2.8146051813e+04  2.2272390801e+04  2.4720647241e+04  2.5579962158e+04  1.9572212139e+04  3.335411e+09  4.351835e+01
 175  2.2892299598e+04  2.2178254575e+04  2.3847064725e+04  2.3674280390e+04  2.0680630551e+04  5.733074e+08  3.864158e+01
 176  1.7219041662e+04  2.1353030324e+04  2.1900727294e+04  1.8476183156e+04  2.3703364149e+04  1.087641e+10  3.376477e+01
 177  1.4178776514e+04  2.0767580119e+04  1.9682965630e+04  2.0108741184e+04  2.6691956541e+04  2.783087e+09  3.528535e+01
 178  1.5307014504e+04  2.2682382238e+04  2.5706687690e+04  2.6518164642e+04  2.9786708445e+04  1.214443e+09  2.776752e+01
 179  1.5733379449e+04  1.9474064804e+04  3.0204169249e+04  2.3373059363e+04  2.4941911394e+04  7.272992e+08  2.876763e+01
 180  1.5561478443e+04  1.9291082292e+04  3.5141274650e+04  1.9093819733e+04  2.5510529904e+04  4.856698e+09  2.741100e+01
 181  1.5457497336e+04  2.2694129637e+04  2.5122364220e+04  2.4578208234e+04  3.0444796468e+04  1.421476e+09  3.643975e+01
 182  1.6432025552e+04  2.8379456232e+04  2.8338335307e+04  3.2535495447e+04  3.0353753244e+04  2.063857e+09  3.020351e+01
 183  1.6457528578e+04  2.0846765888e+04  3.1388917280e+04  2.2716084170e+04  2.1499266592e+04  9.875559e+08  4.199264e+01
 184  1.5018643192e+04  2.3913786484e+04  2.7440993568e+04  2.5615525292e+04  2.6333251375e+04  1.645445e+09  3.339356e+01
 185  1.2425399306e+04  2.4838360010e+04  2.0544037383e+04  2.7448483820e+04  2.6610553095e+04  1.564764e+09  3.249630e+01
 186  1.2079804091e+04  2.3657862625e+04  2.1442674460e+04  2.5089377513e+04  2.3573359879e+04  3.678040e+08  2.467536e+01
 187  1.1458332484e+04  1.7802005280e+04  2.9180438379e+04  1.6551580468e+04  2.1881983822e+04  8.510325e+08  2.084057e+01
 188  1.1554391711e+04  1.4670711503e+04  2.3933657639e+04  1.6836698964e+04  2.4604287106e+04  1.081502e+09  2.635180e+01
 189  1.0841703554e+04  2.1554416346e+04  1.6633183219e+04  2.4963322856e+04  2.4705472754e+04  3.236577e+09  2.621586e+01
 190  1.0322162124e+04  2.3903587681e+04  2.6368368929e+04  2.3249051594e+04  1.7877131761e+04  2.209168e+09  2.059637e+01
 191  8.8550230348e+03  1.5325694503e+04  2.5465617291e+04  1.6574030771e+04  1.9783798624e+04  2.502968e+09  1.826509e+01
 192  1.2726368575e+04  1.5813658906e+04  1.7598559941e+04  1.8803914486e+04  2.3189180926e+04  5.402970e+09  1.657311e+01
 193  1.5624754658e+04  2.2214762659e+04  1.7390439672e+04  2.0499328379e+04  2.6401591467e+04  1.994629e+09  1.330434e+01
 194  1.0611608431e+04  1.6218427051e+04  2.1956582612e+04  1.3779730041e+04  2.0331861105e+04  3.004935e+09  1.268124e+01
 195  8.5841521780e+03  1.2828129716e+04  2.4654624232e+04  1.1539662387e+04  1.1327381339e+04  1.703027e+09  1.000320e+01
 196  8.8329904354e+03  1.8732090967e+04  2.0167217756e+04  1.5329624131e+04  1.5642647858e+04  2.371396e+09  9.938766e+00
 197  9.3105829118e+03  2.4163382545e+04  9.7964499692e+03  2.1096125900e+04  2.3829259325e+04  4.356245e+09  1.115397e+01
 198  9.5729504822e+03  2.3900849859e+04  1.8614636822e+04  2.1770585660e+04  2.5121824138e+04  3.515410e+08  1.096073e+01
 199  9.3256376472e+03  1.5746552639e+04  2.1308672413e+04  1.3015284553e+04  1.7773355339e+04  1.687483e+09  9.269847e+00
 200  1.3054744470e+04  7.8402724442e+03  1.4509018437e+04  1.3798388312e+04  1.0146200471e+04  1.322199e+11  7.509961e+00
