iter  res_double64      res_float32      res_posit32q
 256  5.767094e-19  3.927564e-07  1.809634e-06
 257  3.636239e-19  4.233984e-07  1.397562e-06
 258  2.836024e-19  4.438972e-07  1.108357e-06
 259  3.938305e-19  1.002572e-06  7.414942e-07
 260  4.750677e-19  4.307132e-07  8.711546e-07
 261  1.230172e-18  2.983951e-07  1.263416e-06
 262  2.556202e-18  2.154763e-07  1.671383e-06
 263  1.220802e-18  2.182105e-07  1.437067e-06
 264  1.237794e-18  1.506555e-07  1.171031e-06
 265  1.256282e-18  1.648242e-07  1.337994e-06
 266  1.569902e-18  2.270307e-07  1.288808e-06
 267  1.095310e-18  1.733725e-07  1.070687e-06
 268  6.698580e-19  1.868251e-07  1.126797e-06
 269  1.863257e-19  1.909887e-07  8.579882e-07
 270  1.238493e-19  1.728040e-07  1.183423e-06
 271  2.421180e-19  3.636414e-07  9.595009e-07
 272  1.046655e-18  1.393668e-07  1.234255e-06
 273  1.456033e-18  2.165910e-07  2.194496e-06
 274  1.072238e-18  1.030807e-07  3.019641e-06
 275  8.113551e-19  1.060061e-07  1.094354e-06
 276  1.161747e-18  9.958596e-08  6.462157e-07
 277  5.258693e-19  7.442192e-08  4.801760e-07
 278  5.323770e-19  9.412651e-08  5.520677e-07
 279  5.518610e-19  6.782333e-08  5.301737e-07
 280  1.836037e-19  6.159216e-08  4.712198e-07
 281  4.339689e-19  7.397515e-08  6.132800e-07
 282  6.904494e-19  6.957628e-08  5.053006e-07
 283  7.749689e-19  6.734619e-08  5.761945e-07
 284  1.077119e-18  3.846822e-08  5.280016e-07
 285  4.495970e-19  4.496783e-08  5.551089e-07
 286  2.447993e-19  5.144898e-08  5.142874e-07
 287  5.706824e-19  5.508508e-08  4.527320e-07
 288  2.983122e-19  2.605688e-07  6.143977e-07
 289  4.769157e-20  9.840608e-08  6.152188e-07
 290  2.168197e-20  1.126473e-07  6.988619e-07
 291  4.082705e-20  3.466611e-08  4.654992e-07
 292  5.689432e-20  4.321822e-08  2.909999e-07
 293  8.110359e-20  1.019788e-07  1.641164e-07
 294  5.040501e-20  8.084953e-08  1.831097e-07
 295  6.934416e-20  3.845157e-08  2.052463e-07
 296  1.092142e-19  4.381619e-08  1.016945e-07
 297  1.817963e-19  1.870655e-08  1.436571e-07
 298  3.957398e-20  1.475382e-08  1.363497e-07
 299  1.024095e-19  4.812057e-09  9.350636e-08
 300  6.374044e-20  2.730935e-09  1.501879e-07
 301  5.023082e-20  5.308541e-09  1.003103e-07
 302  1.157268e-19  4.267343e-09  1.071567e-07
 303  4.009687e-19  2.858217e-09  6.031033e-08
 304  1.552308e-19  2.129447e-09  1.294227e-08
 305  2.713683e-19  1.090691e-09  2.562618e-08
 306  1.077297e-19  6.634235e-10  3.104384e-08
 307  3.488871e-19  9.571430e-10  1.488182e-08
 308  2.415694e-19  1.040996e-09  9.189439e-09
 309  2.249498e-19  7.414512e-10  1.582114e-08
 310  1.334814e-19  6.686822e-10  1.786700e-08
 311  7.212249e-20  8.279739e-10  9.912578e-09
 312  9.504989e-20  7.744215e-10  9.776635e-09
 313  2.123028e-19  7.162160e-10  4.075135e-08
 314  2.114095e-19  2.266572e-09  2.820088e-08
 315  6.183539e-20  3.166509e-09  2.562883e-08
 316  1.723036e-19  4.917591e-09  3.444989e-08
 317  1.682725e-19  3.090972e-09  3.418926e-08
 318  7.881018e-20  6.614104e-09  4.095768e-08
 319  6.725780e-20  5.490734e-09  5.499438e-08
 320  2.942666e-20  1.022465e-09  9.192182e-08
 321  1.724987e-20  2.333136e-09  4.491882e-08
 322  2.274128e-20  1.785799e-09  4.287309e-08
 323  1.230496e-20  1.458758e-09  2.194514e-08
 324  8.946119e-21  7.046545e-10  2.066823e-08
 325  1.666384e-20  5.444328e-10  1.220419e-08
 326  1.106771e-20  3.644262e-10  1.042015e-08
 327  6.293502e-21  4.299134e-10  7.330815e-09
 328  1.085801e-20  5.645785e-10  1.263281e-08
 329  2.476400e-21  4.128654e-10  8.614341e-09
 330  1.203709e-21  7.340398e-10  1.425173e-08
 331  7.624966e-22  1.839478e-09  1.038889e-08
 332  8.766744e-22  1.611206e-09  9.338113e-09
 333  1.290084e-22  2.766137e-09  1.621352e-08
 334  2.472457e-23  1.256233e-09  1.775801e-08
 335  1.549633e-23  6.433418e-10  2.267949e-08
 336  7.574801e-24  4.952683e-10  1.241339e-08
 337  3.437624e-24  3.028410e-10  1.563740e-08
 338  1.054708e-24  5.384714e-10  8.595835e-09
 339  1.520101e-24  1.075447e-09  7.624537e-09
 340  2.171572e-24  2.318676e-09  5.351782e-09
 341  1.138508e-24  1.548359e-09  6.311842e-09
 342  3.061104e-25  5.510176e-10  4.323756e-09
 343  4.670189e-25  6.629175e-10  8.837986e-09
 344  3.646170e-25  1.145900e-09  6.928057e-09
 345  3.306367e-25  2.154476e-09  7.695308e-09
 346  3.323011e-25  6.625671e-10  6.390130e-09
 347  4.061019e-25  4.135862e-10  4.313360e-09
 348  2.592927e-25  1.030058e-09  5.716662e-09
 349  2.064729e-25  5.277250e-10  3.374539e-09
 350  1.865425e-25  3.453413e-10  5.292578e-09
 351  1.603256e-25  2.037945e-10  3.720285e-09
 352  2.107682e-25  2.420611e-10  4.520285e-09
 353  1.719214e-25  3.759716e-10  5.366008e-09
 354  2.798937e-25  3.393258e-10  6.002308e-09
 355  1.794662e-25  2.210974e-10  5.444206e-09
 356  7.858834e-26  4.319367e-10  7.016860e-09
 357  4.652816e-26  3.833229e-10  5.600049e-09
 358  7.712151e-26  4.608174e-10  3.053823e-09
 359  1.632664e-25  4.610748e-10  4.906132e-09
 360  2.435814e-25  5.918685e-10  2.368612e-09
 361  2.733170e-25  4.435789e-10  2.848461e-09
 362  5.368312e-25  7.375775e-10  1.933599e-09
 363  4.508988e-25  6.618407e-10  2.677394e-09
 364  4.376745e-25  7.989038e-10  3.011649e-09
 365  2.628809e-25  2.832267e-09  2.800932e-09
 366  1.878487e-25  2.357078e-09  4.362469e-09
 367  9.732416e-26  1.285086e-09  2.069853e-09
 368  2.623109e-25  4.646782e-10  8.091048e-10
 369  1.610345e-25  4.584983e-10  1.991115e-09
 370  8.805778e-26  5.535039e-10  1.215237e-09
 371  4.765085e-26  3.511518e-10  1.905245e-09
 372  3.673200e-26  1.824737e-10  8.518155e-10
 373  4.807354e-26  1.994095e-10  2.239199e-09
 374  1.837262e-26  1.499303e-10  2.415443e-09
 375  1.949193e-26  1.183193e-10  2.114188e-09
 376  1.141133e-26  1.058641e-10  2.241467e-09
 377  5.101851e-27  1.469344e-10  1.983656e-09
 378  4.906231e-27  1.858402e-10  3.615909e-09
 379  1.097113e-26  1.674629e-10  3.280093e-09
 380  6.801491e-27  1.453949e-10  1.477503e-09
 381  3.628097e-27  1.429825e-10  1.509266e-09
 382  3.977771e-27  8.485392e-11  1.185512e-09
 383  5.375291e-27  8.177432e-11  2.301688e-09
 384  1.494403e-26  9.926191e-11  2.828018e-09
 385  3.828806e-26  6.080427e-11  2.471256e-09
 386  2.737798e-26  5.846201e-11  3.005737e-09
 387  1.945092e-26  1.196878e-10  3.566971e-09
 388  1.437975e-26  8.610875e-11  6.928057e-09
 389  3.052767e-27  6.705758e-11  4.586601e-09
 390  9.236872e-28  5.258947e-11  4.331096e-09
 391  4.789453e-28  4.373793e-11  6.004001e-09
 392  1.562095e-28  6.217156e-11  5.745188e-09
 393  2.188605e-28  1.131110e-10  6.226996e-09
 394  2.553696e-28  5.192850e-11  5.655287e-09
 395  6.467215e-29  6.705145e-11  4.325029e-09
 396  2.048059e-28  6.083675e-11  5.679797e-09
 397  9.996409e-29  1.456881e-10  4.015063e-09
 398  2.212084e-28  1.610474e-10  3.895458e-09
 399  7.069103e-29  5.566925e-11  3.956194e-09
 400  1.473266e-28  7.290062e-11  3.829892e-09
 401  1.768501e-29  2.874766e-11  2.963307e-09
 402  2.307610e-29  9.233012e-11  1.962405e-09
 403  2.647001e-29  3.060375e-11  1.514868e-09
 404  5.715122e-30  6.870446e-11  3.144426e-09
 405  9.567970e-30  1.738091e-11  2.422883e-09
 406  7.094122e-30  2.379604e-11  1.753732e-09
 407  3.026306e-30  1.476654e-11  1.598063e-09
 408  5.972528e-30  1.431060e-11  1.914780e-09
 409  4.840348e-30  3.438571e-12  3.870591e-09
 410  3.771899e-30  1.467437e-12  2.289604e-09
 411  1.261226e-30  1.937461e-12  1.593152e-09
 412  6.099737e-31  4.909998e-12  1.497434e-09
 413  1.338818e-31  2.760730e-12  2.036436e-09
 414  2.472486e-31  1.643663e-12  2.053522e-09
 415  2.387376e-31  6.329516e-13  1.537897e-09
 416  1.281253e-31  2.029396e-12  2.277642e-09
 417  1.061532e-31  5.437109e-13  1.890405e-09
 418  1.070748e-31  6.787050e-13  4.454408e-09
 419  8.449888e-32  5.114957e-13  2.354534e-09
 420  4.422570e-32  2.904546e-13  4.426462e-09
 421  2.126806e-31  1.405552e-13  3.668699e-09
 422  5.629877e-32  1.404719e-13  7.481864e-10
 423  2.289459e-32  1.681891e-13  1.667893e-09
 424  3.497742e-32  7.723079e-14  1.341462e-09
 425  3.084590e-32  4.748678e-14  1.334975e-09
 426  1.388981e-32  5.433743e-14  1.107142e-09
 427  1.232350e-32  2.565179e-14  1.016761e-09
 428  1.832499e-32  4.100879e-14  1.340041e-09
 429  4.342433e-32  3.625678e-14  1.078070e-09
 430  2.367466e-32  1.511263e-14  1.093913e-09
 431  2.092143e-32  1.041908e-14  6.870292e-10
 432  1.733382e-32  8.574261e-15  4.855305e-10
 433  2.089404e-32  1.185461e-14  7.388591e-10
 434  3.854776e-32  1.128667e-14  6.130399e-10
 435  3.146555e-32  1.478149e-14  5.789303e-10
 436  1.398582e-32  9.285028e-15  4.871633e-10
 437  1.861559e-32  1.459444e-14  4.329959e-10
 438  6.494982e-33  5.830450e-15  4.714798e-10
 439  3.408229e-33  5.320494e-15  3.882594e-10
 440  1.146308e-32  7.860561e-15  5.935594e-10
 441  4.118909e-33  1.198065e-14  5.959183e-10
 442  2.574218e-33  1.218378e-14  5.357595e-10
 443  2.443687e-33  1.619119e-14  4.658318e-10
 444  5.769411e-34  2.282690e-14  4.320473e-10
 445  3.010690e-34  9.823658e-14  6.400775e-10
 446  1.509293e-34  4.762368e-14  3.194800e-10
 447  2.333304e-34  3.801534e-14  6.108772e-10
 448  2.067931e-34  3.652314e-14  8.839615e-10
 449  4.074321e-35  4.196847e-14  1.184306e-09
 450  1.515193e-35  7.957566e-14  8.555982e-10
 451  2.696053e-35  1.443423e-14  5.887684e-10
 452  2.925330e-35  7.496237e-15  6.934717e-10
 453  1.538053e-35  7.957626e-15  6.517163e-10
 454  1.868145e-35  4.910269e-15  4.031432e-10
 455  3.422688e-35  5.155183e-15  4.153992e-10
 456  2.116483e-35  5.026335e-15  4.736084e-10
 457  1.933503e-35  7.101634e-15  2.226609e-10
 458  2.802956e-35  7.463685e-15  2.957075e-10
 459  1.938804e-35  6.731057e-15  6.565720e-10
 460  8.342300e-36  8.186602e-15  4.099148e-10
 461  6.923894e-36  8.142546e-15  3.314756e-10
 462  4.088350e-36  1.468557e-14  4.141867e-10
 463  1.359516e-36  1.085553e-14  5.045130e-10
 464  1.294654e-36  5.899163e-15  4.669669e-10
 465  3.099425e-36  5.575041e-15  4.246629e-10
 466  7.230950e-36  7.480434e-15  5.253322e-10
 467  8.750273e-36  1.275395e-14  3.113396e-10
 468  4.330512e-36  1.190103e-14  2.901730e-10
 469  6.675062e-36  7.191549e-15  3.039400e-10
 470  7.578755e-36  1.693669e-14  3.703598e-10
 471  2.639039e-36  7.797684e-15  5.654688e-10
 472  6.061139e-37  8.012937e-15  2.655475e-10
 473  7.362487e-37  4.220898e-15  3.145537e-10
 474  3.594593e-37  6.736752e-15  3.248412e-10
 475  1.882563e-37  4.432200e-15  1.398376e-10
 476  1.625015e-36  4.274675e-15  3.758580e-10
 477  1.266146e-36  7.745291e-15  3.107226e-10
 478  3.474273e-37  8.875594e-15  2.298270e-10
 479  1.797723e-37  7.782008e-15  1.825888e-10
 480  5.039082e-37  3.390997e-15  1.825526e-10
 481  2.463117e-37  2.424006e-15  3.110206e-10
 482  1.228266e-37  3.774262e-15  1.371619e-10
 483  3.315673e-38  1.949249e-15  2.380584e-10
 484  4.230673e-38  7.049807e-15  1.900126e-10
 485  1.821886e-38  2.818969e-15  2.230470e-10
 486  1.981425e-38  7.162484e-15  4.170209e-10
 487  9.444127e-39  5.031977e-15  2.620860e-10
 488  8.359566e-39  1.896802e-14  2.113788e-10
 489  1.007274e-38  1.055161e-14  1.878762e-10
 490  6.083467e-39  7.323638e-15  2.637974e-10
 491  3.200622e-39  4.051743e-15  2.881592e-10
 492  2.972818e-39  5.943244e-15  1.981613e-10
 493  3.950689e-39  5.388386e-15  2.542684e-10
 494  1.064512e-38  6.808827e-15  2.094604e-10
 495  2.243022e-38  3.878240e-15  1.779637e-10
 496  1.916530e-38  9.134304e-15  1.686469e-10
 497  1.800147e-38  3.236919e-15  1.995921e-10
 498  9.168690e-39  6.156714e-15  2.558511e-10
 499  3.512639e-39  8.506025e-15  1.797029e-10
