iter  res_double64      res_float32      res_posit32q
  44  3.992710e+00  3.998802e+00  3.992703e+00
  45  4.125212e+00  4.152519e+00  4.124800e+00
  46  3.820381e+00  3.801624e+00  3.818250e+00
  47  3.032720e+00  3.278094e+00  3.034374e+00
  48  2.742770e+00  2.906457e+00  2.754303e+00
  49  2.819036e+00  2.807229e+00  2.863116e+00
  50  2.838578e+00  2.704713e+00  2.832167e+00
  51  2.621667e+00  2.885724e+00  2.893078e+00
  52  2.419589e+00  2.451406e+00  2.464345e+00
  53  2.300445e+00  2.339108e+00  2.334913e+00
  54  2.223537e+00  2.277940e+00  2.253046e+00
  55  2.205393e+00  2.258516e+00  2.223470e+00
  56  2.410073e+00  2.323298e+00  2.360989e+00
  57  2.323745e+00  2.419908e+00  2.414802e+00
  58  2.234569e+00  2.275919e+00  2.312628e+00
  59  2.240902e+00  2.198886e+00  2.218124e+00
  60  2.229252e+00  2.243343e+00  2.248310e+00
  61  2.296489e+00  2.258189e+00  2.250924e+00
  62  2.287290e+00  2.360072e+00  2.351170e+00
  63  2.386377e+00  2.376375e+00  2.307460e+00
  64  2.433253e+00  2.397729e+00  2.437998e+00
  65  2.415985e+00  2.457011e+00  2.430532e+00
  66  2.304235e+00  2.417722e+00  2.427132e+00
  67  2.282255e+00  2.272947e+00  2.309967e+00
  68  2.184495e+00  2.276543e+00  2.297512e+00
  69  2.060540e+00  2.180194e+00  2.185897e+00
  70  1.991657e+00  2.128978e+00  2.128942e+00
  71  1.920927e+00  1.998456e+00  1.996902e+00
  72  1.637821e+00  1.947996e+00  1.949274e+00
  73  1.506975e+00  1.690948e+00  1.698580e+00
  74  1.404712e+00  1.472029e+00  1.481272e+00
  75  1.337472e+00  1.358716e+00  1.358848e+00
  76  1.244726e+00  1.370733e+00  1.337610e+00
  77  1.136159e+00  1.263576e+00  1.241923e+00
  78  1.078828e+00  1.178989e+00  1.167968e+00
  79  9.701307e-01  1.041868e+00  1.034901e+00
  80  9.643881e-01  1.013808e+00  9.917124e-01
  81  8.944888e-01  9.517409e-01  9.482384e-01
  82  7.703016e-01  9.129797e-01  8.788381e-01
  83  8.039108e-01  7.830579e-01  7.547181e-01
  84  7.614570e-01  7.586067e-01  8.066096e-01
  85  7.629053e-01  7.950857e-01  7.941565e-01
  86  7.745094e-01  7.740138e-01  7.846845e-01
  87  7.178722e-01  7.699296e-01  7.750114e-01
  88  6.816772e-01  7.491558e-01  7.586829e-01
  89  7.150852e-01  7.039238e-01  7.042443e-01
  90  7.102688e-01  6.987611e-01  6.975055e-01
  91  6.529040e-01  7.028111e-01  7.019371e-01
  92  5.920955e-01  6.510744e-01  6.433347e-01
  93  5.812367e-01  6.320721e-01  6.108341e-01
  94  5.535694e-01  5.887191e-01  5.744007e-01
  95  5.434334e-01  5.728935e-01  5.597512e-01
  96  5.082094e-01  5.491047e-01  5.627915e-01
  97  4.901958e-01  5.531287e-01  5.501643e-01
  98  4.642870e-01  5.007640e-01  4.929575e-01
  99  4.525849e-01  4.773210e-01  4.767364e-01
 100  4.421782e-01  4.903207e-01  4.764222e-01
 101  4.219792e-01  4.472807e-01  4.551335e-01
 102  3.931899e-01  4.277958e-01  4.234383e-01
 103  3.850136e-01  4.222601e-01  4.249298e-01
 104  3.540149e-01  3.947500e-01  3.910004e-01
 105  3.349736e-01  3.917830e-01  3.710956e-01
 106  3.585847e-01  3.688710e-01  3.314351e-01
 107  3.230659e-01  3.368895e-01  3.418196e-01
 108  3.218756e-01  3.553158e-01  3.542754e-01
 109  2.911825e-01  3.440607e-01  3.251479e-01
 110  2.561988e-01  3.004782e-01  3.176507e-01
 111  2.744498e-01  3.098416e-01  2.838895e-01
 112  2.324634e-01  2.695864e-01  2.619467e-01
 113  2.073372e-01  2.574105e-01  2.528070e-01
 114  1.828988e-01  2.504251e-01  2.340453e-01
 115  1.811346e-01  1.983212e-01  1.933982e-01
 116  1.715434e-01  1.972579e-01  1.886617e-01
 117  1.640577e-01  1.813199e-01  1.890200e-01
 118  1.544382e-01  1.793662e-01  1.679433e-01
 119  1.460326e-01  1.735813e-01  1.687971e-01
 120  1.457384e-01  1.478283e-01  1.455015e-01
 121  1.280638e-01  1.515816e-01  1.501992e-01
 122  1.209496e-01  1.397656e-01  1.390137e-01
 123  1.069271e-01  1.345433e-01  1.352934e-01
 124  1.139725e-01  1.196112e-01  1.228555e-01
 125  1.120729e-01  1.133550e-01  1.106928e-01
 126  1.086362e-01  1.116084e-01  1.108962e-01
 127  9.983506e-02  1.147900e-01  1.092774e-01
 128  8.943939e-02  1.067453e-01  1.102005e-01
 129  7.760346e-02  1.071125e-01  1.030566e-01
 130  6.974253e-02  8.976804e-02  8.802385e-02
 131  6.719626e-02  8.196072e-02  8.020606e-02
 132  6.629785e-02  7.021253e-02  7.098556e-02
 133  6.051027e-02  6.601002e-02  6.567798e-02
 134  5.225300e-02  6.702058e-02  6.638377e-02
 135  4.890067e-02  6.339562e-02  6.095730e-02
 136  4.668293e-02  5.882356e-02  5.579050e-02
 137  3.999444e-02  5.144629e-02  5.183312e-02
 138  3.613050e-02  4.734592e-02  4.767234e-02
 139  3.681050e-02  4.762378e-02  4.590830e-02
 140  3.736256e-02  4.086328e-02  3.792682e-02
 141  3.536687e-02  3.804703e-02  3.651776e-02
 142  3.160352e-02  3.599579e-02  3.644784e-02
 143  3.007040e-02  3.572100e-02  3.680603e-02
 144  2.951226e-02  3.547973e-02  3.429761e-02
 145  2.820226e-02  3.238351e-02  3.254330e-02
 146  2.832280e-02  3.089491e-02  2.930745e-02
 147  2.805574e-02  2.949181e-02  2.872202e-02
 148  2.571420e-02  2.894143e-02  2.860013e-02
 149  2.911248e-02  2.856461e-02  2.693560e-02
 150  2.824458e-02  2.691981e-02  2.741593e-02
 151  2.742559e-02  2.782367e-02  2.579263e-02
 152  2.687485e-02  2.558828e-02  2.683535e-02
 153  2.627268e-02  2.717801e-02  2.784018e-02
 154  2.499998e-02  2.781297e-02  2.700478e-02
 155  2.618273e-02  2.554876e-02  2.674304e-02
 156  2.628118e-02  2.647731e-02  2.469886e-02
 157  2.219547e-02  2.446063e-02  2.587281e-02
 158  2.273693e-02  2.478867e-02  2.417039e-02
 159  2.000669e-02  2.550895e-02  2.633827e-02
 160  1.792930e-02  2.461962e-02  2.413044e-02
 161  1.836144e-02  2.343608e-02  2.254496e-02
 162  1.532027e-02  2.118874e-02  2.145407e-02
 163  1.402117e-02  2.070093e-02  1.948220e-02
 164  1.306282e-02  1.752824e-02  1.743090e-02
 165  1.232847e-02  1.768647e-02  1.547939e-02
 166  1.003071e-02  1.477416e-02  1.425112e-02
 167  8.787999e-03  1.442033e-02  1.437043e-02
 168  8.241682e-03  1.411724e-02  1.365187e-02
 169  6.830163e-03  1.282729e-02  1.186864e-02
 170  6.748005e-03  1.126821e-02  9.719216e-03
 171  5.908733e-03  9.126920e-03  8.928177e-03
 172  5.009469e-03  8.605998e-03  7.981039e-03
 173  4.977174e-03  7.485706e-03  7.463123e-03
 174  4.457074e-03  6.978529e-03  6.644267e-03
 175  4.080426e-03  6.214148e-03  6.311306e-03
 176  3.580901e-03  5.823938e-03  5.102027e-03
 177  3.678617e-03  4.967109e-03  4.784632e-03
 178  3.488092e-03  4.823584e-03  4.629197e-03
 179  3.736558e-03  4.574741e-03  4.209008e-03
 180  3.551576e-03  4.152482e-03  3.792075e-03
 181  3.463423e-03  3.661388e-03  3.454025e-03
 182  3.718739e-03  3.509769e-03  3.691296e-03
 183  3.679787e-03  3.734768e-03  3.416884e-03
 184  3.376893e-03  3.418414e-03  3.767512e-03
 185  3.414104e-03  3.819474e-03  3.544369e-03
 186  3.398729e-03  3.491125e-03  3.554488e-03
 187  3.649679e-03  3.712535e-03  3.826237e-03
 188  3.288236e-03  3.674178e-03  3.415279e-03
 189  3.268229e-03  3.384718e-03  3.358472e-03
 190  2.809278e-03  3.376524e-03  3.179582e-03
 191  2.704437e-03  3.264626e-03  3.332641e-03
 192  2.365217e-03  3.406934e-03  3.487567e-03
 193  2.224258e-03  3.389357e-03  3.300534e-03
 194  1.973324e-03  3.092120e-03  2.970242e-03
 195  1.769836e-03  2.780263e-03  2.848835e-03
 196  1.658249e-03  2.637606e-03  2.462963e-03
 197  1.366681e-03  2.317541e-03  2.295751e-03
 198  1.133279e-03  2.239288e-03  2.061296e-03
 199  1.017417e-03  1.934372e-03  1.874282e-03
 200  8.111556e-04  1.810289e-03  1.702680e-03
 201  7.099989e-04  1.657238e-03  1.481676e-03
 202  6.055071e-04  1.405907e-03  1.381558e-03
 203  5.695430e-04  1.246281e-03  1.112609e-03
 204  5.156673e-04  1.037670e-03  9.916865e-04
 205  4.255498e-04  8.952680e-04  8.410844e-04
 206  3.304220e-04  7.833051e-04  6.888837e-04
 207  2.592264e-04  6.469997e-04  6.220337e-04
 208  2.439194e-04  5.768301e-04  5.463165e-04
 209  2.197964e-04  5.309215e-04  5.093662e-04
 210  1.912561e-04  4.673664e-04  4.203385e-04
 211  1.834320e-04  3.751771e-04  3.596100e-04
 212  1.447473e-04  3.290869e-04  3.047119e-04
 213  1.171618e-04  2.760240e-04  2.547579e-04
 214  9.879813e-05  2.331238e-04  2.355297e-04
 215  8.197120e-05  2.204247e-04  2.115087e-04
 216  7.451630e-05  1.993867e-04  1.837291e-04
 217  5.943484e-05  1.742754e-04  1.719816e-04
 218  5.140437e-05  1.598524e-04  1.340651e-04
 219  4.447908e-05  1.258725e-04  1.072620e-04
 220  3.912621e-05  1.042247e-04  9.363324e-05
 221  3.231071e-05  8.699508e-05  8.033852e-05
 222  2.969458e-05  7.216081e-05  7.034711e-05
 223  2.565754e-05  6.576600e-05  5.774546e-05
 224  2.166661e-05  5.365593e-05  4.801908e-05
 225  1.843767e-05  4.701518e-05  4.306470e-05
 226  1.544496e-05  4.157309e-05  3.787937e-05
 227  1.414921e-05  3.597040e-05  3.488351e-05
 228  1.137920e-05  3.220756e-05  2.893896e-05
 229  9.919536e-06  2.829881e-05  2.443332e-05
 230  8.536311e-06  2.447727e-05  2.391056e-05
 231  7.689274e-06  2.205051e-05  1.781905e-05
 232  6.972358e-06  1.767965e-05  1.702996e-05
 233  5.959784e-06  1.656580e-05  1.400111e-05
 234  5.313127e-06  1.311837e-05  1.282470e-05
 235  4.203397e-06  1.302757e-05  1.083888e-05
 236  3.727176e-06  1.063758e-05  9.287919e-06
 237  3.321571e-06  9.005950e-06  8.224813e-06
 238  2.913782e-06  7.942782e-06  7.133202e-06
 239  2.339063e-06  6.884373e-06  6.472505e-06
 240  2.223680e-06  6.244144e-06  5.558757e-06
 241  1.785504e-06  5.231881e-06  4.487220e-06
 242  1.602868e-06  4.444078e-06  4.118406e-06
 243  1.376474e-06  3.832949e-06  3.285216e-06
 244  1.159983e-06  3.186326e-06  3.220728e-06
 245  1.052724e-06  3.091258e-06  2.678776e-06
 246  8.978228e-07  2.475602e-06  2.082617e-06
 247  6.930295e-07  1.943980e-06  2.027424e-06
 248  6.233613e-07  1.908481e-06  1.676236e-06
 249  5.515722e-07  1.515384e-06  1.482621e-06
 250  4.434853e-07  1.386134e-06  1.364738e-06
 251  3.871319e-07  1.286726e-06  1.168858e-06
 252  3.493333e-07  1.038954e-06  9.648772e-07
 253  3.099145e-07  9.326728e-07  9.253617e-07
 254  2.616780e-07  8.534132e-07  7.114719e-07
 255  2.425119e-07  6.665663e-07  6.333459e-07
 256  1.728561e-07  5.973201e-07  5.377015e-07
 257  1.567961e-07  5.133266e-07  4.719867e-07
 258  1.348235e-07  4.341575e-07  4.026654e-07
 259  1.163858e-07  3.746335e-07  3.444899e-07
 260  1.055941e-07  3.357670e-07  3.123834e-07
 261  9.368125e-08  3.011159e-07  2.638389e-07
 262  7.700609e-08  2.533001e-07  2.301008e-07
 263  6.870936e-08  2.205228e-07  1.913964e-07
 264  5.931371e-08  1.870877e-07  1.493568e-07
 265  5.083691e-08  1.571577e-07  1.374868e-07
 266  4.449538e-08  1.507649e-07  1.274101e-07
 267  3.527577e-08  1.385014e-07  1.066908e-07
 268  3.034856e-08  1.181604e-07  9.516595e-08
 269  2.641547e-08  1.147506e-07  8.788856e-08
 270  2.194407e-08  1.002191e-07  6.685322e-08
 271  2.047887e-08  8.813964e-08  6.270324e-08
 272  1.691432e-08  9.073825e-08  5.361529e-08
 273  1.313238e-08  7.586700e-08  4.307115e-08
 274  1.239852e-08  7.033453e-08  3.749622e-08
 275  1.148789e-08  7.694295e-08  3.590653e-08
 276  9.467426e-09  7.306949e-08  2.735958e-08
 277  7.797417e-09  7.402250e-08  2.433331e-08
 278  7.082038e-09  7.747371e-08  2.302700e-08
 279  6.015990e-09  7.968623e-08  1.916845e-08
 280  4.844881e-09  7.772234e-08  1.671057e-08
 281  4.149993e-09  8.265871e-08  1.436444e-08
 282  3.697483e-09  7.948179e-08  1.118224e-08
 283  3.075996e-09  8.749044e-08  1.105210e-08
 284  2.901061e-09  9.932829e-08  9.733219e-09
 285  2.404865e-09  9.820939e-08  8.584397e-09
 286  2.036257e-09  9.738446e-08  7.440456e-09
 287  1.725941e-09  9.858827e-08  6.516269e-09
 288  1.427782e-09  9.445589e-08  5.791150e-09
 289  1.282720e-09  9.817223e-08  5.020980e-09
 290  1.150442e-09  9.066103e-08  4.334615e-09
 291  9.616526e-10  9.075341e-08  3.993593e-09
 292  8.303834e-10  8.495128e-08  3.777336e-09
 293  7.834695e-10  8.055220e-08  3.525049e-09
 294  6.173412e-10  7.188121e-08  3.359066e-09
 295  5.311665e-10  6.493023e-08  2.949412e-09
 296  4.723003e-10  5.861977e-08  2.828617e-09
 297  4.182449e-10  5.266323e-08  2.634500e-09
 298  3.625437e-10  4.792297e-08  2.497085e-09
 299  2.956969e-10  4.262832e-08  2.530862e-09
 300  2.764415e-10  3.802371e-08  2.768079e-09
 301  2.210712e-10  3.315505e-08  2.602638e-09
 302  1.828211e-10  2.986775e-08  2.914891e-09
 303  1.643583e-10  2.507988e-08  3.016988e-09
 304  1.295685e-10  2.180782e-08  2.937037e-09
 305  1.122544e-10  1.799970e-08  3.052574e-09
 306  9.421938e-11  1.660019e-08  3.349976e-09
 307  8.155270e-11  1.371354e-08  3.120360e-09
 308  7.454772e-11  1.165812e-08  3.259499e-09
 309  6.333661e-11  1.019484e-08  3.129169e-09
 310  5.610440e-11  9.041454e-09  3.067936e-09
 311  4.584988e-11  8.180337e-09  3.113566e-09
 312  3.813027e-11  7.724367e-09  2.989206e-09
 313  2.971267e-11  6.444306e-09  2.744879e-09
 314  2.720954e-11  6.259650e-09  2.753659e-09
 315  2.360311e-11  5.372304e-09  2.389706e-09
 316  1.926406e-11  5.008549e-09  2.415969e-09
 317  1.615598e-11  4.752771e-09  2.268512e-09
 318  1.364053e-11  4.318252e-09  2.065244e-09
 319  1.278282e-11  3.931153e-09  1.893315e-09
 320  1.138465e-11  3.710790e-09  1.614410e-09
 321  9.691536e-12  3.050659e-09  1.306151e-09
 322  7.446624e-12  3.135150e-09  1.187698e-09
 323  6.049019e-12  3.043961e-09  1.045360e-09
 324  5.227465e-12  3.023247e-09  9.433525e-10
 325  4.657005e-12  3.065229e-09  8.732362e-10
 326  4.172053e-12  3.094968e-09  8.381575e-10
 327  3.424653e-12  2.897019e-09  7.066300e-10
 328  2.975778e-12  3.063230e-09  7.098442e-10
 329  2.537814e-12  2.910246e-09  5.946732e-10
 330  2.029370e-12  3.015434e-09  5.858840e-10
 331  1.909007e-12  2.964585e-09  5.101998e-10
 332  1.557993e-12  2.787567e-09  4.865652e-10
 333  1.394842e-12  2.728754e-09  4.506984e-10
 334  1.143530e-12  2.949394e-09  4.868915e-10
 335  8.905567e-13  2.609513e-09  4.587894e-10
 336  8.443408e-13  2.641082e-09  5.003511e-10
 337  6.603125e-13  2.415058e-09  4.991328e-10
 338  6.565748e-13  2.213581e-09  5.368454e-10
 339  5.429855e-13  1.981308e-09  5.288475e-10
 340  4.342396e-13  1.716869e-09  5.383225e-10
 341  4.045670e-13  1.489675e-09  5.409712e-10
 342  3.490661e-13  1.436043e-09  5.492264e-10
 343  2.747916e-13  1.297045e-09  5.452115e-10
 344  2.425730e-13  1.221942e-09  5.297976e-10
 345  2.035298e-13  1.174220e-09  5.196582e-10
 346  1.831215e-13  1.060991e-09  5.016191e-10
 347  1.406366e-13  1.054551e-09  4.609479e-10
 348  1.296084e-13  1.103310e-09  4.595964e-10
 349  1.147372e-13  9.324747e-10  4.745018e-10
 350  9.585331e-14  8.909076e-10  3.884980e-10
 351  8.344450e-14  9.182734e-10  3.658295e-10
 352  7.009883e-14  8.682084e-10  3.324324e-10
 353  6.141267e-14  8.766796e-10  3.202661e-10
 354  5.560042e-14  9.306010e-10  2.737201e-10
 355  4.676720e-14  8.267578e-10  2.761511e-10
 356  3.916344e-14  8.249033e-10  2.275991e-10
 357  3.217068e-14  7.910517e-10  2.101858e-10
 358  2.845005e-14  7.139447e-10  2.046343e-10
 359  2.295394e-14  7.016899e-10  1.862133e-10
 360  2.095799e-14  6.953041e-10  1.851799e-10
 361  1.936748e-14  6.282607e-10  1.822624e-10
 362  1.454568e-14  5.717082e-10  1.735968e-10
 363  1.209587e-14  5.558817e-10  1.595327e-10
 364  9.774942e-15  5.265246e-10  1.479097e-10
 365  8.115667e-15  4.957557e-10  1.520353e-10
 366  7.112577e-15  4.427297e-10  1.428804e-10
 367  6.336362e-15  4.321116e-10  1.408278e-10
 368  5.417585e-15  3.976210e-10  1.370895e-10
 369  4.625477e-15  3.536839e-10  1.474840e-10
 370  3.949487e-15  3.236323e-10  1.329232e-10
 371  3.457587e-15  2.851811e-10  1.442402e-10
 372  2.861172e-15  2.636299e-10  1.400740e-10
 373  2.514537e-15  2.428175e-10  1.282097e-10
 374  2.375289e-15  2.392135e-10  1.219401e-10
 375  1.940387e-15  2.291906e-10  1.166708e-10
 376  1.560151e-15  2.301667e-10  1.116125e-10
 377  1.383317e-15  2.227741e-10  1.121595e-10
 378  1.176189e-15  2.005405e-10  1.055641e-10
 379  1.063999e-15  1.826761e-10  9.335510e-11
 380  8.652202e-16  1.904356e-10  7.993212e-11
 381  8.391075e-16  1.804624e-10  7.445646e-11
 382  6.777590e-16  1.869918e-10  7.026104e-11
 383  5.325633e-16  1.790524e-10  6.306413e-11
 384  4.757048e-16  1.637440e-10  6.346944e-11
 385  3.893387e-16  1.515252e-10  5.657905e-11
 386  3.254038e-16  1.485038e-10  4.946514e-11
 387  3.016999e-16  1.445742e-10  4.625029e-11
 388  2.440436e-16  1.282570e-10  4.254258e-11
 389  2.041861e-16  1.208393e-10  4.092726e-11
 390  1.847863e-16  1.154518e-10  3.758756e-11
 391  1.633911e-16  1.028286e-10  3.684296e-11
 392  1.480184e-16  8.956287e-11  3.736684e-11
