iter  res_double64      res_float32      res_posit32q
 309  6.233191e-15  1.520738e-09  4.499637e-10
 310  4.869960e-15  1.929145e-09  2.973811e-10
 311  3.939934e-15  1.285897e-09  2.998189e-10
 312  1.689186e-15  9.205269e-10  2.039216e-10
 313  6.837336e-16  1.421124e-09  1.658775e-10
 314  3.445054e-16  2.448252e-09  2.706079e-10
 315  2.185182e-16  2.445269e-09  4.480478e-10
 316  1.089744e-16  2.323759e-09  4.983367e-10
 317  4.139968e-17  3.495120e-09  4.699052e-10
 318  1.817243e-17  2.961146e-09  4.500225e-10
 319  1.439864e-17  1.648545e-09  3.670935e-10
 320  9.914111e-18  9.937236e-10  4.015314e-10
 321  5.108551e-18  7.187342e-10  4.682123e-10
 322  5.639962e-18  7.685642e-10  3.648514e-10
 323  8.677312e-18  7.487317e-10  2.716087e-10
 324  1.072005e-17  5.180556e-10  1.562003e-10
 325  1.128207e-17  3.475557e-10  9.846094e-11
 326  1.934128e-17  3.700844e-10  1.355117e-10
 327  3.553825e-17  4.330340e-10  1.933954e-10
 328  2.540775e-17  3.377236e-10  2.045696e-10
 329  2.107467e-17  4.989147e-10  2.029131e-10
 330  1.662207e-17  1.153074e-09  2.782043e-10
 331  7.852776e-18  1.137213e-09  2.986025e-10
 332  3.176719e-18  5.278485e-10  1.385301e-10
 333  1.818370e-18  2.958162e-10  8.249874e-11
 334  1.775396e-18  2.582996e-10  8.494895e-11
 335  1.616246e-18  2.544035e-10  7.509805e-11
 336  1.651150e-18  1.516290e-10  5.132001e-11
 337  2.828374e-18  1.087105e-10  4.786742e-11
 338  4.000651e-18  1.363713e-10  6.963428e-11
 339  4.578542e-18  1.298783e-10  7.776047e-11
 340  4.575159e-18  9.922009e-11  6.229873e-11
