matrix=data/matrices/nos2.mtx n=957 seed=11
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
16 1.8842910045e+09 1.8842826840e+09 1.8842871333e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8842837781e+09 1.8824903603e+09 1.8842910045e+09 1.8842910045e+09 2.3445654360e+00 2.3445660972e+00 2.3445710273e+00 2.3446313019e+00 2.5868823888e+08 1.0000000000e+00 1.0000000000e+00 3.3030144000e+07 3.4359738368e+10 2.5868256000e+08 2.5864678400e+08 2.5868823888e+08 2.5868823888e+08 4.3361040858e+08 4.3360204800e+08 4.3353523200e+08 1 1 0 0 0 0 0 0
17 2.8534685483e+09 2.8534606439e+09 2.8534708550e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.8533107483e+09 2.8493620739e+09 2.8534685483e+09 2.8534685483e+09 2.2625426598e+00 2.2625437793e+00 2.2625389767e+00 2.2626119482e+00 1.5296762236e+08 1.0000000000e+00 1.0000000000e+00 1.9922944000e+07 3.0064771072e+10 1.5296569600e+08 1.5294022400e+08 1.5296762236e+08 1.5296762236e+08 2.7631651698e+08 2.7631334400e+08 2.7626368000e+08 1 1 0 0 0 0 0 0
18 3.0052836658e+09 3.0052796408e+09 3.0052813787e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0053234523e+09 3.0047614469e+09 3.0052836658e+09 3.0052836658e+09 2.2086699734e+00 2.2086700676e+00 2.2086601299e+00 2.2087392638e+00 1.3504268481e+08 1.0000000000e+00 1.0000000000e+00 2.0447232000e+07 2.7917287424e+10 1.3504128000e+08 1.3501542400e+08 1.3504268481e+08 1.3504268481e+08 2.5465562061e+08 2.5465408000e+08 2.5460467200e+08 1 1 0 0 0 0 0 0
19 1.7444044577e+09 1.7443981249e+09 1.7444042704e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7443464387e+09 1.7420858759e+09 1.7444044577e+09 1.7444044577e+09 2.0773486117e+00 2.0773485966e+00 2.0773283475e+00 2.0774210891e+00 1.1683430081e+08 1.0000000000e+00 1.0000000000e+00 8.7818240000e+06 2.5769803776e+10 1.1683408000e+08 1.1681040000e+08 1.1683430081e+08 1.1683430081e+08 2.5111102403e+08 2.5111129600e+08 2.5106003200e+08 1 1 0 0 0 0 0 0
20 2.4326947355e+09 2.4326963200e+09 2.4326979019e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4326384668e+09 2.4298598954e+09 2.4326947355e+09 2.4326947355e+09 2.0260282068e+00 2.0260282789e+00 2.0260019037e+00 2.0261038916e+00 1.2844985441e+08 1.0000000000e+00 1.0000000000e+00 3.0146560000e+06 1.9327352832e+10 1.2845168000e+08 1.2842713600e+08 1.2844985441e+08 1.2844985441e+08 2.0376055153e+08 2.0376268800e+08 2.0372217600e+08 1 1 0 0 0 0 0 0
21 2.6485031002e+09 2.6485078656e+09 2.6485023649e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.6484630297e+09 2.6463366038e+09 2.6485031002e+09 2.6485031002e+09 1.9290325183e+00 1.9290325131e+00 1.9290004223e+00 1.9291081560e+00 7.7428153903e+07 1.0000000000e+00 1.0000000000e+00 2.0971520000e+06 1.3958643712e+10 7.7428192000e+07 7.7410720000e+07 7.7428153903e+07 7.7428153903e+07 1.9558346212e+08 1.9558400000e+08 1.9554156800e+08 1 1 0 0 0 0 0 0
22 1.3031935538e+09 1.3031910440e+09 1.3031918350e+09 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 2.6843545600e+08 1.3032344415e+09 1.3013973009e+09 1.3031935538e+09 1.3031935538e+09 1.8529672809e+00 1.8529668983e+00 1.8529318837e+00 1.8530461921e+00 1.1862792679e+08 1.0000000000e+00 1.0000000000e+00 2.2609920000e+06 1.5032385536e+10 1.1862924800e+08 1.1860678400e+08 1.1862792679e+08 1.1862792679e+08 1.8021163564e+08 1.8021273600e+08 1.8017753600e+08 1 1 0 0 0 0 0 0
23 1.9131413102e+09 1.9131550012e+09 1.9131440098e+09 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 2.6843545600e+08 1.9130440787e+09 1.9112776480e+09 1.9131413102e+09 1.9131413102e+09 1.8054511419e+00 1.8054500992e+00 1.8054162479e+00 1.8055357932e+00 6.1844185258e+07 1.0000000000e+00 1.0000000000e+00 4.0550400000e+05 1.0737418240e+10 6.1844208000e+07 6.1831584000e+07 6.1844185258e+07 6.1844185258e+07 1.3227162348e+08 1.3227139200e+08 1.3224409600e+08 1 1 0 0 0 0 0 0
24 2.0953916143e+09 2.0953897174e+09 2.0953844045e+09 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 2.6843545600e+08 2.0953392772e+09 2.0949362369e+09 2.0953916143e+09 2.0953916143e+09 1.7324520278e+00 1.7324512718e+00 1.7324175278e+00 1.7325361184e+00 8.0807047010e+07 1.0000000000e+00 1.0000000000e+00 3.5635200000e+05 1.9327352832e+10 8.0806560000e+07 8.0789600000e+07 8.0807047010e+07 8.0807047010e+07 1.4595182614e+08 1.4595110400e+08 1.4592076800e+08 1 1 0 0 0 0 0 0
25 1.1555488923e+09 1.1555298599e+09 1.1555399698e+09 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 2.6843545600e+08 1.1555592973e+09 1.1537309759e+09 1.1555488923e+09 1.1555488923e+09 1.6747211637e+00 1.6747209031e+00 1.6746875344e+00 1.6748070535e+00 5.4299951540e+07 1.0000000000e+00 1.0000000000e+00 2.9081600000e+05 2.5769803776e+10 5.4300080000e+07 5.4289520000e+07 5.4299951540e+07 5.4299951540e+07 1.0325044895e+08 1.0325008000e+08 1.0322867200e+08 1 1 0 0 0 0 0 0
26 1.5247891683e+09 1.5247902255e+09 1.5247841864e+09 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 2.6843545600e+08 1.5247895945e+09 1.5234968520e+09 1.5247891683e+09 1.5247891683e+09 1.6379698549e+00 1.6379692125e+00 1.6379391234e+00 1.6380572739e+00 5.6596717247e+07 1.0000000000e+00 1.0000000000e+00 7.9872000000e+04 2.3622320128e+10 5.6596112000e+07 5.6583744000e+07 5.6596717247e+07 5.6596717247e+07 1.0739043683e+08 1.0738944000e+08 1.0736636800e+08 1 1 0 0 0 0 0 0
27 1.6414583509e+09 1.6414562232e+09 1.6414498597e+09 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.6843545600e+08 1.6414257452e+09 1.6405681111e+09 1.6414583509e+09 1.6414583509e+09 1.5698990484e+00 1.5698981485e+00 1.5698702061e+00 1.5699879961e+00 5.0873357609e+07 1.0000000000e+00 1.0000000000e+00 7.4752000000e+04 1.7179869184e+10 5.0872720000e+07 5.0861216000e+07 5.0873357609e+07 5.0873357609e+07 9.7981720532e+07 9.7980736000e+07 9.7959040000e+07 1 1 0 0 0 0 0 0
28 8.5444558441e+08 8.5443913625e+08 8.5443921668e+08 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.6843545600e+08 8.5444468565e+08 8.5320844963e+08 8.5444558441e+08 8.5444558441e+08 1.5364970337e+00 1.5364965211e+00 1.5364695700e+00 1.5365852916e+00 3.9345062067e+07 1.0000000000e+00 1.0000000000e+00 2.5024000000e+04 1.1811160064e+10 3.9345104000e+07 3.9337312000e+07 3.9345062067e+07 3.9345062067e+07 6.5070854083e+07 6.5070720000e+07 6.5057104000e+07 1 1 0 0 0 0 0 0
29 1.1595123657e+09 1.1594999838e+09 1.1595029471e+09 0.0000000000e+00 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 1.1594500803e+09 1.1581140980e+09 1.1595123657e+09 1.1595123657e+09 1.5063212467e+00 1.5063211918e+00 1.5062953113e+00 1.5064080878e+00 2.7777920311e+07 1.0000000000e+00 1.0000000000e+00 2.8736000000e+04 1.2884901888e+10 2.7777680000e+07 2.7771720000e+07 2.7777920311e+07 2.7777920311e+07 5.7705788751e+07 5.7705632000e+07 5.7692944000e+07 1 1 0 0 0 0 0 0
30 1.4288126020e+09 1.4288074493e+09 1.4288026397e+09 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 1.4288239941e+09 1.4287254919e+09 1.4288126020e+09 1.4288126020e+09 1.4639890920e+00 1.4639887289e+00 1.4639636767e+00 1.4640779308e+00 2.9464588811e+07 1.0000000000e+00 1.0000000000e+00 1.3152000000e+04 2.1474836480e+10 2.9464784000e+07 2.9458576000e+07 2.9464588811e+07 2.9464588811e+07 5.3798814490e+07 5.3799232000e+07 5.3787296000e+07 1 1 0 0 0 0 0 0
31 7.9234403671e+08 7.9234354223e+08 7.9234081025e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 7.9235720199e+08 7.9097945895e+08 7.9234403671e+08 7.9234403671e+08 1.4332634963e+00 1.4332625357e+00 1.4332398715e+00 1.4333538108e+00 2.4179299896e+07 1.0000000000e+00 1.0000000000e+00 5.6640000000e+03 1.1811160064e+10 2.4179632000e+07 2.4174288000e+07 2.4179299896e+07 2.4179299896e+07 4.6670468033e+07 4.6671120000e+07 4.6660000000e+07 1 1 0 0 0 0 0 0
32 1.0022216241e+09 1.0022205331e+09 1.0022173447e+09 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 1.0022192646e+09 1.0009546341e+09 1.0022216241e+09 1.0022216241e+09 1.4011218484e+00 1.4011210369e+00 1.4010998619e+00 1.4012142365e+00 2.3747051654e+07 1.0000000000e+00 1.0000000000e+00 6.5600000000e+03 2.1474836480e+10 2.3747288000e+07 2.3740912000e+07 2.3747051654e+07 2.3747051654e+07 4.7843033073e+07 4.7843760000e+07 4.7831040000e+07 1 1 0 0 0 0 0 0
33 1.2908765642e+09 1.2908760056e+09 1.2908709483e+09 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 2.6843545600e+08 1.2908647730e+09 1.2903195291e+09 1.2908765642e+09 1.2908765642e+09 1.3591883013e+00 1.3591878426e+00 1.3591655819e+00 1.3592833929e+00 2.3515374088e+07 1.0000000000e+00 1.0000000000e+00 3.9880000000e+03 2.3622320128e+10 2.3515888000e+07 2.3509832000e+07 2.3515374088e+07 2.3515374088e+07 4.4480049537e+07 4.4481104000e+07 4.4469008000e+07 1 1 0 0 0 0 0 0
34 6.8680908595e+08 6.8680589865e+08 6.8680669911e+08 0.0000000000e+00 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 6.8681647956e+08 6.8563721856e+08 6.8680908595e+08 6.8680908595e+08 1.3329340135e+00 1.3329329758e+00 1.3329136168e+00 1.3330324007e+00 2.0254610778e+07 1.0000000000e+00 1.0000000000e+00 2.6560000000e+03 1.3958643712e+10 2.0255216000e+07 2.0249800000e+07 2.0254610778e+07 2.0254610778e+07 3.7716042802e+07 3.7717232000e+07 3.7706272000e+07 1 1 0 0 0 0 0 0
35 8.6791152820e+08 8.6791666259e+08 8.6790981371e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 8.6788653503e+08 8.6662887478e+08 8.6791152820e+08 8.6791152820e+08 1.3028308974e+00 1.3028290994e+00 1.3028121053e+00 1.3029364346e+00 1.8875366153e+07 1.0000000000e+00 1.0000000000e+00 2.6440000000e+03 1.5032385536e+10 1.8875856000e+07 1.8869632000e+07 1.8875366153e+07 1.8875366153e+07 3.8145365757e+07 3.8146736000e+07 3.8134016000e+07 1 1 0 0 0 0 0 0
36 1.0734498688e+09 1.0734437986e+09 1.0734457832e+09 0.0000000000e+00 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 1.0734796480e+09 1.0728567232e+09 1.0734498688e+09 1.0734498688e+09 1.2695066850e+00 1.2695050003e+00 1.2694858909e+00 1.2696173387e+00 1.8551162528e+07 1.0000000000e+00 1.0000000000e+00 4.8800000000e+03 1.2884901888e+10 1.8552048000e+07 1.8545864000e+07 1.8551162528e+07 1.8551162528e+07 3.3323426024e+07 3.3325152000e+07 3.3313448000e+07 1 1 0 0 0 0 0 0
37 5.4554204116e+08 5.4552802546e+08 5.4553652828e+08 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 5.4558206337e+08 5.4471075795e+08 5.4554204116e+08 5.4554204116e+08 1.2498208604e+00 1.2498191120e+00 1.2498015576e+00 1.2499337560e+00 1.4940395192e+07 1.0000000000e+00 1.0000000000e+00 3.0040000000e+03 2.3622320128e+10 1.4941286000e+07 1.4935830000e+07 1.4940395192e+07 1.4940395192e+07 2.7074734759e+07 2.7076432000e+07 2.7066032000e+07 1 1 0 0 0 0 0 0
38 7.2285203912e+08 7.2285058883e+08 7.2285035116e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 7.2285760001e+08 7.2198093638e+08 7.2285203912e+08 7.2285203912e+08 1.2256567575e+00 1.2256542302e+00 1.2256368629e+00 1.2257776771e+00 1.1563999847e+07 1.0000000000e+00 1.0000000000e+00 4.5600000000e+03 2.7917287424e+10 1.1564700000e+07 1.1559972000e+07 1.1563999847e+07 1.1563999847e+07 2.4190561392e+07 2.4192168000e+07 2.4181848000e+07 1 1 0 0 0 0 0 0
39 9.5156420694e+08 9.5155690244e+08 9.5155964672e+08 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 9.5158026465e+08 9.5117345626e+08 9.5156420694e+08 9.5156420694e+08 1.2018889201e+00 1.2018856521e+00 1.2018659497e+00 1.2020161983e+00 1.2746273675e+07 1.0000000000e+00 1.0000000000e+00 5.9680000000e+03 2.3622320128e+10 1.2747306000e+07 1.2741950000e+07 1.2746273675e+07 1.2746273675e+07 2.2425764034e+07 2.2427608000e+07 2.2417520000e+07 1 1 0 0 0 0 0 0
40 5.1695565255e+08 5.1695305266e+08 5.1695569468e+08 0.0000000000e+00 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 5.1698944145e+08 5.1613803703e+08 5.1695565255e+08 5.1695565255e+08 1.1828204839e+00 1.1828167863e+00 1.1827971299e+00 1.1829513949e+00 9.5248084281e+06 1.0000000000e+00 1.0000000000e+00 6.9280000000e+03 2.1474836480e+10 9.5255600000e+06 9.5209760000e+06 9.5248084281e+06 9.5248084281e+06 1.9879699667e+07 1.9881456000e+07 1.9871472000e+07 1 1 0 0 0 0 0 0
41 6.5380633516e+08 6.5380237675e+08 6.5380392709e+08 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 6.5382728674e+08 6.5296571194e+08 6.5380633516e+08 6.5380633516e+08 1.1590932673e+00 1.1590890899e+00 1.1590658352e+00 1.1592304317e+00 1.1192730287e+07 1.0000000000e+00 1.0000000000e+00 5.8560000000e+03 1.6106127360e+10 1.1193770000e+07 1.1187740000e+07 1.1192730287e+07 1.1192730287e+07 2.2514362324e+07 2.2516752000e+07 2.2504512000e+07 1 1 0 0 0 0 0 0
42 9.0345600991e+08 9.0345464241e+08 9.0345532698e+08 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.6843545600e+08 9.0351967394e+08 9.0293536316e+08 9.0345600991e+08 9.0345600991e+08 1.1336702661e+00 1.1336649369e+00 1.1336364374e+00 1.1338144718e+00 1.0143789022e+07 1.0000000000e+00 1.0000000000e+00 6.0640000000e+03 1.2884901888e+10 1.0145052000e+07 1.0139652000e+07 1.0143789022e+07 1.0143789022e+07 1.9763232041e+07 1.9765840000e+07 1.9754768000e+07 1 1 0 0 0 0 0 0
43 4.2847491778e+08 4.2848559458e+08 4.2847956033e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 4.2851748848e+08 4.2765449386e+08 4.2847491778e+08 4.2847491778e+08 1.1174001346e+00 1.1173937487e+00 1.1173641077e+00 1.1175470956e+00 1.0754765052e+07 1.0000000000e+00 1.0000000000e+00 6.4480000000e+03 2.5769803776e+10 1.0756324000e+07 1.0750082000e+07 1.0754765052e+07 1.0754765052e+07 1.9142763250e+07 1.9145744000e+07 1.9134360000e+07 1 1 0 0 0 0 0 0
44 5.7148588531e+08 5.7148612520e+08 5.7148468223e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 5.7153452256e+08 5.7064118646e+08 5.7148588531e+08 5.7148588531e+08 1.0999762989e+00 1.0999693646e+00 1.0999345121e+00 1.1001271642e+00 8.1422590899e+06 1.0000000000e+00 1.0000000000e+00 6.2080000000e+03 3.4359738368e+10 8.1436020000e+06 8.1385810000e+06 8.1422590899e+06 8.1422590899e+06 1.5485030759e+07 1.5487748000e+07 1.5477924000e+07 1 1 0 0 0 0 0 0
45 6.6650358894e+08 6.6650229282e+08 6.6650417447e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 6.6656451356e+08 6.6619491857e+08 6.6650358895e+08 6.6650358895e+08 1.0835080581e+00 1.0835004364e+00 1.0834594997e+00 1.0836615191e+00 7.6263029864e+06 1.0000000000e+00 1.0000000000e+00 3.9360000000e+03 4.2949672960e+10 7.6277490000e+06 7.6228040000e+06 7.6263029864e+06 7.6263029864e+06 1.3429725670e+07 1.3432404000e+07 1.3423400000e+07 1 1 0 0 0 0 0 0
46 3.4208392204e+08 3.4208426012e+08 3.4208528965e+08 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 2.6843545600e+08 3.4213799254e+08 3.4159767276e+08 3.4208392204e+08 3.4208392204e+08 1.0733797226e+00 1.0733711872e+00 1.0733287016e+00 1.0735343723e+00 5.5140792375e+06 1.0000000000e+00 1.0000000000e+00 3.6120000000e+03 3.4359738368e+10 5.5152400000e+06 5.5114800000e+06 5.5140792375e+06 5.5140792375e+06 1.0250392065e+07 1.0252678000e+07 1.0245290000e+07 1 1 0 0 0 0 0 0
