matrix=data/matrices/nasa4704.mtx n=4704 seed=11
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
10 6.5919613716e+06 6.5917863484e+06 6.5917993924e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 6.5919492372e+06 6.5888129193e+06 6.5919613716e+06 6.5919613716e+06 1.1042013951e+00 1.1042025768e+00 1.1042033281e+00 1.1042079870e+00 1.3694423565e+07 1.6777216000e+07 1.0485760000e+06 3.5651584000e+07 3.4603008000e+07 1.3694446000e+07 1.3693802000e+07 1.3694423565e+07 1.3694423565e+07 8.3840502652e+06 8.3840620000e+06 8.3836530000e+06 0 0 0 0 0 0 0 0
11 4.6386671548e+06 4.6384876163e+06 4.6384962065e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 4.1943040000e+06 4.6386689127e+06 4.6363535721e+06 4.6386671548e+06 4.6386671548e+06 1.0714728355e+00 1.0714738205e+00 1.0714750820e+00 1.0714775717e+00 9.6836971523e+06 1.0000000000e+00 1.6777216000e+07 3.3030144000e+07 2.4117248000e+07 9.6837060000e+06 9.6831900000e+06 9.6836971523e+06 9.6836971523e+06 5.9460963284e+06 5.9461000000e+06 5.9457930000e+06 1 0 0 0 0 0 0 0
12 3.5435458462e+06 3.5433664220e+06 3.5433806264e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 5.9316416015e+06 3.5435584730e+06 3.5427250912e+06 3.5435458462e+06 3.5435458462e+06 1.0404320920e+00 1.0404333621e+00 1.0404346310e+00 1.0404375336e+00 6.5008769231e+06 1.6777216000e+07 1.6777216000e+07 3.1981568000e+07 2.6738688000e+07 6.5008790000e+06 6.5005570000e+06 6.5008769231e+06 6.5008769231e+06 4.0151311715e+06 4.0151305000e+06 4.0149385000e+06 0 0 0 0 0 0 0 0
13 3.2811675969e+06 3.2811799528e+06 3.2811836278e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 3.2811593402e+06 3.2807093480e+06 3.2811675969e+06 3.2811675969e+06 1.0124271009e+00 1.0124283515e+00 1.0124299253e+00 1.0124324652e+00 4.2326378399e+06 1.0000000000e+00 1.0000000000e+00 2.9884416000e+07 2.2020096000e+07 4.2326360000e+06 4.2324370000e+06 4.2326378399e+06 4.2326378399e+06 2.6224505443e+06 2.6224475000e+06 2.6223150000e+06 1 1 0 0 0 0 0 0
14 2.4601658425e+06 2.4599241277e+06 2.4599416045e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 5.9316416015e+06 2.4601859462e+06 2.4592105656e+06 2.4601658425e+06 2.4601658425e+06 9.8296154735e-01 9.8296313602e-01 9.8296466356e-01 9.8296754600e-01 3.0382407920e+06 1.0000000000e+00 1.6777216000e+07 3.6700160000e+07 2.6738688000e+07 3.0382355000e+06 3.0380765000e+06 3.0382407920e+06 3.0382407920e+06 2.0345305341e+06 2.0345255000e+06 2.0344155000e+06 1 0 0 0 0 0 0 0
15 2.9708722347e+06 2.9704425618e+06 2.9704699195e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 2.9708963129e+06 2.9689982508e+06 2.9708722346e+06 2.9708722347e+06 9.4865703214e-01 9.4865866911e-01 9.4866055661e-01 9.4866359073e-01 1.7550854951e+06 1.0000000000e+00 1.6777216000e+07 3.8797312000e+07 2.0971520000e+07 1.7550820000e+06 1.7549825000e+06 1.7550854951e+06 1.7550854951e+06 1.3499782921e+06 1.3499732500e+06 1.3498900000e+06 1 0 0 0 0 0 0 0
16 2.8084566019e+06 2.8077820451e+06 2.8078258322e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 2.8085361332e+06 2.8061396765e+06 2.8084566019e+06 2.8084566019e+06 9.1748331780e-01 9.1748575872e-01 9.1748718802e-01 9.1749146542e-01 1.5479527064e+06 1.0000000000e+00 1.0000000000e+00 6.6060288000e+07 1.7825792000e+07 1.5479582500e+06 1.5478520000e+06 1.5479527064e+06 1.5479527064e+06 1.1095790285e+06 1.1095755000e+06 1.1094992500e+06 1 1 0 0 0 0 0 0
17 2.9789540372e+06 2.9782740298e+06 2.9783097652e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 5.9316416015e+06 2.9789721128e+06 2.9760984675e+06 2.9789540372e+06 2.9789540372e+06 8.8990326715e-01 8.8990495842e-01 8.8990770325e-01 8.8990971484e-01 1.5939642570e+06 1.0000000000e+00 1.0000000000e+00 8.1788928000e+07 1.7825792000e+07 1.5939827500e+06 1.5938645000e+06 1.5939642570e+06 1.5939642570e+06 1.0079444484e+06 1.0079441250e+06 1.0078705000e+06 1 1 0 0 0 0 0 0
18 2.8873111868e+06 2.8859130594e+06 2.8859847279e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 5.9316416015e+06 2.8873459098e+06 2.8822862534e+06 2.8873111868e+06 2.8873111868e+06 8.6490774803e-01 8.6491078726e-01 8.6491221393e-01 8.6491750865e-01 1.5648227530e+06 1.0000000000e+00 1.0000000000e+00 7.3400320000e+07 2.1495808000e+07 1.5648177500e+06 1.5647027500e+06 1.5648227530e+06 1.5648227530e+06 8.9863664117e+05 8.9863356250e+05 8.9856225000e+05 1 1 0 0 0 0 0 0
19 2.0662963976e+06 2.0658909421e+06 2.0659073110e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 2.0662645403e+06 2.0645993538e+06 2.0662963976e+06 2.0662963976e+06 8.3706693529e-01 8.3706960618e-01 8.3707151616e-01 8.3707411961e-01 1.1279159841e+06 1.0000000000e+00 1.6777216000e+07 7.3400320000e+07 1.9922944000e+07 1.1278870000e+06 1.1277965000e+06 1.1279159841e+06 1.1279159841e+06 7.5017032467e+05 7.5015931250e+05 7.5009718750e+05 1 0 0 0 0 0 0 0
20 1.5725051595e+06 1.5724645326e+06 1.5724666998e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 1.5724852877e+06 1.5722665532e+06 1.5725051595e+06 1.5725051595e+06 8.0981203269e-01 8.0981553602e-01 8.0981669870e-01 8.0982088719e-01 8.6721871778e+05 1.0000000000e+00 1.0000000000e+00 1.3002342400e+08 1.9398656000e+07 8.6720331250e+05 8.6713543750e+05 8.6721871778e+05 8.6721871778e+05 6.2511562301e+05 6.2510750000e+05 6.2505568750e+05 1 1 0 0 0 0 0 0
21 1.6955311565e+06 1.6945566471e+06 1.6945989564e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 1.6955560089e+06 1.6918860075e+06 1.6955311565e+06 1.6955311565e+06 7.8285068534e-01 7.8285403071e-01 7.8285546656e-01 7.8285816291e-01 6.6999961684e+05 1.0000000000e+00 1.0000000000e+00 1.3841203200e+08 1.8874368000e+07 6.6999131250e+05 6.6993931250e+05 6.6999961684e+05 6.6999961684e+05 5.0295240990e+05 5.0294662500e+05 5.0290471875e+05 1 1 0 0 0 0 0 0
22 1.4283787626e+06 1.4274039359e+06 1.4274457159e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 1.4284150351e+06 1.4250666258e+06 1.4283787626e+06 1.4283787626e+06 7.5871317773e-01 7.5871721355e-01 7.5871794666e-01 7.5872250536e-01 6.7206758196e+05 1.0000000000e+00 1.6777216000e+07 1.2373196800e+08 2.8311552000e+07 6.7205906250e+05 6.7201843750e+05 6.7206758196e+05 6.7206758196e+05 4.6684913441e+05 4.6684343750e+05 4.6680678125e+05 1 0 0 0 0 0 0 0
23 1.3595621490e+06 1.3597911301e+06 1.3597723819e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 1.3595357657e+06 1.3605719644e+06 1.3595621490e+06 1.3595621490e+06 7.3849863183e-01 7.3850206344e-01 7.3850348483e-01 7.3850568244e-01 7.0250496163e+05 1.0000000000e+00 1.6777216000e+07 1.0485760000e+08 2.9884416000e+07 7.0249537500e+05 7.0246456250e+05 7.0250496163e+05 7.0250496163e+05 4.2745878719e+05 4.2745306250e+05 4.2742237500e+05 1 0 0 0 0 0 0 0
24 1.1434040159e+06 1.1432225682e+06 1.1432247465e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.9658208008e+06 1.1433967676e+06 1.1430518969e+06 1.1434040159e+06 1.1434040159e+06 7.1821608937e-01 7.1822038858e-01 7.1822085851e-01 7.1822595850e-01 5.3183631044e+05 1.0000000000e+00 1.0000000000e+00 8.5983232000e+07 2.7262976000e+07 5.3182843750e+05 5.3179593750e+05 5.3183631044e+05 5.3183631044e+05 3.5917367081e+05 3.5916834375e+05 3.5913940625e+05 1 1 0 0 0 0 0 0
25 1.1857039118e+06 1.1837964279e+06 1.1838717717e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 5.9316416015e+06 1.1857654712e+06 1.1795768867e+06 1.1857039118e+06 1.1857039118e+06 7.0046968629e-01 7.0047295406e-01 7.0047429357e-01 7.0047578603e-01 3.8919389354e+05 1.0000000000e+00 1.0000000000e+00 1.2582912000e+08 1.7825792000e+07 3.8918603125e+05 3.8920909375e+05 3.8919389354e+05 3.8919389354e+05 2.8723064156e+05 2.8722546875e+05 2.8721075000e+05 1 1 0 0 0 0 0 0
26 1.1515772225e+06 1.1544774072e+06 1.1542936952e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 5.9316416015e+06 1.1513367122e+06 1.1638948149e+06 1.1515772225e+06 1.1515772225e+06 6.8359190457e-01 6.8359764663e-01 6.8359625097e-01 6.8360998753e-01 3.4472996127e+05 1.0000000000e+00 1.6777216000e+07 1.2373196800e+08 1.7825792000e+07 3.4471743750e+05 3.4489615625e+05 3.4472996127e+05 3.4472996127e+05 2.5168790377e+05 2.5168170312e+05 2.5170010938e+05 1 0 0 0 0 0 0 0
27 1.4192572045e+06 1.4207781822e+06 1.4206267858e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 1.4190851951e+06 1.4286411149e+06 1.4192572045e+06 1.4192572045e+06 6.6916578863e-01 6.6916938648e-01 6.6916952667e-01 6.6918410969e-01 2.9531827776e+05 1.0000000000e+00 1.6777216000e+07 9.8566144000e+07 1.6777216000e+07 2.9528968750e+05 2.9600928125e+05 2.9531827776e+05 2.9531827776e+05 2.1224072194e+05 2.1223128125e+05 2.1236262500e+05 1 0 0 0 0 0 0 0
28 1.4656583551e+06 1.4610305542e+06 1.4612836548e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 1.4659217198e+06 1.4489220066e+06 1.4656583551e+06 1.4656583551e+06 6.5571658079e-01 6.5572620406e-01 6.5571966219e-01 6.5576462853e-01 3.6890416710e+05 1.0000000000e+00 1.0000000000e+00 8.1788928000e+07 1.6777216000e+07 3.6885778125e+05 3.7006262500e+05 3.6890416710e+05 3.6890416710e+05 2.1255187035e+05 2.1253620312e+05 2.1284965625e+05 1 1 0 0 0 0 0 0
29 1.2511809119e+06 1.2546425496e+06 1.2545497249e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 1.2511151374e+06 1.2608762779e+06 1.2511809119e+06 1.2511809119e+06 6.4127696939e-01 6.4128022642e-01 6.4128058276e-01 6.4128656248e-01 2.9845574486e+05 1.0000000000e+00 1.0000000000e+00 1.1324620800e+08 1.6777216000e+07 2.9847043750e+05 2.9765809375e+05 2.9845574486e+05 2.9845574486e+05 1.9898578664e+05 1.9898451562e+05 1.9880195312e+05 1 1 0 0 0 0 0 0
30 9.4023099174e+05 9.4114349974e+05 9.4114551914e+05 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 9.4023610856e+05 9.4179613115e+05 9.4023099174e+05 9.4023099174e+05 6.2842055495e-01 6.2842642797e-01 6.2842381815e-01 6.2843730608e-01 2.7145166821e+05 1.0000000000e+00 1.6777216000e+07 1.0276044800e+08 1.3369344000e+07 2.7145818750e+05 2.7092028125e+05 2.7145166821e+05 2.7145166821e+05 1.8013017745e+05 1.8012725000e+05 1.7999950000e+05 1 0 0 0 0 0 0 0
31 8.1323403645e+05 8.1212020706e+05 8.1218569037e+05 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.9658208008e+06 8.1326103208e+05 8.0868126844e+05 8.1323403645e+05 8.1323403645e+05 6.1679752436e-01 6.1680116618e-01 6.1680065784e-01 6.1680016024e-01 2.5069613685e+05 1.0000000000e+00 1.6777216000e+07 9.4371840000e+07 1.4942208000e+07 2.5069740625e+05 2.5033060938e+05 2.5069613685e+05 2.5069613685e+05 1.6832028031e+05 1.6831632812e+05 1.6821717188e+05 1 0 0 0 0 0 0 0
32 7.4673853655e+05 7.4652589241e+05 7.4654463490e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.9658208008e+06 7.4672843569e+05 7.4618620732e+05 7.4673853655e+05 7.4673853655e+05 6.0433262167e-01 6.0433683352e-01 6.0433537241e-01 6.0433727040e-01 1.6027462778e+05 1.0000000000e+00 1.0000000000e+00 1.1744051200e+08 1.4286848000e+07 1.6026992188e+05 1.6019284375e+05 1.6027462778e+05 1.6027462778e+05 1.3164015986e+05 1.3163515625e+05 1.3160084375e+05 1 1 0 0 0 0 0 0
33 8.3696148970e+05 8.3731467828e+05 8.3727135512e+05 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 2.9658208008e+06 8.3692817374e+05 8.3810631070e+05 8.3696148970e+05 8.3696148970e+05 5.9346066315e-01 5.9346516019e-01 5.9346271221e-01 5.9346389451e-01 1.4516405888e+05 1.0000000000e+00 1.0000000000e+00 1.0485760000e+08 1.0485760000e+07 1.4515756250e+05 1.4513729688e+05 1.4516405888e+05 1.4516405888e+05 1.1383871981e+05 1.1383334375e+05 1.1381925000e+05 1 1 0 0 0 0 0 0
34 6.6828746818e+05 6.6834432400e+05 6.6838322708e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 6.6823434376e+05 6.6837790776e+05 6.6828746818e+05 6.6828746818e+05 5.8354035936e-01 5.8354438529e-01 5.8354207524e-01 5.8354230378e-01 1.5024065553e+05 1.0000000000e+00 1.6777216000e+07 1.0905190400e+08 1.0485760000e+07 1.5023307812e+05 1.5022640625e+05 1.5024065553e+05 1.5024065553e+05 1.0825076301e+05 1.0824508594e+05 1.0823525781e+05 1 0 0 0 0 0 0 0
35 5.8748980217e+05 5.9021872903e+05 5.9002254991e+05 1.0240000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 5.8711109430e+05 5.9489641118e+05 5.8748980217e+05 5.8748980217e+05 5.7463651361e-01 5.7464226540e-01 5.7463742630e-01 5.7464244602e-01 1.1246846933e+05 1.0000000000e+00 1.6777216000e+07 1.5518924800e+08 9.4371840000e+06 1.1246200781e+05 1.1248787500e+05 1.1246846933e+05 1.1246846933e+05 8.6621397124e+04 8.6616359375e+04 8.6614851562e+04 1 0 0 0 0 0 0 0
36 6.2654237636e+05 6.2345511225e+05 6.2361573727e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 6.2701669811e+05 6.2022370612e+05 6.2654237635e+05 6.2654237635e+05 5.6717530277e-01 5.6717937025e-01 5.6717605466e-01 5.6717739361e-01 1.3173293135e+05 1.0000000000e+00 1.0000000000e+00 1.0695475200e+08 9.9614720000e+06 1.3172448438e+05 1.3182628125e+05 1.3173293135e+05 1.3173293135e+05 8.3112347814e+04 8.3106953125e+04 8.3124890625e+04 1 1 0 0 0 0 0 0
37 5.5057714474e+05 5.5106454394e+05 5.5093192529e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.9658208008e+06 5.5056548210e+05 5.5345850122e+05 5.5057714474e+05 5.5057714474e+05 5.5921588243e-01 5.5922264334e-01 5.5921583718e-01 5.5922400035e-01 1.1508403491e+05 1.0000000000e+00 1.0000000000e+00 1.3421772800e+08 1.0223616000e+07 1.1507727344e+05 1.1509985156e+05 1.1508403491e+05 1.1508403491e+05 7.9649774495e+04 7.9644484375e+04 7.9645335938e+04 1 1 0 0 0 0 0 0
38 5.4288176297e+05 5.4665438810e+05 5.4663745400e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.9658208008e+06 5.4244460938e+05 5.5575094186e+05 5.4288176297e+05 5.4288176297e+05 5.5248628777e-01 5.5249109598e-01 5.5248607841e-01 5.5249200655e-01 8.3698849708e+04 1.0000000000e+00 1.6777216000e+07 1.1114905600e+08 9.3061120000e+06 8.3693710938e+04 8.3863554688e+04 8.3698849708e+04 8.3698849708e+04 6.2385425754e+04 6.2380943359e+04 6.2411875000e+04 1 0 0 0 0 0 0 0
39 4.7721544575e+05 4.7719536467e+05 4.7677654707e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 4.7767487199e+05 4.8643880266e+05 4.7721544575e+05 4.7721544575e+05 5.4662703735e-01 5.4663788113e-01 5.4662565113e-01 5.4665316386e-01 8.6648488577e+04 1.0000000000e+00 1.6777216000e+07 1.7616076800e+08 8.7818240000e+06 8.6643531250e+04 8.7107492188e+04 8.6648488577e+04 8.6648488577e+04 5.8698130452e+04 5.8693738281e+04 5.8795367188e+04 1 0 0 0 0 0 0 0
40 4.7197064541e+05 4.7784266987e+05 4.7714439321e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.6323738152e+06 4.7254465768e+05 5.1337185811e+05 4.7197064541e+05 4.7197064541e+05 5.4004337334e-01 5.4005745642e-01 5.4004249639e-01 5.4010774990e-01 6.1911590295e+04 1.0000000000e+00 1.0000000000e+00 1.4680064000e+08 8.7818240000e+06 6.1909716797e+04 6.2851236328e+04 6.1911590295e+04 6.1911590295e+04 5.0008111534e+04 5.0004308594e+04 5.0185601562e+04 1 1 0 0 0 0 0 0
41 4.7337689765e+05 4.9848653014e+05 4.9648334024e+05 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 2.9658208008e+06 4.7367444172e+05 5.8257231033e+05 4.7337689765e+05 4.7337689765e+05 5.3440321049e-01 5.3444726177e-01 5.3440044491e-01 5.3459389757e-01 6.7845020658e+04 1.0000000000e+00 1.0000000000e+00 1.9293798400e+08 9.9614720000e+06 6.7853039062e+04 7.1646945312e+04 6.7845020658e+04 6.7845020658e+04 4.8888781400e+04 4.8887044922e+04 4.9699802734e+04 1 1 0 0 0 0 0 0
42 4.3056049764e+05 5.2283171185e+05 5.1732602629e+05 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 2.9658208008e+06 4.2837421726e+05 6.6442688003e+05 4.3056049767e+05 4.3056049766e+05 5.2928940920e-01 5.2938077080e-01 5.2928989240e-01 5.2969944194e-01 5.7487169844e+04 1.0000000000e+00 1.6777216000e+07 1.7616076800e+08 9.1750400000e+06 5.7518244141e+04 6.5418927734e+04 5.7487169844e+04 5.7487169844e+04 4.4670910575e+04 4.4673693359e+04 4.6343033203e+04 1 0 0 0 0 0 0 0
43 4.2654574750e+05 6.2007985282e+05 6.0982472456e+05 0.0000000000e+00 4.0960000000e+03 3.3554432000e+07 2.9658208008e+06 4.4392850682e+05 6.5817953480e+05 4.2654574746e+05 4.2654574748e+05 5.2426247420e-01 5.2472055894e-01 5.2426700489e-01 5.2549533770e-01 4.5729623235e+04 1.0000000000e+00 1.6777216000e+07 5.7042534400e+08 9.3061120000e+06 4.5892896484e+04 6.8568664062e+04 4.5729623235e+04 4.5729623235e+04 3.8773140297e+04 3.8801582031e+04 4.3738230469e+04 1 0 0 0 0 0 0 0
44 3.7140743673e+05 7.0437035785e+05 7.1252901300e+05 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 4.1943040000e+06 4.0301132856e+05 5.4375460630e+05 3.7140743692e+05 3.7140743686e+05 5.1969421764e-01 5.2080595047e-01 5.1975501665e-01 5.2131863949e-01 4.4835139911e+04 1.0000000000e+00 1.0000000000e+00 3.5232153600e+08 9.9614720000e+06 4.5810132812e+04 7.3837507812e+04 4.4835139911e+04 4.4835139911e+04 3.6506290100e+04 3.6696113281e+04 4.4704826172e+04 1 1 0 0 0 0 0 0
45 4.2350720186e+05 4.7802776903e+05 4.8880904057e+05 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 4.1943040000e+06 6.0264379237e+05 3.9348057766e+05 4.2350720172e+05 4.2350720176e+05 5.1487340046e-01 5.1672229067e-01 5.1518558977e-01 5.1686822389e-01 4.0058188445e+04 1.0000000000e+00 1.0000000000e+00 2.6843545600e+08 9.8304000000e+06 4.4714263672e+04 4.9015341797e+04 4.0058188445e+04 4.0058188445e+04 3.3688771098e+04 3.4611326172e+04 3.6850460938e+04 1 1 0 0 0 0 0 0
46 4.4086842748e+05 4.3644591538e+05 4.3935841049e+05 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 4.1943040000e+06 6.7611843961e+05 4.1432221911e+05 4.4086842787e+05 4.4086842776e+05 5.0999659579e-01 5.1185618290e-01 5.1096493636e-01 5.1188120777e-01 4.0811681802e+04 1.0000000000e+00 1.6777216000e+07 1.4092861440e+09 1.1927552000e+07 5.7649503906e+04 4.0109593750e+04 4.0811681802e+04 4.0811681802e+04 3.3706849825e+04 3.7299283203e+04 3.3711001953e+04 1 0 0 0 0 0 0 0
