matrix=data/matrices/mhd4800b.mtx n=4800 seed=10
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
12 1.8219563350e-04 1.8218753226e-04 1.8218527996e-04 2.7712812921e+01 1.3856406461e+01 2.2006538547e-04 3.6108885395e-04 1.8219883234e-04 1.8219501048e-04 1.8219563350e-04 1.8219563350e-04 2.3960610734e+00 2.3955999337e+00 2.3960571056e+00 2.3961299849e+00 1.2599848177e-06 1.6777216000e+07 4.0960000000e+03 5.9604644775e-07 4.7683715820e-07 1.2601720982e-06 1.2601947219e-06 1.2599848177e-06 1.2599848177e-06 1.3344833875e-06 1.3346211745e-06 1.3346370906e-06 0 0 0 0 0 0 0 0
13 2.3329321021e-04 2.3329441469e-04 2.3329216848e-04 2.7712812921e+01 1.4966629547e+01 2.5714568400e-04 1.7263349150e-04 2.3329784868e-04 2.3329492484e-04 2.3329321021e-04 2.3329321021e-04 1.1878964641e+00 1.1879396927e+00 1.1878284756e+00 1.1878949771e+00 5.4601698046e-07 1.6777216000e+07 8.1920000000e+03 4.2095780373e-07 4.5448541641e-07 5.4594886478e-07 5.4593840559e-07 5.4601698046e-07 5.4601698046e-07 8.2561361885e-07 8.2558460690e-07 8.2557824044e-07 0 0 0 0 0 0 0 0
14 1.1622254154e-04 1.1623036402e-04 1.1623028761e-04 2.7712812921e+01 1.6000000000e+01 1.3302303905e-04 2.3241495074e-04 1.1622282158e-04 1.1622089577e-04 1.1622254154e-04 1.1622254154e-04 4.6313340344e-01 4.6303762323e-01 4.6302042088e-01 4.6311805366e-01 3.9768991291e-07 1.6777216000e+07 1.6384000000e+04 4.9173831940e-07 3.8370490074e-07 3.9767547833e-07 3.9767303406e-07 3.9768991291e-07 3.9768991291e-07 5.1798539138e-07 5.1798133427e-07 5.1797917422e-07 0 0 0 0 0 0 0 0
15 6.3286491204e-05 6.3273769605e-05 6.3272562405e-05 2.7712812921e+01 1.6000000000e+01 8.0017764906e-05 1.0005857123e-04 6.3286689410e-05 6.3285314043e-05 6.3286491204e-05 6.3286491204e-05 2.8246792880e-01 2.8244568712e-01 2.8232664267e-01 2.8243715932e-01 1.0986605877e-07 1.6777216000e+07 1.6384000000e+04 2.4214386940e-07 2.8312206268e-07 1.0986582311e-07 1.0986497045e-07 1.0986605877e-07 1.0986605877e-07 1.5041264815e-07 1.5041277379e-07 1.5041234747e-07 0 0 0 0 0 0 0 0
16 1.6054589663e-05 1.6052618681e-05 1.6052606578e-05 2.7712812921e+01 1.6000000000e+01 4.4486632499e-05 7.4752494592e-05 1.6054561137e-05 1.6054574968e-05 1.6054589663e-05 1.6054589663e-05 2.0206845492e-01 2.0206473738e-01 2.0193757606e-01 2.0204747041e-01 2.8612107927e-08 1.6777216000e+07 1.6384000000e+04 1.2479722500e-07 5.3085386753e-08 2.8612141989e-08 2.8612156200e-08 2.8612107927e-08 2.8612107927e-08 3.4583579274e-08 3.4583635511e-08 3.4584004993e-08 0 0 0 0 0 0 0 0
17 1.0839758990e-05 1.0847436390e-05 1.0847974348e-05 2.7712812921e+01 2.2627416998e+01 2.3515373241e-05 2.9051868843e-05 1.0839711416e-05 1.0838000837e-05 1.0839758990e-05 1.0839758990e-05 2.5933291986e-01 2.5933516451e-01 2.5919119094e-01 2.5929762770e-01 5.0618333559e-09 1.6777216000e+07 1.6384000000e+04 2.0954757929e-08 2.0489096642e-08 5.0618265135e-09 5.0619348713e-09 5.0618333559e-09 5.0618333559e-09 5.8568317184e-09 5.8568350170e-09 5.8569860073e-09 0 0 0 0 0 0 0 0
18 4.2994924540e-06 4.2917518886e-06 4.2912225569e-06 2.7712812921e+01 2.2627416998e+01 1.6627879881e-05 2.9548517961e-05 4.2995918546e-06 4.2992497049e-06 4.2994924540e-06 4.2994924540e-06 1.5330733471e-01 1.5331080066e-01 1.5317729772e-01 1.5329177400e-01 1.2117080324e-09 1.6777216000e+07 1.6384000000e+04 4.8894435167e-09 6.2864273787e-09 1.2116885273e-09 1.2117293835e-09 1.2117080324e-09 1.2117080324e-09 1.4777146333e-09 1.4777068458e-09 1.4777237212e-09 0 0 0 0 0 0 0 0
19 2.2632787857e-06 2.2652225304e-06 2.2653599886e-06 2.7712812921e+01 2.2627416998e+01 1.3214498959e-05 2.1579186438e-05 2.2631376183e-06 2.2624905892e-06 2.2632787857e-06 2.2632787857e-06 2.4880617524e-01 2.4880961086e-01 2.4866705575e-01 2.4877380840e-01 3.4700331315e-10 1.6777216000e+07 6.5536000000e+04 3.6088749766e-09 5.8207660913e-09 3.4696689966e-10 3.4695912809e-10 3.4700331315e-10 3.4700331315e-10 3.5204536167e-10 3.5202707416e-10 3.5201042081e-10 0 0 0 0 0 0 0 0
20 9.1878842573e-07 9.1827325526e-07 9.1824828319e-07 2.7712812921e+01 2.2627416998e+01 9.3440618240e-06 2.1239335491e-05 9.1876187465e-07 9.1838795278e-07 9.1878842573e-07 9.1878842573e-07 1.7529774199e-01 1.7530125360e-01 1.7515499070e-01 1.7527431598e-01 1.6649499098e-10 1.6777216000e+07 6.5536000000e+04 2.5611370802e-09 4.7730281949e-09 1.6649304158e-10 1.6647905277e-10 1.6649499098e-10 1.6649499098e-10 1.4030061113e-10 1.4029355455e-10 1.4027423667e-10 0 0 0 0 0 0 0 0
21 5.8701728111e-07 5.8796763517e-07 5.8803466012e-07 2.7712812921e+01 3.2000000000e+01 7.6293945312e-06 8.9462580868e-06 5.8701255229e-07 5.8664895344e-07 5.8701728111e-07 5.8701728111e-07 1.8156183241e-01 1.8156609035e-01 1.8141998842e-01 1.8153503803e-01 2.5609933309e-11 1.6777216000e+07 6.5536000000e+04 2.2118911147e-09 1.4551915228e-09 2.5610652488e-11 2.5605823017e-11 2.5609933309e-11 2.5609933309e-11 2.5763493602e-11 2.5763613465e-11 2.5758811750e-11 0 0 0 0 0 0 0 0
22 2.2089543581e-07 2.2067457766e-07 2.2065484750e-07 2.7712812921e+01 3.2000000000e+01 5.3947966094e-06 7.6293945312e-06 2.2090708405e-07 2.2057407366e-07 2.2089543581e-07 2.2089543581e-07 1.6928064062e-01 1.6928562492e-01 1.6913660214e-01 1.6926133109e-01 3.8466864911e-12 1.6777216000e+07 1.0485760000e+06 7.2759576142e-10 1.1641532183e-09 3.8467284913e-12 3.8462705243e-12 3.8466864911e-12 3.8466864911e-12 5.0040090174e-12 5.0040666055e-12 5.0026510712e-12 0 0 0 0 0 0 0 0
23 1.3739533505e-07 1.3785008942e-07 1.3791198232e-07 2.7712812921e+01 3.2000000000e+01 1.9073486328e-06 2.6973983047e-06 1.3739612275e-07 1.3721924897e-07 1.3739533505e-07 1.3739533505e-07 1.5949196017e-01 1.5949855515e-01 1.5934605565e-01 1.5946366326e-01 8.5680341513e-13 1.6777216000e+07 1.0485760000e+06 3.7834979594e-10 2.4738255888e-10 8.5681808870e-13 8.5625950774e-13 8.5680341513e-13 8.5680341513e-13 1.1673860905e-12 1.1674307354e-12 1.1667333766e-12 0 0 0 0 0 0 0 0
24 1.1518095324e-07 1.1656501936e-07 1.1669452930e-07 2.7712812921e+01 3.2000000000e+01 1.5078914929e-06 2.5231850730e-06 1.1518882839e-07 1.1494337412e-07 1.1518095324e-07 1.1518095324e-07 1.4609970791e-01 1.4612046401e-01 1.4595047017e-01 1.4609164502e-01 2.9056854589e-13 1.6777216000e+07 1.0485760000e+06 1.4551915228e-10 8.7311491370e-11 2.9058873363e-13 2.9045862937e-13 2.9056854589e-13 2.9056854589e-13 4.6283152225e-13 4.6288667344e-13 4.6253972874e-13 0 0 0 0 0 0 0 0
25 1.2239257949e-07 1.2156774844e-07 1.2172961600e-07 2.7712812921e+01 3.2000000000e+01 6.7434957617e-07 9.5367431641e-07 1.2243527301e-07 1.2194192386e-07 1.2239257949e-07 1.2239257949e-07 1.2087427274e-01 1.2109741556e-01 1.2071867304e-01 1.2084904289e-01 9.9811575340e-14 1.6777216000e+07 1.0485760000e+06 4.0017766878e-11 4.7293724492e-11 9.9834637085e-14 9.9849382235e-14 9.9811575340e-14 9.9811575340e-14 2.6194716666e-13 2.6201436854e-13 2.6174548640e-13 0 0 0 0 0 0 0 0
26 1.4286061924e-07 1.3671568888e-07 1.3737792893e-07 2.7712812921e+01 3.2000000000e+01 4.7683715820e-07 1.5078914929e-06 1.4288518968e-07 1.4222350808e-07 1.4286061924e-07 1.4286061924e-07 7.4458719830e-02 7.7256784062e-02 7.4305584166e-02 7.4982656572e-02 1.2662468241e-13 1.6777216000e+07 1.0485760000e+06 9.0949470177e-12 1.2732925825e-11 1.2673022354e-13 1.2786733478e-13 1.2662468241e-13 1.2662468241e-13 3.4811686156e-13 3.4826481976e-13 3.4829431006e-13 0 0 0 0 0 0 0 0
27 1.0541977854e-07 1.0957990646e-07 1.1066682068e-07 2.7712812921e+01 3.2000000000e+01 3.3717478809e-07 6.7434957617e-07 1.0518328873e-07 1.0200799160e-07 1.0541977853e-07 1.0541977853e-07 2.6488961131e-02 3.5524905272e-02 2.6411424206e-02 2.8316791263e-02 2.4127112220e-13 1.6777216000e+07 1.0485760000e+06 6.3664629124e-12 9.0949470177e-12 2.4212576388e-13 2.5835236728e-13 2.4127112220e-13 2.4127112220e-13 4.6392304557e-13 4.6442710788e-13 4.7168519091e-13 0 0 0 0 0 0 0 0
28 4.9908332323e-08 6.9289955560e-08 6.9009993613e-08 2.7712812921e+01 3.2000000000e+01 4.1295309247e-07 4.7683715820e-07 4.9148778625e-08 5.1857505325e-08 4.9908332322e-08 4.9908332322e-08 7.0167727025e-03 1.3140137916e-02 7.1221481268e-03 1.0717662434e-02 1.7840893850e-13 1.6777216000e+07 1.0485760000e+06 2.7284841053e-12 4.5474735089e-12 1.8410186570e-13 2.8179542033e-13 1.7840893850e-13 1.7840893850e-13 2.4573529370e-13 2.4851821989e-13 2.9881826180e-13 0 0 0 0 0 0 0 0
29 3.1613971743e-08 4.3535777353e-08 4.4010320774e-08 2.7712812921e+01 3.2000000000e+01 2.3841857910e-07 4.7683715820e-07 3.0582905505e-08 3.6912653321e-08 3.1613971741e-08 3.1613971741e-08 2.1727526006e-03 3.9048629209e-03 2.5262517184e-03 3.6875448820e-03 5.0227160074e-14 1.6777216000e+07 1.0485760000e+06 2.2737367544e-12 2.7284841053e-12 6.7096935646e-14 1.5349266996e-13 5.0227160074e-14 5.0227160074e-14 6.3234249834e-14 7.1386473122e-14 1.3193439397e-13 0 0 0 0 0 0 0 0
30 9.9560577995e-09 2.7369651683e-08 2.7914163737e-08 2.7712812921e+01 3.2000000000e+01 2.3841857910e-07 9.5367431641e-07 1.7158133564e-08 2.0077340249e-08 9.9560577999e-09 9.9560577998e-09 7.8775247918e-04 1.3331354798e-03 1.0028092809e-03 1.2679373557e-03 1.3027336574e-14 1.6777216000e+07 1.0485760000e+06 3.1832314562e-12 4.5474735089e-13 3.1913274107e-14 2.7049326320e-14 1.3027336574e-14 1.3027336574e-14 1.6564887605e-14 2.7630025004e-14 3.2365169572e-14 0 0 0 0 0 0 0 0
31 6.4850491828e-09 1.2776351087e-08 1.2852577531e-08 2.7712812921e+01 3.2000000000e+01 1.6858739404e-07 1.7841612753e-06 7.9474242878e-09 7.9262934442e-09 6.4850491864e-09 6.4850491868e-09 4.5970691701e-04 6.3549258802e-04 4.3591395594e-04 6.6278434469e-04 2.5073290588e-15 1.6777216000e+07 1.0485760000e+06 9.0949470177e-13 1.4551915228e-11 8.3776301868e-15 6.8964473889e-15 2.5073290588e-15 2.5073290588e-15 3.4028713955e-15 8.4163362044e-15 8.1560192627e-15 0 0 0 0 0 0 0 0
32 4.2744846367e-09 7.6472984118e-09 7.5704000738e-09 2.7712812921e+01 3.2000000000e+01 1.1920928955e-07 1.7841612753e-06 4.7773740448e-09 4.7747137899e-09 4.2744846471e-09 4.2744846463e-09 3.1369223964e-04 4.1155792020e-04 2.4903541059e-04 3.5772895436e-04 7.5339634458e-16 1.6777216000e+07 1.0485760000e+06 9.0949470177e-13 3.2741809264e-11 1.2949981799e-15 1.3156251262e-15 7.5339634458e-16 7.5339634458e-16 1.1031256115e-15 1.8759950191e-15 1.8875417722e-15 0 0 0 0 0 0 0 0
33 3.1967259458e-09 4.6990770437e-09 4.6180266754e-09 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 1.3486991523e-06 3.9598325621e-09 3.5659022146e-09 3.1967259366e-09 3.1967259385e-09 1.9797710887e-04 3.0766190531e-04 1.6240656765e-04 4.1299362760e-04 2.6714213413e-16 1.6777216000e+07 1.0485760000e+06 4.5474735089e-13 2.0008883439e-11 3.9387709674e-16 5.8695995113e-16 2.6714213413e-16 2.6714213413e-16 5.4388650181e-16 6.8444327896e-16 7.8459645465e-16 0 0 0 0 0 0 0 0
34 3.5403240600e-09 3.4160347374e-09 3.3630209367e-09 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 9.5367431641e-07 3.0058776503e-09 2.9006168766e-09 3.5403240725e-09 3.5403240704e-09 9.4549515461e-05 1.9369421671e-04 1.3393252356e-04 1.8318875510e-04 2.1546202326e-16 1.6777216000e+07 1.0485760000e+06 6.8212102633e-13 1.4551915228e-11 2.4329496751e-16 4.8034221999e-16 2.1546202326e-16 2.1546202326e-16 4.0960855998e-16 4.7703540337e-16 6.3185947360e-16 0 0 0 0 0 0 0 0
35 1.9528937155e-09 3.0432630470e-09 3.0121967482e-09 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 4.7683715820e-07 3.3474466178e-09 3.1539744661e-09 1.9528936803e-09 1.9528936834e-09 3.1638729856e-05 1.6557974378e-04 1.7118166355e-04 1.7390926842e-04 1.5685171048e-16 1.6777216000e+07 1.0485760000e+06 3.4106051316e-13 9.0949470177e-12 1.7995045558e-16 3.0041209320e-16 1.5685171048e-16 1.5685171048e-16 2.7433668292e-16 3.3417143835e-16 4.5879370181e-16 0 0 0 0 0 0 0 0
36 1.1693469097e-09 2.0932418202e-09 2.1182933108e-09 2.7712812921e+01 3.2000000000e+01 1.1920928955e-07 2.3841857910e-07 1.2982233270e-09 2.4708277899e-09 1.1693469128e-09 1.1693469112e-09 7.8414947342e-06 1.3587668349e-04 1.8419727583e-04 1.2230055741e-04 8.9017306529e-17 1.6777216000e+07 1.0485760000e+06 4.5474735089e-13 9.0949470177e-12 1.4514756584e-16 1.6408722254e-16 8.9017306522e-17 8.9017306522e-17 1.1251529405e-16 2.0505651213e-16 2.7264296506e-16 0 0 0 0 0 0 0 0
37 3.5098611295e-10 1.2012016346e-09 1.2000024797e-09 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 4.1295309247e-07 8.3366092221e-10 1.1134354932e-09 3.5098611186e-10 3.5098611259e-10 2.8221638162e-06 1.4004843443e-04 2.0597098829e-04 1.1950726588e-04 2.4661201098e-17 1.6777216000e+07 1.0485760000e+06 6.8212102633e-13 7.2759576142e-12 7.5612937135e-17 9.3187176725e-17 2.4661201085e-17 2.4661201085e-17 3.0785317757e-17 7.2529737207e-17 1.1761560692e-16 0 0 0 0 0 0 0 0
38 2.2196876770e-10 7.0589284513e-10 7.0431153141e-10 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 6.7434957617e-07 3.4958685962e-10 5.2513061603e-10 2.2196877118e-10 2.2196876891e-10 1.1209172370e-06 1.4097843529e-04 2.0208426276e-04 1.1895154712e-04 4.7543516527e-18 1.6777216000e+07 1.0485760000e+06 6.8212102633e-13 1.8189894035e-12 3.3105435710e-17 2.4033712845e-17 4.7543516184e-18 4.7543516178e-18 5.7675098063e-18 2.9400513599e-17 2.9444559312e-17 0 0 0 0 0 0 0 0
39 9.2809587408e-11 2.2870307282e-10 2.2750113950e-10 2.7712812921e+01 3.2000000000e+01 1.1920928955e-07 6.7434957617e-07 2.4309212855e-10 2.2490831203e-10 9.2809604011e-11 9.2809602481e-11 5.6197533252e-07 1.4112798291e-04 2.0303406323e-04 1.1897010108e-04 1.1293353348e-18 1.6777216000e+07 1.0485760000e+06 9.0949470177e-13 5.4569682106e-12 6.0664499682e-18 9.2385883557e-18 1.1293352620e-18 1.1293352607e-18 1.3320845650e-18 6.3053132594e-18 8.1264340960e-18 0 0 0 0 0 0 0 0
40 4.3154631938e-11 1.2722531163e-10 1.3024224080e-10 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 4.7683715820e-07 1.1034536065e-10 1.4520048021e-10 4.3154614799e-11 4.3154615287e-11 2.5865510879e-07 1.4151478180e-04 2.0466736240e-04 1.1897948426e-04 2.1975883650e-19 1.6777216000e+07 1.0485760000e+06 4.5474735089e-13 5.4569682106e-12 1.1849990932e-18 2.6160612576e-18 2.1975869090e-19 2.1975868839e-19 2.6750721527e-19 1.3991925497e-18 2.3666100546e-18 0 0 0 0 0 0 0 0
41 1.6556266055e-11 6.4096534883e-11 6.4703143582e-11 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 4.7683715820e-07 6.1496908545e-11 8.9740907304e-11 1.6556272460e-11 1.6556276277e-11 1.1656051533e-07 1.4131945723e-04 2.0302496816e-04 1.1897046195e-04 5.2416658291e-20 1.6777216000e+07 1.0485760000e+06 4.5474735089e-13 4.5474735089e-12 3.0704944338e-19 6.6852075362e-19 5.2416347590e-20 5.2416342227e-20 6.1315882267e-20 3.1663150360e-19 6.5390943528e-19 0 0 0 0 0 0 0 0
42 7.5157292800e-12 3.7943642064e-11 3.8042424894e-11 2.7712812921e+01 3.2000000000e+01 5.9604644775e-08 3.3717478809e-07 2.3515319251e-11 5.5783989320e-11 7.5157163359e-12 7.5157240751e-12 5.4688282864e-08 1.4137282473e-04 2.0434608406e-04 1.1898184552e-04 9.0030080395e-21 1.6777216000e+07 1.0485760000e+06 3.4106051316e-13 3.6379788071e-12 1.0700408404e-19 1.2898723600e-19 9.0023766046e-21 9.0023656940e-21 1.0973797556e-20 9.7408788934e-20 1.4253976316e-19 0 0 0 0 0 0 0 0
43 4.7001748685e-12 1.4830278038e-11 1.4837041742e-11 2.7712812921e+01 3.2000000000e+01 5.9604644775e-08 2.3841857910e-07 1.7729315632e-11 2.1865735617e-11 4.7008975783e-12 4.7009139652e-12 2.4504719488e-08 1.4136993709e-04 2.0381163623e-04 1.1899427235e-04 2.1590868493e-21 1.6777216000e+07 1.0485760000e+06 3.4106051316e-13 1.3642420527e-12 2.9381455358e-20 3.3021050053e-20 2.1577225087e-21 2.1576989111e-21 2.5130921904e-21 2.6853591406e-20 3.6157718936e-20 0 0 0 0 0 0 0 0
44 1.5529488044e-12 6.8449872702e-12 6.8444289933e-12 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 1.6858739404e-07 9.6573606159e-12 9.6947613226e-12 1.5533407792e-12 1.5533429047e-12 8.4804403285e-09 1.4137150374e-04 2.0399727959e-04 1.1901013054e-04 4.4751833711e-22 1.6777216000e+07 1.0485760000e+06 3.4106051316e-13 3.6379788071e-12 5.6314456103e-21 6.9086124760e-21 4.4500117550e-22 4.4495754182e-22 5.3223758194e-22 5.8878716002e-21 8.7879668278e-21 0 0 0 0 0 0 0 0
45 6.7627459358e-13 3.4080750821e-12 3.4073338404e-12 2.7712812921e+01 3.2000000000e+01 8.4293697022e-08 1.1920928955e-07 4.6207791076e-12 7.0081273440e-12 6.7903126052e-13 6.7913338613e-13 3.4279783291e-09 1.4137183255e-04 2.0397780910e-04 1.1905020134e-04 8.8264552512e-23 1.6777216000e+07 1.0485760000e+06 2.2737367544e-13 3.6379788071e-12 1.4293680985e-21 2.2582030723e-21 8.2919224627e-23 8.2825215510e-23 1.0246761265e-22 1.5360743975e-21 3.6395946952e-21 0 0 0 0 0 0 0 0
