matrix=data/matrices/nasa4704.mtx n=4704 seed=10
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
10 5.9439974281e+06 5.9439734528e+06 5.9439720415e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 5.9439833317e+06 5.9410019666e+06 5.9439974281e+06 5.9439974281e+06 9.5917423808e-01 9.5917424395e-01 9.5917306007e-01 9.5917941150e-01 1.0887979724e+07 1.6777216000e+07 1.6777216000e+07 5.7671680000e+07 4.8234496000e+07 1.0887958000e+07 1.0885430000e+07 1.0887979724e+07 1.0887979724e+07 6.8590973176e+06 6.8590830000e+06 6.8574560000e+06 0 0 0 0 0 0 0 0
11 4.3265653911e+06 4.3265406917e+06 4.3265399646e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 4.3265549908e+06 4.3252208457e+06 4.3265653911e+06 4.3265653911e+06 9.2279505657e-01 9.2279510071e-01 9.2279378847e-01 9.2279655917e-01 7.4450972995e+06 1.0000000000e+00 1.0000000000e+00 6.1865984000e+07 4.8234496000e+07 7.4450810000e+06 7.4432840000e+06 7.4450972995e+06 7.4450972995e+06 4.7371286383e+06 4.7371160000e+06 4.7359510000e+06 1 1 0 0 0 0 0 0
12 3.4231426807e+06 3.4230872647e+06 3.4230906342e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 3.4231191223e+06 3.4212365635e+06 3.4231426807e+06 3.4231426807e+06 8.8751351855e-01 8.8751376804e-01 8.8751216747e-01 8.8751713898e-01 5.8340812830e+06 1.6777216000e+07 1.6777216000e+07 9.8566144000e+07 4.2991616000e+07 5.8340630000e+06 5.8325760000e+06 5.8340812830e+06 5.8340812830e+06 3.5126966458e+06 3.5126845000e+06 3.5118025000e+06 0 0 0 0 0 0 0 0
13 3.3123484809e+06 3.3123494055e+06 3.3123517797e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 3.3123448153e+06 3.3121422068e+06 3.3123484809e+06 3.3123484809e+06 8.5741205422e-01 8.5741242680e-01 8.5741071968e-01 8.5741469823e-01 3.0574761592e+06 1.6777216000e+07 1.6777216000e+07 7.3400320000e+07 5.3477376000e+07 3.0574635000e+06 3.0567165000e+06 3.0574761592e+06 3.0574761592e+06 2.1291136740e+06 2.1291040000e+06 2.1285945000e+06 0 0 0 0 0 0 0 0
14 2.5340791040e+06 2.5339983326e+06 2.5339992637e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 2.5340638161e+06 2.5313545112e+06 2.5340791040e+06 2.5340791040e+06 8.3235513260e-01 8.3235566524e-01 8.3235378635e-01 8.3235770815e-01 2.6663346744e+06 1.0000000000e+00 1.6777216000e+07 1.3421772800e+08 4.6137344000e+07 2.6663215000e+06 2.6657000000e+06 2.6663346744e+06 2.6663346744e+06 1.7996767593e+06 1.7996670000e+06 1.7992435000e+06 1 0 0 0 0 0 0 0
15 2.3900411674e+06 2.3900655762e+06 2.3900700731e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 2.3900502208e+06 2.3918676084e+06 2.3900411674e+06 2.3900411674e+06 8.0774793483e-01 8.0774843864e-01 8.0774652059e-01 8.0774993548e-01 1.7207699310e+06 1.0000000000e+00 1.0000000000e+00 1.7196646400e+08 4.5088768000e+07 1.7207602500e+06 1.7203572500e+06 1.7207699310e+06 1.7207699310e+06 1.2303949120e+06 1.2303870000e+06 1.2300970000e+06 1 1 0 0 0 0 0 0
16 2.1260229122e+06 2.1259970026e+06 2.1260020581e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 2.1260094563e+06 2.1258752980e+06 2.1260229122e+06 2.1260229122e+06 7.8443238145e-01 7.8443298896e-01 7.8443100627e-01 7.8443581594e-01 1.3831038792e+06 1.0000000000e+00 1.0000000000e+00 2.6843545600e+08 4.0894464000e+07 1.3830952500e+06 1.3827957500e+06 1.3831038792e+06 1.3831038792e+06 9.7006766327e+05 9.7006056250e+05 9.6983900000e+05 1 1 0 0 0 0 0 0
17 2.0110073985e+06 2.0112080150e+06 2.0112149231e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 2.0110567479e+06 2.0191618268e+06 2.0110073985e+06 2.0110073985e+06 7.6140935841e-01 7.6140995150e-01 7.6140791034e-01 7.6141071498e-01 1.3065755769e+06 1.0000000000e+00 1.0000000000e+00 6.0397977600e+08 3.7748736000e+07 1.3065672500e+06 1.3063175000e+06 1.3065755769e+06 1.3065755769e+06 8.6053927600e+05 8.6053256250e+05 8.6034462500e+05 1 1 0 0 0 0 0 0
18 2.0943265144e+06 2.0941535439e+06 2.0941700675e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.1863283203e+07 2.0942459866e+06 2.0904211988e+06 2.0943265144e+06 2.0943265144e+06 7.4070379727e-01 7.4070460526e-01 7.4070247999e-01 7.4070796906e-01 1.1434550678e+06 1.0000000000e+00 1.0000000000e+00 5.7042534400e+08 4.6137344000e+07 1.1434477500e+06 1.1432530000e+06 1.1434550678e+06 1.1434550678e+06 7.2055398267e+05 7.2054831250e+05 7.2039700000e+05 1 1 0 0 0 0 0 0
19 1.8453038350e+06 1.8455767077e+06 1.8455945335e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.8453605116e+06 1.8567398867e+06 1.8453038350e+06 1.8453038350e+06 7.2126292165e-01 7.2126369761e-01 7.2126158913e-01 7.2126714819e-01 9.4007822387e+05 1.0000000000e+00 1.0000000000e+00 3.8587596800e+08 5.0331648000e+07 9.4007112500e+05 9.3990550000e+05 9.4007822387e+05 9.4007822387e+05 6.0378966339e+05 6.0378456250e+05 6.0365800000e+05 1 1 0 0 0 0 0 0
20 1.7180439544e+06 1.7181759592e+06 1.7181970139e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.7180559578e+06 1.7250482831e+06 1.7180439544e+06 1.7180439544e+06 7.0284238222e-01 7.0284321907e-01 7.0284123642e-01 7.0284493926e-01 7.1000745181e+05 1.0000000000e+00 1.0000000000e+00 5.7042534400e+08 4.9283072000e+07 7.1000231250e+05 7.0991206250e+05 7.1000745181e+05 7.1000745181e+05 4.9495724309e+05 4.9495281250e+05 4.9485456250e+05 1 1 0 0 0 0 0 0
21 2.1110429305e+06 2.1114917245e+06 2.1115660897e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 2.1110181592e+06 2.1333279812e+06 2.1110429305e+06 2.1110429305e+06 6.8526949820e-01 6.8527048315e-01 6.8526845503e-01 6.8528407383e-01 5.4214837132e+05 1.0000000000e+00 1.0000000000e+00 9.0596966400e+08 6.2914560000e+07 5.4214862500e+05 5.4227193750e+05 5.4214837132e+05 5.4214837132e+05 4.0311651573e+05 4.0311353125e+05 4.0306943750e+05 1 1 0 0 0 0 0 0
22 1.8460456611e+06 1.8465001567e+06 1.8465572270e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.8460013556e+06 1.8657898211e+06 1.8460456611e+06 1.8460456611e+06 6.7067388729e-01 6.7067463959e-01 6.7067308678e-01 6.7067614307e-01 7.1430523327e+05 1.0000000000e+00 1.0000000000e+00 1.3421772800e+09 4.6137344000e+07 7.1430543750e+05 7.1455762500e+05 7.1430523327e+05 7.1430523327e+05 4.1394247756e+05 4.1394040625e+05 4.1396265625e+05 1 1 0 0 0 0 0 0
23 1.4040939632e+06 1.4042388514e+06 1.4042473453e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.1863283203e+07 1.4040978072e+06 1.4087828631e+06 1.4040939632e+06 1.4040939632e+06 6.5446897110e-01 6.5446989613e-01 6.5446812067e-01 6.5448238072e-01 6.0222454272e+05 1.0000000000e+00 1.0000000000e+00 2.1474836480e+09 3.7748736000e+07 6.0220737500e+05 6.0172131250e+05 6.0222454272e+05 6.0222454272e+05 3.7773541991e+05 3.7772903125e+05 3.7758243750e+05 1 1 0 0 0 0 0 0
24 1.1947361638e+06 1.1949566124e+06 1.1949911087e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.1863283203e+07 1.1947126970e+06 1.2058390259e+06 1.1947361638e+06 1.1947361638e+06 6.3867589177e-01 6.3867649092e-01 6.3867524620e-01 6.3867277878e-01 3.7544313947e+05 1.0000000000e+00 1.0000000000e+00 1.4763950080e+09 4.7185920000e+07 3.7543556250e+05 3.7528984375e+05 3.7544313947e+05 3.7544313947e+05 2.8221320146e+05 2.8220878125e+05 2.8212256250e+05 1 1 0 0 0 0 0 0
25 1.0341185286e+06 1.0342164591e+06 1.0342486178e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.0340980497e+06 1.0416752931e+06 1.0341185286e+06 1.0341185286e+06 6.2546940540e-01 6.2547053714e-01 6.2546893658e-01 6.2549710195e-01 3.2501351234e+05 1.0000000000e+00 1.0000000000e+00 7.3819750400e+08 6.7108864000e+07 3.2500893750e+05 3.2513528125e+05 3.2501351234e+05 3.2501351234e+05 2.3799200733e+05 2.3798867188e+05 2.3797325000e+05 1 1 0 0 0 0 0 0
26 1.0651880380e+06 1.0651057746e+06 1.0651575817e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.0652277817e+06 1.0696678709e+06 1.0651880380e+06 1.0651880380e+06 6.1291451170e-01 6.1291456118e-01 6.1291436344e-01 6.1291117851e-01 2.6791279948e+05 1.0000000000e+00 1.0000000000e+00 1.3421772800e+09 6.1865984000e+07 2.6790962500e+05 2.6865759375e+05 2.6791279948e+05 2.6791279948e+05 1.9807856912e+05 1.9807575000e+05 1.9819198438e+05 1 1 0 0 0 0 0 0
27 1.1986119781e+06 1.1985638408e+06 1.1986577205e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.1986277585e+06 1.2121738136e+06 1.1986119781e+06 1.1986119781e+06 6.0204576512e-01 6.0204767143e-01 6.0204582932e-01 6.0216922908e-01 2.6070749903e+05 1.0000000000e+00 1.0000000000e+00 1.9461570560e+09 5.7671680000e+07 2.6070565625e+05 2.6326134375e+05 2.6070749903e+05 2.6070749903e+05 1.7921771169e+05 1.7921525000e+05 1.7972539062e+05 1 1 0 0 0 0 0 0
28 1.2398249057e+06 1.2398304916e+06 1.2398051720e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.2398640037e+06 1.2362865273e+06 1.2398249057e+06 1.2398249057e+06 5.9081498116e-01 5.9081440013e-01 5.9081539787e-01 5.9087116002e-01 2.8755634133e+05 1.0000000000e+00 1.0000000000e+00 2.2817013760e+09 6.5011712000e+07 2.8755428125e+05 2.9062678125e+05 2.8755634133e+05 2.8755634133e+05 1.7491359143e+05 1.7491118750e+05 1.7571957812e+05 1 1 0 0 0 0 0 0
29 1.1665566487e+06 1.1658133754e+06 1.1656099724e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 1.1665477034e+06 1.1161769100e+06 1.1665566487e+06 1.1665566487e+06 5.7988713112e-01 5.7988871457e-01 5.7988768702e-01 5.7999641710e-01 2.4707000969e+05 1.0000000000e+00 1.0000000000e+00 2.9527900160e+09 4.9283072000e+07 2.4706493750e+05 2.4627064062e+05 2.4707000969e+05 2.4707000969e+05 1.5903563871e+05 1.5903248438e+05 1.5896340625e+05 1 1 0 0 0 0 0 0
30 8.4441107370e+05 8.4448370321e+05 8.4443446152e+05 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 8.3886080000e+06 8.4437974517e+05 8.3724885125e+05 8.4441107370e+05 8.4441107370e+05 5.6901368926e-01 5.6901336883e-01 5.6901450009e-01 5.6902255251e-01 2.4694815997e+05 1.0000000000e+00 1.0000000000e+00 5.3687091200e+09 6.7108864000e+07 2.4694037500e+05 2.4402792188e+05 2.4694815997e+05 2.4694815997e+05 1.5451200046e+05 1.5450807812e+05 1.5392851562e+05 1 1 0 0 0 0 0 0
31 7.3910466365e+05 7.3917024356e+05 7.3916973375e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 7.3910103996e+05 7.4324625974e+05 7.3910466365e+05 7.3910466365e+05 5.5782317304e-01 5.5782344234e-01 5.5782422777e-01 5.5784269337e-01 1.7479967668e+05 1.0000000000e+00 1.0000000000e+00 1.6106127360e+09 6.7108864000e+07 1.7479450000e+05 1.7362450000e+05 1.7479967668e+05 1.7479967668e+05 1.2666714116e+05 1.2666368750e+05 1.2631889062e+05 1 1 0 0 0 0 0 0
32 7.4429381440e+05 7.4406548632e+05 7.4405848407e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 7.4421767001e+05 7.3626525724e+05 7.4429381440e+05 7.4429381440e+05 5.4541593559e-01 5.4541557768e-01 5.4541736474e-01 5.4542099690e-01 1.2355916244e+05 1.0000000000e+00 1.0000000000e+00 2.9527900160e+09 6.5011712000e+07 1.2355569531e+05 1.2336554688e+05 1.2355916244e+05 1.2355916244e+05 1.0735244750e+05 1.0734935938e+05 1.0726089062e+05 1 1 0 0 0 0 0 0
33 6.7908459911e+05 6.7904348651e+05 6.7904148388e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 1.1863283203e+07 6.7906488776e+05 6.8018963944e+05 6.7908459911e+05 6.7908459911e+05 5.3621135477e-01 5.3621110063e-01 5.3621315634e-01 5.3623080937e-01 1.3785353796e+05 1.0000000000e+00 1.0000000000e+00 6.4424509440e+10 6.7108864000e+07 1.3784937500e+05 1.3791771875e+05 1.3785353796e+05 1.3785353796e+05 1.0135574887e+05 1.0135255469e+05 1.0134558594e+05 1 1 0 0 0 0 0 0
34 5.9391226141e+05 5.9373059049e+05 5.9372369170e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 5.9385555512e+05 6.0195263197e+05 5.9391226141e+05 5.9391226141e+05 5.2811691957e-01 5.2811609977e-01 5.2811887626e-01 5.2813901834e-01 1.0896391720e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 3.6700160000e+07 1.0896037500e+05 1.0940637500e+05 1.0896391720e+05 1.0896391720e+05 8.2098173192e+04 8.2095335938e+04 8.2170429688e+04 1 1 1 0 0 0 0 0
35 5.0559552493e+05 5.0765271203e+05 5.0770010423e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 5.0606997903e+05 6.3775226408e+05 5.0559552493e+05 5.0559552493e+05 5.1989018785e-01 5.1989009959e-01 5.1989255498e-01 5.2002823427e-01 8.6358326469e+04 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 6.2914560000e+07 8.6355242188e+04 8.8158789062e+04 8.6358326469e+04 8.6358326469e+04 7.0478803590e+04 7.0476109375e+04 7.0820617188e+04 1 1 0 0 0 0 0 0
36 5.7242605813e+05 5.6988040918e+05 5.6982454540e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 5.7176349214e+05 6.7331406758e+05 5.7242605813e+05 5.7242605813e+05 5.1243194316e-01 5.1243053687e-01 5.1243415814e-01 5.1284160898e-01 8.6583881908e+04 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 8.1788928000e+07 8.6580710938e+04 9.5419968750e+04 8.6583881908e+04 8.6583881908e+04 6.2177841046e+04 6.2175285156e+04 6.4018390625e+04 1 1 0 0 0 0 0 0
37 4.6914193450e+05 4.7126170435e+05 4.7131256462e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 4.6956122661e+05 6.9421385007e+05 4.6914193450e+05 4.6914193450e+05 5.0482947020e-01 5.0483044992e-01 5.0483246896e-01 5.0544666379e-01 9.5048059633e+04 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.1303168000e+07 9.5044515625e+04 1.0421798438e+05 9.5048059633e+04 9.5048059633e+04 6.3862615804e+04 6.3859853516e+04 6.6243945312e+04 1 1 1 0 0 0 0 0
38 4.7101645713e+05 4.7483504262e+05 4.7487504903e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 4.7176070083e+05 6.8823999089e+05 4.7101645712e+05 4.7101645713e+05 4.9816755982e-01 4.9816623182e-01 4.9816988255e-01 4.9913003094e-01 6.7026418901e+04 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 9.2274688000e+07 6.7024789062e+04 8.1499523438e+04 6.7026418901e+04 6.7026418901e+04 4.9939792678e+04 4.9937664062e+04 5.3330630859e+04 1 1 0 0 0 0 0 0
39 4.3487314707e+05 4.3317571566e+05 4.3321435012e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 4.3406307966e+05 4.8907123342e+05 4.3487314708e+05 4.3487314708e+05 4.9217159238e-01 4.9217637514e-01 4.9217529607e-01 4.9317301268e-01 7.5577150330e+04 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0905190400e+08 7.5576906250e+04 8.4270898438e+04 7.5577150330e+04 7.5577150330e+04 4.8187024366e+04 4.8185357422e+04 5.1656646484e+04 1 1 0 0 0 0 0 0
40 3.9762635473e+05 3.9910703783e+05 3.9914609656e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 3.9748153084e+05 4.5165655653e+05 3.9762635473e+05 3.9762635473e+05 4.8574413386e-01 4.8574518035e-01 4.8574655641e-01 4.8658960319e-01 6.1521281382e+04 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 6.9206016000e+07 6.1520751953e+04 5.7757472656e+04 6.1521281382e+04 6.1521281382e+04 4.1983548235e+04 4.1981888672e+04 4.1396333984e+04 1 1 1 0 0 0 0 0
41 4.0068894257e+05 4.1215676024e+05 4.1248470191e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 4.0245544970e+05 4.5640083211e+05 4.0068894255e+05 4.0068894256e+05 4.7939764577e-01 4.7941070288e-01 4.7940228637e-01 4.8039305315e-01 4.9021495696e+04 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 5.3477376000e+07 4.9024607422e+04 5.1926748047e+04 4.9021495696e+04 4.9021495696e+04 3.5833949200e+04 3.5833076172e+04 3.6588785156e+04 1 1 0 0 0 0 0 0
42 3.7319796810e+05 3.9541723455e+05 3.9572451929e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 3.7591540699e+05 4.0443268584e+05 3.7319796809e+05 3.7319796809e+05 4.7265508465e-01 4.7267813145e-01 4.7265822195e-01 4.7405855564e-01 4.3095904465e+04 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 5.0331648000e+07 4.3109156250e+04 4.9214003906e+04 4.3095904465e+04 4.3095904465e+04 3.3745413843e+04 3.3746445312e+04 3.5071888672e+04 1 1 0 0 0 0 0 0
43 3.4644754446e+05 3.7454547601e+05 3.7657243234e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 3.3960037955e+05 3.7439840273e+05 3.4644754457e+05 3.4644754454e+05 4.6585267008e-01 4.6599406608e-01 4.6586755720e-01 4.6796060546e-01 3.7914047560e+04 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 3.8797312000e+07 3.7982191406e+04 5.2052476562e+04 3.7914047560e+04 3.7914047560e+04 3.0745486647e+04 3.0757435547e+04 3.4429853516e+04 1 1 1 0 0 0 0 0
44 3.4932611245e+05 5.9158628398e+05 5.9483287086e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 3.9066640091e+05 3.7285554127e+05 3.4932611229e+05 3.4932611233e+05 4.5859257048e-01 4.5925138465e-01 4.5864081203e-01 4.6150869984e-01 3.2943925640e+04 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 5.5574528000e+07 3.3302992188e+04 4.5680634766e+04 3.2943925640e+04 3.2943925640e+04 2.7968775557e+04 2.8037402344e+04 3.1793709961e+04 1 1 1 0 0 0 0 0
45 3.7057914639e+05 5.7794331736e+05 5.7738378136e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 4.4779778751e+05 3.3757111687e+05 3.7057914662e+05 3.7057914655e+05 4.5087778801e-01 4.5279054706e-01 4.5116698603e-01 4.5396076781e-01 3.3374037148e+04 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 6.9206016000e+07 3.5272734375e+04 3.5623175781e+04 3.3374037148e+04 3.3374037148e+04 2.8137832106e+04 2.8510693359e+04 2.8928896484e+04 1 1 1 0 0 0 0 0
46 3.7386095124e+05 4.5618393708e+05 4.5469291742e+05 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 8.3886080000e+06 5.6839564181e+05 3.4090511806e+05 3.7386095113e+05 3.7386095117e+05 4.4397601717e-01 4.4617913786e-01 4.4477796723e-01 4.4649821949e-01 3.5932468045e+04 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 6.3963136000e+07 4.4221265625e+04 3.4382000000e+04 3.5932468045e+04 3.5932468045e+04 2.7797274295e+04 2.9544676758e+04 2.8148036133e+04 1 1 1 0 0 0 0 0
