iter  res_double64      res_float32      res_posit32q
  41  2.256594e+02  2.248214e+02  2.259258e+02
  42  2.028203e+02  2.024722e+02  2.026597e+02
  43  2.054604e+02  2.042268e+02  2.068101e+02
  44  2.121657e+02  2.126079e+02  2.111791e+02
  45  1.897834e+02  1.900318e+02  1.894201e+02
  46  1.949557e+02  1.948880e+02  1.948618e+02
  47  1.975271e+02  1.965680e+02  1.974803e+02
  48  1.768120e+02  1.770073e+02  1.767918e+02
  49  1.841678e+02  1.833752e+02  1.841645e+02
  50  1.654952e+02  1.649498e+02  1.655154e+02
  51  1.832522e+02  1.830943e+02  1.832899e+02
  52  1.872655e+02  1.854028e+02  1.873441e+02
  53  1.811341e+02  1.799031e+02  1.811745e+02
  54  2.327600e+02  2.298941e+02  2.325976e+02
  55  2.491335e+02  2.448858e+02  2.484704e+02
  56  2.507592e+02  2.390880e+02  2.482532e+02
  57  2.099689e+02  2.110502e+02  2.029548e+02
  58  1.877140e+02  1.810757e+02  1.680723e+02
  59  1.898684e+02  1.935450e+02  1.865704e+02
  60  1.743421e+02  1.855128e+02  1.858231e+02
  61  1.424534e+02  1.591742e+02  1.587447e+02
  62  1.335673e+02  1.391242e+02  1.403641e+02
  63  1.114383e+02  1.151653e+02  1.156150e+02
  64  1.240902e+02  1.233193e+02  1.235689e+02
  65  1.212314e+02  1.159825e+02  1.173935e+02
  66  1.173729e+02  1.141062e+02  1.140459e+02
  67  1.126649e+02  1.064919e+02  1.093224e+02
  68  1.161077e+02  1.005779e+02  1.103487e+02
  69  1.042382e+02  1.069725e+02  1.172616e+02
  70  1.060650e+02  1.019601e+02  1.032262e+02
  71  1.002118e+02  1.065205e+02  1.006622e+02
  72  9.348414e+01  9.801688e+01  9.626331e+01
  73  7.936793e+01  9.113440e+01  8.170093e+01
  74  6.924468e+01  7.910348e+01  7.328443e+01
  75  7.396233e+01  6.880921e+01  6.925424e+01
  76  7.311638e+01  7.134310e+01  7.413355e+01
  77  6.445177e+01  6.774527e+01  6.994031e+01
  78  4.711617e+01  6.427511e+01  5.950954e+01
  79  4.480502e+01  4.617842e+01  4.510500e+01
  80  3.809072e+01  4.357910e+01  4.475313e+01
  81  3.730636e+01  3.938300e+01  3.886049e+01
  82  3.210123e+01  3.805127e+01  3.768003e+01
  83  3.108005e+01  3.402670e+01  3.325015e+01
  84  3.188597e+01  3.231703e+01  3.269888e+01
  85  2.859174e+01  3.170699e+01  2.938052e+01
  86  2.628681e+01  2.638530e+01  2.607458e+01
  87  2.896628e+01  2.914965e+01  2.873378e+01
  88  2.926473e+01  3.050514e+01  3.123728e+01
  89  2.317812e+01  2.716272e+01  2.757503e+01
  90  1.785417e+01  1.997940e+01  1.995649e+01
  91  1.719246e+01  1.671743e+01  1.702174e+01
  92  1.743671e+01  1.736222e+01  1.772235e+01
  93  1.202804e+01  1.569479e+01  1.656505e+01
  94  1.089291e+01  1.200120e+01  1.108526e+01
  95  1.115069e+01  1.118350e+01  1.176783e+01
  96  1.174848e+01  1.180771e+01  1.113070e+01
  97  1.099003e+01  1.097437e+01  1.117476e+01
  98  1.009586e+01  1.095763e+01  1.018081e+01
  99  1.013308e+01  1.006451e+01  1.021659e+01
 100  9.664499e+00  1.015528e+01  9.869954e+00
 101  8.244074e+00  9.803184e+00  9.349753e+00
 102  8.748819e+00  8.217966e+00  8.050776e+00
 103  7.929311e+00  8.568483e+00  8.747729e+00
 104  6.916105e+00  7.743571e+00  8.150189e+00
 105  5.506266e+00  7.106412e+00  7.345005e+00
 106  5.661382e+00  5.710564e+00  5.266568e+00
 107  6.030133e+00  5.619371e+00  5.596142e+00
 108  6.768957e+00  5.746445e+00  6.242213e+00
 109  7.804973e+00  6.439997e+00  6.514770e+00
 110  8.598590e+00  7.454215e+00  7.090332e+00
 111  9.045635e+00  7.986272e+00  7.804937e+00
 112  9.089049e+00  8.809763e+00  9.415500e+00
 113  1.056474e+01  7.781633e+00  8.041750e+00
 114  1.074168e+01  9.530194e+00  9.939778e+00
 115  1.289130e+01  9.975441e+00  1.081138e+01
 116  1.300705e+01  1.138352e+01  1.260324e+01
 117  1.386792e+01  1.299680e+01  1.190118e+01
 118  1.347684e+01  1.250077e+01  1.359285e+01
 119  1.559962e+01  1.327890e+01  1.314685e+01
 120  1.537493e+01  1.380096e+01  1.463184e+01
 121  1.563891e+01  1.510427e+01  1.440589e+01
 122  1.232625e+01  1.535088e+01  1.436377e+01
 123  1.310820e+01  1.459011e+01  1.428153e+01
 124  1.317087e+01  1.203834e+01  1.197236e+01
 125  1.185111e+01  1.197121e+01  1.217733e+01
 126  9.705910e+00  1.182277e+01  1.171551e+01
 127  9.797240e+00  1.087142e+01  1.105789e+01
 128  1.071667e+01  1.008773e+01  1.013590e+01
 129  1.054956e+01  9.038789e+00  9.213514e+00
 130  1.126746e+01  9.518468e+00  1.016777e+01
 131  1.074982e+01  9.271458e+00  1.038622e+01
 132  1.107218e+01  1.058172e+01  1.127161e+01
 133  1.122567e+01  1.156930e+01  1.083950e+01
 134  1.028399e+01  1.077812e+01  1.105748e+01
 135  9.426977e+00  1.007828e+01  1.043415e+01
 136  8.819423e+00  1.015648e+01  9.116229e+00
 137  7.805351e+00  9.849584e+00  9.169565e+00
 138  8.508736e+00  8.008513e+00  8.820060e+00
 139  7.509651e+00  7.702522e+00  7.959005e+00
 140  6.071714e+00  8.389553e+00  8.236481e+00
 141  4.684439e+00  7.457500e+00  7.177187e+00
 142  4.028412e+00  5.934135e+00  6.312224e+00
 143  4.691733e+00  5.441688e+00  4.841336e+00
 144  4.915519e+00  5.028628e+00  4.113466e+00
 145  4.386163e+00  4.774505e+00  4.659229e+00
 146  4.167135e+00  4.679529e+00  5.273461e+00
 147  3.563593e+00  4.381335e+00  4.806488e+00
 148  3.825937e+00  4.333521e+00  4.438247e+00
 149  3.785333e+00  3.953024e+00  3.544221e+00
 150  3.527484e+00  3.803327e+00  3.437606e+00
 151  2.978293e+00  3.748554e+00  3.561945e+00
 152  3.027472e+00  3.396335e+00  3.570691e+00
 153  3.111654e+00  3.208176e+00  3.266149e+00
 154  2.964978e+00  3.121654e+00  3.067194e+00
 155  2.461517e+00  3.108971e+00  2.915632e+00
 156  2.761893e+00  2.955419e+00  2.937872e+00
 157  2.648187e+00  2.590011e+00  2.372898e+00
 158  2.141222e+00  2.583880e+00  2.453004e+00
 159  1.729235e+00  2.512010e+00  2.461788e+00
 160  1.784942e+00  2.176330e+00  2.155942e+00
 161  1.810736e+00  1.887987e+00  1.758369e+00
 162  1.568031e+00  1.647004e+00  1.622718e+00
 163  1.428636e+00  1.797690e+00  1.776720e+00
 164  1.448212e+00  1.758225e+00  1.785013e+00
 165  1.413271e+00  1.601941e+00  1.589383e+00
 166  1.460095e+00  1.383187e+00  1.447010e+00
 167  1.328892e+00  1.382733e+00  1.453207e+00
 168  1.411938e+00  1.472479e+00  1.509538e+00
 169  1.554546e+00  1.453905e+00  1.421033e+00
 170  1.534329e+00  1.399000e+00  1.332153e+00
 171  1.677046e+00  1.435994e+00  1.485881e+00
 172  1.503065e+00  1.508498e+00  1.546553e+00
 173  1.272776e+00  1.637620e+00  1.666959e+00
 174  1.301429e+00  1.533327e+00  1.619618e+00
 175  1.301159e+00  1.417595e+00  1.357236e+00
 176  1.171028e+00  1.233338e+00  1.201307e+00
 177  1.029716e+00  1.248671e+00  1.341238e+00
 178  9.397624e-01  1.263460e+00  1.222490e+00
 179  9.347406e-01  1.215471e+00  1.070413e+00
 180  9.514274e-01  1.017322e+00  8.799703e-01
 181  9.314759e-01  9.071395e-01  9.367222e-01
 182  8.054199e-01  9.203616e-01  9.614380e-01
 183  7.952889e-01  9.148037e-01  9.412410e-01
 184  6.241814e-01  9.036548e-01  8.900989e-01
 185  6.012648e-01  8.582415e-01  8.275241e-01
 186  6.120539e-01  8.220347e-01  7.563410e-01
 187  5.680986e-01  7.054015e-01  6.903773e-01
 188  5.582331e-01  5.858473e-01  6.031313e-01
 189  6.000136e-01  6.200227e-01  6.367883e-01
 190  6.376802e-01  5.544656e-01  5.482634e-01
 191  6.933900e-01  5.511168e-01  5.262032e-01
 192  5.830320e-01  5.110659e-01  5.633812e-01
 193  5.581046e-01  5.716298e-01  5.782973e-01
 194  5.314229e-01  5.973726e-01  6.021422e-01
 195  5.075937e-01  5.865582e-01  5.965770e-01
 196  4.877177e-01  5.408798e-01  5.413714e-01
 197  5.470893e-01  5.485114e-01  5.456776e-01
 198  6.202512e-01  5.091885e-01  4.810848e-01
 199  5.960784e-01  5.063016e-01  4.938262e-01
 200  5.607171e-01  5.067847e-01  5.034046e-01
 201  5.821787e-01  5.844464e-01  6.116938e-01
 202  5.536990e-01  6.337172e-01  6.055791e-01
 203  4.944841e-01  5.498124e-01  5.359041e-01
 204  4.552066e-01  5.524016e-01  5.282278e-01
 205  4.826936e-01  5.361438e-01  5.631528e-01
 206  5.568222e-01  5.528127e-01  5.123159e-01
 207  5.471150e-01  4.451598e-01  4.397847e-01
 208  5.570354e-01  4.677771e-01  4.843923e-01
 209  5.008769e-01  4.915786e-01  5.064780e-01
 210  4.429088e-01  5.682630e-01  5.825464e-01
 211  4.175597e-01  5.153780e-01  5.569492e-01
 212  4.297874e-01  5.419837e-01  5.213104e-01
 213  3.942743e-01  4.479234e-01  4.860152e-01
 214  3.417636e-01  4.378499e-01  4.316677e-01
 215  3.415402e-01  4.469975e-01  4.488778e-01
 216  3.572945e-01  4.639662e-01  4.304351e-01
 217  3.245862e-01  4.064574e-01  3.596155e-01
 218  2.587165e-01  3.758159e-01  3.280915e-01
 219  2.583927e-01  3.339134e-01  3.464656e-01
 220  2.624381e-01  3.599478e-01  3.616691e-01
 221  2.209802e-01  3.195346e-01  2.882981e-01
 222  2.006198e-01  2.795205e-01  2.589445e-01
 223  1.805753e-01  2.661853e-01  2.619425e-01
 224  1.697117e-01  2.604232e-01  2.640020e-01
 225  1.473817e-01  2.163846e-01  2.153412e-01
 226  1.413124e-01  1.965360e-01  1.957485e-01
 227  1.294574e-01  1.768464e-01  1.719312e-01
 228  1.202600e-01  1.444092e-01  1.450081e-01
 229  1.223726e-01  1.368543e-01  1.359627e-01
 230  1.234447e-01  1.241598e-01  1.310954e-01
 231  1.131361e-01  1.288424e-01  1.303146e-01
 232  1.062214e-01  1.223165e-01  1.203327e-01
 233  1.046258e-01  1.252591e-01  1.158670e-01
 234  1.216699e-01  1.163698e-01  1.166023e-01
 235  1.164350e-01  1.091494e-01  1.160222e-01
 236  1.171534e-01  1.064058e-01  1.141120e-01
 237  1.276737e-01  1.088291e-01  1.117331e-01
 238  1.433605e-01  1.188588e-01  1.174743e-01
 239  1.370892e-01  1.165036e-01  1.083820e-01
 240  1.260906e-01  1.094334e-01  1.080220e-01
 241  1.253831e-01  1.297053e-01  1.353634e-01
 242  1.424067e-01  1.405969e-01  1.414625e-01
 243  1.214013e-01  1.480572e-01  1.332825e-01
 244  1.175058e-01  1.190002e-01  1.171108e-01
 245  1.034536e-01  1.190881e-01  1.235789e-01
 246  1.023156e-01  1.229138e-01  1.239164e-01
 247  7.526686e-02  1.293573e-01  1.286247e-01
 248  7.586917e-02  1.110619e-01  1.136604e-01
 249  6.389742e-02  1.184613e-01  1.239208e-01
 250  7.990467e-02  9.667394e-02  9.207853e-02
 251  7.444562e-02  8.566774e-02  7.859956e-02
 252  6.656429e-02  6.796860e-02  7.121379e-02
 253  5.744426e-02  6.682911e-02  7.482348e-02
 254  5.685835e-02  7.017422e-02  7.073061e-02
 255  4.384357e-02  7.057090e-02  7.465049e-02
 256  3.822756e-02  7.091847e-02  5.950222e-02
 257  3.865842e-02  6.208566e-02  6.013329e-02
 258  3.485784e-02  5.750083e-02  4.812844e-02
 259  2.725085e-02  4.672781e-02  4.356832e-02
 260  2.324848e-02  3.619156e-02  3.297425e-02
 261  2.455265e-02  3.376024e-02  3.691604e-02
 262  2.625124e-02  3.688557e-02  3.540573e-02
 263  2.397393e-02  3.115661e-02  2.979839e-02
 264  2.158040e-02  2.660469e-02  2.256730e-02
 265  2.095406e-02  2.076000e-02  2.232366e-02
 266  1.616514e-02  2.317815e-02  2.504114e-02
 267  1.219505e-02  2.710120e-02  2.530503e-02
 268  1.251797e-02  2.322247e-02  2.168839e-02
 269  1.155307e-02  1.963016e-02  1.992938e-02
 270  9.897021e-03  1.857388e-02  1.829462e-02
 271  8.751678e-03  1.571543e-02  1.536227e-02
 272  8.315591e-03  1.242289e-02  1.223654e-02
 273  8.207039e-03  1.063136e-02  1.067375e-02
 274  8.032798e-03  1.035711e-02  1.043748e-02
 275  7.433939e-03  8.633662e-03  8.846443e-03
 276  6.490535e-03  8.015214e-03  7.950647e-03
 277  6.662062e-03  7.499095e-03  7.326864e-03
 278  7.519557e-03  7.492504e-03  7.460692e-03
 279  6.522264e-03  7.832725e-03  7.553542e-03
 280  6.311321e-03  7.662391e-03  6.536018e-03
 281  6.478950e-03  7.131687e-03  7.103801e-03
 282  6.973919e-03  6.557189e-03  6.786516e-03
 283  6.382174e-03  7.235595e-03  7.255030e-03
 284  6.323032e-03  7.116628e-03  7.457032e-03
 285  6.666919e-03  6.944887e-03  6.790641e-03
 286  7.792679e-03  6.691500e-03  6.498091e-03
 287  7.490108e-03  6.742338e-03  6.409420e-03
 288  6.986643e-03  6.084157e-03  6.168126e-03
 289  5.455375e-03  5.220925e-03  5.612772e-03
 290  6.775900e-03  6.522194e-03  6.972505e-03
 291  7.925538e-03  7.523648e-03  7.719308e-03
 292  7.914628e-03  7.599022e-03  7.213924e-03
 293  7.184485e-03  7.222898e-03  6.477919e-03
 294  7.108180e-03  6.418682e-03  6.130879e-03
 295  7.042637e-03  6.293573e-03  6.674772e-03
 296  8.773835e-03  7.027010e-03  7.758264e-03
 297  9.338253e-03  8.907343e-03  8.144026e-03
 298  8.678804e-03  8.256556e-03  7.979175e-03
 299  8.589622e-03  6.832930e-03  7.312083e-03
 300  8.809087e-03  7.074169e-03  6.750459e-03
 301  8.668084e-03  7.959515e-03  7.616540e-03
 302  7.907239e-03  8.951590e-03  8.966312e-03
 303  8.256498e-03  9.734035e-03  9.707540e-03
 304  9.054097e-03  8.253490e-03  8.398056e-03
 305  9.712944e-03  8.229933e-03  8.721750e-03
 306  9.213794e-03  7.935966e-03  8.537256e-03
 307  9.638247e-03  8.261418e-03  8.072469e-03
 308  9.754905e-03  7.958364e-03  7.644538e-03
 309  8.737877e-03  7.985570e-03  9.309034e-03
 310  7.235732e-03  9.514420e-03  1.016937e-02
 311  6.794988e-03  1.016436e-02  9.602469e-03
 312  5.586038e-03  9.662981e-03  9.292445e-03
 313  6.031420e-03  9.405679e-03  9.468450e-03
 314  5.175855e-03  9.261338e-03  8.961031e-03
 315  4.360752e-03  8.216179e-03  7.973013e-03
 316  4.324986e-03  6.723593e-03  6.084011e-03
 317  4.120021e-03  5.738255e-03  5.387368e-03
 318  4.094412e-03  5.182091e-03  5.266025e-03
 319  3.658726e-03  5.105929e-03  5.388179e-03
 320  3.890882e-03  5.402149e-03  5.070921e-03
 321  3.438457e-03  4.441626e-03  3.816471e-03
 322  3.721695e-03  4.018121e-03  4.101266e-03
 323  3.634444e-03  3.877458e-03  4.360984e-03
 324  3.398680e-03  4.314958e-03  4.330592e-03
 325  3.369615e-03  3.916685e-03  3.686831e-03
 326  3.377234e-03  3.896326e-03  3.676613e-03
 327  3.099437e-03  3.385063e-03  3.605858e-03
 328  2.598649e-03  3.719306e-03  4.013691e-03
 329  2.530666e-03  3.963115e-03  3.841881e-03
 330  2.230051e-03  3.834905e-03  4.142405e-03
 331  2.442538e-03  3.540917e-03  3.574778e-03
 332  2.545516e-03  3.541047e-03  3.578560e-03
 333  2.697881e-03  3.530289e-03  3.404527e-03
 334  3.100188e-03  2.730017e-03  3.001193e-03
 335  3.843127e-03  2.777457e-03  2.316936e-03
 336  3.641566e-03  2.508339e-03  2.341604e-03
 337  4.049754e-03  2.730088e-03  2.553554e-03
 338  4.411007e-03  2.545911e-03  2.543406e-03
 339  4.680825e-03  2.538890e-03  2.340683e-03
 340  5.131150e-03  2.573357e-03  2.731218e-03
 341  5.080699e-03  3.082862e-03  3.324554e-03
 342  4.700365e-03  4.055606e-03  3.615156e-03
 343  4.397529e-03  4.018011e-03  4.177885e-03
 344  4.226375e-03  4.185434e-03  4.159450e-03
 345  3.417333e-03  4.191846e-03  4.472850e-03
 346  2.952578e-03  4.902452e-03  5.166878e-03
 347  2.229389e-03  5.329605e-03  4.828084e-03
 348  2.045843e-03  4.785243e-03  4.594030e-03
 349  1.812383e-03  4.737395e-03  4.841508e-03
 350  1.638946e-03  4.242891e-03  3.947180e-03
 351  1.353824e-03  3.805046e-03  3.497054e-03
 352  1.141965e-03  3.134639e-03  3.445465e-03
 353  9.919808e-04  3.055990e-03  2.605750e-03
 354  9.537422e-04  2.454279e-03  2.145813e-03
 355  9.549397e-04  2.030237e-03  1.819645e-03
 356  8.449299e-04  1.765744e-03  1.637258e-03
 357  7.130401e-04  1.499967e-03  1.445688e-03
 358  6.304892e-04  1.101031e-03  1.078047e-03
 359  6.113572e-04  1.052701e-03  1.039532e-03
 360  6.357443e-04  1.021697e-03  1.002460e-03
 361  6.327098e-04  1.108474e-03  1.025657e-03
 362  5.872137e-04  9.186109e-04  8.864417e-04
 363  5.775555e-04  7.797919e-04  7.680966e-04
 364  6.423698e-04  6.771920e-04  6.379947e-04
 365  6.240025e-04  6.514382e-04  6.031754e-04
 366  5.978873e-04  6.050324e-04  5.826545e-04
 367  5.140677e-04  5.610191e-04  5.691541e-04
 368  4.742267e-04  5.513186e-04  5.515057e-04
 369  4.545273e-04  5.562437e-04  6.267514e-04
 370  3.965697e-04  5.912531e-04  5.485155e-04
 371  3.905244e-04  5.993472e-04  5.785320e-04
 372  3.705213e-04  5.965634e-04  5.809960e-04
 373  3.536368e-04  5.612510e-04  5.041516e-04
 374  3.011205e-04  5.570322e-04  5.329378e-04
 375  2.667555e-04  4.893224e-04  4.970439e-04
 376  2.816744e-04  4.262269e-04  4.164196e-04
 377  3.174107e-04  3.845641e-04  3.716649e-04
 378  3.693436e-04  3.545278e-04  3.479352e-04
 379  3.823526e-04  3.489437e-04  3.475377e-04
 380  4.320178e-04  3.497354e-04  3.388744e-04
 381  4.750067e-04  3.106532e-04  3.003971e-04
 382  5.147906e-04  2.693364e-04  2.743399e-04
 383  5.212636e-04  2.501946e-04  2.456960e-04
 384  4.719877e-04  3.185813e-04  3.137491e-04
 385  4.509303e-04  3.620870e-04  3.837554e-04
 386  3.940458e-04  3.791728e-04  4.209005e-04
 387  3.911240e-04  3.810420e-04  4.018598e-04
 388  3.856631e-04  4.336519e-04  4.231562e-04
 389  3.548288e-04  4.976033e-04  5.159916e-04
 390  3.779604e-04  4.904592e-04  5.157210e-04
 391  3.664714e-04  4.860226e-04  4.894487e-04
 392  3.636575e-04  4.619888e-04  4.505090e-04
 393  3.438435e-04  4.308526e-04  4.038191e-04
 394  3.698793e-04  4.076828e-04  4.078887e-04
 395  3.608685e-04  3.745625e-04  4.176949e-04
 396  3.258464e-04  3.912535e-04  3.981336e-04
 397  2.812148e-04  3.840162e-04  3.756917e-04
 398  2.750010e-04  3.969647e-04  3.802927e-04
 399  2.089747e-04  3.326586e-04  3.695811e-04
 400  1.623493e-04  3.769113e-04  3.838969e-04
 401  1.263628e-04  3.721538e-04  3.496957e-04
 402  9.688280e-05  3.349202e-04  3.406200e-04
 403  8.121167e-05  3.417402e-04  3.562122e-04
 404  7.839548e-05  3.479803e-04  3.517815e-04
 405  7.259196e-05  3.267792e-04  3.384718e-04
 406  6.053643e-05  2.645574e-04  2.663686e-04
 407  4.831268e-05  2.427986e-04  2.163865e-04
 408  4.150826e-05  1.972044e-04  2.014711e-04
 409  3.405311e-05  1.333733e-04  1.459960e-04
 410  2.933373e-05  1.197179e-04  1.073007e-04
 411  2.375996e-05  1.021758e-04  9.478372e-05
 412  2.131413e-05  8.923852e-05  8.240660e-05
 413  2.120660e-05  7.677830e-05  6.880456e-05
 414  2.224561e-05  6.599526e-05  6.909784e-05
 415  2.296978e-05  6.010015e-05  6.084766e-05
 416  2.427854e-05  5.015484e-05  5.107593e-05
 417  2.476026e-05  3.951365e-05  4.140870e-05
 418  2.125583e-05  3.499861e-05  3.717698e-05
 419  2.268514e-05  2.775698e-05  2.886418e-05
 420  1.850388e-05  2.301291e-05  2.393437e-05
 421  1.703665e-05  2.356104e-05  2.418629e-05
 422  1.497382e-05  2.194306e-05  2.253599e-05
 423  1.498518e-05  2.297251e-05  2.468271e-05
 424  1.344417e-05  2.357248e-05  2.794583e-05
 425  1.055672e-05  2.622857e-05  2.867217e-05
 426  9.789329e-06  2.545436e-05  2.444108e-05
 427  8.497277e-06  2.378761e-05  2.408824e-05
 428  8.810454e-06  2.114065e-05  2.188795e-05
 429  8.875395e-06  1.765231e-05  1.801606e-05
 430  8.897189e-06  1.706297e-05  1.679075e-05
 431  9.309213e-06  1.495893e-05  1.556577e-05
 432  9.866815e-06  1.469266e-05  1.576846e-05
 433  9.199451e-06  1.326115e-05  1.249057e-05
 434  8.540292e-06  1.066410e-05  1.147738e-05
 435  9.491757e-06  9.657794e-06  1.067514e-05
 436  9.853024e-06  9.191469e-06  8.833128e-06
 437  9.888519e-06  9.699704e-06  9.315812e-06
 438  1.000119e-05  9.160794e-06  9.237765e-06
 439  1.069175e-05  9.405303e-06  9.917571e-06
 440  1.045056e-05  9.322133e-06  1.027123e-05
 441  9.746305e-06  9.375382e-06  9.835551e-06
 442  8.858240e-06  9.248746e-06  1.014770e-05
 443  6.943497e-06  8.868896e-06  1.053871e-05
 444  7.089421e-06  9.540103e-06  1.063375e-05
 445  6.773840e-06  9.565848e-06  1.038271e-05
 446  7.542662e-06  1.009587e-05  1.073270e-05
 447  7.719750e-06  9.034636e-06  9.387944e-06
 448  7.788664e-06  1.003666e-05  1.070786e-05
 449  7.081466e-06  9.914448e-06  1.045267e-05
 450  6.416311e-06  9.458117e-06  1.084780e-05
 451  6.639185e-06  9.317079e-06  1.034244e-05
 452  6.249882e-06  7.854709e-06  8.906364e-06
 453  5.704816e-06  6.883200e-06  7.416023e-06
 454  5.959443e-06  6.361200e-06  6.703966e-06
 455  6.002773e-06  6.391183e-06  7.898079e-06
 456  5.223045e-06  7.303925e-06  8.285870e-06
 457  4.348464e-06  7.226198e-06  7.857279e-06
 458  3.843519e-06  7.566417e-06  7.679854e-06
 459  3.135879e-06  6.726470e-06  6.903939e-06
 460  2.950755e-06  6.839656e-06  6.328136e-06
 461  2.829771e-06  6.335593e-06  6.278404e-06
 462  2.528553e-06  5.625658e-06  5.579873e-06
 463  2.567646e-06  5.176745e-06  5.339187e-06
 464  2.275293e-06  5.356703e-06  5.442225e-06
 465  2.353390e-06  5.360774e-06  5.531990e-06
 466  2.393090e-06  4.856841e-06  5.005476e-06
 467  2.192293e-06  3.976502e-06  4.025683e-06
 468  2.141469e-06  3.321547e-06  3.473477e-06
 469  2.074375e-06  2.828207e-06  2.923059e-06
 470  2.201391e-06  2.511307e-06  2.568544e-06
 471  2.059515e-06  2.506783e-06  2.561908e-06
 472  1.779941e-06  2.512276e-06  2.524164e-06
 473  1.534603e-06  2.230398e-06  2.250698e-06
 474  1.295409e-06  2.455113e-06  2.361952e-06
 475  1.302356e-06  2.476802e-06  2.325754e-06
 476  1.053623e-06  2.455849e-06  2.350561e-06
 477  8.118351e-07  2.230449e-06  2.302594e-06
 478  6.871624e-07  2.151488e-06  2.122458e-06
 479  6.479278e-07  2.126826e-06  1.966166e-06
 480  6.641353e-07  2.286832e-06  2.231458e-06
 481  5.486425e-07  1.925523e-06  1.966720e-06
 482  4.940761e-07  1.839045e-06  1.782679e-06
 483  4.942623e-07  1.565766e-06  1.585051e-06
 484  4.970325e-07  1.370035e-06  1.366311e-06
 485  5.537867e-07  1.245181e-06  1.172736e-06
 486  5.821691e-07  1.129260e-06  1.057492e-06
 487  6.600736e-07  9.199369e-07  9.321585e-07
 488  5.684961e-07  7.220673e-07  7.213248e-07
 489  5.375396e-07  6.777960e-07  6.658181e-07
 490  5.268552e-07  6.723464e-07  6.295396e-07
 491  5.331180e-07  6.285638e-07  5.730806e-07
 492  5.410999e-07  5.544987e-07  5.215623e-07
 493  5.997692e-07  5.481986e-07  5.088415e-07
 494  6.214806e-07  5.734055e-07  5.246563e-07
 495  5.903653e-07  6.551805e-07  6.426976e-07
 496  5.402261e-07  6.192838e-07  6.286752e-07
 497  5.948835e-07  7.075986e-07  6.242154e-07
 498  6.232476e-07  7.029198e-07  6.235078e-07
 499  7.545321e-07  6.956185e-07  6.087075e-07
