matrix=data/matrices/bcsstk03.mtx n=112 seed=9
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
10 6.0040490532e+08 6.0040270518e+08 6.0040387834e+08 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.0082581305e+08 6.0067939516e+08 6.0040490532e+08 6.0040490532e+08 1.9312579279e+00 1.9312617170e+00 1.9311412277e+00 1.9311978841e+00 6.3424670517e+07 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 2.3622320128e+10 6.3436384000e+07 6.3434688000e+07 6.3424670517e+07 6.3424670517e+07 8.3658015556e+07 8.3678336000e+07 8.3675456000e+07 1 1 1 0 0 0 0 0
11 8.6098098219e+08 8.6095145806e+08 8.6094906351e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.6117140854e+08 8.6108969184e+08 8.6098098219e+08 8.6098098219e+08 1.8670254563e+00 1.8670305494e+00 1.8668824799e+00 1.8669446859e+00 3.8990992369e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 2.1474836480e+10 3.9002832000e+07 3.9001120000e+07 3.8990992369e+07 3.8990992369e+07 6.0238358890e+07 6.0260640000e+07 6.0257760000e+07 1 1 0 0 0 0 0 0
12 8.2026407009e+08 8.2028439067e+08 8.2028836999e+08 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.2105576499e+08 8.2071287261e+08 8.2026407009e+08 8.2026407009e+08 1.9799860714e+00 1.9799911256e+00 1.9798826316e+00 1.9799411388e+00 4.3163450222e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.7179869184e+10 4.3183296000e+07 4.3181088000e+07 4.3163450222e+07 4.3163450222e+07 7.9694874853e+07 7.9732928000e+07 7.9728448000e+07 1 1 0 0 0 0 0 0
13 5.3025791714e+08 5.3023390335e+08 5.3023182971e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.3032657702e+08 5.3032657702e+08 5.3025791714e+08 5.3025791714e+08 2.0251028079e+00 2.0251086663e+00 2.0250031204e+00 2.0250625915e+00 9.9719666897e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 6.8719476736e+10 9.9768224000e+07 9.9761728000e+07 9.9719666897e+07 9.9719666897e+07 9.5170202416e+07 9.5217120000e+07 9.5210688000e+07 1 1 0 0 0 0 0 0
14 5.1372191145e+08 5.1372650021e+08 5.1372753690e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.1412313245e+08 5.1402046866e+08 5.1372191145e+08 5.1372191145e+08 1.9417793693e+00 1.9417862662e+00 1.9416166468e+00 1.9416977762e+00 3.4945055247e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 5.5834574848e+10 3.4962224000e+07 3.4959856000e+07 3.4945055247e+07 3.4945055247e+07 4.3624414689e+07 4.3648080000e+07 4.3644768000e+07 1 1 0 0 0 0 0 0
15 7.3573289385e+08 7.3573014855e+08 7.3573031200e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.3597785857e+08 7.3583442572e+08 7.3573289385e+08 7.3573289385e+08 1.8641261600e+00 1.8641342386e+00 1.8638978910e+00 1.8640133010e+00 3.1060852222e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 3.4359738368e+10 3.1080104000e+07 3.1077560000e+07 3.1060852222e+07 3.1060852222e+07 5.1804695820e+07 5.1837056000e+07 5.1832464000e+07 1 1 0 0 0 0 0 0
16 3.8817853830e+08 3.8814911952e+08 3.8814684007e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.8810346161e+08 3.8814878756e+08 3.8817853830e+08 3.8817853830e+08 1.8463647960e+00 1.8463741445e+00 1.8460817804e+00 1.8462345032e+00 3.8369776512e+07 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 4.2949672960e+10 3.8394112000e+07 3.8390672000e+07 3.8369776512e+07 3.8369776512e+07 5.8727212576e+07 5.8763104000e+07 5.8757072000e+07 1 1 1 0 0 0 0 0
17 2.7375532242e+08 2.7376509154e+08 2.7376750756e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.7419009293e+08 2.7386910231e+08 2.7375532242e+08 2.7375532242e+08 1.8666609572e+00 1.8666703344e+00 1.8663558044e+00 1.8665256644e+00 2.8621377929e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 2.4051816858e+11 2.8637376000e+07 2.8633880000e+07 2.8621377929e+07 2.8621377929e+07 3.2914919288e+07 3.2934184000e+07 3.2929800000e+07 1 1 0 0 0 0 0 0
18 2.0054019442e+08 2.0048211155e+08 2.0047612367e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0012149192e+08 2.0036857931e+08 2.0054019442e+08 2.0054019442e+08 1.8741770887e+00 1.8741877341e+00 1.8738614006e+00 1.8740397734e+00 1.1411640904e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.1418500000e+07 1.1416854000e+07 1.1411640904e+07 1.1411640904e+07 1.5467395133e+07 1.5478118000e+07 1.5475576000e+07 1 1 0 1 0 0 0 0
19 2.4975738805e+08 2.4987291201e+08 2.4988582032e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.5150090442e+08 2.5048898289e+08 2.4975738805e+08 2.4975738804e+08 1.8267470589e+00 1.8267589519e+00 1.8263329110e+00 1.8265589593e+00 4.7973966736e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 4.8013110000e+06 4.8003720000e+06 4.7973966736e+06 4.7973966736e+06 1.0012631081e+07 1.0022024000e+07 1.0019820000e+07 1 1 1 0 0 0 0 0
20 1.9728308486e+08 1.9686525710e+08 1.9682351716e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9243012394e+08 1.9535058120e+08 1.9728308486e+08 1.9728308487e+08 1.8135599232e+00 1.8135760615e+00 1.8131564784e+00 1.8133829246e+00 8.1712028730e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 8.1802330000e+06 8.1779410000e+06 8.1712028730e+06 8.1712028730e+06 1.1657936966e+07 1.1671568000e+07 1.1668208000e+07 1 1 1 0 0 0 0 0
21 2.3234964508e+08 2.3315363901e+08 2.3323848998e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4329222957e+08 2.3685287052e+08 2.3234964508e+08 2.3234964506e+08 1.7875062213e+00 1.7875178244e+00 1.7869958388e+00 1.7872842790e+00 4.5372781918e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 4.5441730000e+06 4.5417020000e+06 4.5372781918e+06 4.5372781918e+06 6.0586225151e+06 6.0679490000e+06 6.0652970000e+06 1 1 0 0 0 0 0 0
22 2.0670824902e+08 2.0558149115e+08 2.0546262423e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9279546179e+08 2.0093299125e+08 2.0670824903e+08 2.0670824904e+08 1.7742208999e+00 1.7742416063e+00 1.7738134183e+00 1.7740542710e+00 3.6544968520e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 3.6620020000e+06 3.6593005000e+06 3.6544968520e+06 3.6544968520e+06 5.3407354857e+06 5.3515320000e+06 5.3484580000e+06 1 1 0 0 0 0 0 0
23 1.4200948342e+08 1.4401458833e+08 1.4422588684e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7012802265e+08 1.5326078071e+08 1.4200948340e+08 1.4200948337e+08 1.7789449594e+00 1.7789474256e+00 1.7783432146e+00 1.7787165196e+00 2.2229059417e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 2.2324230000e+06 2.2272995000e+06 2.2229059417e+06 2.2229059417e+06 3.9729635359e+06 3.9845850000e+06 3.9806080000e+06 1 1 1 0 0 0 0 0
24 1.4829796647e+08 1.4407022756e+08 1.4367910477e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0714476611e+08 1.2856927243e+08 1.4829796651e+08 1.4829796657e+08 1.7809655619e+00 1.7810071534e+00 1.7807815584e+00 1.7809309317e+00 2.3444947838e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 2.3771785000e+06 2.3539480000e+06 2.3444947838e+06 2.3444947837e+06 3.8230842370e+06 3.8459020000e+06 3.8338345000e+06 1 1 1 0 0 0 0 0
25 1.9148223380e+08 1.9955080305e+08 2.0027361972e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0622728113e+08 2.3616948544e+08 1.9148223373e+08 1.9148223362e+08 1.7716676176e+00 1.7716279912e+00 1.7708518625e+00 1.7712560533e+00 2.2268294886e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 2.3015100000e+06 2.2446075000e+06 2.2268294886e+06 2.2268294886e+06 4.2882602723e+06 4.3290910000e+06 4.3044150000e+06 1 1 0 0 0 0 0 0
26 1.5600405890e+08 1.4725478370e+08 1.4711630701e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1264128522e+08 1.4843555339e+08 1.5600405898e+08 1.5600405912e+08 1.7509015865e+00 1.7510364208e+00 1.7514075025e+00 1.7511406663e+00 3.5268241399e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 3.7111170000e+06 3.5720645000e+06 3.5268241399e+06 3.5268241399e+06 6.4602536683e+06 6.5444690000e+06 6.4913590000e+06 1 1 0 1 0 0 0 0
27 1.6525837755e+08 1.9437687039e+08 1.9677991315e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.4988676402e+08 3.5858233057e+08 1.6525837739e+08 1.6525837712e+08 1.7181797863e+00 1.7181186184e+00 1.7256209917e+00 1.7196010426e+00 2.7703690432e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 4.1397445000e+06 3.0936335000e+06 2.7703690432e+06 2.7703690432e+06 5.3915146594e+06 5.9922770000e+06 5.5358600000e+06 1 1 1 1 0 0 0 0
28 2.6612547211e+08 3.1060878289e+08 3.2559677806e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8498198669e+08 6.1612027273e+08 2.6612547218e+08 2.6612547232e+08 1.5964703235e+00 1.6004045436e+00 1.6387874089e+00 1.6194519278e+00 3.1020303647e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 4.0217620000e+06 3.8787115000e+06 3.1020303647e+06 3.1020303647e+06 9.0822694237e+06 8.7663180000e+06 9.2355940000e+06 1 1 0 1 0 0 0 0
29 2.0016780319e+08 2.3808147332e+08 2.5084877176e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2486516124e+08 3.2560606443e+08 2.0016780319e+08 2.0016780320e+08 1.5481837450e+00 1.5474442491e+00 1.5467646547e+00 1.5466732543e+00 1.9683576949e+07 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.1769926000e+07 1.7955832000e+07 1.9683576949e+07 1.9683576949e+07 2.2608839773e+07 1.9730592000e+07 2.2948352000e+07 1 1 0 1 0 0 0 0
30 1.2342847775e+08 1.1771187848e+08 1.1700618200e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3546124743e+08 1.1919685086e+08 1.2342847781e+08 1.2342847787e+08 1.5564332057e+00 1.5565156874e+00 1.5544993978e+00 1.5560093461e+00 1.7598362213e+07 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.3894384000e+07 1.4883552000e+07 1.7598362213e+07 1.7598362213e+07 1.4515825373e+07 1.4238562000e+07 1.4415762000e+07 1 1 1 0 0 0 0 0
31 1.4217234860e+08 1.3055777066e+08 1.2874280316e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3635520388e+08 1.5189520071e+08 1.4217234886e+08 1.4217234935e+08 1.5615412263e+00 1.5614900923e+00 1.5591371532e+00 1.5608432931e+00 3.4555089529e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 4.4853640000e+06 3.6120515000e+06 3.4555089529e+06 3.4555089529e+06 5.8731645581e+06 6.1126720000e+06 5.8092350000e+06 1 1 0 0 0 0 0 0
32 1.0945620517e+08 2.5277863026e+08 2.7243442110e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0911665754e+08 3.0824567609e+08 1.0945620480e+08 1.0945620398e+08 1.5691547348e+00 1.5653343745e+00 1.5613462523e+00 1.5624694127e+00 2.9462465647e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 6.5541730000e+06 5.3090120000e+06 2.9462465647e+06 2.9462465647e+06 5.7342806975e+06 7.4563960000e+06 6.7270600000e+06 1 1 0 0 0 0 0 0
33 1.2563186626e+08 1.2937833057e+08 1.8335993130e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.7076846682e+07 1.0253818772e+08 1.2563186829e+08 1.2563187236e+08 1.5769936171e+00 1.5729509903e+00 1.5714420262e+00 1.5728943561e+00 2.2325610118e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 5.1530210000e+06 6.8559690000e+06 2.2325610118e+06 2.2325610118e+06 4.0585091298e+06 6.5021490000e+06 6.9738940000e+06 1 1 1 1 0 0 0 0
34 9.2431460879e+07 1.0861400326e+08 1.2256070009e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0779697880e+08 1.1724842806e+08 9.2431454467e+07 9.2431442043e+07 1.6158365258e+00 1.5883100891e+00 1.5856889022e+00 1.5881400126e+00 1.8096352104e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.9417775000e+06 2.0159355000e+06 1.8096352104e+06 1.8096352104e+06 3.6779865342e+06 3.6833470000e+06 3.7945470000e+06 1 1 0 1 0 0 0 0
35 5.2886494617e+07 2.2884513391e+08 1.9712242903e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3629471359e+08 1.3942512535e+08 5.2886500557e+07 5.2886510972e+07 1.6326036229e+00 1.6248254151e+00 1.6154002167e+00 1.6221576510e+00 2.4887619135e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 3.7097380000e+06 2.9089160000e+06 2.4887619135e+06 2.4887619135e+06 2.8102078641e+06 4.2787640000e+06 3.9247210000e+06 1 1 0 1 0 0 0 0
36 4.3287158528e+07 1.3711107783e+08 1.2558055021e+08 4.0960000000e+03 4.0960000000e+03 0.0000000000e+00 2.6843545600e+08 5.5275099775e+07 6.0233823503e+07 4.3287145880e+07 4.3287128751e+07 1.6243969459e+00 1.6326406495e+00 1.6317069321e+00 1.6324177532e+00 9.3084485443e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 4.2969880000e+06 4.1327925000e+06 9.3084485435e+05 9.3084485434e+05 1.3234215274e+06 3.5074300000e+06 3.0359070000e+06 1 1 1 1 0 0 0 0
37 4.5686651665e+07 7.4224196345e+07 6.9646451116e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3903446368e+07 4.5270151258e+07 4.5686749487e+07 4.5686907794e+07 1.6004463067e+00 1.6227072710e+00 1.6219393361e+00 1.6228291179e+00 2.8343229270e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 7.3257512500e+05 8.5951593750e+05 2.8343229224e+05 2.8343229222e+05 7.7123731235e+05 1.1718640000e+06 1.2469850000e+06 1 1 0 0 0 0 0 0
38 4.1607802897e+07 4.3324688318e+07 4.3587954617e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7047727952e+07 4.6042293363e+07 4.1607527317e+07 4.1607039537e+07 1.5908939634e+00 1.6021946104e+00 1.6018458802e+00 1.6020198430e+00 3.7959029973e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 4.4397843750e+05 4.2268012500e+05 3.7959028557e+05 3.7959028500e+05 8.6127322470e+05 8.3852587500e+05 8.3382918750e+05 1 1 1 0 0 0 0 0
39 3.8401354509e+07 5.1552739603e+07 4.8518971896e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.1429686559e+07 4.8403028008e+07 3.8402282098e+07 3.8403913646e+07 1.5671806978e+00 1.5855052938e+00 1.5856493801e+00 1.5859189689e+00 6.0529849194e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 9.8553175000e+05 8.6581625000e+05 6.0529824293e+05 6.0529823275e+05 8.7908941469e+05 1.2429752500e+06 1.1875240000e+06 1 1 0 1 0 0 0 0
40 4.6921769450e+07 5.2208967605e+07 5.9922217218e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.6715355320e+07 5.0009765410e+07 4.6919356119e+07 4.6915092849e+07 1.5466022919e+00 1.5764810598e+00 1.5778095406e+00 1.5780211505e+00 3.3048941951e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 9.8398425000e+05 8.4888300000e+05 3.3048806326e+05 3.3048800761e+05 5.5585301391e+05 1.1017272500e+06 1.0197664375e+06 1 1 0 1 0 0 0 0
41 5.6662838098e+07 3.4749102502e+07 3.4568287065e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.7859166473e+07 3.7203673752e+07 5.6667557034e+07 5.6677269859e+07 1.5237126418e+00 1.5620771138e+00 1.5634754318e+00 1.5644489363e+00 2.9465149528e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 8.6038268750e+05 1.1222702500e+06 2.9464534332e+05 2.9464509029e+05 7.3161824612e+05 9.9313706250e+05 1.0655065000e+06 1 1 1 1 0 0 0 0
42 5.9547108807e+07 5.6225271456e+07 5.5832436422e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.2288364876e+07 5.2606755908e+07 5.9542520403e+07 5.9534429169e+07 1.4986395963e+00 1.5334979181e+00 1.5317065933e+00 1.5331030448e+00 1.0233095684e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.7057901562e+05 1.8158159375e+05 1.0232377314e+06 1.0232347721e+06 1.3548662136e+06 4.7902456250e+05 4.9257065625e+05 1 1 1 1 0 0 0 0
43 4.5573585233e+07 5.7214480987e+07 5.7419183701e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.8516271983e+07 5.7909502370e+07 4.5574646999e+07 4.5576158856e+07 1.4791535340e+00 1.5061332863e+00 1.5041706966e+00 1.5057167316e+00 1.2753336875e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 7.2057594038e+16 3.0272000000e+05 3.0367512500e+05 1.2753504193e+06 1.2753510994e+06 1.5814843833e+06 8.8328706250e+05 8.8362018750e+05 1 1 0 0 0 0 0 0
44 2.3468895299e+07 4.4164017922e+07 4.4215315055e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3581784925e+07 4.4268973758e+07 2.3470517224e+07 2.3473267389e+07 1.4750510632e+00 1.4789190478e+00 1.4767494387e+00 1.4784266059e+00 1.5827994492e+06 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 6.1365075000e+05 6.1265156250e+05 1.5828670957e+06 1.5828698842e+06 1.2183645705e+06 1.1757580000e+06 1.1734872500e+06 1 1 1 0 0 0 0 0
45 3.3066720355e+07 2.3224574283e+07 2.3236667566e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4404747589e+07 2.3029354130e+07 3.3059249730e+07 3.3045397776e+07 1.4688598927e+00 1.4737134448e+00 1.4714850208e+00 1.4732237494e+00 1.3420808973e+05 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 9.3010531250e+05 9.2861531250e+05 1.3420990150e+05 1.3420998070e+05 2.6646748560e+05 9.8100293750e+05 9.7915487500e+05 1 1 1 1 0 0 0 0
46 5.6904355392e+07 3.5388768705e+07 3.5345110963e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.1958729682e+07 3.6394141759e+07 5.6932731386e+07 5.6985157966e+07 1.4486859829e+00 1.4677983508e+00 1.4655623587e+00 1.4673246168e+00 1.4432845934e+05 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.0000000000e+00 1.0551932812e+05 1.0572276562e+05 1.4432885093e+05 1.4432889143e+05 4.1803585045e+05 2.4115684375e+05 2.4074662500e+05 1 1 0 1 0 0 0 0
